network,ks_cmi,ks_gpp,ks_led,bc_lcc,Caribou,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr,rep
PB_110_PB_35768_PB_39822,0.666,0.666,0.666,0.213,0.249,0.083,0.152,0.203,0.094,0.269,0.308,0.177,0.189,0.36,0.325,0.152,0.189,0.222,0.201,0.174,0.131,0.295,0
PB_25142_PB_25640_PB_27979,0.343,0.343,0.343,0.211,0.573,0.72,0.678,0.617,0.258,0.705,0.458,0.181,0.745,0.635,0.504,0.29,0.644,0.709,0.433,0.43,0.66,0.74,0
PB_25142_PB_25640_PB_35727,0.353,0.353,0.353,0.21,0.585,0.708,0.659,0.635,0.264,0.719,0.474,0.17,0.751,0.64,0.509,0.29,0.648,0.71,0.443,0.426,0.665,0.75,0
PB_25142_PB_25640_PB_40854,0.388,0.388,0.388,0.214,0.631,0.663,0.568,0.71,0.248,0.793,0.515,0.174,0.754,0.677,0.525,0.253,0.653,0.723,0.494,0.399,0.694,0.788,0
PB_25142_PB_25640_PB_43279,0.389,0.389,0.389,0.213,0.636,0.666,0.57,0.713,0.222,0.798,0.503,0.175,0.729,0.682,0.507,0.252,0.654,0.724,0.496,0.4,0.697,0.791,0
PB_25640_PB_35727_PB_36928,0.368,0.368,0.368,0.202,0.591,0.713,0.66,0.642,0.265,0.725,0.484,0.158,0.748,0.645,0.503,0.3,0.652,0.711,0.454,0.428,0.665,0.76,0
PB_25640_PB_35727_PB_40854,0.398,0.398,0.398,0.209,0.635,0.666,0.568,0.717,0.249,0.794,0.521,0.169,0.755,0.684,0.528,0.256,0.656,0.726,0.495,0.402,0.694,0.794,0
PB_25640_PB_36928_PB_43279,0.4,0.4,0.4,0.205,0.639,0.67,0.571,0.718,0.224,0.794,0.512,0.163,0.729,0.69,0.505,0.258,0.657,0.728,0.498,0.405,0.698,0.798,0
PB_25640_PB_40854_PB_41589,0.396,0.396,0.396,0.213,0.634,0.664,0.567,0.714,0.247,0.797,0.518,0.184,0.753,0.68,0.527,0.254,0.656,0.728,0.506,0.4,0.692,0.792,0
PB_25640_PB_40854_PB_43279,0.399,0.399,0.399,0.214,0.64,0.664,0.565,0.719,0.223,0.804,0.51,0.181,0.73,0.689,0.511,0.253,0.657,0.73,0.51,0.395,0.697,0.797,0
PB_25640_PB_41589_PB_43279,0.399,0.399,0.399,0.214,0.64,0.664,0.565,0.719,0.223,0.804,0.51,0.181,0.73,0.689,0.511,0.253,0.657,0.73,0.51,0.395,0.697,0.797,0
PB_35727_PB_40854_PB_41589,0.444,0.444,0.444,0.205,0.701,0.682,0.562,0.787,0.258,0.863,0.583,0.169,0.8,0.734,0.554,0.311,0.682,0.747,0.519,0.435,0.72,0.858,0
PB_36928_PB_38586_PB_40854,0.444,0.444,0.444,0.202,0.706,0.683,0.56,0.791,0.261,0.861,0.594,0.161,0.804,0.744,0.548,0.319,0.682,0.744,0.521,0.436,0.728,0.867,0
