network,ks_cmi,ks_gpp,ks_led,bc_lcc,Caribou,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr,rep
PB_208634_PB_211622_PB_213660,0.173,0.102,0.027,0.105,0.093,0.095,0.093,0.082,0.076,0.071,0.083,0.134,0.093,0.147,0.083,0.166,0.154,0.185,0.149,0.129,0.202,0.118,1
PB_208634_PB_211622_PB_215778,0.17,0.079,0.053,0.088,0.1,0.103,0.068,0.05,0.06,0.082,0.096,0.146,0.115,0.147,0.083,0.18,0.142,0.179,0.166,0.216,0.17,0.107,1
PB_208698_PB_209831_PB_211622,0.052,0.099,0.044,0.128,0.068,0.15,0.101,0.151,0.183,0.077,0.049,0.159,0.293,0.134,0.252,0.084,0.119,0.16,0.158,0.259,0.323,0.18,1
PB_208698_PB_210444_PB_211622,0.053,0.1,0.043,0.128,0.07,0.15,0.101,0.153,0.184,0.079,0.049,0.158,0.292,0.133,0.25,0.087,0.12,0.159,0.16,0.258,0.327,0.184,1
PB_208698_PB_210805_PB_211622,0.052,0.101,0.045,0.126,0.074,0.14,0.095,0.155,0.188,0.079,0.048,0.161,0.293,0.135,0.255,0.094,0.116,0.162,0.155,0.261,0.331,0.19,1
PB_208698_PB_210805_PB_212114,0.064,0.103,0.05,0.124,0.079,0.137,0.095,0.164,0.205,0.086,0.046,0.152,0.293,0.135,0.254,0.089,0.117,0.164,0.156,0.252,0.3,0.194,1
PB_208698_PB_211622_PB_211946,0.053,0.101,0.043,0.127,0.07,0.15,0.101,0.153,0.184,0.079,0.049,0.158,0.292,0.133,0.25,0.087,0.12,0.159,0.16,0.258,0.327,0.184,1
PB_208698_PB_211622_PB_212114,0.104,0.122,0.078,0.106,0.094,0.17,0.111,0.15,0.169,0.069,0.094,0.167,0.379,0.195,0.309,0.092,0.117,0.232,0.185,0.276,0.31,0.334,1
PB_208698_PB_211622_PB_212779,0.059,0.047,0.071,0.089,0.099,0.151,0.116,0.086,0.078,0.093,0.091,0.101,0.195,0.131,0.172,0.075,0.101,0.13,0.13,0.174,0.269,0.138,1
PB_208698_PB_211622_PB_213252,0.071,0.069,0.038,0.092,0.091,0.126,0.091,0.068,0.071,0.067,0.071,0.066,0.152,0.138,0.157,0.099,0.125,0.125,0.133,0.143,0.279,0.11,1
