network,ks_cmi,ks_gpp,ks_led,bc_lcc,Caribou,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr,rep
PB_234660_PB_242735_PB_257823,0.186,0.186,0.186,0.089,NaN,0.151,0.125,0.109,0.325,0.146,0.119,0.194,0.267,0.142,0.179,0.283,0.179,0.219,0.267,0.339,0.344,0.202,1
PB_234660_PB_243686_PB_257823,0.182,0.182,0.182,0.089,NaN,0.147,0.118,0.098,0.331,0.152,0.123,0.203,0.272,0.147,0.193,0.296,0.171,0.225,0.274,0.345,0.353,0.22,1
PB_234660_PB_248643_PB_257823,0.197,0.197,0.197,0.071,NaN,0.137,0.11,0.081,0.323,0.215,0.131,0.302,0.328,0.145,0.272,0.318,0.128,0.217,0.262,0.363,0.381,0.268,1
PB_234660_PB_257688_PB_242735,0.189,0.189,0.189,0.091,0.643,0.165,0.15,0.137,0.287,0.076,0.126,0.251,0.23,0.204,0.193,0.298,0.25,0.232,0.218,0.318,0.293,0.191,1
PB_234660_PB_257688_PB_243686,0.185,0.185,0.185,0.091,0.643,0.156,0.143,0.136,0.288,0.086,0.114,0.263,0.234,0.205,0.206,0.313,0.247,0.238,0.225,0.324,0.31,0.211,1
PB_235070_PB_237159_PB_257688,0.16,0.16,0.16,0.122,0.643,0.292,0.259,0.14,0.251,0.147,0.198,0.147,0.258,0.313,0.281,0.383,0.22,0.225,0.248,0.389,0.488,0.355,1
PB_235070_PB_237159_PB_257823,0.141,0.141,0.141,0.101,NaN,0.239,0.155,0.101,0.286,0.14,0.179,0.096,0.292,0.197,0.251,0.375,0.148,0.215,0.295,0.41,0.508,0.346,1
PB_235070_PB_242735_PB_257823,0.193,0.193,0.193,0.085,NaN,0.148,0.12,0.076,0.316,0.131,0.121,0.127,0.24,0.09,0.171,0.261,0.168,0.24,0.264,0.334,0.32,0.178,1
PB_235070_PB_243686_PB_257823,0.188,0.188,0.188,0.085,NaN,0.143,0.113,0.063,0.322,0.136,0.131,0.135,0.243,0.095,0.19,0.26,0.16,0.246,0.272,0.341,0.329,0.195,1
PB_235070_PB_257688_PB_242735,0.195,0.195,0.195,0.089,0.643,0.181,0.145,0.114,0.28,0.074,0.128,0.174,0.196,0.173,0.167,0.241,0.236,0.259,0.215,0.304,0.264,0.166,1
PB_235070_PB_257688_PB_243686,0.191,0.191,0.191,0.088,0.643,0.178,0.138,0.114,0.287,0.085,0.144,0.184,0.2,0.168,0.193,0.254,0.232,0.266,0.222,0.31,0.276,0.185,1
PB_235487_PB_242735_PB_257823,0.17,0.17,0.17,0.087,NaN,0.15,0.123,0.149,0.37,0.129,0.131,0.134,0.252,0.116,0.173,0.262,0.173,0.175,0.293,0.338,0.322,0.215,1
PB_235487_PB_243686_PB_257823,0.165,0.165,0.165,0.087,NaN,0.145,0.116,0.147,0.376,0.134,0.124,0.142,0.255,0.12,0.191,0.26,0.166,0.179,0.3,0.344,0.332,0.23,1
PB_235487_PB_245678_PB_257823,0.188,0.188,0.188,0.083,NaN,0.212,0.118,0.221,0.437,0.107,0.199,0.231,0.349,0.144,0.197,0.322,0.222,0.152,0.359,0.395,0.403,0.389,1
PB_235487_PB_249747_PB_257823,0.187,0.187,0.187,0.081,NaN,0.138,0.112,0.114,0.333,0.172,0.129,0.257,0.273,0.116,0.221,0.275,0.107,0.156,0.282,0.345,0.355,0.265,1
PB_235487_PB_250050_PB_257823,0.199,0.199,0.199,0.075,NaN,0.109,0.157,0.148,0.398,0.19,0.111,0.221,0.286,0.108,0.219,0.273,0.118,0.195,0.281,0.313,0.303,0.221,1
PB_235487_PB_250519_PB_257823,0.189,0.189,0.189,0.079,NaN,0.102,0.143,0.162,0.405,0.186,0.122,0.226,0.283,0.116,0.22,0.284,0.106,0.194,0.292,0.316,0.33,0.227,1
PB_235487_PB_251378_PB_257823,0.186,0.186,0.186,0.075,NaN,0.116,0.134,0.099,0.325,0.198,0.134,0.269,0.271,0.114,0.216,0.257,0.102,0.187,0.282,0.334,0.332,0.219,1
PB_235487_PB_254823_PB_257823,0.188,0.188,0.188,0.076,NaN,0.131,0.171,0.074,0.318,0.191,0.123,0.082,0.234,0.118,0.127,0.251,0.138,0.191,0.231,0.201,0.309,0.196,1
PB_235487_PB_256043_PB_257823,0.187,0.187,0.187,0.076,NaN,0.115,0.167,0.088,0.316,0.163,0.124,0.126,0.254,0.117,0.139,0.253,0.16,0.228,0.265,0.222,0.322,0.182,1
PB_235563_PB_236548_PB_257688,0.15,0.15,0.15,0.126,0.643,0.308,0.252,0.211,0.325,0.131,0.11,0.125,0.319,0.34,0.307,0.416,0.245,0.246,0.286,0.385,0.525,0.384,1
PB_235563_PB_236548_PB_257823,0.138,0.138,0.138,0.099,NaN,0.257,0.14,0.148,0.373,0.12,0.129,0.105,0.348,0.213,0.268,0.398,0.157,0.241,0.334,0.401,0.564,0.367,1
PB_235563_PB_237159_PB_257688,0.156,0.156,0.156,0.116,0.643,0.303,0.231,0.18,0.293,0.147,0.122,0.092,0.32,0.358,0.275,0.394,0.24,0.191,0.276,0.386,0.487,0.387,1
PB_235563_PB_237159_PB_257823,0.143,0.143,0.143,0.087,NaN,0.228,0.125,0.133,0.344,0.118,0.127,0.089,0.35,0.23,0.248,0.38,0.154,0.193,0.32,0.401,0.525,0.37,1
PB_235861_PB_245678_PB_257823,0.188,0.188,0.188,0.078,NaN,0.247,0.135,0.145,0.361,0.097,0.139,0.216,0.333,0.154,0.222,0.327,0.246,0.193,0.324,0.388,0.408,0.364,1
PB_235861_PB_249747_PB_257823,0.187,0.187,0.187,0.079,NaN,0.15,0.094,0.101,0.276,0.187,0.143,0.248,0.267,0.122,0.246,0.297,0.138,0.208,0.256,0.352,0.364,0.251,1
PB_235861_PB_250050_PB_257823,0.197,0.197,0.197,0.073,NaN,0.116,0.111,0.117,0.347,0.206,0.101,0.207,0.266,0.111,0.234,0.299,0.13,0.24,0.219,0.314,0.315,0.21,1
PB_235861_PB_250519_PB_257823,0.189,0.189,0.189,0.078,NaN,0.11,0.102,0.114,0.351,0.196,0.109,0.21,0.263,0.122,0.237,0.309,0.12,0.243,0.224,0.323,0.341,0.215,1
PB_235861_PB_251378_PB_257823,0.187,0.187,0.187,0.083,NaN,0.128,0.089,0.124,0.273,0.215,0.148,0.256,0.261,0.12,0.234,0.285,0.117,0.235,0.239,0.342,0.343,0.206,1
PB_235861_PB_256048_PB_257688,0.19,0.19,0.19,0.134,0.643,0.113,0.195,0.149,0.322,0.253,0.259,0.209,0.3,0.252,0.17,0.442,0.109,0.261,0.27,0.306,0.378,0.352,1
PB_235861_PB_257688_PB_245678,0.193,0.193,0.193,0.087,0.643,0.289,0.177,0.18,0.331,0.114,0.154,0.271,0.279,0.253,0.236,0.326,0.313,0.184,0.267,0.369,0.358,0.379,1
PB_235861_PB_257688_PB_249747,0.192,0.192,0.192,0.089,0.643,0.194,0.125,0.129,0.243,0.205,0.154,0.309,0.205,0.185,0.264,0.339,0.199,0.212,0.21,0.322,0.312,0.259,1
PB_235861_PB_257688_PB_250519,0.193,0.193,0.193,0.087,0.643,0.145,0.06,0.15,0.32,0.207,0.096,0.265,0.211,0.212,0.258,0.347,0.16,0.25,0.173,0.291,0.291,0.229,1
PB_235861_PB_257688_PB_251378,0.191,0.191,0.191,0.093,0.643,0.159,0.092,0.154,0.235,0.235,0.169,0.316,0.201,0.182,0.255,0.324,0.184,0.242,0.192,0.311,0.295,0.231,1
PB_235861_PB_257688_PB_256043,0.192,0.192,0.192,0.13,0.643,0.139,0.141,0.128,0.221,0.188,0.198,0.164,0.208,0.188,0.19,0.306,0.117,0.239,0.186,0.195,0.299,0.147,1
PB_235861_PB_257688_PB_257823,0.189,0.189,0.189,0.115,0.643,0.156,0.067,0.119,0.344,0.24,0.27,0.166,0.292,0.135,0.209,0.403,0.073,0.266,0.364,0.369,0.505,0.297,1
PB_236140_PB_236548_PB_257823,0.143,0.143,0.143,0.088,NaN,0.28,0.176,0.101,0.273,0.11,0.175,0.108,0.326,0.152,0.279,0.407,0.177,0.188,0.319,0.405,0.503,0.297,1
PB_236140_PB_236563_PB_257823,0.118,0.118,0.118,0.091,NaN,0.243,0.101,0.131,0.302,0.186,0.239,0.142,0.367,0.13,0.244,0.403,0.113,0.185,0.305,0.392,0.478,0.275,1
PB_236140_PB_236663_PB_257688,0.115,0.115,0.115,0.122,0.643,0.4,0.275,0.134,0.291,0.107,0.222,0.226,0.284,0.264,0.303,0.452,0.208,0.174,0.247,0.371,0.444,0.275,1
PB_236140_PB_241721_PB_257823,0.158,0.158,0.158,0.07,NaN,0.258,0.162,0.114,0.287,0.116,0.111,0.11,0.291,0.092,0.175,0.284,0.201,0.191,0.291,0.348,0.33,0.129,1
PB_236140_PB_242735_PB_257823,0.16,0.16,0.16,0.072,NaN,0.178,0.132,0.069,0.271,0.123,0.124,0.12,0.279,0.094,0.179,0.264,0.177,0.174,0.278,0.333,0.287,0.159,1
PB_236140_PB_243686_PB_257823,0.155,0.155,0.155,0.072,NaN,0.172,0.125,0.07,0.275,0.127,0.131,0.132,0.283,0.098,0.197,0.262,0.17,0.177,0.284,0.339,0.295,0.172,1
PB_236140_PB_245678_PB_257823,0.177,0.177,0.177,0.068,NaN,0.235,0.127,0.141,0.336,0.102,0.129,0.222,0.378,0.103,0.201,0.329,0.231,0.166,0.313,0.38,0.366,0.316,1
PB_236140_PB_249747_PB_257823,0.176,0.176,0.176,0.067,NaN,0.144,0.088,0.113,0.242,0.189,0.149,0.255,0.311,0.078,0.215,0.295,0.115,0.162,0.265,0.34,0.317,0.194,1
PB_236140_PB_250050_PB_257823,0.189,0.189,0.189,0.062,NaN,0.113,0.13,0.12,0.315,0.205,0.108,0.218,0.299,0.073,0.177,0.292,0.124,0.192,0.237,0.302,0.267,0.185,1
PB_236140_PB_250519_PB_257823,0.178,0.178,0.178,0.064,NaN,0.106,0.122,0.114,0.317,0.202,0.117,0.218,0.301,0.067,0.181,0.303,0.113,0.198,0.244,0.312,0.29,0.174,1
PB_236140_PB_251266_PB_257823,0.173,0.173,0.173,0.109,NaN,0.108,0.13,0.164,0.279,0.214,0.168,0.225,0.321,0.084,0.193,0.296,0.128,0.196,0.24,0.31,0.295,0.217,1
PB_236140_PB_251378_PB_257823,0.175,0.175,0.175,0.061,NaN,0.122,0.103,0.135,0.239,0.217,0.149,0.258,0.304,0.072,0.204,0.284,0.109,0.184,0.248,0.331,0.293,0.175,1
PB_236140_PB_252768_PB_257823,0.171,0.171,0.171,0.107,NaN,0.111,0.135,0.135,0.297,0.214,0.147,0.231,0.318,0.072,0.191,0.293,0.123,0.194,0.239,0.305,0.301,0.217,1
PB_236140_PB_254231_PB_257823,0.194,0.194,0.194,0.095,NaN,0.14,0.196,0.158,0.266,0.206,0.246,0.201,0.317,0.072,0.07,0.26,0.138,0.208,0.227,0.176,0.244,0.183,1
PB_236140_PB_254823_PB_257823,0.177,0.177,0.177,0.067,NaN,0.114,0.149,0.147,0.234,0.215,0.203,0.092,0.243,0.071,0.079,0.242,0.117,0.188,0.2,0.202,0.289,0.148,1
PB_236140_PB_256043_PB_257823,0.176,0.176,0.176,0.07,NaN,0.101,0.15,0.139,0.235,0.188,0.221,0.137,0.277,0.068,0.094,0.254,0.14,0.212,0.233,0.228,0.302,0.157,1
PB_236140_PB_256048_PB_257688,0.173,0.173,0.173,0.092,0.643,0.147,0.211,0.165,0.293,0.236,0.327,0.207,0.348,0.198,0.106,0.428,0.065,0.22,0.288,0.294,0.368,0.307,1
PB_236140_PB_256048_PB_257823,0.172,0.172,0.172,0.077,NaN,0.104,0.175,0.141,0.327,0.217,0.283,0.158,0.405,0.099,0.11,0.382,0.1,0.204,0.337,0.325,0.376,0.272,1
PB_236140_PB_257688_PB_236226,0.098,0.098,0.098,0.128,0.643,0.378,0.236,0.159,0.253,0.211,0.297,0.213,0.293,0.247,0.292,0.498,0.181,0.137,0.247,0.377,0.44,0.281,1
PB_236140_PB_257688_PB_236563,0.112,0.112,0.112,0.11,0.643,0.352,0.213,0.152,0.278,0.204,0.291,0.2,0.295,0.241,0.28,0.469,0.167,0.176,0.26,0.369,0.447,0.275,1
PB_236140_PB_257688_PB_241721,0.158,0.158,0.158,0.082,0.643,0.338,0.238,0.144,0.27,0.095,0.127,0.132,0.258,0.174,0.173,0.285,0.251,0.208,0.249,0.329,0.287,0.155,1
PB_236140_PB_257688_PB_242735,0.16,0.16,0.16,0.078,0.643,0.247,0.157,0.117,0.231,0.063,0.153,0.166,0.236,0.131,0.177,0.261,0.239,0.189,0.233,0.313,0.237,0.138,1
PB_236140_PB_257688_PB_243686,0.155,0.155,0.155,0.077,0.643,0.243,0.15,0.116,0.237,0.059,0.162,0.174,0.245,0.128,0.203,0.279,0.235,0.194,0.239,0.318,0.252,0.158,1
PB_236140_PB_257688_PB_245678,0.177,0.177,0.177,0.074,0.643,0.277,0.167,0.183,0.303,0.124,0.144,0.271,0.328,0.199,0.196,0.329,0.288,0.158,0.256,0.365,0.322,0.335,1
PB_236140_PB_257688_PB_249747,0.176,0.176,0.176,0.072,0.643,0.188,0.116,0.143,0.211,0.199,0.167,0.309,0.256,0.118,0.227,0.33,0.176,0.16,0.223,0.313,0.274,0.215,1
PB_236140_PB_257688_PB_250050,0.19,0.19,0.19,0.066,0.643,0.143,0.079,0.152,0.288,0.219,0.104,0.267,0.268,0.169,0.192,0.327,0.159,0.202,0.176,0.275,0.234,0.215,1
PB_236140_PB_257688_PB_250519,0.178,0.178,0.178,0.069,0.643,0.165,0.075,0.151,0.292,0.217,0.117,0.272,0.267,0.166,0.199,0.342,0.149,0.2,0.182,0.282,0.249,0.205,1
PB_236140_PB_257688_PB_251266,0.172,0.172,0.172,0.128,0.643,0.17,0.082,0.184,0.261,0.232,0.193,0.28,0.289,0.183,0.202,0.327,0.179,0.215,0.184,0.283,0.252,0.253,1
PB_236140_PB_257688_PB_251378,0.175,0.175,0.175,0.065,0.643,0.16,0.083,0.163,0.213,0.23,0.181,0.312,0.253,0.126,0.222,0.313,0.163,0.199,0.204,0.299,0.25,0.206,1
PB_236140_PB_257688_PB_252768,0.171,0.171,0.171,0.121,0.643,0.174,0.085,0.152,0.278,0.227,0.168,0.287,0.288,0.169,0.2,0.324,0.167,0.213,0.198,0.27,0.258,0.238,1
PB_236140_PB_257688_PB_254823,0.178,0.178,0.178,0.085,0.643,0.165,0.132,0.164,0.219,0.228,0.235,0.127,0.251,0.129,0.096,0.273,0.085,0.206,0.171,0.172,0.246,0.134,1
PB_236140_PB_257688_PB_255012,0.183,0.183,0.183,0.111,0.643,0.147,0.162,0.168,0.254,0.21,0.266,0.256,0.278,0.157,0.125,0.339,0.078,0.203,0.228,0.189,0.254,0.198,1
PB_236140_PB_257688_PB_256043,0.176,0.176,0.176,0.088,0.643,0.16,0.159,0.155,0.209,0.198,0.257,0.173,0.254,0.142,0.1,0.287,0.078,0.198,0.198,0.185,0.261,0.151,1
PB_236140_PB_257688_PB_257823,0.176,0.176,0.176,0.078,0.643,0.177,0.078,0.149,0.315,0.222,0.296,0.182,0.335,0.084,0.203,0.399,0.079,0.218,0.383,0.362,0.473,0.257,1
PB_236140_PB_257688_PB_82559,0.175,0.175,0.175,0.118,0.643,0.204,0.082,0.172,0.209,0.221,0.278,0.232,0.305,0.216,0.182,0.405,0.076,0.161,0.272,0.248,0.34,0.246,1
PB_236140_PB_257688_PB_82704,0.193,0.193,0.193,0.11,0.643,0.179,0.086,0.186,0.223,0.238,0.308,0.278,0.322,0.22,0.177,0.433,0.084,0.173,0.274,0.286,0.325,0.26,1
PB_236140_PB_257688_PB_84665,0.176,0.176,0.176,0.127,0.643,0.251,0.121,0.186,0.271,0.235,0.367,0.296,0.342,0.199,0.222,0.481,0.067,0.182,0.321,0.337,0.384,0.272,1
PB_236140_PB_257688_PB_85765,0.171,0.171,0.171,0.162,0.643,0.282,0.141,0.186,0.23,0.235,0.367,0.306,0.301,0.151,0.299,0.481,0.067,0.182,0.366,0.309,0.465,0.249,1
PB_236140_PB_257688_PB_87109,0.171,0.171,0.171,0.165,0.643,0.289,0.136,0.185,0.228,0.234,0.375,0.303,0.294,0.131,0.287,0.479,0.069,0.195,0.366,0.308,0.473,0.259,1
PB_236140_PB_257688_PB_88876,0.171,0.171,0.171,0.104,0.643,0.232,0.114,0.128,0.229,0.077,0.168,0.247,0.242,0.135,0.223,0.425,0.109,0.215,0.303,0.241,0.419,0.13,1
PB_236140_PB_82559_PB_257823,0.175,0.175,0.175,0.103,NaN,0.145,0.083,0.153,0.231,0.208,0.236,0.194,0.365,0.131,0.168,0.361,0.133,0.166,0.298,0.283,0.381,0.211,1
PB_236140_PB_82704_PB_257823,0.188,0.188,0.188,0.105,NaN,0.123,0.11,0.171,0.249,0.217,0.264,0.236,0.372,0.139,0.165,0.389,0.119,0.177,0.321,0.317,0.363,0.226,1
PB_236140_PB_84665_PB_257823,0.176,0.176,0.176,0.118,NaN,0.176,0.058,0.166,0.297,0.215,0.315,0.247,0.391,0.111,0.204,0.428,0.091,0.188,0.353,0.366,0.42,0.234,1
PB_236140_PB_85765_PB_257823,0.172,0.172,0.172,0.148,NaN,0.204,0.064,0.166,0.256,0.222,0.315,0.26,0.363,0.08,0.262,0.428,0.085,0.188,0.401,0.337,0.491,0.227,1
PB_236140_PB_87109_PB_257823,0.171,0.171,0.171,0.151,NaN,0.215,0.058,0.179,0.255,0.287,0.35,0.254,0.34,0.112,0.251,0.426,0.06,0.197,0.379,0.344,0.493,0.236,1
PB_236140_PB_88876_PB_257823,0.171,0.171,0.171,0.083,NaN,0.164,0.07,0.089,0.266,0.109,0.14,0.201,0.293,0.108,0.204,0.377,0.131,0.196,0.33,0.273,0.445,0.142,1
PB_236226_PB_241721_PB_257823,0.171,0.171,0.171,0.071,NaN,0.243,0.14,0.124,0.29,0.121,0.124,0.108,0.299,0.081,0.172,0.282,0.189,0.211,0.297,0.343,0.327,0.121,1
PB_236226_PB_242735_PB_257823,0.173,0.173,0.173,0.06,NaN,0.158,0.123,0.076,0.274,0.129,0.137,0.111,0.282,0.112,0.173,0.268,0.164,0.194,0.283,0.329,0.275,0.139,1
PB_236226_PB_243686_PB_257823,0.169,0.169,0.169,0.059,NaN,0.151,0.116,0.078,0.278,0.134,0.145,0.118,0.286,0.117,0.191,0.28,0.156,0.199,0.29,0.334,0.29,0.152,1
PB_236226_PB_245678_PB_257823,0.197,0.197,0.197,0.056,NaN,0.222,0.118,0.149,0.341,0.11,0.138,0.224,0.395,0.088,0.197,0.322,0.213,0.157,0.328,0.377,0.357,0.305,1
PB_236226_PB_249747_PB_257823,0.195,0.195,0.195,0.054,NaN,0.138,0.099,0.109,0.244,0.189,0.171,0.242,0.326,0.093,0.21,0.293,0.107,0.174,0.268,0.336,0.31,0.188,1
PB_236226_PB_250519_PB_257823,0.197,0.197,0.197,0.051,NaN,0.102,0.143,0.123,0.32,0.208,0.124,0.216,0.317,0.083,0.169,0.309,0.106,0.211,0.246,0.307,0.283,0.167,1
PB_236226_PB_251266_PB_257823,0.191,0.191,0.191,0.123,NaN,0.093,0.152,0.164,0.257,0.217,0.179,0.222,0.331,0.085,0.185,0.294,0.12,0.218,0.235,0.305,0.29,0.21,1
PB_236226_PB_251378_PB_257823,0.194,0.194,0.194,0.048,NaN,0.116,0.125,0.13,0.241,0.212,0.17,0.246,0.319,0.088,0.192,0.283,0.102,0.205,0.251,0.327,0.286,0.169,1
PB_236226_PB_252768_PB_257823,0.19,0.19,0.19,0.117,NaN,0.092,0.158,0.133,0.28,0.209,0.141,0.228,0.325,0.086,0.183,0.3,0.115,0.217,0.241,0.301,0.296,0.206,1
PB_236226_PB_254823_PB_257823,0.197,0.197,0.197,0.073,NaN,0.131,0.171,0.145,0.232,0.21,0.216,0.09,0.242,0.087,0.101,0.279,0.148,0.21,0.216,0.194,0.284,0.126,1
PB_236226_PB_256043_PB_257823,0.196,0.196,0.196,0.078,NaN,0.115,0.167,0.136,0.23,0.182,0.238,0.135,0.284,0.082,0.115,0.284,0.169,0.218,0.25,0.22,0.297,0.145,1
PB_236263_PB_237146_PB_257688,0.141,0.141,0.141,0.098,0.643,0.311,0.279,0.134,0.34,0.11,0.214,0.083,0.331,0.251,0.297,0.401,0.212,0.213,0.326,0.344,0.562,0.185,1
PB_236322_PB_236548_PB_257688,0.152,0.152,0.152,0.123,0.643,0.297,0.227,0.158,0.278,0.1,0.172,0.159,0.279,0.295,0.307,0.395,0.245,0.281,0.297,0.365,0.532,0.35,1
