network,ks_cmi,ks_gpp,ks_led,bc_lcc,Caribou,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr,rep
PB_185787_PB_191637_PB_203573,0.091,0.129,0.036,0.161,0.042,0.094,0.04,0.121,0.082,0.113,0.131,0.149,0.077,0.097,0.124,0.2,0.12,0.078,0.113,0.126,0.156,0.102,1
PB_185787_PB_191775_PB_203573,0.12,0.152,0.053,0.198,0.045,0.099,0.038,0.154,0.114,0.145,0.157,0.179,0.066,0.103,0.152,0.213,0.121,0.107,0.107,0.157,0.161,0.114,1
PB_185787_PB_192246_PB_203573,0.094,0.133,0.033,0.16,0.044,0.107,0.043,0.129,0.086,0.12,0.138,0.144,0.067,0.099,0.124,0.195,0.12,0.081,0.115,0.159,0.135,0.142,1
PB_185787_PB_193137_PB_203573,0.12,0.152,0.053,0.198,0.045,0.099,0.038,0.154,0.114,0.145,0.157,0.179,0.066,0.103,0.152,0.213,0.121,0.107,0.107,0.157,0.161,0.114,1
PB_185933_PB_190061_PB_203573,0.088,0.135,0.031,0.163,0.049,0.105,0.04,0.114,0.069,0.11,0.126,0.134,0.052,0.097,0.117,0.192,0.119,0.062,0.117,0.131,0.151,0.134,1
PB_185933_PB_190224_PB_203573,0.081,0.122,0.057,0.195,0.047,0.094,0.037,0.161,0.097,0.168,0.148,0.148,0.079,0.099,0.118,0.199,0.121,0.086,0.108,0.106,0.173,0.094,1
PB_185933_PB_190832_PB_203573,0.086,0.122,0.049,0.193,0.048,0.089,0.032,0.156,0.108,0.164,0.144,0.149,0.075,0.098,0.122,0.2,0.12,0.086,0.112,0.114,0.165,0.095,1
PB_185933_PB_191637_PB_203573,0.098,0.138,0.035,0.169,0.047,0.093,0.039,0.113,0.082,0.107,0.124,0.155,0.083,0.097,0.133,0.204,0.12,0.078,0.114,0.124,0.162,0.098,1
PB_185933_PB_192246_PB_203573,0.103,0.143,0.032,0.168,0.049,0.106,0.042,0.116,0.084,0.112,0.129,0.152,0.064,0.099,0.134,0.2,0.12,0.081,0.116,0.157,0.143,0.136,1
PB_186024_PB_190061_PB_203573,0.093,0.134,0.04,0.163,0.053,0.104,0.038,0.111,0.073,0.107,0.124,0.142,0.053,0.1,0.125,0.2,0.12,0.075,0.118,0.142,0.151,0.145,1
PB_186024_PB_190224_PB_203573,0.088,0.12,0.067,0.197,0.052,0.094,0.036,0.155,0.099,0.16,0.145,0.156,0.08,0.106,0.124,0.208,0.122,0.097,0.108,0.118,0.174,0.106,1
PB_186024_PB_190832_PB_203573,0.091,0.119,0.059,0.192,0.052,0.089,0.032,0.151,0.11,0.157,0.143,0.155,0.075,0.102,0.129,0.207,0.121,0.095,0.112,0.126,0.164,0.108,1
PB_186024_PB_191637_PB_203573,0.102,0.135,0.047,0.169,0.051,0.092,0.039,0.111,0.083,0.105,0.122,0.16,0.085,0.1,0.14,0.21,0.12,0.086,0.115,0.132,0.16,0.109,1
PB_186024_PB_192246_PB_203573,0.108,0.142,0.042,0.169,0.053,0.105,0.04,0.113,0.088,0.11,0.126,0.16,0.063,0.102,0.141,0.208,0.12,0.091,0.117,0.167,0.143,0.146,1
PB_186072_PB_190224_PB_203573,0.088,0.12,0.068,0.198,0.054,0.094,0.036,0.154,0.1,0.16,0.145,0.156,0.08,0.107,0.125,0.209,0.122,0.098,0.108,0.119,0.174,0.106,1
PB_186072_PB_192246_PB_203573,0.109,0.142,0.042,0.17,0.055,0.105,0.04,0.113,0.088,0.109,0.126,0.161,0.064,0.103,0.143,0.209,0.12,0.092,0.117,0.168,0.144,0.146,1
PB_186520_PB_190061_PB_203573,0.106,0.146,0.047,0.177,0.064,0.101,0.038,0.107,0.075,0.102,0.12,0.156,0.063,0.105,0.137,0.213,0.121,0.084,0.119,0.149,0.164,0.141,1
PB_186520_PB_191637_PB_203573,0.111,0.144,0.053,0.181,0.064,0.09,0.038,0.107,0.086,0.101,0.117,0.169,0.092,0.105,0.148,0.218,0.121,0.093,0.117,0.136,0.169,0.11,1
PB_186520_PB_192246_PB_203573,0.121,0.154,0.048,0.183,0.064,0.103,0.04,0.11,0.09,0.104,0.122,0.175,0.06,0.113,0.154,0.221,0.121,0.101,0.118,0.175,0.155,0.143,1
PB_186795_PB_190061_PB_203573,0.107,0.147,0.049,0.178,0.069,0.101,0.037,0.106,0.074,0.1,0.119,0.158,0.064,0.108,0.139,0.213,0.121,0.086,0.12,0.151,0.165,0.143,1
PB_186795_PB_191637_PB_203573,0.111,0.143,0.056,0.18,0.067,0.09,0.037,0.107,0.084,0.101,0.117,0.169,0.092,0.106,0.149,0.218,0.121,0.094,0.117,0.138,0.17,0.113,1
PB_186795_PB_192246_PB_203573,0.122,0.155,0.05,0.183,0.069,0.102,0.039,0.109,0.089,0.103,0.121,0.176,0.061,0.115,0.156,0.223,0.121,0.104,0.119,0.177,0.157,0.145,1
PB_186912_PB_190061_PB_203573,0.107,0.147,0.049,0.178,0.07,0.101,0.037,0.106,0.074,0.1,0.118,0.158,0.064,0.108,0.139,0.214,0.121,0.087,0.12,0.151,0.165,0.143,1
PB_186912_PB_191637_PB_203573,0.112,0.144,0.056,0.18,0.068,0.09,0.037,0.106,0.084,0.1,0.117,0.169,0.092,0.107,0.149,0.219,0.121,0.094,0.117,0.138,0.17,0.113,1
PB_186912_PB_192246_PB_203573,0.122,0.155,0.051,0.184,0.07,0.102,0.039,0.109,0.089,0.103,0.121,0.177,0.062,0.115,0.156,0.223,0.121,0.104,0.119,0.177,0.157,0.145,1
PB_187631_PB_190061_PB_203573,0.126,0.165,0.055,0.192,0.096,0.096,0.033,0.098,0.078,0.09,0.109,0.181,0.08,0.127,0.162,0.228,0.125,0.105,0.123,0.159,0.186,0.144,1
PB_187631_PB_191637_PB_203573,0.128,0.165,0.063,0.197,0.096,0.087,0.037,0.102,0.094,0.096,0.111,0.193,0.107,0.126,0.168,0.236,0.125,0.117,0.118,0.151,0.19,0.116,1
PB_187631_PB_192246_PB_203573,0.141,0.173,0.057,0.198,0.096,0.098,0.036,0.1,0.093,0.093,0.112,0.2,0.076,0.135,0.179,0.239,0.125,0.123,0.122,0.186,0.178,0.147,1
PB_187853_PB_190061_PB_203573,0.121,0.16,0.049,0.189,0.083,0.098,0.035,0.1,0.081,0.092,0.111,0.174,0.077,0.12,0.154,0.222,0.123,0.097,0.122,0.153,0.18,0.14,1
PB_187853_PB_191637_PB_203573,0.124,0.16,0.056,0.194,0.083,0.088,0.038,0.103,0.096,0.097,0.113,0.185,0.104,0.118,0.164,0.23,0.124,0.107,0.118,0.144,0.183,0.113,1
PB_187853_PB_192246_PB_203573,0.136,0.169,0.05,0.195,0.083,0.099,0.037,0.102,0.096,0.095,0.114,0.192,0.073,0.127,0.171,0.233,0.123,0.115,0.121,0.179,0.171,0.142,1
PB_189719_PB_190023_PB_190061,0.3,0.343,0.205,0.448,0.229,0.23,0.18,0.315,0.184,0.315,0.343,0.363,0.183,0.298,0.251,0.349,0.189,0.311,0.092,0.282,0.425,0.062,0
PB_189719_PB_190023_PB_190224,0.294,0.338,0.203,0.441,0.229,0.227,0.181,0.314,0.18,0.314,0.343,0.357,0.182,0.292,0.244,0.345,0.188,0.307,0.091,0.28,0.421,0.061,0
PB_189719_PB_190023_PB_190832,0.294,0.338,0.203,0.441,0.229,0.227,0.181,0.314,0.18,0.314,0.343,0.357,0.182,0.292,0.244,0.345,0.188,0.307,0.091,0.28,0.421,0.061,0
PB_189719_PB_190023_PB_191616,0.295,0.34,0.203,0.443,0.229,0.228,0.181,0.314,0.182,0.314,0.343,0.358,0.182,0.294,0.246,0.346,0.188,0.308,0.091,0.281,0.422,0.062,0
PB_189719_PB_190023_PB_191637,0.294,0.338,0.203,0.441,0.229,0.227,0.181,0.314,0.18,0.314,0.343,0.357,0.182,0.292,0.244,0.345,0.188,0.307,0.091,0.28,0.421,0.061,0
PB_189719_PB_190023_PB_191775,0.3,0.343,0.205,0.448,0.229,0.23,0.18,0.315,0.184,0.315,0.343,0.363,0.183,0.298,0.251,0.349,0.189,0.311,0.092,0.282,0.425,0.062,0
PB_189719_PB_190023_PB_192246,0.3,0.343,0.205,0.448,0.229,0.23,0.18,0.315,0.184,0.315,0.343,0.363,0.183,0.298,0.251,0.349,0.189,0.311,0.092,0.282,0.425,0.062,0
PB_189719_PB_190023_PB_193137,0.3,0.343,0.205,0.448,0.229,0.23,0.18,0.315,0.184,0.315,0.343,0.363,0.183,0.298,0.251,0.349,0.189,0.311,0.092,0.282,0.425,0.062,0
PB_189719_PB_190023_PB_202837,0.411,0.401,0.204,0.449,0.127,0.333,0.344,0.171,0.175,0.206,0.181,0.442,0.251,0.365,0.343,0.404,0.194,0.165,0.109,0.165,0.49,0.242,0
PB_189951_PB_190061_PB_199554,0.475,0.469,0.203,0.465,0.219,0.358,0.405,0.145,0.151,0.181,0.171,0.462,0.315,0.383,0.346,0.398,0.179,0.059,0.146,0.129,0.527,0.315,0
PB_190023_PB_190061_PB_190224,0.282,0.318,0.228,0.477,0.335,0.227,0.175,0.362,0.179,0.362,0.364,0.343,0.176,0.303,0.22,0.339,0.197,0.308,0.094,0.303,0.444,0.086,0
PB_190023_PB_190061_PB_190832,0.28,0.317,0.225,0.475,0.325,0.228,0.177,0.362,0.18,0.362,0.364,0.342,0.176,0.301,0.219,0.337,0.195,0.306,0.094,0.3,0.442,0.084,0
PB_190023_PB_190061_PB_191637,0.313,0.349,0.209,0.463,0.253,0.231,0.189,0.316,0.19,0.315,0.343,0.379,0.193,0.309,0.264,0.362,0.19,0.32,0.091,0.287,0.442,0.057,0
PB_190023_PB_190061_PB_191775,0.282,0.319,0.228,0.476,0.335,0.226,0.175,0.362,0.179,0.362,0.364,0.344,0.176,0.303,0.221,0.34,0.197,0.308,0.094,0.303,0.445,0.086,0
PB_190023_PB_190061_PB_192246,0.282,0.319,0.228,0.476,0.335,0.226,0.175,0.362,0.179,0.362,0.364,0.344,0.176,0.303,0.221,0.34,0.197,0.308,0.094,0.303,0.445,0.086,0
PB_190023_PB_190061_PB_193137,0.282,0.319,0.228,0.476,0.335,0.226,0.175,0.362,0.179,0.362,0.364,0.344,0.176,0.303,0.221,0.34,0.197,0.308,0.094,0.303,0.445,0.086,0
PB_190023_PB_190061_PB_199554,0.442,0.433,0.244,0.523,0.273,0.38,0.413,0.148,0.168,0.186,0.188,0.471,0.33,0.378,0.345,0.423,0.19,0.085,0.155,0.134,0.554,0.313,0
PB_190023_PB_190061_PB_200928,0.36,0.36,0.206,0.445,0.058,0.374,0.379,0.145,0.148,0.188,0.176,0.401,0.234,0.336,0.302,0.369,0.189,0.13,0.109,0.169,0.472,0.236,0
PB_190023_PB_190061_PB_202837,0.408,0.394,0.219,0.472,0.14,0.37,0.377,0.155,0.174,0.193,0.193,0.447,0.259,0.377,0.346,0.411,0.201,0.143,0.123,0.166,0.515,0.279,0
PB_190023_PB_190061_PB_204170,0.323,0.28,0.212,0.369,0.085,0.061,0.075,0.12,0.155,0.086,0.195,0.432,0.221,0.38,0.385,0.424,0.204,0.37,0.038,0.273,0.373,0.176,0
PB_190023_PB_190224_PB_190832,0.3,0.299,0.253,0.471,0.303,0.228,0.175,0.409,0.158,0.434,0.373,0.32,0.193,0.321,0.188,0.326,0.209,0.3,0.096,0.301,0.477,0.102,0
PB_190023_PB_190224_PB_191637,0.306,0.329,0.226,0.457,0.202,0.223,0.19,0.323,0.178,0.324,0.341,0.369,0.205,0.316,0.252,0.36,0.199,0.315,0.09,0.285,0.466,0.061,0
PB_190023_PB_190224_PB_191775,0.318,0.354,0.268,0.532,0.135,0.257,0.219,0.358,0.208,0.355,0.362,0.382,0.215,0.334,0.256,0.365,0.213,0.326,0.098,0.319,0.491,0.084,0
PB_190023_PB_190224_PB_192246,0.282,0.324,0.228,0.484,0.37,0.232,0.183,0.362,0.187,0.361,0.364,0.346,0.18,0.303,0.222,0.338,0.197,0.307,0.094,0.302,0.446,0.084,0
PB_190023_PB_190224_PB_199554,0.463,0.443,0.274,0.545,0.14,0.467,0.491,0.134,0.171,0.167,0.225,0.489,0.382,0.4,0.361,0.433,0.197,0.059,0.217,0.133,0.599,0.382,0
PB_190023_PB_190224_PB_200928,0.362,0.353,0.228,0.45,0.134,0.454,0.448,0.121,0.146,0.173,0.206,0.404,0.266,0.348,0.309,0.365,0.195,0.107,0.16,0.169,0.499,0.288,0
PB_190023_PB_190224_PB_202837,0.421,0.395,0.243,0.483,0.092,0.449,0.446,0.133,0.179,0.178,0.229,0.459,0.295,0.398,0.363,0.416,0.209,0.108,0.177,0.166,0.551,0.341,0
PB_190023_PB_190224_PB_202871,0.431,0.378,0.205,0.457,0.174,0.347,0.306,0.136,0.21,0.129,0.236,0.482,0.233,0.355,0.396,0.452,0.207,0.342,0.087,0.249,0.511,0.117,0
PB_190023_PB_190224_PB_204170,0.317,0.256,0.234,0.363,0.118,0.064,0.099,0.137,0.156,0.099,0.235,0.441,0.235,0.404,0.411,0.435,0.22,0.389,0.041,0.275,0.38,0.2,0
PB_190023_PB_190224_PB_207055,0.461,0.322,0.204,0.398,0.172,0.205,0.108,0.147,0.365,0.096,0.238,0.522,0.292,0.359,0.434,0.484,0.201,0.481,0.086,0.265,0.404,0.195,0
PB_190023_PB_190832_PB_192246,0.28,0.323,0.226,0.483,0.361,0.232,0.183,0.362,0.188,0.361,0.364,0.345,0.179,0.301,0.221,0.336,0.194,0.305,0.094,0.3,0.444,0.083,0
PB_190023_PB_191473_PB_199554,0.435,0.431,0.216,0.485,0.211,0.331,0.37,0.165,0.172,0.2,0.168,0.456,0.308,0.358,0.335,0.406,0.182,0.112,0.136,0.134,0.514,0.27,0
PB_190023_PB_191637_PB_192246,0.315,0.355,0.209,0.469,0.274,0.235,0.194,0.315,0.197,0.315,0.343,0.381,0.196,0.31,0.266,0.362,0.189,0.321,0.091,0.287,0.444,0.055,0
PB_190023_PB_191775_PB_192246,0.282,0.324,0.228,0.484,0.37,0.232,0.183,0.362,0.187,0.361,0.364,0.346,0.18,0.303,0.222,0.338,0.197,0.307,0.094,0.302,0.446,0.084,0
PB_190023_PB_192246_PB_193137,0.282,0.324,0.228,0.484,0.37,0.232,0.183,0.362,0.187,0.361,0.364,0.346,0.18,0.303,0.222,0.338,0.197,0.307,0.094,0.302,0.446,0.084,0
PB_190023_PB_192246_PB_199554,0.446,0.438,0.245,0.528,0.282,0.386,0.418,0.147,0.173,0.185,0.188,0.474,0.334,0.38,0.347,0.423,0.19,0.085,0.159,0.134,0.556,0.316,0
PB_190023_PB_192246_PB_200928,0.363,0.364,0.206,0.449,0.056,0.379,0.383,0.144,0.152,0.188,0.176,0.404,0.237,0.337,0.304,0.37,0.189,0.128,0.112,0.169,0.474,0.238,0
PB_190023_PB_192246_PB_202837,0.411,0.399,0.219,0.476,0.144,0.375,0.382,0.154,0.179,0.193,0.193,0.449,0.262,0.378,0.348,0.412,0.201,0.142,0.127,0.166,0.517,0.282,0
PB_190023_PB_192246_PB_204170,0.326,0.284,0.212,0.372,0.091,0.064,0.077,0.119,0.161,0.087,0.195,0.434,0.22,0.381,0.387,0.426,0.203,0.372,0.034,0.273,0.374,0.174,0
PB_190061_PB_190832_PB_191637,0.325,0.361,0.203,0.458,0.253,0.227,0.188,0.314,0.213,0.312,0.342,0.379,0.187,0.3,0.272,0.359,0.188,0.323,0.094,0.289,0.434,0.064,0
PB_190061_PB_190832_PB_191775,0.289,0.323,0.219,0.469,0.325,0.221,0.175,0.358,0.208,0.356,0.363,0.337,0.167,0.291,0.226,0.332,0.193,0.306,0.096,0.303,0.432,0.088,0
PB_190061_PB_190832_PB_192246,0.289,0.323,0.219,0.469,0.325,0.221,0.175,0.358,0.208,0.356,0.363,0.337,0.167,0.291,0.226,0.332,0.193,0.306,0.096,0.303,0.432,0.088,0
PB_190061_PB_190832_PB_193137,0.289,0.323,0.219,0.469,0.325,0.221,0.175,0.358,0.208,0.356,0.363,0.337,0.167,0.291,0.226,0.332,0.193,0.306,0.096,0.303,0.432,0.088,0
PB_190061_PB_190832_PB_199554,0.457,0.445,0.24,0.52,0.265,0.389,0.42,0.144,0.183,0.182,0.189,0.476,0.33,0.375,0.352,0.421,0.187,0.079,0.16,0.132,0.551,0.324,0
PB_190061_PB_190832_PB_201563,0.375,0.372,0.202,0.442,0.058,0.382,0.384,0.141,0.164,0.186,0.179,0.407,0.234,0.334,0.311,0.369,0.187,0.125,0.111,0.167,0.47,0.247,0
PB_190061_PB_190832_PB_202837,0.421,0.405,0.214,0.468,0.138,0.378,0.383,0.152,0.191,0.191,0.194,0.451,0.257,0.373,0.354,0.409,0.198,0.136,0.127,0.163,0.511,0.289,0
PB_190061_PB_190832_PB_204170,0.333,0.288,0.206,0.361,0.084,0.058,0.073,0.12,0.17,0.086,0.196,0.432,0.234,0.376,0.394,0.423,0.201,0.373,0.041,0.272,0.364,0.191,0
PB_190061_PB_191159_PB_199554,0.474,0.469,0.202,0.464,0.218,0.357,0.404,0.145,0.151,0.181,0.169,0.461,0.315,0.382,0.345,0.397,0.179,0.059,0.147,0.129,0.526,0.314,0
PB_190061_PB_191637_PB_199554,0.481,0.473,0.216,0.49,0.217,0.357,0.405,0.147,0.168,0.183,0.188,0.485,0.325,0.389,0.368,0.422,0.183,0.09,0.148,0.131,0.537,0.308,0
PB_190061_PB_191775_PB_192246,0.304,0.335,0.207,0.44,0.335,0.208,0.133,0.347,0.199,0.343,0.362,0.351,0.139,0.279,0.248,0.336,0.196,0.301,0.099,0.316,0.401,0.126,0
PB_190061_PB_191775_PB_193137,0.304,0.335,0.207,0.44,0.335,0.208,0.133,0.347,0.199,0.343,0.362,0.351,0.139,0.279,0.248,0.336,0.196,0.301,0.099,0.316,0.401,0.126,0
PB_190061_PB_191775_PB_199554,0.48,0.462,0.235,0.507,0.273,0.387,0.421,0.135,0.175,0.175,0.197,0.496,0.326,0.378,0.374,0.43,0.188,0.086,0.17,0.131,0.54,0.343,0
PB_190061_PB_191775_PB_202837,0.441,0.418,0.207,0.451,0.14,0.375,0.38,0.143,0.185,0.186,0.202,0.47,0.248,0.374,0.375,0.418,0.201,0.128,0.134,0.162,0.497,0.305,0
PB_190061_PB_192246_PB_193137,0.304,0.335,0.207,0.44,0.335,0.208,0.133,0.347,0.199,0.343,0.362,0.351,0.139,0.279,0.248,0.336,0.196,0.301,0.099,0.316,0.401,0.126,0
PB_190061_PB_192246_PB_199554,0.49,0.477,0.229,0.497,0.273,0.42,0.453,0.149,0.152,0.168,0.194,0.482,0.326,0.394,0.359,0.415,0.186,0.055,0.168,0.129,0.56,0.368,0
PB_190061_PB_193137_PB_199554,0.48,0.462,0.235,0.507,0.273,0.387,0.421,0.135,0.175,0.175,0.197,0.496,0.326,0.378,0.374,0.43,0.188,0.086,0.17,0.131,0.54,0.343,0
PB_190061_PB_193137_PB_202837,0.441,0.418,0.207,0.451,0.14,0.375,0.38,0.143,0.185,0.186,0.202,0.47,0.248,0.374,0.375,0.418,0.201,0.128,0.134,0.162,0.497,0.305,0
PB_190061_PB_199554_PB_202287,0.504,0.472,0.205,0.482,0.14,0.485,0.509,0.192,0.122,0.186,0.229,0.491,0.325,0.421,0.38,0.416,0.188,0.06,0.217,0.133,0.571,0.421,0
PB_190061_PB_199554_PB_202837,0.503,0.471,0.206,0.481,0.128,0.483,0.508,0.193,0.12,0.187,0.229,0.489,0.324,0.419,0.38,0.414,0.188,0.06,0.216,0.134,0.57,0.42,0
PB_190061_PB_199554_PB_204170,0.464,0.4,0.213,0.399,0.076,0.27,0.304,0.221,0.134,0.224,0.256,0.505,0.241,0.444,0.446,0.453,0.194,0.195,0.15,0.138,0.47,0.257,0
PB_190082_PB_190224_PB_199554,0.434,0.42,0.219,0.466,0.149,0.323,0.373,0.161,0.167,0.197,0.191,0.439,0.314,0.346,0.323,0.382,0.169,0.094,0.157,0.127,0.507,0.266,0
PB_190082_PB_190832_PB_199554,0.443,0.424,0.21,0.461,0.169,0.313,0.368,0.16,0.168,0.196,0.18,0.447,0.308,0.348,0.33,0.39,0.169,0.099,0.152,0.127,0.507,0.269,0
PB_190082_PB_191775_PB_199554,0.476,0.461,0.211,0.474,0.162,0.308,0.361,0.159,0.183,0.196,0.202,0.482,0.308,0.371,0.365,0.408,0.169,0.128,0.155,0.127,0.5,0.268,0
PB_190082_PB_193137_PB_199554,0.476,0.462,0.212,0.474,0.162,0.308,0.362,0.159,0.183,0.196,0.202,0.482,0.309,0.371,0.365,0.409,0.169,0.128,0.156,0.126,0.5,0.269,0
PB_190152_PB_190224_PB_199554,0.434,0.42,0.218,0.466,0.149,0.323,0.373,0.161,0.167,0.197,0.191,0.439,0.314,0.346,0.323,0.382,0.169,0.094,0.157,0.127,0.507,0.266,0
PB_190152_PB_190832_PB_199554,0.443,0.424,0.21,0.461,0.169,0.313,0.368,0.16,0.168,0.196,0.18,0.447,0.308,0.348,0.33,0.39,0.169,0.099,0.152,0.127,0.507,0.269,0
PB_190152_PB_191775_PB_199554,0.476,0.461,0.211,0.474,0.162,0.308,0.361,0.159,0.183,0.196,0.202,0.482,0.308,0.371,0.365,0.408,0.169,0.128,0.155,0.127,0.5,0.268,0
PB_190152_PB_193137_PB_199554,0.476,0.462,0.212,0.474,0.162,0.308,0.362,0.159,0.183,0.196,0.202,0.482,0.309,0.371,0.365,0.409,0.169,0.128,0.156,0.126,0.5,0.269,0
PB_190224_PB_190832_PB_191637,0.31,0.331,0.224,0.457,0.202,0.226,0.197,0.322,0.188,0.323,0.34,0.364,0.206,0.311,0.254,0.355,0.198,0.312,0.09,0.283,0.465,0.061,0
PB_190224_PB_190832_PB_191775,0.31,0.338,0.247,0.509,0.335,0.236,0.197,0.361,0.193,0.359,0.363,0.367,0.195,0.328,0.246,0.359,0.21,0.324,0.097,0.316,0.476,0.086,0
PB_190224_PB_190832_PB_192246,0.281,0.326,0.224,0.483,0.361,0.235,0.19,0.36,0.199,0.359,0.363,0.338,0.18,0.296,0.222,0.331,0.193,0.302,0.094,0.297,0.442,0.081,0
PB_190224_PB_190832_PB_199554,0.458,0.433,0.26,0.529,0.21,0.45,0.474,0.127,0.16,0.169,0.204,0.478,0.364,0.389,0.352,0.426,0.194,0.056,0.202,0.133,0.589,0.371,0
PB_190224_PB_190832_PB_200928,0.361,0.347,0.215,0.436,0.053,0.437,0.431,0.124,0.138,0.175,0.187,0.395,0.251,0.339,0.301,0.36,0.193,0.11,0.147,0.168,0.492,0.279,0
PB_190224_PB_190832_PB_202837,0.417,0.387,0.23,0.469,0.081,0.432,0.43,0.135,0.169,0.181,0.208,0.448,0.28,0.387,0.353,0.409,0.207,0.112,0.164,0.165,0.542,0.331,0
PB_190224_PB_190832_PB_204170,0.319,0.252,0.221,0.352,0.101,0.059,0.093,0.119,0.146,0.088,0.213,0.43,0.245,0.394,0.4,0.427,0.219,0.374,0.039,0.273,0.375,0.214,0
PB_190224_PB_190852_PB_199554,0.434,0.42,0.219,0.466,0.155,0.323,0.373,0.161,0.167,0.197,0.191,0.439,0.314,0.346,0.323,0.382,0.168,0.094,0.157,0.127,0.507,0.266,0
PB_190224_PB_191637_PB_191775,0.341,0.372,0.225,0.489,0.232,0.237,0.206,0.314,0.202,0.312,0.342,0.402,0.209,0.329,0.289,0.381,0.201,0.337,0.093,0.299,0.469,0.057,0
PB_190224_PB_191637_PB_199554,0.471,0.446,0.242,0.511,0.172,0.39,0.427,0.147,0.17,0.182,0.198,0.487,0.348,0.389,0.366,0.433,0.19,0.094,0.176,0.135,0.566,0.318,0
