network,ks_cmi,ks_gpp,ks_led,bc_lcc,Caribou,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr,rep
PB_110987_PB_114998,0.181,0.181,0.181,0.071,NaN,0.299,0.19,0.207,0.247,0.379,0.187,0.135,0.236,0.311,0.365,0.295,0.162,0.523,0.229,0.147,0.269,0.259,1
PB_112394_PB_119006,0.196,0.196,0.196,0.111,NaN,0.242,0.364,0.116,0.279,0.413,0.356,0.149,0.223,0.346,0.238,0.245,0.277,0.594,0.295,0.303,0.274,0.533,1
PB_114890_PB_125430,0.198,0.198,0.198,0.045,NaN,0.197,0.213,0.228,0.238,0.427,0.371,0.412,0.246,0.517,0.588,0.321,0.443,0.402,0.301,0.223,0.241,0.436,1
PB_114890_PB_130692,0.193,0.193,0.193,0.082,NaN,0.271,0.271,0.254,0.234,0.533,0.205,0.379,0.32,0.499,0.561,0.322,0.401,0.437,0.371,0.269,0.247,0.318,1
PB_114890_PB_133800,0.193,0.193,0.193,0.115,NaN,0.359,0.381,0.303,0.25,0.531,0.174,0.219,0.462,0.397,0.455,0.259,0.241,0.449,0.487,0.371,0.378,0.276,1
PB_114998_PB_106522,0.183,0.183,0.183,0.072,NaN,0.199,0.192,0.218,0.232,0.423,0.176,0.098,0.223,0.323,0.306,0.297,0.18,0.558,0.177,0.215,0.254,0.441,1
PB_114998_PB_108936,0.183,0.183,0.183,0.069,NaN,0.208,0.185,0.216,0.261,0.434,0.184,0.098,0.232,0.332,0.304,0.287,0.169,0.54,0.176,0.147,0.264,0.444,1
PB_114998_PB_115385,0.183,0.183,0.183,0.059,NaN,0.194,0.171,0.216,0.307,0.225,0.24,0.123,0.227,0.295,0.375,0.288,0.144,0.415,0.244,0.175,0.25,0.259,1
PB_114998_PB_117150,0.183,0.183,0.183,0.083,NaN,0.204,0.181,0.217,0.344,0.367,0.215,0.234,0.227,0.488,0.504,0.296,0.354,0.427,0.231,0.152,0.259,0.435,1
PB_114998_PB_117367,0.18,0.18,0.18,0.142,NaN,0.394,0.414,0.214,0.524,0.402,0.163,0.171,0.641,0.23,0.335,0.299,0.143,0.404,0.525,0.357,0.407,0.292,1
PB_114998_PB_120228,0.184,0.184,0.184,0.138,NaN,0.332,0.352,0.22,0.49,0.426,0.17,0.131,0.585,0.25,0.353,0.298,0.142,0.368,0.481,0.331,0.358,0.286,1
PB_114998_PB_120678,0.183,0.183,0.183,0.095,NaN,0.246,0.307,0.188,0.448,0.358,0.18,0.11,0.518,0.273,0.361,0.299,0.142,0.362,0.404,0.276,0.307,0.29,1
PB_114998_PB_121978,0.18,0.18,0.18,0.064,NaN,0.194,0.171,0.193,0.2,0.254,0.186,0.296,0.218,0.471,0.446,0.297,0.339,0.564,0.177,0.147,0.25,0.403,1
PB_114998_PB_123222,0.184,0.184,0.184,0.085,NaN,0.216,0.298,0.228,0.263,0.456,0.173,0.189,0.392,0.382,0.427,0.288,0.177,0.465,0.354,0.265,0.279,0.276,1
PB_114998_PB_123860,0.182,0.182,0.182,0.075,NaN,0.224,0.201,0.214,0.277,0.442,0.262,0.331,0.246,0.467,0.458,0.271,0.268,0.477,0.315,0.147,0.279,0.276,1
PB_114998_PB_129314,0.181,0.181,0.181,0.088,NaN,0.23,0.312,0.207,0.233,0.445,0.2,0.25,0.394,0.416,0.434,0.253,0.168,0.349,0.406,0.28,0.289,0.276,1
PB_114998_PB_130430,0.182,0.182,0.182,0.101,NaN,0.305,0.32,0.253,0.269,0.496,0.18,0.166,0.443,0.38,0.436,0.269,0.188,0.45,0.424,0.309,0.324,0.276,1
PB_114998_PB_131587,0.184,0.184,0.184,0.063,NaN,0.19,0.213,0.22,0.206,0.428,0.391,0.413,0.222,0.516,0.58,0.321,0.444,0.402,0.292,0.21,0.245,0.436,1
PB_114998_PB_134013,0.181,0.181,0.181,0.145,NaN,0.306,0.331,0.255,0.32,0.515,0.185,0.277,0.4,0.425,0.452,0.18,0.185,0.345,0.478,0.359,0.316,0.276,1
PB_114998_PB_137782,0.18,0.18,0.18,0.079,NaN,0.176,0.265,0.257,0.257,0.495,0.181,0.303,0.358,0.447,0.45,0.221,0.278,0.403,0.36,0.221,0.232,0.276,1
PB_114998_PB_148514,0.18,0.18,0.18,0.107,NaN,0.19,0.306,0.283,0.193,0.243,0.17,0.457,0.388,0.525,0.606,0.371,0.525,0.767,0.177,0.276,0.245,0.469,1
PB_114998_PB_149693,0.181,0.181,0.181,0.115,NaN,0.219,0.361,0.275,0.194,0.251,0.18,0.456,0.391,0.524,0.606,0.383,0.511,0.788,0.177,0.309,0.259,0.468,1
PB_114998_PB_149779,0.182,0.182,0.182,0.113,NaN,0.204,0.334,0.275,0.186,0.237,0.18,0.447,0.392,0.524,0.606,0.39,0.511,0.78,0.177,0.28,0.259,0.468,1
PB_114998_PB_150334,0.18,0.18,0.18,0.12,NaN,0.185,0.324,0.287,0.194,0.256,0.166,0.457,0.393,0.525,0.607,0.401,0.511,0.789,0.177,0.328,0.241,0.469,1
PB_114998_PB_150343,0.18,0.18,0.18,0.125,NaN,0.199,0.279,0.277,0.194,0.233,0.176,0.456,0.379,0.524,0.606,0.399,0.54,0.788,0.177,0.291,0.254,0.468,1
PB_114998_PB_154612,0.186,0.186,0.186,0.106,NaN,0.204,0.206,0.274,0.278,0.199,0.203,0.438,0.303,0.524,0.597,0.41,0.528,0.788,0.28,0.315,0.259,0.468,1
PB_114998_PB_163149,0.18,0.18,0.18,0.118,NaN,0.199,0.246,0.145,0.282,0.204,0.176,0.402,0.297,0.524,0.495,0.416,0.517,0.766,0.366,0.147,0.306,0.441,1
PB_114998_PB_167836,0.181,0.181,0.181,0.065,NaN,0.294,0.247,0.148,0.166,0.089,0.173,0.127,0.23,0.322,0.135,0.306,0.19,0.315,0.278,0.389,0.363,0.276,1
PB_114998_PB_175029,0.182,0.182,0.182,0.101,NaN,0.229,0.229,0.208,0.176,0.201,0.213,0.098,0.227,0.323,0.144,0.305,0.181,0.325,0.263,0.391,0.351,0.276,1
PB_114998_PB_178551,0.18,0.18,0.18,0.038,NaN,0.245,0.344,0.206,0.193,0.118,0.173,0.211,0.239,0.256,0.162,0.371,0.144,0.315,0.257,0.45,0.382,0.276,1
PB_114998_PB_182770,0.185,0.185,0.185,0.054,NaN,0.199,0.259,0.192,0.18,0.163,0.176,0.179,0.223,0.212,0.14,0.306,0.166,0.32,0.27,0.274,0.327,0.276,1
PB_114998_PB_185719,0.186,0.186,0.186,0.07,NaN,0.194,0.252,0.192,0.166,0.163,0.173,0.186,0.218,0.247,0.135,0.306,0.144,0.315,0.21,0.275,0.328,0.276,1
PB_114998_PB_188668,0.184,0.184,0.184,0.064,NaN,0.199,0.221,0.2,0.171,0.222,0.176,0.157,0.223,0.278,0.14,0.306,0.193,0.32,0.177,0.191,0.305,0.276,1
PB_114998_PB_189603,0.18,0.18,0.18,0.061,NaN,0.213,0.267,0.166,0.166,0.163,0.173,0.185,0.218,0.301,0.135,0.306,0.144,0.315,0.235,0.273,0.329,0.276,1
PB_114998_PB_198079,0.181,0.181,0.181,0.123,NaN,0.168,0.263,0.251,0.177,0.153,0.24,0.099,0.194,0.315,0.184,0.308,0.21,0.29,0.282,0.147,0.323,0.276,1
PB_114998_PB_204648,0.184,0.184,0.184,0.107,NaN,0.185,0.273,0.245,0.157,0.152,0.236,0.098,0.21,0.297,0.166,0.307,0.192,0.307,0.278,0.147,0.305,0.276,1
PB_115400_PB_121978,0.166,0.166,0.166,0.083,NaN,0.206,0.178,0.212,0.17,0.246,0.287,0.289,0.193,0.454,0.416,0.256,0.335,0.559,0.21,0.137,0.249,0.438,1
PB_115400_PB_123222,0.171,0.171,0.171,0.105,NaN,0.205,0.294,0.15,0.253,0.452,0.287,0.174,0.381,0.366,0.416,0.246,0.199,0.463,0.345,0.263,0.277,0.274,1
PB_115400_PB_125430,0.185,0.185,0.185,0.078,NaN,0.181,0.213,0.139,0.219,0.422,0.457,0.417,0.23,0.495,0.542,0.356,0.441,0.399,0.289,0.22,0.244,0.469,1
PB_115400_PB_130430,0.17,0.17,0.17,0.124,NaN,0.298,0.317,0.207,0.259,0.458,0.296,0.15,0.427,0.363,0.425,0.226,0.207,0.445,0.406,0.313,0.319,0.274,1
PB_115400_PB_130692,0.179,0.179,0.179,0.11,NaN,0.255,0.259,0.203,0.22,0.488,0.291,0.379,0.31,0.476,0.511,0.366,0.394,0.437,0.353,0.272,0.249,0.335,1
PB_115400_PB_131587,0.171,0.171,0.171,0.079,NaN,0.178,0.213,0.139,0.183,0.422,0.475,0.417,0.2,0.495,0.542,0.356,0.441,0.399,0.289,0.207,0.244,0.469,1
PB_115400_PB_133800,0.173,0.173,0.173,0.139,NaN,0.356,0.38,0.247,0.243,0.487,0.296,0.209,0.452,0.383,0.425,0.216,0.233,0.445,0.474,0.381,0.377,0.274,1
PB_115400_PB_134013,0.168,0.168,0.168,0.171,NaN,0.299,0.326,0.202,0.308,0.488,0.301,0.268,0.389,0.405,0.418,0.177,0.203,0.343,0.464,0.376,0.313,0.274,1
PB_115400_PB_136570,0.195,0.195,0.195,0.135,NaN,0.385,0.394,0.238,0.242,0.486,0.34,0.259,0.525,0.391,0.414,0.221,0.274,0.403,0.512,0.397,0.386,0.274,1
PB_115400_PB_138358,0.172,0.172,0.172,0.111,NaN,0.209,0.288,0.225,0.255,0.489,0.279,0.346,0.37,0.446,0.454,0.207,0.325,0.39,0.393,0.256,0.236,0.265,1
PB_115400_PB_138970,0.166,0.166,0.166,0.109,NaN,0.211,0.307,0.219,0.256,0.489,0.271,0.336,0.389,0.438,0.445,0.217,0.318,0.379,0.395,0.264,0.262,0.256,1
PB_115400_PB_146600,0.165,0.165,0.165,0.134,NaN,0.192,0.272,0.466,0.172,0.285,0.296,0.463,0.384,0.504,0.544,0.378,0.52,0.756,0.21,0.269,0.258,0.516,1
PB_115400_PB_151472,0.16,0.16,0.16,0.142,NaN,0.187,0.369,0.468,0.184,0.274,0.291,0.454,0.429,0.504,0.569,0.389,0.511,0.766,0.21,0.314,0.253,0.516,1
PB_115400_PB_154612,0.173,0.173,0.173,0.134,NaN,0.201,0.237,0.465,0.267,0.23,0.296,0.443,0.328,0.504,0.559,0.431,0.527,0.766,0.279,0.347,0.258,0.516,1
PB_115400_PB_169538,0.17,0.17,0.17,0.139,NaN,0.198,0.298,0.212,0.231,0.29,0.291,0.425,0.321,0.504,0.466,0.475,0.525,0.766,0.426,0.137,0.315,0.468,1
PB_116093_PB_121978,0.164,0.164,0.164,0.08,NaN,0.21,0.183,0.212,0.181,0.245,0.303,0.287,0.179,0.445,0.387,0.245,0.335,0.558,0.214,0.137,0.244,0.437,1
PB_116093_PB_130692,0.177,0.177,0.177,0.117,NaN,0.252,0.259,0.206,0.218,0.478,0.303,0.379,0.309,0.464,0.481,0.369,0.393,0.437,0.351,0.289,0.244,0.337,1
PB_116093_PB_148514,0.164,0.164,0.164,0.126,NaN,0.195,0.341,0.496,0.191,0.279,0.299,0.463,0.423,0.493,0.541,0.369,0.524,0.738,0.214,0.309,0.239,0.527,1
PB_116093_PB_151472,0.159,0.159,0.159,0.134,NaN,0.204,0.373,0.495,0.185,0.279,0.308,0.453,0.433,0.493,0.539,0.388,0.511,0.74,0.213,0.319,0.248,0.525,1
PB_116450_PB_134013,0.188,0.188,0.188,0.195,NaN,0.297,0.326,0.206,0.307,0.493,0.352,0.267,0.391,0.386,0.347,0.176,0.272,0.343,0.45,0.423,0.313,0.246,1
PB_116450_PB_165752,0.19,0.19,0.19,0.137,NaN,0.233,0.264,0.2,0.262,0.17,0.352,0.124,0.219,0.376,0.199,0.266,0.272,0.233,0.283,0.509,0.381,0.246,1
PB_117409_PB_148399,0.196,0.196,0.196,0.088,NaN,0.241,0.384,0.622,0.327,0.279,0.375,0.462,0.415,0.484,0.411,0.37,0.528,0.732,0.323,0.289,0.277,0.628,1
PB_119006_PB_194674,0.194,0.194,0.194,0.11,NaN,0.228,0.262,0.378,0.266,0.19,0.342,0.139,0.216,0.362,0.233,0.312,0.263,0.256,0.297,0.18,0.337,0.32,1
PB_129114_PB_138358,0.192,0.192,0.192,0.172,NaN,0.214,0.289,0.21,0.3,0.351,0.332,0.33,0.373,0.419,0.463,0.209,0.327,0.39,0.375,0.253,0.27,0.233,1
PB_129114_PB_138970,0.192,0.192,0.192,0.168,NaN,0.215,0.308,0.206,0.296,0.333,0.319,0.321,0.394,0.418,0.464,0.219,0.321,0.379,0.372,0.264,0.266,0.225,1
PB_129114_PB_194674,0.192,0.192,0.192,0.141,NaN,0.218,0.243,0.372,0.312,0.256,0.337,0.137,0.228,0.353,0.155,0.318,0.267,0.28,0.291,0.246,0.318,0.313,1
PB_43296_PB_114998,0.18,0.18,0.18,0.102,NaN,0.194,0.171,0.249,0.166,0.176,0.192,0.098,0.218,0.329,0.135,0.349,0.2,0.315,0.177,0.47,0.25,0.276,1
PB_43296_PB_116450,0.183,0.183,0.183,0.093,NaN,0.228,0.19,0.474,0.258,0.208,0.347,0.102,0.215,0.365,0.219,0.353,0.268,0.33,0.283,0.525,0.265,0.246,1
PB_43349_PB_114998,0.18,0.18,0.18,0.107,NaN,0.185,0.162,0.252,0.157,0.178,0.197,0.098,0.21,0.338,0.138,0.364,0.218,0.307,0.177,0.463,0.241,0.276,1
PB_43512_PB_114998,0.184,0.184,0.184,0.102,NaN,0.19,0.167,0.251,0.162,0.188,0.196,0.098,0.214,0.334,0.133,0.327,0.187,0.311,0.177,0.48,0.245,0.276,1
PB_44488_PB_114998,0.18,0.18,0.18,0.095,NaN,0.213,0.19,0.243,0.185,0.185,0.187,0.097,0.236,0.309,0.153,0.306,0.167,0.334,0.176,0.476,0.269,0.276,1
PB_45005_PB_116450,0.189,0.189,0.189,0.131,NaN,0.244,0.27,0.566,0.246,0.375,0.559,0.132,0.351,0.379,0.205,0.275,0.254,0.361,0.274,0.594,0.251,0.246,1
PB_45419_PB_114998,0.198,0.198,0.198,0.084,NaN,0.204,0.181,0.256,0.176,0.217,0.222,0.121,0.227,0.319,0.144,0.305,0.184,0.325,0.177,0.477,0.271,0.276,1
PB_48827_PB_114998,0.18,0.18,0.18,0.15,NaN,0.199,0.218,0.267,0.236,0.283,0.326,0.119,0.432,0.212,0.14,0.306,0.254,0.32,0.272,0.512,0.254,0.276,1
PB_53981_PB_114998,0.184,0.184,0.184,0.156,NaN,0.19,0.238,0.28,0.209,0.294,0.368,0.098,0.437,0.212,0.168,0.307,0.295,0.311,0.224,0.471,0.245,0.276,1
PB_54223_PB_104341,0.166,0.166,0.166,0.089,NaN,0.232,0.323,0.28,0.207,0.228,0.194,0.151,0.354,0.21,0.267,0.248,0.505,0.253,0.207,0.403,0.209,0.316,1
PB_54223_PB_106366,0.166,0.166,0.166,0.085,NaN,0.232,0.317,0.276,0.207,0.226,0.185,0.157,0.353,0.208,0.266,0.245,0.514,0.253,0.193,0.408,0.209,0.32,1
PB_54223_PB_134013,0.166,0.166,0.166,0.142,NaN,0.299,0.326,0.315,0.246,0.301,0.141,0.134,0.245,0.298,0.381,0.132,0.415,0.353,0.51,0.434,0.313,0.618,1
PB_54223_PB_138358,0.166,0.166,0.166,0.052,NaN,0.232,0.288,0.353,0.241,0.359,0.104,0.226,0.226,0.349,0.418,0.207,0.402,0.289,0.447,0.394,0.236,0.469,1
PB_54223_PB_138970,0.166,0.166,0.166,0.056,NaN,0.233,0.307,0.342,0.241,0.326,0.104,0.21,0.246,0.365,0.418,0.217,0.38,0.28,0.438,0.39,0.262,0.494,1
PB_54223_PB_182770,0.166,0.166,0.166,0.081,NaN,0.232,0.289,0.145,0.215,0.24,0.214,0.27,0.351,0.274,0.11,0.293,0.639,0.663,0.296,0.417,0.357,0.59,1
PB_54223_PB_185719,0.166,0.166,0.166,0.081,NaN,0.232,0.282,0.146,0.216,0.27,0.171,0.267,0.352,0.284,0.123,0.298,0.621,0.651,0.237,0.412,0.359,0.524,1
PB_54223_PB_187650,0.166,0.166,0.166,0.08,NaN,0.232,0.275,0.167,0.217,0.27,0.163,0.276,0.354,0.301,0.119,0.307,0.666,0.633,0.21,0.403,0.356,0.501,1
PB_54223_PB_189603,0.166,0.166,0.166,0.089,NaN,0.232,0.295,0.138,0.216,0.236,0.206,0.274,0.352,0.342,0.141,0.328,0.614,0.635,0.253,0.412,0.36,0.483,1
PB_54223_PB_194674,0.166,0.166,0.166,0.128,NaN,0.232,0.257,0.209,0.26,0.274,0.185,0.265,0.353,0.337,0.142,0.307,0.649,0.614,0.184,0.408,0.332,0.488,1
PB_54223_PB_75119,0.186,0.186,0.186,0.053,NaN,0.323,0.265,0.284,0.216,0.298,0.218,0.284,0.324,0.274,0.132,0.296,0.664,0.474,0.318,0.412,0.215,0.474,1
PB_54223_PB_78021,0.189,0.189,0.189,0.072,NaN,0.231,0.259,0.278,0.215,0.289,0.281,0.234,0.322,0.262,0.134,0.294,0.647,0.472,0.307,0.426,0.218,0.488,1
PB_54223_PB_81974,0.184,0.184,0.184,0.107,NaN,0.232,0.319,0.15,0.217,0.279,0.123,0.237,0.355,0.278,0.148,0.33,0.666,0.493,0.32,0.399,0.305,0.488,1
PB_54223_PB_82976,0.166,0.166,0.166,0.08,NaN,0.232,0.215,0.156,0.216,0.266,0.12,0.239,0.287,0.261,0.128,0.321,0.665,0.426,0.297,0.408,0.209,0.492,1
PB_54223_PB_84806,0.19,0.19,0.19,0.12,NaN,0.296,0.234,0.138,0.286,0.212,0.238,0.223,0.311,0.279,0.133,0.316,0.663,0.508,0.298,0.422,0.214,0.464,1
PB_54223_PB_86277,0.166,0.166,0.166,0.024,NaN,0.232,0.168,0.252,0.216,0.226,0.142,0.29,0.239,0.245,0.147,0.266,0.552,0.365,0.149,0.408,0.209,0.432,1
PB_54223_PB_89545,0.192,0.192,0.192,0.123,NaN,0.382,0.223,0.225,0.279,0.28,0.312,0.24,0.28,0.284,0.17,0.298,0.666,0.471,0.283,0.399,0.21,0.473,1
PB_54223_PB_97562,0.166,0.166,0.166,0.091,NaN,0.308,0.176,0.138,0.216,0.245,0.167,0.239,0.188,0.187,0.21,0.288,0.665,0.289,0.196,0.408,0.209,0.5,1
PB_54223_PB_99690,0.166,0.166,0.166,0.105,NaN,0.35,0.213,0.202,0.255,0.193,0.13,0.259,0.289,0.196,0.154,0.274,0.659,0.272,0.235,0.403,0.209,0.47,1
PB_55775_PB_110375,0.162,0.162,0.162,0.12,NaN,0.252,0.348,0.292,0.2,0.404,0.12,0.168,0.302,0.331,0.309,0.308,0.502,0.254,0.213,0.41,0.252,0.424,1
PB_55775_PB_148399,0.15,0.15,0.15,0.136,NaN,0.252,0.384,0.308,0.187,0.279,0.15,0.509,0.415,0.544,0.609,0.366,0.304,0.391,0.167,0.396,0.252,0.391,1
PB_55775_PB_148514,0.157,0.157,0.157,0.122,NaN,0.252,0.332,0.308,0.191,0.269,0.136,0.48,0.414,0.544,0.609,0.366,0.333,0.387,0.176,0.396,0.252,0.391,1
PB_56920_PB_110375,0.176,0.176,0.176,0.115,NaN,0.252,0.344,0.283,0.196,0.396,0.122,0.173,0.33,0.323,0.31,0.309,0.502,0.254,0.208,0.425,0.258,0.438,1
PB_56920_PB_121978,0.171,0.171,0.171,0.077,NaN,0.252,0.193,0.255,0.18,0.248,0.169,0.284,0.322,0.472,0.443,0.301,0.456,0.257,0.17,0.415,0.258,0.438,1
PB_56920_PB_123222,0.176,0.176,0.176,0.078,NaN,0.252,0.295,0.284,0.215,0.396,0.117,0.171,0.266,0.379,0.435,0.294,0.475,0.275,0.418,0.415,0.277,0.541,1
PB_56920_PB_125430,0.184,0.184,0.184,0.077,NaN,0.252,0.213,0.285,0.179,0.403,0.395,0.44,0.267,0.519,0.572,0.314,0.276,0.245,0.388,0.41,0.258,0.405,1
PB_56920_PB_130430,0.175,0.175,0.175,0.095,NaN,0.3,0.318,0.283,0.234,0.396,0.122,0.154,0.293,0.375,0.444,0.274,0.473,0.279,0.499,0.425,0.32,0.542,1
PB_56920_PB_130692,0.178,0.178,0.178,0.096,NaN,0.26,0.262,0.284,0.2,0.406,0.213,0.377,0.256,0.497,0.543,0.322,0.29,0.31,0.453,0.415,0.258,0.419,1
PB_56920_PB_131587,0.176,0.176,0.176,0.065,NaN,0.252,0.213,0.285,0.18,0.403,0.414,0.44,0.293,0.519,0.572,0.314,0.295,0.254,0.347,0.41,0.258,0.405,1
PB_56920_PB_133800,0.178,0.178,0.178,0.116,NaN,0.357,0.38,0.283,0.234,0.405,0.128,0.203,0.293,0.394,0.448,0.265,0.461,0.288,0.565,0.462,0.377,0.533,1
PB_56920_PB_134013,0.173,0.173,0.173,0.172,NaN,0.301,0.328,0.284,0.261,0.406,0.138,0.261,0.263,0.415,0.449,0.193,0.417,0.354,0.519,0.439,0.314,0.641,1
PB_56920_PB_136570,0.194,0.194,0.194,0.115,NaN,0.385,0.394,0.271,0.233,0.405,0.171,0.254,0.298,0.399,0.45,0.267,0.444,0.3,0.592,0.468,0.386,0.543,1
PB_56920_PB_138358,0.177,0.177,0.177,0.084,NaN,0.252,0.289,0.287,0.247,0.406,0.15,0.347,0.239,0.454,0.482,0.208,0.402,0.289,0.45,0.397,0.258,0.527,1
PB_56920_PB_138970,0.172,0.172,0.172,0.088,NaN,0.252,0.307,0.287,0.247,0.406,0.188,0.337,0.265,0.455,0.483,0.218,0.381,0.28,0.441,0.392,0.263,0.521,1
PB_56920_PB_148399,0.164,0.164,0.164,0.131,NaN,0.252,0.379,0.3,0.188,0.274,0.152,0.504,0.41,0.529,0.599,0.357,0.305,0.387,0.166,0.41,0.258,0.405,1
PB_56920_PB_148514,0.171,0.171,0.171,0.117,NaN,0.252,0.327,0.3,0.188,0.265,0.137,0.473,0.409,0.529,0.599,0.357,0.333,0.383,0.171,0.41,0.258,0.405,1
