ecozone,ecoregion,nets_rep,nets_nonrep,species,density_mean,density_cv,cmi_coef,cmi_tstat,gpp_coef,gpp_tstat,led_coef,led_tstat,lcc_coef,lcc_tstat,r2,rmse,pval,cmi_p,gpp_p,led_p,lcc_p
11,165,151,223,allwaterfowl,NA,NA,-0.295,-4.40,-0.257,-2.50,1.144,12.77,-0.320,-4.08,0.765,0.055,0.0000,0.0000,0.0129,0.0000,0.0001
11,166,21,160,allwaterfowl,NA,NA,-0.112,-2.96,-0.004,-0.04,1.326,14.71,-0.144,-1.11,0.628,0.049,0.0000,0.0035,0.9689,0.0000,0.2688
11,168,500,18,allwaterfowl,NA,NA,0.221,3.26,-0.352,-3.89,-0.198,-2.63,0.241,3.18,0.033,0.058,0.0003,0.0012,0.0001,0.0088,0.0016
11,170,500,433,allwaterfowl,NA,NA,0.257,4.09,0.057,0.55,-0.278,-3.63,0.331,4.30,0.271,0.125,0.0000,0.0000,0.5843,0.0003,0.0000
11,171,130,320,allwaterfowl,NA,NA,0.048,0.47,-0.221,-1.86,0.285,3.18,0.519,4.03,0.419,0.086,0.0000,0.6351,0.0637,0.0016,0.0001
12,172,500,26,allwaterfowl,NA,NA,0.174,2.48,0.171,2.32,0.094,1.43,0.368,3.57,0.236,0.072,0.0000,0.0136,0.0209,0.1533,0.0004
12,175,500,81,allwaterfowl,NA,NA,0.084,1.81,0.125,2.50,0.682,11.70,-0.256,-3.40,0.391,0.058,0.0000,0.0705,0.0126,0.0000,0.0007
12,176,100,153,allwaterfowl,NA,NA,0.350,8.23,0.634,6.42,-0.258,-4.34,0.267,1.89,0.826,0.059,0.0000,0.0000,0.0000,0.0000,0.0605
12,177,37,61,allwaterfowl,NA,NA,0.548,5.05,-0.787,-3.06,-0.059,-0.47,1.016,3.75,0.442,0.091,0.0000,0.0000,0.0029,0.6371,0.0003
12,178,166,352,allwaterfowl,NA,NA,0.708,9.06,0.154,1.24,0.283,3.84,-0.936,-7.46,0.341,0.127,0.0000,0.0000,0.2155,0.0001,0.0000
12,179,500,127,allwaterfowl,NA,NA,0.122,1.91,0.139,2.03,0.273,3.53,0.632,7.89,0.569,0.078,0.0000,0.0572,0.0427,0.0004,0.0000
12,180,500,420,allwaterfowl,NA,NA,0.120,2.64,-0.180,-2.66,0.251,3.85,0.430,3.94,0.160,0.130,0.0000,0.0085,0.0080,0.0001,0.0001
12,181,67,500,allwaterfowl,NA,NA,0.111,2.42,0.007,0.17,0.744,20.48,0.060,0.61,0.663,0.053,0.0000,0.0160,0.8652,0.0000,0.5450
12,183,31,23,allwaterfowl,NA,NA,-0.104,-0.86,-0.232,-2.10,-0.179,-1.13,0.542,2.32,0.077,0.045,0.0935,0.3914,0.0406,0.2640,0.0248
14,199,12,500,allwaterfowl,NA,NA,0.440,10.82,-0.344,-3.24,0.322,3.21,-0.154,-1.19,0.221,0.125,0.0000,0.0000,0.0013,0.0014,0.2342
14,200,330,33,allwaterfowl,NA,NA,0.240,6.68,-0.193,-3.48,0.066,0.99,0.318,4.48,0.368,0.033,0.0000,0.0000,0.0006,0.3207,0.0000
14,207,309,105,allwaterfowl,NA,NA,0.224,2.22,-0.341,-2.70,0.313,3.06,0.352,2.57,0.129,0.097,0.0000,0.0269,0.0073,0.0024,0.0106
15,215,265,500,allwaterfowl,NA,NA,-0.035,-0.81,0.227,2.96,0.066,1.24,-0.231,-2.54,0.014,0.156,0.0056,0.4154,0.0032,0.2147,0.0111
15,216,500,500,allwaterfowl,NA,NA,0.148,4.77,0.083,1.93,-0.029,-0.48,0.340,4.01,0.207,0.107,0.0000,0.0000,0.0541,0.6317,0.0001
15,217,500,234,allwaterfowl,NA,NA,-0.022,-0.74,0.596,12.16,0.238,4.99,-0.295,-4.44,0.356,0.076,0.0000,0.4595,0.0000,0.0000,0.0000
4,51,49,192,cavitynesters,NA,NA,0.607,7.43,-1.097,-7.56,-0.319,-2.30,0.843,6.89,0.649,0.029,0.0000,0.0000,0.0000,0.0220,0.0000
4,52,357,141,cavitynesters,NA,NA,0.043,1.09,-0.227,-4.15,0.346,6.03,1.031,15.30,0.637,0.060,0.0000,0.2781,0.0000,0.0000,0.0000
4,53,76,500,cavitynesters,NA,NA,-0.063,-2.47,0.134,2.80,0.526,12.20,-0.263,-4.63,0.589,0.031,0.0000,0.0137,0.0053,0.0000,0.0000
4,55,21,145,cavitynesters,NA,NA,0.156,2.99,-0.103,-1.00,-0.103,-0.94,0.621,4.40,0.240,0.092,0.0000,0.0032,0.3196,0.3463,0.0000
4,59,500,152,cavitynesters,NA,NA,0.170,4.72,-0.313,-5.72,0.108,2.41,0.108,1.81,0.091,0.066,0.0000,0.0000,0.0000,0.0164,0.0704
4,60,470,93,cavitynesters,NA,NA,0.451,6.47,-0.075,-1.86,0.238,4.04,0.427,7.76,0.502,0.060,0.0000,0.0000,0.0637,0.0001,0.0000
4,62,41,80,cavitynesters,NA,NA,-0.305,-3.68,0.241,2.44,0.494,2.43,0.220,1.65,0.310,0.053,0.0000,0.0003,0.0162,0.0168,0.1023
5,68,233,208,cavitynesters,NA,NA,0.156,3.04,-0.798,-7.97,0.509,10.26,0.739,7.32,0.599,0.104,0.0000,0.0025,0.0000,0.0000,0.0000
5,69,500,500,cavitynesters,NA,NA,0.187,10.36,0.335,9.82,0.004,0.08,1.086,17.09,0.864,0.060,0.0000,0.0000,0.0000,0.9394,0.0000
5,70,500,129,cavitynesters,NA,NA,-0.131,-3.20,-0.181,-2.39,0.660,8.94,0.143,2.26,0.162,0.080,0.0000,0.0015,0.0170,0.0000,0.0241
5,71,500,167,cavitynesters,NA,NA,0.239,5.73,-0.273,-4.23,0.131,1.68,0.095,0.97,0.083,0.090,0.0000,0.0000,0.0000,0.0925,0.3341
5,72,500,210,cavitynesters,NA,NA,0.086,3.31,0.280,5.84,-0.178,-3.90,0.687,8.96,0.727,0.045,0.0000,0.0010,0.0000,0.0001,0.0000
5,74,500,173,cavitynesters,NA,NA,0.180,3.89,0.007,0.08,0.039,0.65,0.586,6.55,0.411,0.093,0.0000,0.0001,0.9337,0.5147,0.0000
5,77,500,398,cavitynesters,NA,NA,0.163,5.60,0.149,2.43,0.382,6.68,-0.044,-0.80,0.414,0.086,0.0000,0.0000,0.0154,0.0000,0.4225
5,78,500,365,cavitynesters,NA,NA,0.119,3.58,-0.573,-11.01,0.286,5.38,1.150,30.10,0.749,0.083,0.0000,0.0004,0.0000,0.0000,0.0000
5,80,69,419,cavitynesters,NA,NA,0.345,6.87,0.302,4.15,0.467,6.91,-0.564,-5.78,0.346,0.115,0.0000,0.0000,0.0000,0.0000,0.0000
6A,87,121,36,cavitynesters,NA,NA,0.154,2.65,-0.005,-0.06,0.065,0.54,0.365,2.68,0.614,0.041,0.0000,0.0088,0.9545,0.5897,0.0082
6A,88,500,29,cavitynesters,NA,NA,-0.078,-1.51,-0.021,-0.37,0.426,5.49,0.028,0.29,0.072,0.063,0.0000,0.1329,0.7129,0.0000,0.7696
6A,89,500,28,cavitynesters,NA,NA,0.091,2.67,0.099,3.00,0.869,19.77,0.240,4.45,0.734,0.040,0.0000,0.0078,0.0028,0.0000,0.0000
6A,90,500,101,cavitynesters,NA,NA,-0.029,-1.56,0.108,2.70,0.977,33.00,0.210,3.91,0.883,0.033,0.0000,0.1192,0.0071,0.0000,0.0001
6A,94,251,500,cavitynesters,NA,NA,-0.120,-3.94,-0.173,-3.87,-0.248,-9.04,0.720,9.36,0.232,0.057,0.0000,0.0001,0.0001,0.0000,0.0000
6A,95,500,109,cavitynesters,NA,NA,-0.002,-0.04,-0.265,-5.06,0.338,6.05,0.701,8.41,0.439,0.059,0.0000,0.9664,0.0000,0.0000,0.0000
6A,100,500,500,cavitynesters,NA,NA,0.503,12.30,-0.274,-4.08,0.588,15.16,0.093,0.89,0.584,0.088,0.0000,0.0000,0.0000,0.0000,0.3743
6A,103,500,78,cavitynesters,NA,NA,0.038,0.91,0.269,3.80,0.348,4.53,0.021,0.23,0.244,0.082,0.0000,0.3617,0.0002,0.0000,0.8162
6A,104,26,13,cavitynesters,NA,NA,-0.134,-1.23,-0.023,-0.16,0.877,4.35,0.117,0.31,0.794,0.034,0.0000,0.2283,0.8723,0.0001,0.7596
6A,105,500,305,cavitynesters,NA,NA,0.255,5.29,-0.294,-5.87,0.124,1.65,0.348,4.41,0.106,0.098,0.0000,0.0000,0.0000,0.0996,0.0000
6B,108,26,500,cavitynesters,NA,NA,0.091,1.94,0.438,4.80,0.087,0.96,0.546,3.50,0.143,0.152,0.0000,0.0529,0.0000,0.3355,0.0005
9,136,31,49,cavitynesters,NA,NA,0.232,2.60,0.175,1.72,0.024,0.25,-0.128,-0.54,0.577,0.044,0.0000,0.0112,0.0890,0.8060,0.5932
11,165,151,223,cavitynesters,NA,NA,-0.406,-5.55,-0.301,-2.67,0.650,6.64,0.898,10.51,0.866,0.060,0.0000,0.0000,0.0078,0.0000,0.0000
11,166,21,160,cavitynesters,NA,NA,-0.450,-8.58,-0.381,-2.85,1.326,10.62,0.355,1.97,0.409,0.068,0.0000,0.0000,0.0049,0.0000,0.0503
11,168,500,18,cavitynesters,NA,NA,0.661,5.57,-0.134,-0.86,-1.210,-8.96,0.592,4.29,0.152,0.105,0.0000,0.0000,0.3906,0.0000,0.0000
11,170,500,433,cavitynesters,NA,NA,-0.241,-4.54,0.015,0.17,-0.146,-2.27,0.606,9.26,0.192,0.106,0.0000,0.0000,0.8677,0.0237,0.0000
11,171,130,320,cavitynesters,NA,NA,0.250,3.22,-1.263,-13.74,0.209,3.01,1.719,17.26,0.763,0.066,0.0000,0.0014,0.0000,0.0027,0.0000
12,172,500,26,cavitynesters,NA,NA,-0.092,-1.31,0.219,3.24,0.513,7.71,-0.107,-1.16,0.241,0.067,0.0000,0.1925,0.0013,0.0000,0.2451
12,175,500,81,cavitynesters,NA,NA,-0.021,-0.41,-0.004,-0.08,0.633,10.23,0.049,0.62,0.340,0.062,0.0000,0.6819,0.9384,0.0000,0.5385
12,176,100,153,cavitynesters,NA,NA,-0.468,-8.07,0.560,4.16,0.388,4.80,0.647,3.36,0.649,0.081,0.0000,0.0000,0.0000,0.0000,0.0009
12,177,37,61,cavitynesters,NA,NA,0.234,2.04,-0.407,-1.49,1.045,7.85,0.116,0.41,0.606,0.096,0.0000,0.0444,0.1388,0.0000,0.6864
12,178,166,352,cavitynesters,NA,NA,-0.257,-4.34,0.592,6.29,0.350,6.26,-0.052,-0.54,0.315,0.096,0.0000,0.0000,0.0000,0.0000,0.5874
12,179,500,127,cavitynesters,NA,NA,0.067,1.22,0.299,4.90,0.248,3.68,0.536,7.96,0.640,0.067,0.0000,0.2215,0.0000,0.0002,0.0000
12,180,500,420,cavitynesters,NA,NA,0.221,5.23,-0.272,-4.33,0.314,5.19,0.395,3.92,0.236,0.122,0.0000,0.0000,0.0000,0.0000,0.0001
12,181,67,500,cavitynesters,NA,NA,0.246,6.34,0.240,7.69,0.710,23.28,-0.528,-6.82,0.745,0.044,0.0000,0.0000,0.0000,0.0000,0.0000
12,183,31,23,cavitynesters,NA,NA,0.673,4.31,0.208,1.45,-0.333,-1.62,-0.498,-1.64,0.557,0.059,0.0000,0.0001,0.1522,0.1124,0.1077
14,199,12,500,cavitynesters,NA,NA,0.047,1.51,-0.146,-1.71,-0.028,-0.28,-0.080,-0.89,0.024,0.095,0.0026,0.1326,0.0883,0.7821,0.3765
14,200,330,33,cavitynesters,NA,NA,-0.122,-2.29,0.286,3.59,0.020,0.20,-0.577,-5.59,0.191,0.047,0.0000,0.0225,0.0004,0.8422,0.0000
14,207,309,105,cavitynesters,NA,NA,0.220,2.35,-0.373,-3.18,0.027,0.28,0.416,3.27,0.057,0.090,0.0000,0.0191,0.0016,0.7785,0.0012
15,215,265,500,cavitynesters,NA,NA,-0.009,-0.24,0.307,5.09,-0.002,-0.04,-0.078,-1.10,0.048,0.128,0.0000,0.8106,0.0000,0.9682,0.2726
15,216,500,500,cavitynesters,NA,NA,-0.062,-2.39,0.099,2.80,0.754,15.54,-0.043,-0.64,0.418,0.087,0.0000,0.0172,0.0052,0.0000,0.5203
15,217,500,234,cavitynesters,NA,NA,0.115,3.44,0.127,2.31,0.333,6.23,0.041,0.54,0.367,0.085,0.0000,0.0006,0.0210,0.0000,0.5871
4,51,49,192,groundnesters,NA,NA,-0.293,-1.67,-0.305,-0.98,-0.427,-1.43,1.150,4.37,0.394,0.063,0.0000,0.0963,0.3285,0.1528,0.0000
4,52,357,141,groundnesters,NA,NA,0.148,2.49,-0.208,-2.56,0.490,5.76,-0.124,-1.24,0.112,0.089,0.0000,0.0129,0.0108,0.0000,0.2163
4,53,76,500,groundnesters,NA,NA,-0.359,-12.50,-0.128,-2.46,1.842,38.83,-0.224,-3.65,0.940,0.034,0.0000,0.0000,0.0142,0.0000,0.0003
4,55,21,145,groundnesters,NA,NA,0.080,1.39,1.093,9.56,0.146,1.21,-0.844,-5.41,0.447,0.101,0.0000,0.1657,0.0000,0.2278,0.0000
4,59,500,152,groundnesters,NA,NA,0.021,0.41,-0.141,-1.81,0.222,3.51,0.169,2.01,0.082,0.094,0.0000,0.6807,0.0706,0.0005,0.0447
4,60,470,93,groundnesters,NA,NA,0.239,3.08,0.475,10.56,0.254,3.89,0.115,1.88,0.554,0.067,0.0000,0.0022,0.0000,0.0001,0.0603
4,62,41,80,groundnesters,NA,NA,0.207,4.31,-0.084,-1.46,-0.143,-1.21,0.181,2.34,0.559,0.031,0.0000,0.0000,0.1477,0.2286,0.0212
5,68,233,208,groundnesters,NA,NA,-0.000,-0.01,-0.345,-2.81,0.309,5.10,0.000,0.00,0.052,0.127,0.0000,0.9942,0.0051,0.0000,0.9991
5,69,500,500,groundnesters,NA,NA,0.434,26.76,0.141,4.66,-0.136,-3.21,-0.375,-6.73,0.521,0.053,0.0000,0.0000,0.0000,0.0014,0.0000
5,70,500,129,groundnesters,NA,NA,-0.041,-0.84,-0.332,-3.72,0.148,1.72,0.720,9.64,0.204,0.095,0.0000,0.4016,0.0002,0.0857,0.0000
5,71,500,167,groundnesters,NA,NA,-0.078,-1.69,0.362,5.03,0.054,0.63,0.038,0.35,0.108,0.101,0.0000,0.0909,0.0000,0.5285,0.7251
5,72,500,210,groundnesters,NA,NA,-0.040,-1.53,1.144,22.41,0.387,8.05,0.700,8.96,0.959,0.045,0.0000,0.1274,0.0000,0.0000,0.0000
5,74,500,173,groundnesters,NA,NA,0.455,9.37,1.040,12.61,-0.320,-5.29,-0.452,-4.90,0.486,0.097,0.0000,0.0000,0.0000,0.0000,0.0000
5,77,500,398,groundnesters,NA,NA,0.298,8.78,0.416,5.82,0.320,4.71,-0.225,-3.41,0.517,0.101,0.0000,0.0000,0.0000,0.0000,0.0007
5,78,500,365,groundnesters,NA,NA,0.548,14.34,-0.137,-2.29,0.097,1.57,-0.075,-1.69,0.312,0.096,0.0000,0.0000,0.0224,0.1173,0.0913
5,80,69,419,groundnesters,NA,NA,-0.177,-3.32,0.805,10.44,-0.108,-1.51,-0.675,-6.53,0.190,0.122,0.0000,0.0010,0.0000,0.1319,0.0000
6A,87,121,36,groundnesters,NA,NA,0.072,0.92,0.679,6.27,-0.410,-2.57,-0.070,-0.39,0.268,0.054,0.0000,0.3577,0.0000,0.0111,0.7005
6A,88,500,29,groundnesters,NA,NA,0.025,0.41,-0.119,-1.78,-0.283,-3.37,0.743,7.24,0.094,0.073,0.0000,0.6794,0.0749,0.0008,0.0000
6A,89,500,28,groundnesters,NA,NA,-0.186,-3.24,0.399,7.64,0.083,1.13,-0.235,-2.59,0.102,0.065,0.0000,0.0013,0.0000,0.2582,0.0099
6A,90,500,101,groundnesters,NA,NA,0.368,12.48,-0.013,-0.20,0.131,2.81,-0.124,-1.53,0.522,0.052,0.0000,0.0000,0.8415,0.0050,0.1272
6A,94,251,500,groundnesters,NA,NA,-0.237,-6.43,-0.287,-5.24,0.016,0.45,0.521,5.56,0.089,0.068,0.0000,0.0000,0.0000,0.6550,0.0000
6A,95,500,109,groundnesters,NA,NA,0.124,3.17,1.005,19.25,0.303,5.52,-0.152,-1.96,0.821,0.059,0.0000,0.0016,0.0000,0.0000,0.0504
6A,100,500,500,groundnesters,NA,NA,-0.139,-3.76,0.328,5.40,0.627,17.27,-0.769,-7.77,0.294,0.081,0.0000,0.0002,0.0000,0.0000,0.0000
6A,103,500,78,groundnesters,NA,NA,-0.082,-2.16,0.429,6.61,-0.103,-1.53,0.062,0.76,0.116,0.075,0.0000,0.0316,0.0000,0.1258,0.4484
6A,104,26,13,groundnesters,NA,NA,-0.614,-2.58,1.666,5.36,0.850,1.93,1.803,2.18,0.926,0.074,0.0000,0.0145,0.0000,0.0623,0.0362
6A,105,500,305,groundnesters,NA,NA,0.075,1.50,0.544,10.46,0.443,5.70,-0.415,-5.20,0.445,0.101,0.0000,0.1337,0.0000,0.0000,0.0000
6B,108,26,500,groundnesters,NA,NA,-0.177,-3.96,0.569,6.43,-0.209,-2.37,0.531,3.60,0.113,0.146,0.0000,0.0001,0.0000,0.0181,0.0004
9,136,31,49,groundnesters,NA,NA,-0.160,-1.40,0.600,4.59,-0.155,-1.22,0.287,0.93,0.587,0.056,0.0000,0.1659,0.0000,0.2250,0.3531
11,165,151,223,groundnesters,NA,NA,-0.214,-2.52,-0.129,-0.98,1.193,10.47,-0.795,-7.99,0.553,0.070,0.0000,0.0123,0.3265,0.0000,0.0000
11,166,21,160,groundnesters,NA,NA,0.034,0.80,-0.058,-0.54,1.191,11.83,-0.145,-1.00,0.580,0.055,0.0000,0.4260,0.5923,0.0000,0.3207
11,168,500,18,groundnesters,NA,NA,0.175,2.00,0.205,1.71,-0.531,-5.37,0.179,1.68,0.063,0.078,0.0000,0.0459,0.0879,0.0000,0.0932
11,170,500,433,groundnesters,NA,NA,0.311,4.88,0.207,1.95,-0.485,-6.18,0.192,2.44,0.244,0.128,0.0000,0.0000,0.0517,0.0000,0.0147
11,171,130,320,groundnesters,NA,NA,0.070,0.49,0.527,3.10,0.207,1.61,-0.457,-2.49,0.109,0.122,0.0000,0.6247,0.0020,0.1072,0.0132
12,172,500,26,groundnesters,NA,NA,0.404,4.84,0.258,2.83,0.679,7.73,0.117,0.92,0.461,0.091,0.0000,0.0000,0.0049,0.0000,0.3595
12,175,500,81,groundnesters,NA,NA,0.357,6.74,0.030,0.54,0.445,6.79,-0.238,-2.83,0.275,0.066,0.0000,0.0000,0.5882,0.0000,0.0048
12,176,100,153,groundnesters,NA,NA,0.686,11.39,0.281,2.01,-0.551,-6.55,0.166,0.83,0.681,0.084,0.0000,0.0000,0.0450,0.0000,0.4087
12,177,37,61,groundnesters,NA,NA,0.627,4.37,-0.779,-2.29,-0.333,-2.00,0.919,2.57,0.235,0.120,0.0000,0.0000,0.0244,0.0483,0.0118
12,178,166,352,groundnesters,NA,NA,0.403,4.82,0.122,0.92,0.136,1.72,-0.706,-5.26,0.110,0.135,0.0000,0.0000,0.3592,0.0865,0.0000
12,179,500,127,groundnesters,NA,NA,-0.035,-0.50,-0.068,-0.96,0.262,3.26,0.913,10.80,0.516,0.081,0.0000,0.6165,0.3399,0.0012,0.0000
12,180,500,420,groundnesters,NA,NA,0.074,1.62,0.000,0.00,0.091,1.39,0.306,2.78,0.094,0.131,0.0000,0.1048,0.9978,0.1655,0.0055
12,181,67,500,groundnesters,NA,NA,0.032,0.56,-0.473,-9.67,0.630,13.37,0.758,6.29,0.409,0.068,0.0000,0.5786,0.0000,0.0000,0.0000
12,183,31,23,groundnesters,NA,NA,0.144,0.92,0.204,1.42,-0.696,-3.37,0.712,2.34,0.601,0.059,0.0000,0.3622,0.1615,0.0015,0.0236
14,199,12,500,groundnesters,NA,NA,0.468,9.93,-0.600,-4.88,0.495,3.73,0.132,0.96,0.180,0.142,0.0000,0.0000,0.0000,0.0002,0.3364
14,200,330,33,groundnesters,NA,NA,0.482,9.90,-0.297,-4.10,-0.019,-0.22,0.752,7.68,0.614,0.044,0.0000,0.0000,0.0001,0.8262,0.0000
14,207,309,105,groundnesters,NA,NA,0.264,2.32,-0.324,-2.27,0.374,3.24,0.223,1.44,0.106,0.110,0.0000,0.0210,0.0236,0.0013,0.1501
15,215,265,500,groundnesters,NA,NA,0.012,0.28,0.153,2.07,0.057,1.13,-0.234,-2.78,0.008,0.152,0.0365,0.7763,0.0387,0.2593,0.0056
15,216,500,500,groundnesters,NA,NA,-0.049,-1.74,0.671,17.78,0.028,0.55,0.229,3.17,0.578,0.093,0.0000,0.0821,0.0000,0.5800,0.0016
15,217,500,234,groundnesters,NA,NA,0.045,1.60,0.724,15.57,0.134,2.96,-0.515,-8.07,0.378,0.073,0.0000,0.1105,0.0000,0.0031,0.0000
4,51,49,192,overwaternesters,NA,NA,0.575,3.44,-1.403,-4.74,-0.179,-0.63,1.162,4.65,0.435,0.060,0.0000,0.0007,0.0000,0.5285,0.0000
4,52,357,141,overwaternesters,NA,NA,0.012,0.18,-0.112,-1.24,0.316,3.33,0.068,0.61,0.036,0.099,0.0002,0.8553,0.2171,0.0009,0.5423
4,53,76,500,overwaternesters,NA,NA,-0.002,-0.12,0.554,15.28,1.400,44.17,-0.734,-17.20,0.971,0.023,0.0000,0.9061,0.0000,0.0000,0.0000
4,55,21,145,overwaternesters,NA,NA,0.144,2.31,0.917,7.44,0.143,1.11,-0.713,-4.24,0.355,0.109,0.0000,0.0223,0.0000,0.2707,0.0000
4,59,500,152,overwaternesters,NA,NA,-0.037,-0.77,-0.076,-1.01,0.080,1.33,0.073,0.92,0.001,0.089,0.3070,0.4441,0.3136,0.1843,0.3604
4,60,470,93,overwaternesters,NA,NA,0.032,0.48,0.804,20.95,0.201,3.59,-0.156,-2.99,0.666,0.057,0.0000,0.6296,0.0000,0.0004,0.0029
4,62,41,80,overwaternesters,NA,NA,0.373,3.70,-0.399,-3.32,0.337,1.36,-0.177,-1.09,0.430,0.064,0.0000,0.0003,0.0012,0.1761,0.2786
5,68,233,208,overwaternesters,NA,NA,0.064,1.22,-0.251,-2.45,-0.147,-2.90,0.801,7.77,0.376,0.106,0.0000,0.2227,0.0147,0.0039,0.0000
5,69,500,500,overwaternesters,NA,NA,0.730,45.74,-0.086,-2.87,-0.400,-9.75,-0.211,-3.95,0.681,0.052,0.0000,0.0000,0.0042,0.0000,0.0001
5,70,500,129,overwaternesters,NA,NA,0.298,6.51,0.067,0.79,0.018,0.23,0.029,0.42,0.266,0.088,0.0000,0.0000,0.4295,0.8214,0.6782
5,71,500,167,overwaternesters,NA,NA,0.062,1.36,0.258,3.76,-0.189,-2.24,0.123,1.16,0.078,0.099,0.0000,0.1740,0.0002,0.0251,0.2457
5,72,500,210,overwaternesters,NA,NA,0.959,21.27,0.463,5.37,-0.881,-10.86,-0.295,-2.23,0.589,0.077,0.0000,0.0000,0.0000,0.0000,0.0261
5,74,500,173,overwaternesters,NA,NA,0.580,19.97,-0.088,-1.79,-0.047,-1.26,0.205,3.61,0.728,0.059,0.0000,0.0000,0.0732,0.2090,0.0003
5,77,500,398,overwaternesters,NA,NA,-0.070,-2.65,0.056,1.00,0.096,1.87,0.132,2.61,0.062,0.079,0.0000,0.0082,0.3158,0.0616,0.0093
5,78,500,365,overwaternesters,NA,NA,0.037,1.12,-0.087,-1.70,0.109,2.11,0.078,2.07,0.037,0.082,0.0000,0.2616,0.0887,0.0348,0.0388
5,80,69,419,overwaternesters,NA,NA,-0.144,-3.48,0.431,7.20,0.205,3.69,-0.328,-4.09,0.167,0.094,0.0000,0.0006,0.0000,0.0002,0.0001
6A,87,121,36,overwaternesters,NA,NA,0.069,1.26,-0.004,-0.05,-0.045,-0.40,0.461,3.58,0.419,0.039,0.0000,0.2113,0.9613,0.6902,0.0005
6A,88,500,29,overwaternesters,NA,NA,0.102,2.00,0.078,1.31,0.010,0.13,0.065,0.73,0.059,0.063,0.0000,0.0457,0.1910,0.8943,0.4657
6A,89,500,28,overwaternesters,NA,NA,-0.040,-0.86,0.440,10.26,0.236,3.99,-0.394,-5.67,0.258,0.053,0.0000,0.3894,0.0000,0.0001,0.0000
6A,90,500,101,overwaternesters,NA,NA,0.316,9.01,0.034,0.45,0.485,8.79,0.048,0.51,0.643,0.062,0.0000,0.0000,0.6563,0.0000,0.6122
6A,94,251,500,overwaternesters,NA,NA,0.417,12.33,0.906,19.06,-0.109,-3.59,-0.483,-6.00,0.848,0.061,0.0000,0.0000,0.0000,0.0003,0.0000
6A,95,500,109,overwaternesters,NA,NA,0.121,2.89,0.808,15.29,0.249,4.34,-0.371,-4.45,0.670,0.062,0.0000,0.0040,0.0000,0.0000,0.0000
6A,100,500,500,overwaternesters,NA,NA,0.139,5.06,-0.126,-2.76,0.213,8.30,-0.233,-3.18,0.101,0.059,0.0000,0.0000,0.0059,0.0000,0.0015
6A,103,500,78,overwaternesters,NA,NA,0.083,2.24,0.286,4.45,0.038,0.56,0.319,3.98,0.353,0.073,0.0000,0.0258,0.0000,0.5775,0.0001
6A,104,26,13,overwaternesters,NA,NA,-0.095,-0.58,0.785,3.65,0.859,2.82,0.795,1.39,0.923,0.051,0.0000,0.5679,0.0009,0.0080,0.1729
6A,105,500,305,overwaternesters,NA,NA,0.321,6.98,0.584,12.01,0.100,1.37,-0.397,-5.37,0.539,0.095,0.0000,0.0000,0.0000,0.1713,0.0000
6B,108,26,500,overwaternesters,NA,NA,0.494,12.31,0.424,5.25,0.057,0.73,0.133,0.98,0.390,0.131,0.0000,0.0000,0.0000,0.4630,0.3256
9,136,31,49,overwaternesters,NA,NA,-0.203,-1.25,0.922,5.00,0.649,3.62,-0.899,-2.07,0.592,0.079,0.0000,0.2143,0.0000,0.0005,0.0421
11,165,151,223,overwaternesters,NA,NA,-0.392,-8.80,-0.289,-4.22,1.044,17.52,0.247,4.74,0.933,0.037,0.0000,0.0000,0.0000,0.0000,0.0000
11,166,21,160,overwaternesters,NA,NA,-0.298,-7.67,-0.136,-1.37,1.331,14.41,0.067,0.50,0.561,0.050,0.0000,0.0000,0.1716,0.0000,0.6162
11,168,500,18,overwaternesters,NA,NA,0.360,4.86,-0.169,-1.63,-0.474,-5.77,0.376,4.13,0.106,0.067,0.0000,0.0000,0.1046,0.0000,0.0000
11,170,500,433,overwaternesters,NA,NA,0.456,7.24,-0.072,-0.69,-0.118,-1.53,0.170,2.18,0.328,0.127,0.0000,0.0000,0.4929,0.1253,0.0296
11,171,130,320,overwaternesters,NA,NA,-0.406,-2.94,1.020,6.23,-0.076,-0.61,-0.442,-2.50,0.095,0.118,0.0000,0.0034,0.0000,0.5402,0.0129
12,172,500,26,overwaternesters,NA,NA,-0.124,-1.91,0.048,0.74,0.332,5.22,0.031,0.34,0.069,0.065,0.0000,0.0569,0.4620,0.0000,0.7371
12,175,500,81,overwaternesters,NA,NA,-0.099,-1.93,0.113,2.07,0.775,12.17,-0.162,-1.95,0.359,0.064,0.0000,0.0547,0.0393,0.0000,0.0514
12,176,100,153,overwaternesters,NA,NA,0.145,2.80,0.574,4.77,0.002,0.03,-0.073,-0.42,0.573,0.072,0.0000,0.0056,0.0000,0.9755,0.6740
12,177,37,61,overwaternesters,NA,NA,0.775,11.77,-0.695,-4.45,-0.079,-1.04,0.691,4.21,0.790,0.055,0.0000,0.0000,0.0000,0.3005,0.0001
12,178,166,352,overwaternesters,NA,NA,0.783,9.26,0.040,0.30,0.283,3.54,-0.890,-6.55,0.322,0.137,0.0000,0.0000,0.7645,0.0004,0.0000
12,179,500,127,overwaternesters,NA,NA,0.028,0.45,0.007,0.10,0.406,5.40,0.731,9.70,0.592,0.073,0.0000,0.6552,0.9240,0.0000,0.0000
12,180,500,420,overwaternesters,NA,NA,0.205,5.12,0.042,0.70,0.295,5.14,0.053,0.54,0.260,0.115,0.0000,0.0000,0.4835,0.0000,0.5907
