ecozone,ecoregion,nets_rep,nets_nonrep,species,density_mean,density_cv,cmi_coef,cmi_tstat,gpp_coef,gpp_tstat,led_coef,led_tstat,lcc_coef,lcc_tstat,r2,rmse,pval,cmi_p,gpp_p,led_p,lcc_p
12,183,31,23,osfl,0.0082,0.0019,-0.055,-0.38,0.719,5.50,-0.159,-0.85,-0.158,-0.57,0.624,0.053,0.0000,0.7021,0.0000,0.4020,0.5704
14,199,12,500,osfl,0.009,0.0015,0.321,6.23,0.386,2.93,0.497,3.86,-0.273,-1.85,0.253,0.152,0.0000,0.0000,0.0035,0.0001,0.0650
14,200,330,33,osfl,0.0083,0.0013,-0.032,-0.70,-0.281,-3.95,-0.064,-0.76,0.238,2.58,0.092,0.042,0.0000,0.4867,0.0001,0.4458,0.0102
14,207,309,105,osfl,0.0089,0.0019,-0.103,-1.17,0.171,1.54,-0.356,-3.98,0.113,0.94,0.037,0.085,0.0007,0.2428,0.1236,0.0001,0.3459
15,215,265,500,osfl,0.0067,9e-4,0.729,22.96,-0.119,-2.11,0.126,3.14,-0.126,-1.88,0.602,0.116,0.0000,0.0000,0.0351,0.0018,0.0599
15,216,500,500,osfl,0.0076,7e-4,0.199,5.93,-0.277,-6.06,-0.063,-1.01,0.308,3.59,0.065,0.113,0.0000,0.0000,0.0000,0.3131,0.0003
15,217,500,234,osfl,0.0062,0.0024,0.180,4.64,0.522,8.12,0.172,2.70,-0.111,-1.23,0.412,0.099,0.0000,0.0000,0.0000,0.0070,0.2181
4,51,49,192,pigr,0.0135,0.0029,0.406,4.08,-0.011,-0.06,-1.295,-7.68,0.475,3.19,0.573,0.036,0.0000,0.0001,0.9523,0.0000,0.0016
4,52,357,141,pigr,0.0116,0.0096,-0.100,-1.77,0.140,1.82,-0.066,-0.82,1.626,17.18,0.624,0.084,0.0000,0.0768,0.0696,0.4140,0.0000
4,53,76,500,pigr,0.0112,0.0027,1.192,29.33,1.431,18.62,-0.588,-8.67,-1.525,-16.87,0.865,0.049,0.0000,0.0000,0.0000,0.0000,0.0000
4,55,21,145,pigr,0.0123,0.0093,0.215,3.60,0.096,0.81,-0.495,-3.99,1.106,6.86,0.466,0.105,0.0000,0.0004,0.4173,0.0001,0.0000
4,59,500,152,pigr,0.0105,0.0026,0.884,34.50,0.058,1.45,-0.037,-1.19,0.224,5.38,0.875,0.046,0.0000,0.0000,0.1477,0.2356,0.0000
4,60,470,93,pigr,0.0061,0.0013,0.178,2.18,0.838,17.67,0.017,0.24,-0.482,-7.47,0.516,0.070,0.0000,0.0298,0.0000,0.8070,0.0000
4,62,41,80,pigr,0.0098,0.0042,0.427,9.93,0.392,7.65,0.335,3.17,-0.349,-5.04,0.967,0.027,0.0000,0.0000,0.0000,0.0019,0.0000
5,68,233,208,pigr,0.0092,0.0031,0.118,1.71,-0.382,-2.83,0.401,6.00,0.123,0.90,0.170,0.140,0.0000,0.0889,0.0049,0.0000,0.3675
5,69,500,500,pigr,0.0094,0.0031,0.533,20.83,0.138,2.87,0.308,4.71,-0.559,-6.35,0.564,0.083,0.0000,0.0000,0.0042,0.0000,0.0000
5,70,500,129,pigr,0.0106,0.0041,0.165,3.03,-0.153,-1.52,-0.048,-0.48,0.666,7.81,0.278,0.107,0.0000,0.0025,0.1281,0.6281,0.0000
5,71,500,167,pigr,0.015,0.0022,0.668,15.88,0.100,1.56,-0.253,-3.23,-0.356,-3.72,0.405,0.092,0.0000,0.0000,0.1204,0.0013,0.0002
5,72,500,210,pigr,0.0213,0.0061,-0.387,-9.29,0.661,8.41,0.214,2.85,0.765,6.40,0.672,0.073,0.0000,0.0000,0.0000,0.0045,0.0000
5,74,500,173,pigr,0.0238,0.0074,0.458,11.60,0.332,4.95,-0.327,-6.52,0.134,1.74,0.502,0.079,0.0000,0.0000,0.0000,0.0000,0.0816
5,77,500,398,pigr,0.0219,0.006,-0.091,-3.47,0.157,2.81,-0.025,-0.48,0.346,6.71,0.221,0.079,0.0000,0.0005,0.0051,0.6297,0.0000
5,78,500,365,pigr,0.0216,0.0034,0.167,6.05,-0.185,-4.34,-0.069,-1.61,0.208,6.59,0.107,0.070,0.0000,0.0000,0.0000,0.1074,0.0000
5,80,69,419,pigr,0.028,0.0112,0.610,16.50,0.100,1.88,-0.025,-0.50,-0.169,-2.36,0.490,0.084,0.0000,0.0000,0.0609,0.6173,0.0186
6A,87,121,36,pigr,0.0066,0.0018,1.007,9.14,0.665,4.32,-0.624,-2.76,0.062,0.24,0.816,0.077,0.0000,0.0000,0.0000,0.0065,0.8108
6A,88,500,29,pigr,0.0062,0.0026,0.407,8.64,0.334,6.52,0.146,2.38,0.150,1.90,0.612,0.055,0.0000,0.0000,0.0000,0.0175,0.0581
6A,89,500,28,pigr,0.0062,0.0031,0.250,5.64,0.833,19.54,0.127,2.28,0.236,3.30,0.746,0.051,0.0000,0.0000,0.0000,0.0232,0.0010
6A,90,500,101,pigr,0.0041,4e-4,0.695,17.31,0.752,9.06,0.107,1.69,-0.717,-6.40,0.691,0.069,0.0000,0.0000,0.0000,0.0916,0.0000
6A,94,251,500,pigr,0.0046,6e-4,0.189,3.73,-0.350,-4.60,-0.116,-2.70,0.710,5.43,0.123,0.092,0.0000,0.0002,0.0000,0.0070,0.0000
6A,95,500,109,pigr,0.0059,0.001,0.265,5.12,0.724,11.00,0.050,0.71,-0.082,-0.80,0.628,0.077,0.0000,0.0000,0.0000,0.4810,0.4251
6A,100,500,500,pigr,0.0091,0.0044,0.296,9.96,1.353,28.24,-0.408,-14.82,0.279,3.73,0.858,0.062,0.0000,0.0000,0.0000,0.0000,0.0002
6A,103,500,78,pigr,0.0281,0.0082,0.018,0.48,-0.207,-3.33,0.069,1.03,0.292,3.65,0.037,0.072,0.0000,0.6331,0.0009,0.3035,0.0003
6A,104,26,13,pigr,0.0535,0.0445,-0.282,-1.67,1.357,6.16,1.097,3.51,-0.305,-0.52,0.894,0.052,0.0000,0.1041,0.0000,0.0013,0.6058
6A,105,500,305,pigr,0.0238,0.0059,0.259,7.33,-0.007,-0.20,0.047,0.85,-0.024,-0.42,0.175,0.072,0.0000,0.0000,0.8434,0.3964,0.6749
6B,108,26,500,pigr,0.0238,0.0133,0.104,2.47,0.592,6.98,0.044,0.55,0.448,3.31,0.210,0.136,0.0000,0.0140,0.0000,0.5793,0.0010
9,136,31,49,pigr,0.0051,9e-4,0.492,2.37,0.175,0.74,0.339,1.48,-0.253,-0.45,0.564,0.102,0.0000,0.0202,0.4626,0.1438,0.6505
11,165,151,223,pigr,0.0133,0.0034,0.199,3.03,0.470,4.66,-0.258,-2.94,0.186,2.42,0.383,0.054,0.0000,0.0026,0.0000,0.0035,0.0158
11,166,21,160,pigr,0.0215,0.023,-0.061,-2.56,0.174,2.86,0.104,1.84,0.172,2.09,0.367,0.031,0.0000,0.0113,0.0047,0.0680,0.0376
11,168,500,18,pigr,0.0145,0.0023,0.220,4.07,-0.373,-5.05,-0.017,-0.28,0.166,2.49,0.064,0.047,0.0000,0.0001,0.0000,0.7785,0.0130
11,170,500,433,pigr,0.0128,0.0025,0.033,0.71,0.026,0.33,-0.129,-2.27,0.466,8.15,0.321,0.094,0.0000,0.4774,0.7408,0.0232,0.0000
11,171,130,320,pigr,0.0131,0.0027,0.318,4.39,0.620,7.20,0.366,5.63,-0.665,-7.14,0.630,0.062,0.0000,0.0000,0.0000,0.0000,0.0000
12,172,500,26,pigr,0.0137,0.0031,-0.011,-0.35,0.297,8.49,-0.014,-0.45,-0.089,-1.84,0.251,0.033,0.0000,0.7273,0.0000,0.6551,0.0669
12,175,500,81,pigr,0.0124,0.0034,0.016,0.53,0.446,13.88,0.083,2.26,-0.039,-0.80,0.616,0.039,0.0000,0.5972,0.0000,0.0243,0.4224
12,176,100,153,pigr,0.0136,0.0034,-0.078,-2.83,0.184,2.88,0.006,0.15,0.054,0.60,0.136,0.038,0.0000,0.0050,0.0043,0.8837,0.5520
12,177,37,61,pigr,0.0145,0.0026,0.245,5.35,0.404,3.71,-0.041,-0.77,-0.329,-2.88,0.771,0.038,0.0000,0.0000,0.0003,0.4431,0.0050
12,178,166,352,pigr,0.0131,0.0031,0.140,2.33,-0.002,-0.02,0.045,0.79,0.548,5.68,0.368,0.097,0.0000,0.0204,0.9809,0.4299,0.0000
12,179,500,127,pigr,0.0167,0.0062,0.452,8.20,0.435,7.56,-0.081,-1.27,-0.313,-4.71,0.416,0.063,0.0000,0.0000,0.0000,0.2057,0.0000
12,180,500,420,pigr,0.0141,0.0029,-0.095,-3.54,0.061,1.53,-0.041,-1.07,0.430,6.55,0.116,0.077,0.0000,0.0004,0.1272,0.2858,0.0000
12,181,67,500,pigr,0.0129,0.0036,0.180,9.82,0.208,14.44,0.125,8.50,-0.110,-3.05,0.807,0.021,0.0000,0.0000,0.0000,0.0000,0.0024
12,183,31,23,pigr,0.0154,0.0029,0.476,5.62,-0.263,-3.38,-0.083,-0.74,0.330,2.00,0.824,0.032,0.0000,0.0000,0.0014,0.4622,0.0510
14,199,12,500,pigr,0.0141,0.0045,1.010,37.65,-0.343,-4.88,-0.209,-3.21,-0.160,-2.02,0.796,0.080,0.0000,0.0000,0.0000,0.0014,0.0442
14,200,330,33,pigr,0.015,0.0071,-0.123,-1.72,0.032,0.30,0.084,0.64,0.556,3.85,0.158,0.063,0.0000,0.0861,0.7651,0.5252,0.0001
14,207,309,105,pigr,0.0191,0.0058,-0.098,-1.30,-0.204,-2.16,-0.064,-0.84,0.530,5.16,0.053,0.073,0.0000,0.1937,0.0315,0.4030,0.0000
15,215,265,500,pigr,0.0184,0.0057,0.368,10.58,0.196,3.06,-0.020,-0.45,-0.208,-2.83,0.240,0.126,0.0000,0.0000,0.0023,0.6499,0.0047
15,216,500,500,pigr,0.0134,0.0059,0.298,9.12,0.934,20.20,0.024,0.40,-0.885,-10.40,0.511,0.110,0.0000,0.0000,0.0000,0.6887,0.0000
15,217,500,234,pigr,0.0067,0.0033,0.263,8.14,0.303,5.62,0.088,1.64,0.439,6.01,0.639,0.084,0.0000,0.0000,0.0000,0.1016,0.0000
4,51,49,192,rubl,0.0162,0.0067,0.002,0.01,-0.884,-3.70,0.819,3.59,0.492,2.44,0.486,0.048,0.0000,0.9900,0.0003,0.0004,0.0154
4,52,357,141,rubl,0.0137,0.0088,0.007,0.15,0.043,0.66,-0.123,-1.82,1.039,13.09,0.490,0.071,0.0000,0.8794,0.5079,0.0693,0.0000
4,53,76,500,rubl,0.0084,0.0076,1.012,25.06,-0.036,-0.49,-0.027,-0.40,-0.685,-7.89,0.845,0.048,0.0000,0.0000,0.6243,0.6900,0.0000
4,55,21,145,rubl,0.0086,0.0026,0.486,7.44,0.843,6.52,-0.386,-2.84,-0.277,-1.57,0.494,0.114,0.0000,0.0000,0.0000,0.0050,0.1182
4,59,500,152,rubl,0.0123,0.0042,0.773,20.97,0.363,6.76,0.096,2.13,0.076,1.26,0.798,0.066,0.0000,0.0000,0.0000,0.0332,0.2097
4,60,470,93,rubl,0.0075,0.0018,-0.315,-4.05,1.160,25.73,-0.137,-2.09,-0.085,-1.38,0.629,0.067,0.0000,0.0001,0.0000,0.0369,0.1687
4,62,41,80,rubl,0.0177,0.005,0.844,5.99,-1.138,-6.76,0.194,0.56,0.083,0.36,0.512,0.090,0.0000,0.0000,0.0000,0.5773,0.7161
5,68,233,208,rubl,0.0122,0.0071,-0.060,-1.04,0.095,0.84,0.101,1.80,0.013,0.12,0.011,0.117,0.0679,0.2973,0.3993,0.0728,0.9076
5,69,500,500,rubl,0.0147,0.0041,-0.122,-5.51,0.786,19.58,-0.037,-0.65,0.094,1.26,0.782,0.071,0.0000,0.0000,0.0000,0.5143,0.2070
5,70,500,129,rubl,0.0091,0.0053,0.353,8.46,-0.320,-3.96,-0.087,-1.13,0.696,10.69,0.497,0.082,0.0000,0.0000,0.0001,0.2609,0.0000
5,71,500,167,rubl,0.02,0.0103,0.755,28.64,0.418,10.40,0.041,0.84,-0.219,-3.62,0.849,0.057,0.0000,0.0000,0.0000,0.4034,0.0003
5,72,500,210,rubl,0.0494,0.0169,0.277,6.64,0.080,1.02,-0.313,-4.21,0.200,1.65,0.169,0.072,0.0000,0.0000,0.3067,0.0000,0.0994
5,74,500,173,rubl,0.0411,0.0133,0.573,14.64,0.284,4.36,-0.100,-2.03,-0.332,-4.42,0.502,0.078,0.0000,0.0000,0.0000,0.0432,0.0000
5,77,500,398,rubl,0.025,0.0102,0.738,34.48,0.333,7.29,-0.206,-4.86,0.006,0.14,0.839,0.064,0.0000,0.0000,0.0000,0.0000,0.8902
5,78,500,365,rubl,0.0188,0.0088,0.419,10.61,0.690,11.00,-0.032,-0.51,-0.431,-9.46,0.414,0.101,0.0000,0.0000,0.0000,0.6089,0.0000
5,80,69,419,rubl,0.008,0.0052,0.080,1.55,0.374,5.03,-0.148,-2.15,-0.240,-2.40,0.088,0.117,0.0000,0.1207,0.0000,0.0323,0.0167
6A,87,121,36,rubl,0.0175,0.0052,0.109,1.49,-0.026,-0.26,-0.226,-1.50,1.156,6.73,0.591,0.052,0.0000,0.1380,0.7982,0.1352,0.0000
6A,88,500,29,rubl,0.0137,0.0072,0.527,9.11,0.159,2.42,0.291,3.74,-0.288,-3.01,0.414,0.070,0.0000,0.0000,0.0159,0.0002,0.0027
6A,89,500,28,rubl,0.0166,0.0081,0.270,4.76,1.037,18.15,0.176,2.41,0.191,2.03,0.702,0.068,0.0000,0.0000,0.0000,0.0164,0.0427
6A,90,500,101,rubl,0.0044,0.001,0.112,3.59,1.270,18.45,-0.003,-0.06,-0.678,-7.67,0.489,0.056,0.0000,0.0004,0.0000,0.9538,0.0000
6A,94,251,500,rubl,0.0036,5e-4,0.403,8.66,1.504,22.46,-0.664,-16.86,-0.617,-5.37,0.840,0.081,0.0000,0.0000,0.0000,0.0000,0.0000
6A,95,500,109,rubl,0.0148,0.009,0.179,3.89,0.708,11.90,-0.098,-1.56,0.478,5.25,0.750,0.067,0.0000,0.0001,0.0000,0.1201,0.0000
6A,100,500,500,rubl,0.0094,0.009,0.032,1.44,1.319,35.91,0.061,2.80,-0.022,-0.38,0.890,0.048,0.0000,0.1500,0.0000,0.0052,0.7058
6A,103,500,78,rubl,0.005,0.0016,0.047,1.13,-0.009,-0.13,0.176,2.24,-0.053,-0.56,0.019,0.082,0.0042,0.2584,0.8996,0.0254,0.5782
6A,104,26,13,rubl,0.0043,2e-4,-0.341,-3.46,0.589,4.58,0.773,4.25,0.971,2.84,0.954,0.031,0.0000,0.0015,0.0001,0.0002,0.0075
6A,105,500,305,rubl,0.0056,0.0023,0.015,0.28,0.119,2.14,0.295,3.51,-0.086,-1.00,0.085,0.110,0.0000,0.7802,0.0325,0.0005,0.3171
6B,108,26,500,rubl,0.0039,3e-4,0.083,1.92,0.579,6.76,-0.089,-1.08,0.232,1.62,0.141,0.138,0.0000,0.0556,0.0000,0.2825,0.1061
9,136,31,49,rubl,0.0138,0.0063,-0.393,-1.54,0.437,1.50,-0.435,-1.54,1.509,2.20,0.361,0.125,0.0000,0.1274,0.1375,0.1280,0.0307
11,165,151,223,rubl,0.0179,0.0047,0.397,8.85,0.253,3.67,0.271,4.51,-0.238,-4.54,0.824,0.037,0.0000,0.0000,0.0003,0.0000,0.0000
11,166,21,160,rubl,0.0127,0.0048,0.962,36.25,-0.356,-5.27,-0.242,-3.83,0.347,3.80,0.924,0.034,0.0000,0.0000,0.0000,0.0002,0.0002
11,168,500,18,rubl,0.0203,0.0034,0.702,7.17,-0.998,-7.17,-0.321,-2.89,0.626,5.24,0.145,0.086,0.0000,0.0000,0.0000,0.0040,0.0000
11,170,500,433,rubl,0.0184,0.0048,-0.109,-1.88,0.033,0.34,-0.127,-1.82,0.414,5.89,0.106,0.115,0.0000,0.0604,0.7322,0.0689,0.0000
11,171,130,320,rubl,0.0171,0.0045,0.343,2.97,-0.319,-2.33,0.605,5.85,0.022,0.15,0.396,0.099,0.0000,0.0031,0.0205,0.0000,0.8798
12,172,500,26,rubl,0.0221,0.0039,-0.305,-4.02,0.549,7.09,0.208,2.79,1.067,9.85,0.499,0.075,0.0000,0.0001,0.0000,0.0054,0.0000
12,175,500,81,rubl,0.015,0.0067,-0.116,-1.67,0.379,5.29,0.289,3.63,-0.233,-2.18,0.141,0.086,0.0000,0.0963,0.0000,0.0003,0.0297
12,176,100,153,rubl,0.0186,0.007,-0.183,-2.60,-0.266,-1.63,0.024,0.24,0.641,2.74,0.072,0.098,0.0002,0.0099,0.1042,0.8078,0.0065
12,177,37,61,rubl,0.0052,0.0024,0.128,1.34,0.410,1.81,0.835,7.56,-0.637,-2.68,0.680,0.080,0.0000,0.1823,0.0734,0.0000,0.0087
12,178,166,352,rubl,0.0139,0.0085,-0.310,-4.47,0.612,5.56,-0.060,-0.92,0.111,1.00,0.123,0.113,0.0000,0.0000,0.0000,0.3597,0.3194
12,179,500,127,rubl,0.0043,0.0011,0.318,4.97,0.658,9.62,-0.222,-2.94,-0.109,-1.39,0.438,0.074,0.0000,0.0000,0.0000,0.0034,0.1647
12,180,500,420,rubl,0.0042,5e-4,-0.093,-1.98,-0.065,-0.92,-0.030,-0.45,0.542,4.73,0.033,0.135,0.0000,0.0483,0.3587,0.6547,0.0000
12,181,67,500,rubl,0.0091,0.0058,-0.737,-7.74,-0.044,-0.57,0.102,1.35,2.216,11.57,0.427,0.112,0.0000,0.0000,0.5671,0.1789,0.0000
12,183,31,23,rubl,0.0043,5e-4,-0.040,-0.32,-0.271,-2.36,0.147,0.89,0.545,2.24,0.341,0.047,0.0001,0.7504,0.0224,0.3757,0.0297
14,199,12,500,rubl,0.004,3e-4,0.518,21.85,0.202,3.17,0.285,4.06,-0.318,-4.33,0.656,0.074,0.0000,0.0000,0.0016,0.0001,0.0000
14,200,330,33,rubl,0.0039,3e-4,-0.187,-2.94,-0.141,-1.46,0.549,4.67,-0.060,-0.46,0.065,0.057,0.0000,0.0035,0.1450,0.0000,0.6480
14,207,309,105,rubl,0.0041,2e-4,0.048,0.50,0.480,3.98,-0.472,-4.84,-0.136,-1.04,0.078,0.093,0.0000,0.6193,0.0001,0.0000,0.3005
15,215,265,500,rubl,0.0375,0.0137,0.039,1.07,0.113,1.76,-0.131,-3.00,0.155,2.16,0.025,0.131,0.0001,0.2868,0.0785,0.0027,0.0311
15,216,500,500,rubl,0.0445,0.0262,0.113,3.47,0.616,13.30,0.204,3.16,-0.084,-0.95,0.483,0.116,0.0000,0.0006,0.0000,0.0016,0.3423
15,217,500,234,rubl,0.0086,0.0085,-0.046,-1.02,0.535,7.24,0.430,5.90,0.265,2.54,0.470,0.114,0.0000,0.3074,0.0000,0.0000,0.0111
4,51,49,192,swth,0.1633,0.0499,0.439,6.79,-0.078,-0.68,-0.383,-3.50,0.952,9.85,0.973,0.023,0.0000,0.0000,0.4951,0.0006,0.0000
4,55,21,145,swth,0.1993,0.0384,0.279,3.78,0.574,3.93,-0.710,-4.62,1.045,5.24,0.504,0.129,0.0000,0.0002,0.0001,0.0000,0.0000
4,59,500,152,swth,0.237,0.0492,0.685,28.21,-0.089,-2.43,-0.044,-1.45,-0.077,-1.90,0.713,0.044,0.0000,0.0000,0.0153,0.1479,0.0579
4,60,470,93,swth,0.2849,0.0322,0.063,0.84,-0.052,-1.19,0.413,6.45,0.469,7.84,0.429,0.065,0.0000,0.4033,0.2358,0.0000,0.0000
4,62,41,80,swth,0.2298,0.0474,-0.651,-11.98,0.178,2.74,0.244,1.83,1.452,16.57,0.875,0.035,0.0000,0.0000,0.0070,0.0699,0.0000
5,68,233,208,swth,0.1245,0.0798,0.773,21.02,-0.197,-2.75,0.077,2.18,0.249,3.44,0.866,0.074,0.0000,0.0000,0.0063,0.0298,0.0006
5,69,500,500,swth,0.2503,0.048,0.401,20.66,0.543,15.46,0.208,4.16,0.546,8.15,0.905,0.063,0.0000,0.0000,0.0000,0.0000,0.0000
5,70,500,129,swth,0.0821,0.0257,0.380,7.58,-0.546,-5.76,0.057,0.62,0.794,10.07,0.440,0.098,0.0000,0.0000,0.0000,0.5375,0.0000
5,71,500,167,swth,0.1462,0.0326,0.449,10.73,0.276,4.18,-0.023,-0.29,-0.134,-1.38,0.438,0.091,0.0000,0.0000,0.0000,0.7708,0.1688
5,72,500,210,swth,0.1459,0.0428,-0.116,-2.99,1.355,18.52,0.257,3.79,0.743,6.45,0.915,0.068,0.0000,0.0029,0.0000,0.0002,0.0000
5,74,500,173,swth,0.1013,0.0255,0.502,10.14,0.992,11.65,-0.585,-9.52,0.120,1.26,0.572,0.100,0.0000,0.0000,0.0000,0.0000,0.2078
5,77,500,398,swth,0.1314,0.0531,0.675,25.06,0.426,7.48,-0.079,-1.53,-0.150,-2.89,0.757,0.080,0.0000,0.0000,0.0000,0.1273,0.0040
5,78,500,365,swth,0.1829,0.0502,0.187,4.40,1.147,17.30,-0.100,-1.46,-0.411,-8.39,0.446,0.107,0.0000,0.0000,0.0000,0.1437,0.0000
5,80,69,419,swth,0.2454,0.04,-0.044,-0.70,0.664,7.25,-0.090,-1.06,-0.294,-2.40,0.146,0.144,0.0000,0.4869,0.0000,0.2882,0.0170
6A,87,121,36,swth,0.2377,0.0475,1.261,20.35,0.212,2.45,-0.833,-6.54,-0.192,-1.32,0.911,0.044,0.0000,0.0000,0.0156,0.0000,0.1883
6A,88,500,29,swth,0.2036,0.0475,0.164,2.16,-0.190,-2.31,-0.383,-3.69,0.884,7.19,0.111,0.089,0.0000,0.0314,0.0214,0.0002,0.0000
6A,89,500,28,swth,0.1872,0.039,0.019,0.40,0.630,14.39,0.190,3.00,1.030,13.87,0.737,0.055,0.0000,0.6875,0.0000,0.0028,0.0000
6A,90,500,101,swth,0.1932,0.0549,0.574,16.00,0.507,6.59,0.366,6.66,-0.523,-5.19,0.716,0.063,0.0000,0.0000,0.0000,0.0000,0.0000
6A,94,251,500,swth,0.2311,0.0253,0.062,1.34,-0.181,-2.61,-0.252,-5.92,0.538,4.52,0.062,0.087,0.0000,0.1817,0.0092,0.0000,0.0000
6A,95,500,109,swth,0.2399,0.0438,0.153,3.18,0.073,1.16,-0.220,-3.35,0.695,7.24,0.408,0.073,0.0000,0.0015,0.2469,0.0009,0.0000
6A,100,500,500,swth,0.1984,0.0191,-0.289,-6.89,0.940,14.17,0.660,16.51,-0.258,-2.42,0.634,0.089,0.0000,0.0000,0.0000,0.0000,0.0157
6A,103,500,78,swth,0.2568,0.0383,0.607,17.46,0.189,3.04,-0.041,-0.63,0.228,2.90,0.698,0.068,0.0000,0.0000,0.0025,0.5272,0.0039
6A,104,26,13,swth,0.1742,0.018,-0.580,-2.10,1.419,3.94,1.723,3.38,0.370,0.39,0.867,0.086,0.0000,0.0428,0.0004,0.0018,0.7015
6A,105,500,305,swth,0.2572,0.0343,-0.097,-1.69,0.522,8.76,0.137,1.51,0.185,2.06,0.400,0.115,0.0000,0.0913,0.0000,0.1308,0.0395
6B,108,26,500,swth,0.203,0.0361,0.941,50.27,0.023,0.63,0.067,1.83,-0.277,-4.35,0.863,0.061,0.0000,0.0000,0.5322,0.0673,0.0000
9,136,31,49,swth,0.2655,0.0289,-0.046,-0.24,0.182,0.84,-0.158,-0.75,0.683,1.33,0.312,0.094,0.0000,0.8116,0.4064,0.4575,0.1874
11,165,151,223,swth,0.1106,0.0318,0.885,11.07,-0.314,-2.56,-0.712,-6.66,1.219,13.05,0.698,0.066,0.0000,0.0000,0.0110,0.0000,0.0000
11,166,21,160,swth,0.1482,0.026,-0.104,-1.93,-0.422,-3.09,0.164,1.29,0.739,4.01,0.072,0.069,0.0018,0.0551,0.0024,0.1996,0.0001
11,168,500,18,swth,0.1422,0.0547,-0.275,-4.33,0.225,2.71,0.335,4.76,0.550,7.25,0.268,0.055,0.0000,0.0000,0.0070,0.0000,0.0000
11,170,500,433,swth,0.0935,0.0439,0.326,10.00,0.330,6.07,-0.025,-0.63,0.426,10.61,0.865,0.065,0.0000,0.0000,0.0000,0.5265,0.0000
11,171,130,320,swth,0.1184,0.0596,0.932,7.96,-0.697,-5.01,-0.268,-2.55,1.072,7.12,0.673,0.100,0.0000,0.0000,0.0000,0.0111,0.0000
12,172,500,26,swth,0.2443,0.0479,-0.147,-2.60,0.079,1.32,0.114,1.95,0.543,6.29,0.153,0.060,0.0000,0.0097,0.1867,0.0517,0.0000
12,175,500,81,swth,0.289,0.03,0.472,10.01,-0.362,-7.04,0.045,0.76,0.188,2.44,0.185,0.059,0.0000,0.0000,0.0000,0.4492,0.0151
12,176,100,153,swth,0.2426,0.0574,0.877,15.07,-0.291,-2.16,0.210,2.58,0.354,1.83,0.827,0.081,0.0000,0.0000,0.0320,0.0105,0.0687
12,177,37,61,swth,0.3145,0.0368,0.186,2.14,0.543,2.63,0.235,2.33,-0.010,-0.04,0.767,0.073,0.0000,0.0349,0.0099,0.0217,0.9650
12,178,166,352,swth,0.2633,0.0844,-0.009,-0.15,-0.025,-0.25,-0.070,-1.18,0.693,6.88,0.241,0.102,0.0000,0.8829,0.8003,0.2403,0.0000
12,179,500,127,swth,0.2626,0.0624,0.622,11.26,0.192,3.16,0.074,1.08,-0.133,-1.96,0.532,0.067,0.0000,0.0000,0.0016,0.2821,0.0510
12,180,500,420,swth,0.2567,0.0571,0.592,15.37,-0.198,-3.48,0.107,1.94,-0.096,-1.04,0.360,0.110,0.0000,0.0000,0.0005,0.0525,0.2973
12,181,67,500,swth,0.3551,0.08,0.732,12.03,-0.416,-8.19,-0.044,-0.87,1.336,10.57,0.713,0.073,0.0000,0.0000,0.0000,0.3872,0.0000
12,183,31,23,swth,0.207,0.033,0.752,6.74,0.135,1.32,-0.177,-1.20,0.308,1.42,0.930,0.042,0.0000,0.0000,0.1939,0.2363,0.1629
14,199,12,500,swth,0.2731,0.0546,-0.001,-0.04,0.783,10.18,0.338,4.60,0.336,3.73,0.573,0.087,0.0000,0.9711,0.0000,0.0000,0.0002
14,200,330,33,swth,0.2674,0.0438,-1.080,-11.64,0.074,0.53,0.129,0.74,1.152,6.30,0.322,0.084,0.0000,0.0000,0.5976,0.4568,0.0000
14,207,309,105,swth,0.2069,0.0313,0.767,6.39,-0.670,-4.46,-0.095,-0.78,0.123,0.75,0.096,0.115,0.0000,0.0000,0.0000,0.4348,0.4521
15,215,265,500,swth,0.1282,0.0167,0.624,18.91,-0.030,-0.51,0.145,3.51,0.044,0.67,0.593,0.118,0.0000,0.0000,0.6093,0.0005,0.5053
15,216,500,500,swth,0.1539,0.0361,0.301,9.87,-0.211,-5.17,-0.069,-1.26,0.296,3.71,0.154,0.103,0.0000,0.0000,0.0000,0.2085,0.0002
15,217,500,234,swth,0.2317,0.0218,0.211,5.47,0.133,2.06,0.010,0.16,-0.086,-1.00,0.136,0.099,0.0000,0.0000,0.0398,0.8705,0.3200
4,51,49,192,wwcr,0.0939,0.015,0.649,3.71,0.597,1.92,-0.819,-2.76,-0.293,-1.12,0.697,0.063,0.0000,0.0003,0.0559,0.0062,0.2637
4,52,357,141,wwcr,0.0839,0.0121,-0.024,-0.61,0.160,2.95,0.262,4.60,0.814,12.17,0.635,0.060,0.0000,0.5430,0.0033,0.0000,0.0000
4,53,76,500,wwcr,0.0763,0.0103,1.235,19.49,2.113,17.72,-0.605,-5.70,-2.649,-18.73,0.731,0.077,0.0000,0.0000,0.0000,0.0000,0.0000
4,55,21,145,wwcr,0.0874,0.0247,0.575,8.05,0.408,2.88,-0.362,-2.43,0.097,0.50,0.445,0.125,0.0000,0.0000,0.0045,0.0160,0.6151
4,59,500,152,wwcr,0.0734,0.0144,0.197,4.83,-0.090,-1.45,0.069,1.37,0.082,1.25,0.129,0.073,0.0000,0.0000,0.1472,0.1721,0.2133
