network,ks_cmi,ks_gpp,ks_led,bc_lcc,Caribou,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr,rep
PB_125731_PB_133160,0.038,0.096,0.023,0.118,NaN,0.097,0.071,0.083,0.08,0.057,0.063,0.083,0.113,0.23,0.156,0.05,0.15,0.154,0.054,0.164,0.094,0.102,1
PB_125932_PB_131611,0.045,0.09,0.041,0.077,NaN,0.104,0.074,0.161,0.146,0.109,0.098,0.115,0.115,0.286,0.177,0.108,0.232,0.2,0.062,0.193,0.089,0.119,1
PB_125932_PB_131862,0.044,0.096,0.034,0.089,NaN,0.099,0.087,0.131,0.099,0.069,0.072,0.104,0.12,0.286,0.186,0.073,0.237,0.208,0.082,0.166,0.064,0.098,1
PB_125932_PB_133160,0.046,0.098,0.019,0.1,NaN,0.092,0.082,0.082,0.086,0.052,0.051,0.08,0.108,0.259,0.148,0.066,0.183,0.154,0.058,0.161,0.095,0.09,1
PB_125932_PB_133473,0.045,0.097,0.02,0.101,NaN,0.079,0.078,0.072,0.083,0.058,0.052,0.085,0.098,0.251,0.145,0.062,0.181,0.147,0.066,0.163,0.096,0.086,1
PB_126327_PB_131611,0.042,0.089,0.042,0.09,NaN,0.108,0.062,0.157,0.139,0.099,0.094,0.122,0.124,0.256,0.194,0.094,0.196,0.206,0.055,0.192,0.084,0.143,1
PB_126419_PB_134040,0.162,0.045,0.093,0.065,NaN,0.07,0.047,0.112,0.052,0.143,0.191,0.052,0.142,0.053,0.102,0.103,0.095,0.061,0.135,0.106,0.051,0.101,1
PB_17917_PB_131611,0.099,0.076,0.023,0.144,NaN,0.216,0.195,0.276,0.091,0.383,0.181,0.098,0.072,0.079,0.222,0.114,0.141,0.207,0.072,0.198,0.124,0.091,1
PB_17917_PB_131862,0.099,0.074,0.028,0.137,NaN,0.254,0.23,0.334,0.109,0.439,0.219,0.088,0.1,0.079,0.226,0.11,0.146,0.215,0.077,0.173,0.104,0.116,1
PB_17917_PB_133160,0.1,0.074,0.04,0.124,NaN,0.282,0.213,0.363,0.113,0.45,0.253,0.075,0.072,0.069,0.2,0.111,0.072,0.176,0.086,0.173,0.139,0.094,1
PB_17917_PB_133819,0.1,0.082,0.034,0.124,NaN,0.344,0.228,0.403,0.11,0.462,0.305,0.08,0.078,0.145,0.194,0.107,0.115,0.174,0.115,0.188,0.176,0.093,1
PB_17917_PB_133839,0.1,0.099,0.036,0.149,NaN,0.279,0.232,0.365,0.114,0.455,0.268,0.103,0.103,0.091,0.237,0.1,0.085,0.196,0.077,0.209,0.148,0.082,1
PB_18035_PB_131611,0.091,0.102,0.036,0.15,NaN,0.199,0.201,0.282,0.061,0.392,0.175,0.089,0.111,0.125,0.18,0.118,0.129,0.16,0.066,0.158,0.176,0.108,1
PB_18035_PB_131862,0.09,0.101,0.041,0.143,NaN,0.235,0.229,0.34,0.065,0.451,0.216,0.077,0.139,0.125,0.182,0.123,0.132,0.168,0.063,0.139,0.158,0.138,1
PB_18035_PB_133160,0.092,0.099,0.033,0.136,NaN,0.264,0.219,0.369,0.075,0.463,0.247,0.069,0.106,0.107,0.158,0.125,0.074,0.119,0.067,0.125,0.191,0.115,1
PB_18035_PB_133819,0.091,0.109,0.048,0.135,NaN,0.329,0.236,0.41,0.094,0.477,0.3,0.074,0.114,0.113,0.152,0.121,0.129,0.115,0.084,0.131,0.231,0.116,1
PB_18035_PB_133839,0.095,0.127,0.05,0.16,NaN,0.26,0.234,0.371,0.068,0.47,0.263,0.092,0.138,0.123,0.195,0.121,0.093,0.138,0.064,0.167,0.202,0.103,1
PB_124294_PB_129652,0.286,0.314,0.224,0.29,NaN,0.107,0.2,0.292,0.413,0.245,0.244,0.185,0.194,0.204,0.146,0.156,0.198,0.299,0.122,0.523,0.421,0.334,0
PB_124294_PB_130140,0.236,0.267,0.248,0.252,NaN,0.185,0.211,0.213,0.37,0.242,0.179,0.194,0.09,0.139,0.182,0.15,0.13,0.334,0.054,0.534,0.358,0.328,0
PB_124315_PB_129652,0.294,0.221,0.261,0.201,NaN,0.068,0.071,0.276,0.393,0.103,0.232,0.306,0.371,0.161,0.169,0.138,0.079,0.094,0.147,0.447,0.432,0.184,0
PB_125164_PB_125551,0.398,0.387,0.264,0.378,NaN,0.306,0.294,0.361,0.334,0.223,0.344,0.279,0.149,0.088,0.243,0.266,0.127,0.209,0.123,0.306,0.487,0.331,0
PB_125164_PB_130140,0.511,0.435,0.205,0.344,NaN,0.318,0.296,0.547,0.375,0.48,0.464,0.284,0.259,0.137,0.222,0.085,0.069,0.203,0.194,0.392,0.579,0.286,0
PB_125551_PB_126158,0.329,0.393,0.233,0.392,NaN,0.285,0.224,0.295,0.384,0.21,0.253,0.392,0.246,0.136,0.238,0.351,0.113,0.18,0.206,0.31,0.408,0.207,0
PB_125551_PB_126164,0.328,0.396,0.228,0.389,NaN,0.287,0.227,0.307,0.364,0.222,0.257,0.371,0.244,0.118,0.245,0.358,0.123,0.189,0.211,0.302,0.405,0.21,0
PB_125551_PB_126222,0.435,0.409,0.227,0.392,NaN,0.337,0.331,0.369,0.326,0.239,0.368,0.291,0.139,0.098,0.239,0.254,0.129,0.206,0.119,0.308,0.521,0.34,0
PB_125551_PB_126413,0.358,0.39,0.294,0.398,NaN,0.288,0.24,0.233,0.397,0.137,0.234,0.408,0.256,0.205,0.233,0.371,0.152,0.191,0.219,0.307,0.427,0.216,0
PB_125551_PB_127305,0.369,0.409,0.241,0.398,NaN,0.326,0.27,0.322,0.378,0.221,0.301,0.353,0.2,0.106,0.237,0.331,0.142,0.191,0.159,0.317,0.429,0.259,0
PB_125551_PB_128587,0.422,0.407,0.32,0.335,NaN,0.315,0.319,0.256,0.279,0.189,0.281,0.266,0.132,0.153,0.186,0.32,0.156,0.337,0.148,0.311,0.496,0.149,0
PB_125551_PB_129652,0.494,0.347,0.501,0.238,NaN,0.089,0.099,0.368,0.674,0.221,0.39,0.334,0.319,0.146,0.208,0.149,0.131,0.492,0.223,0.792,0.603,0.488,0
PB_125551_PB_130140,0.422,0.292,0.518,0.203,NaN,0.062,0.074,0.308,0.615,0.171,0.327,0.32,0.204,0.119,0.183,0.165,0.215,0.518,0.155,0.788,0.531,0.474,0
PB_125551_PB_135429,0.472,0.24,0.334,0.206,NaN,0.323,0.323,0.329,0.27,0.221,0.382,0.201,0.119,0.161,0.106,0.126,0.065,0.432,0.202,0.476,0.264,0.475,0
PB_125551_PB_136435,0.526,0.316,0.377,0.258,NaN,0.349,0.353,0.237,0.217,0.222,0.341,0.245,0.124,0.133,0.107,0.123,0.078,0.37,0.277,0.397,0.308,0.328,0
PB_125551_PB_137095,0.56,0.369,0.349,0.293,NaN,0.367,0.338,0.222,0.222,0.22,0.327,0.264,0.119,0.143,0.101,0.125,0.08,0.371,0.325,0.464,0.323,0.373,0
PB_126158_PB_129996,0.278,0.446,0.219,0.38,NaN,0.483,0.398,0.31,0.101,0.352,0.255,0.349,0.361,0.156,0.301,0.346,0.216,0.292,0.18,0.261,0.338,0.387,0
PB_126158_PB_130080,0.215,0.4,0.214,0.359,NaN,0.342,0.29,0.216,0.046,0.273,0.188,0.31,0.259,0.103,0.26,0.232,0.15,0.306,0.23,0.247,0.327,0.352,0
PB_126158_PB_131571,0.247,0.414,0.218,0.364,NaN,0.466,0.37,0.302,0.087,0.372,0.237,0.405,0.434,0.17,0.369,0.408,0.241,0.333,0.17,0.316,0.325,0.44,0
PB_126164_PB_129996,0.273,0.449,0.234,0.38,NaN,0.483,0.391,0.323,0.098,0.367,0.255,0.329,0.364,0.181,0.309,0.353,0.216,0.317,0.185,0.288,0.335,0.394,0
PB_126164_PB_130080,0.211,0.403,0.229,0.36,NaN,0.342,0.283,0.225,0.06,0.283,0.188,0.289,0.26,0.126,0.266,0.24,0.148,0.331,0.227,0.273,0.323,0.357,0
PB_126164_PB_131571,0.243,0.417,0.231,0.365,NaN,0.466,0.363,0.314,0.085,0.387,0.237,0.384,0.436,0.195,0.377,0.416,0.241,0.358,0.176,0.343,0.327,0.45,0
PB_126222_PB_129996,0.429,0.469,0.21,0.382,NaN,0.535,0.507,0.378,0.093,0.407,0.357,0.213,0.259,0.263,0.299,0.248,0.226,0.311,0.212,0.197,0.407,0.294,0
PB_126222_PB_130080,0.371,0.422,0.205,0.362,NaN,0.396,0.397,0.257,0.082,0.293,0.252,0.188,0.175,0.208,0.26,0.136,0.159,0.324,0.169,0.186,0.388,0.251,0
PB_126222_PB_131571,0.399,0.436,0.208,0.367,NaN,0.517,0.479,0.355,0.081,0.404,0.323,0.269,0.33,0.268,0.366,0.308,0.251,0.351,0.193,0.251,0.374,0.354,0
PB_126413_PB_129652,0.517,0.498,0.21,0.393,NaN,0.384,0.284,0.45,0.463,0.383,0.41,0.434,0.484,0.196,0.228,0.18,0.069,0.18,0.264,0.469,0.575,0.209,0
PB_126413_PB_130140,0.445,0.435,0.235,0.368,NaN,0.302,0.251,0.39,0.416,0.29,0.346,0.404,0.361,0.169,0.215,0.181,0.098,0.155,0.211,0.393,0.503,0.182,0
PB_127305_PB_129996,0.334,0.464,0.216,0.385,NaN,0.528,0.451,0.338,0.096,0.366,0.284,0.307,0.323,0.205,0.301,0.326,0.228,0.307,0.144,0.232,0.336,0.366,0
PB_127305_PB_130080,0.273,0.418,0.211,0.364,NaN,0.388,0.339,0.228,0.048,0.282,0.202,0.267,0.221,0.148,0.269,0.211,0.157,0.321,0.183,0.217,0.334,0.32,0
PB_127305_PB_131571,0.304,0.432,0.21,0.369,NaN,0.511,0.422,0.323,0.083,0.387,0.256,0.363,0.395,0.21,0.37,0.388,0.253,0.348,0.128,0.287,0.326,0.424,0
PB_128587_PB_129652,0.598,0.514,0.236,0.333,NaN,0.395,0.36,0.498,0.41,0.487,0.481,0.317,0.348,0.171,0.186,0.131,0.073,0.26,0.191,0.471,0.66,0.152,0
PB_128587_PB_130140,0.536,0.451,0.26,0.306,NaN,0.313,0.318,0.436,0.366,0.389,0.408,0.297,0.236,0.135,0.167,0.13,0.093,0.297,0.214,0.4,0.585,0.119,0
PB_128587_PB_130521,0.46,0.389,0.205,0.245,NaN,0.285,0.298,0.377,0.301,0.35,0.339,0.232,0.181,0.114,0.136,0.094,0.062,0.342,0.24,0.368,0.504,0.139,0
PB_128587_PB_130588,0.466,0.396,0.22,0.267,NaN,0.294,0.299,0.374,0.311,0.339,0.354,0.245,0.157,0.104,0.135,0.121,0.082,0.311,0.237,0.357,0.507,0.127,0
PB_128587_PB_131262,0.425,0.349,0.205,0.223,NaN,0.275,0.295,0.317,0.269,0.283,0.287,0.212,0.085,0.064,0.143,0.103,0.11,0.301,0.253,0.31,0.456,0.143,0
PB_129652_PB_135429,0.648,0.34,0.25,0.205,NaN,0.42,0.376,0.57,0.41,0.571,0.545,0.251,0.168,0.095,0.132,0.224,0.15,0.361,0.245,0.475,0.432,0.449,0
PB_129652_PB_136435,0.699,0.418,0.295,0.264,NaN,0.443,0.367,0.424,0.402,0.506,0.476,0.283,0.231,0.133,0.109,0.164,0.102,0.312,0.326,0.464,0.475,0.309,0
PB_129652_PB_137095,0.737,0.474,0.265,0.3,NaN,0.464,0.373,0.39,0.406,0.459,0.454,0.299,0.233,0.145,0.113,0.179,0.101,0.315,0.377,0.469,0.481,0.348,0
PB_129996_PB_130940,0.271,0.303,0.323,0.21,NaN,0.36,0.321,0.19,0.271,0.27,0.192,0.192,0.241,0.24,0.172,0.215,0.283,0.118,0.172,0.311,0.255,0.472,0
PB_130140_PB_136247,0.614,0.303,0.295,0.206,NaN,0.354,0.353,0.496,0.366,0.476,0.482,0.247,0.081,0.085,0.096,0.212,0.069,0.388,0.206,0.473,0.377,0.419,0
PB_130140_PB_136435,0.633,0.361,0.317,0.23,NaN,0.361,0.334,0.367,0.36,0.419,0.413,0.265,0.132,0.105,0.092,0.159,0.082,0.345,0.279,0.407,0.408,0.294,0
PB_130140_PB_137095,0.671,0.413,0.289,0.265,NaN,0.374,0.334,0.326,0.364,0.403,0.389,0.279,0.133,0.119,0.094,0.176,0.054,0.347,0.326,0.473,0.414,0.342,0
PB_130521_PB_137095,0.595,0.353,0.234,0.207,NaN,0.329,0.306,0.273,0.284,0.381,0.327,0.214,0.11,0.067,0.124,0.222,0.069,0.367,0.297,0.469,0.334,0.374,0
PB_130588_PB_137095,0.597,0.361,0.248,0.215,NaN,0.352,0.315,0.273,0.295,0.366,0.335,0.227,0.082,0.088,0.103,0.194,0.072,0.363,0.289,0.474,0.34,0.358,0
PB_130940_PB_131489,0.206,0.277,0.354,0.202,NaN,0.305,0.348,0.161,0.343,0.252,0.167,0.199,0.225,0.206,0.16,0.124,0.248,0.168,0.215,0.326,0.223,0.458,0
PB_17917_PB_125551,0.214,0.239,0.374,0.302,NaN,0.182,0.134,0.303,0.422,0.212,0.262,0.234,0.177,0.101,0.185,0.2,0.095,0.181,0.088,0.287,0.267,0.271,0
PB_17917_PB_129652,0.381,0.326,0.291,0.303,NaN,0.291,0.156,0.479,0.516,0.459,0.356,0.244,0.394,0.204,0.185,0.11,0.102,0.137,0.076,0.464,0.422,0.251,0
PB_17917_PB_130140,0.316,0.273,0.313,0.267,NaN,0.201,0.129,0.419,0.465,0.404,0.299,0.221,0.277,0.153,0.167,0.076,0.061,0.149,0.1,0.389,0.359,0.232,0
PB_17917_PB_130521,0.241,0.221,0.259,0.209,NaN,0.144,0.093,0.38,0.434,0.383,0.25,0.151,0.227,0.245,0.103,0.079,0.088,0.19,0.127,0.349,0.288,0.261,0
PB_17917_PB_130546,0.216,0.202,0.255,0.206,NaN,0.154,0.089,0.36,0.414,0.358,0.233,0.139,0.177,0.195,0.107,0.067,0.095,0.159,0.138,0.306,0.253,0.253,0
PB_17917_PB_130588,0.249,0.223,0.273,0.219,NaN,0.179,0.11,0.374,0.434,0.366,0.249,0.156,0.2,0.165,0.118,0.068,0.081,0.163,0.127,0.338,0.285,0.247,0
PB_17917_PB_136435,0.427,0.291,0.212,0.328,NaN,0.536,0.46,0.365,0.059,0.438,0.381,0.234,0.133,0.136,0.291,0.107,0.134,0.119,0.173,0.173,0.168,0.109,0
PB_17917_PB_26057,0.297,0.223,0.261,0.251,NaN,0.599,0.497,0.503,0.424,0.474,0.426,0.257,0.493,0.446,0.29,0.372,0.35,0.323,0.058,0.506,0.293,0.431,0
PB_18035_PB_125551,0.228,0.239,0.379,0.288,NaN,0.16,0.139,0.309,0.405,0.218,0.257,0.23,0.152,0.068,0.149,0.182,0.091,0.24,0.139,0.304,0.251,0.313,0
PB_18035_PB_129652,0.394,0.337,0.296,0.292,NaN,0.257,0.129,0.491,0.471,0.476,0.379,0.241,0.368,0.163,0.147,0.089,0.107,0.16,0.133,0.468,0.407,0.287,0
PB_18035_PB_130140,0.324,0.282,0.318,0.255,NaN,0.161,0.104,0.43,0.422,0.418,0.308,0.218,0.251,0.113,0.135,0.068,0.077,0.203,0.067,0.396,0.344,0.268,0
PB_18035_PB_130588,0.253,0.23,0.277,0.205,NaN,0.138,0.085,0.384,0.389,0.375,0.255,0.154,0.173,0.125,0.085,0.078,0.097,0.217,0.077,0.349,0.272,0.285,0
PB_18035_PB_26057,0.31,0.223,0.264,0.237,NaN,0.554,0.471,0.515,0.406,0.49,0.451,0.256,0.477,0.404,0.253,0.357,0.354,0.333,0.055,0.425,0.269,0.426,0
PB_26057_PB_128587,0.495,0.387,0.202,0.28,NaN,0.741,0.716,0.519,0.283,0.536,0.551,0.241,0.472,0.358,0.289,0.492,0.329,0.465,0.184,0.356,0.489,0.612,0
PB_26057_PB_136435,0.577,0.299,0.261,0.219,NaN,0.767,0.701,0.446,0.148,0.538,0.541,0.2,0.397,0.319,0.207,0.276,0.332,0.366,0.237,0.254,0.319,0.421,0
PB_26057_PB_137095,0.599,0.351,0.232,0.253,NaN,0.791,0.715,0.41,0.153,0.481,0.514,0.199,0.407,0.353,0.178,0.236,0.331,0.368,0.285,0.249,0.336,0.454,0
