network,ks_cmi,ks_gpp,ks_led,bc_lcc,Caribou,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr,rep
PB_118571_PB_203866,0.116,0.056,0.058,0.11,NaN,0.143,0.215,0.129,0.187,0.086,0.103,0.155,0.224,0.208,0.062,0.212,0.076,0.377,0.151,0.145,0.259,0.203,1
PB_118571_PB_204004,0.104,0.042,0.049,0.109,NaN,0.129,0.204,0.195,0.196,0.157,0.104,0.17,0.23,0.207,0.077,0.194,0.072,0.383,0.151,0.146,0.245,0.198,1
PB_118571_PB_204039,0.069,0.048,0.041,0.09,NaN,0.072,0.084,0.211,0.196,0.187,0.103,0.181,0.224,0.194,0.063,0.106,0.11,0.315,0.068,0.167,0.207,0.123,1
PB_118571_PB_204159,0.1,0.026,0.037,0.077,NaN,0.061,0.08,0.165,0.136,0.209,0.212,0.066,0.163,0.206,0.136,0.12,0.062,0.087,0.124,0.118,0.218,0.119,1
PB_118571_PB_204258,0.041,0.046,0.034,0.095,NaN,0.078,0.084,0.249,0.207,0.235,0.099,0.212,0.221,0.21,0.089,0.09,0.136,0.322,0.066,0.19,0.205,0.131,1
PB_118571_PB_204602,0.113,0.058,0.056,0.09,NaN,0.089,0.104,0.138,0.157,0.117,0.129,0.119,0.222,0.171,0.128,0.133,0.062,0.184,0.126,0.097,0.227,0.117,1
PB_118571_PB_204727,0.061,0.055,0.045,0.085,NaN,0.112,0.104,0.183,0.19,0.213,0.207,0.098,0.156,0.199,0.122,0.107,0.108,0.074,0.117,0.123,0.175,0.112,1
PB_118571_PB_204835,0.119,0.059,0.058,0.104,NaN,0.076,0.126,0.211,0.195,0.155,0.103,0.141,0.22,0.184,0.07,0.141,0.076,0.312,0.053,0.113,0.217,0.136,1
PB_118571_PB_205257,0.063,0.087,0.058,0.14,0.372,0.133,0.09,0.129,0.174,0.151,0.243,0.124,0.164,0.28,0.109,0.12,0.145,0.151,0.101,0.128,0.225,0.114,1
PB_119478_PB_203489,0.147,0.154,0.193,0.159,NaN,0.249,0.394,0.203,0.219,0.221,0.219,0.102,0.244,0.353,0.2,0.184,0.325,0.284,0.299,0.19,0.215,0.325,1
PB_119478_PB_204159,0.11,0.12,0.184,0.101,NaN,0.211,0.346,0.165,0.152,0.213,0.212,0.122,0.228,0.341,0.24,0.164,0.291,0.281,0.285,0.164,0.177,0.316,1
PB_119478_PB_204727,0.153,0.158,0.182,0.161,NaN,0.262,0.404,0.195,0.215,0.211,0.215,0.088,0.247,0.353,0.197,0.184,0.328,0.291,0.298,0.198,0.225,0.325,1
PB_119676_PB_203489,0.054,0.131,0.058,0.136,NaN,0.093,0.336,0.202,0.213,0.228,0.21,0.232,0.283,0.313,0.147,0.173,0.335,0.236,0.264,0.121,0.174,0.261,1
PB_119676_PB_204159,0.021,0.087,0.056,0.085,NaN,0.072,0.289,0.166,0.154,0.214,0.207,0.248,0.275,0.302,0.192,0.159,0.323,0.235,0.257,0.097,0.142,0.235,1
PB_119676_PB_204727,0.053,0.134,0.068,0.138,NaN,0.106,0.349,0.189,0.211,0.218,0.201,0.216,0.283,0.313,0.147,0.173,0.338,0.239,0.26,0.127,0.19,0.265,1
PB_119970_PB_204159,0.052,0.037,0.03,0.091,NaN,0.08,0.168,0.166,0.12,0.224,0.207,0.05,0.227,0.197,0.174,0.056,0.092,0.092,0.124,0.129,0.262,0.228,1
PB_119970_PB_204258,0.044,0.024,0.024,0.119,NaN,0.073,0.17,0.26,0.237,0.246,0.094,0.184,0.287,0.209,0.095,0.066,0.116,0.332,0.069,0.141,0.225,0.241,1
PB_120109_PB_203489,0.03,0.062,0.061,0.088,NaN,0.152,0.149,0.201,0.22,0.216,0.209,0.088,0.133,0.214,0.118,0.075,0.141,0.137,0.198,0.211,0.152,0.155,1
PB_120109_PB_203866,0.09,0.049,0.045,0.084,NaN,0.116,0.149,0.136,0.151,0.09,0.125,0.132,0.153,0.236,0.038,0.191,0.119,0.335,0.078,0.167,0.196,0.126,1
PB_120109_PB_204004,0.076,0.056,0.039,0.083,NaN,0.104,0.14,0.203,0.171,0.165,0.126,0.147,0.157,0.238,0.051,0.176,0.113,0.335,0.086,0.185,0.189,0.121,1
PB_120109_PB_204039,0.043,0.065,0.034,0.062,NaN,0.131,0.082,0.22,0.177,0.194,0.135,0.166,0.155,0.227,0.072,0.067,0.151,0.295,0.142,0.243,0.179,0.146,1
PB_120109_PB_204159,0.061,0.027,0.056,0.062,NaN,0.11,0.098,0.164,0.163,0.202,0.208,0.057,0.138,0.211,0.156,0.078,0.105,0.139,0.2,0.215,0.176,0.156,1
PB_120109_PB_204258,0.047,0.063,0.032,0.069,NaN,0.136,0.078,0.258,0.194,0.243,0.13,0.2,0.158,0.234,0.074,0.059,0.178,0.301,0.138,0.263,0.179,0.146,1
PB_120109_PB_204602,0.086,0.052,0.044,0.062,NaN,0.117,0.147,0.146,0.124,0.124,0.14,0.1,0.15,0.206,0.159,0.092,0.1,0.177,0.202,0.188,0.179,0.184,1
PB_120109_PB_204727,0.022,0.062,0.049,0.094,NaN,0.165,0.156,0.188,0.215,0.206,0.202,0.095,0.129,0.21,0.115,0.078,0.154,0.137,0.195,0.221,0.151,0.163,1
PB_120109_PB_204835,0.093,0.06,0.046,0.075,NaN,0.09,0.082,0.219,0.172,0.164,0.117,0.118,0.153,0.219,0.101,0.111,0.123,0.295,0.105,0.188,0.179,0.142,1
PB_120109_PB_205257,0.039,0.081,0.046,0.119,0.372,0.191,0.152,0.135,0.144,0.16,0.259,0.103,0.135,0.315,0.139,0.077,0.189,0.139,0.175,0.214,0.181,0.179,1
PB_120205_PB_204159,0.026,0.086,0.054,0.085,NaN,0.063,0.284,0.164,0.153,0.213,0.205,0.251,0.264,0.297,0.19,0.142,0.311,0.234,0.262,0.112,0.138,0.231,1
PB_120643_PB_203489,0.039,0.032,0.032,0.068,NaN,0.086,0.173,0.205,0.167,0.242,0.208,0.059,0.236,0.2,0.131,0.041,0.081,0.121,0.103,0.079,0.262,0.224,1
PB_120643_PB_204727,0.036,0.031,0.02,0.072,NaN,0.073,0.159,0.195,0.164,0.228,0.202,0.062,0.232,0.19,0.131,0.041,0.078,0.1,0.1,0.092,0.252,0.212,1
PB_120789_PB_203489,0.053,0.127,0.061,0.133,NaN,0.079,0.326,0.201,0.211,0.225,0.207,0.235,0.262,0.301,0.141,0.154,0.319,0.234,0.266,0.141,0.17,0.254,1
PB_120789_PB_204159,0.031,0.083,0.059,0.083,NaN,0.057,0.278,0.163,0.152,0.211,0.204,0.251,0.256,0.289,0.188,0.131,0.303,0.233,0.259,0.117,0.138,0.23,1
PB_120789_PB_204727,0.05,0.13,0.072,0.136,NaN,0.092,0.339,0.187,0.209,0.215,0.197,0.218,0.262,0.301,0.141,0.154,0.323,0.236,0.263,0.148,0.187,0.258,1
PB_120840_PB_203866,0.051,0.066,0.054,0.136,NaN,0.183,0.309,0.141,0.231,0.128,0.08,0.115,0.31,0.2,0.063,0.108,0.078,0.426,0.18,0.158,0.315,0.32,1
PB_120840_PB_204004,0.038,0.06,0.043,0.135,NaN,0.178,0.301,0.208,0.24,0.169,0.056,0.125,0.316,0.206,0.076,0.104,0.088,0.432,0.173,0.159,0.311,0.32,1
PB_120840_PB_204039,0.032,0.032,0.016,0.115,NaN,0.096,0.197,0.225,0.236,0.199,0.06,0.14,0.311,0.192,0.074,0.057,0.089,0.341,0.076,0.096,0.258,0.264,1
PB_120840_PB_204602,0.047,0.061,0.033,0.113,NaN,0.088,0.199,0.154,0.2,0.126,0.095,0.074,0.309,0.158,0.153,0.068,0.089,0.194,0.114,0.091,0.292,0.254,1
PB_120840_PB_204835,0.053,0.063,0.029,0.128,NaN,0.104,0.225,0.227,0.235,0.167,0.068,0.098,0.307,0.177,0.09,0.072,0.086,0.339,0.104,0.083,0.282,0.263,1
PB_120840_PB_205257,0.065,0.102,0.055,0.166,0.372,0.065,0.103,0.139,0.219,0.158,0.218,0.079,0.231,0.263,0.13,0.07,0.122,0.165,0.089,0.089,0.289,0.221,1
PB_121043_PB_203489,0.178,0.133,0.171,0.147,NaN,0.082,0.299,0.254,0.213,0.287,0.222,0.16,0.276,0.264,0.123,0.269,0.404,0.274,0.256,0.179,0.297,0.228,1
PB_121043_PB_204159,0.147,0.088,0.162,0.09,NaN,0.119,0.252,0.238,0.151,0.274,0.213,0.178,0.267,0.253,0.167,0.253,0.377,0.272,0.25,0.153,0.264,0.213,1
PB_121043_PB_204727,0.185,0.136,0.16,0.15,NaN,0.081,0.313,0.264,0.207,0.287,0.232,0.147,0.276,0.264,0.123,0.269,0.407,0.274,0.256,0.189,0.301,0.228,1
PB_121305_PB_204727,0.185,0.136,0.163,0.149,NaN,0.079,0.308,0.264,0.206,0.288,0.229,0.139,0.273,0.261,0.121,0.266,0.402,0.274,0.253,0.194,0.296,0.221,1
PB_121876_PB_204159,0.037,0.035,0.057,0.091,NaN,0.113,0.104,0.217,0.159,0.274,0.23,0.082,0.08,0.175,0.15,0.101,0.125,0.129,0.201,0.175,0.09,0.135,1
PB_121975_PB_203489,0.066,0.062,0.057,0.088,NaN,0.093,0.143,0.239,0.216,0.287,0.24,0.053,0.077,0.18,0.115,0.134,0.161,0.127,0.202,0.205,0.096,0.138,1
PB_121975_PB_204159,0.033,0.037,0.052,0.093,NaN,0.115,0.1,0.214,0.158,0.271,0.227,0.082,0.074,0.176,0.152,0.099,0.12,0.128,0.2,0.178,0.09,0.133,1
PB_121975_PB_204727,0.077,0.065,0.045,0.097,NaN,0.078,0.157,0.245,0.21,0.281,0.247,0.052,0.077,0.168,0.112,0.137,0.168,0.13,0.201,0.215,0.107,0.138,1
PB_122158_PB_204727,0.185,0.136,0.162,0.15,NaN,0.079,0.308,0.268,0.206,0.288,0.229,0.136,0.273,0.264,0.121,0.263,0.402,0.274,0.256,0.197,0.296,0.221,1
PB_123028_PB_203489,0.066,0.054,0.052,0.084,NaN,0.103,0.13,0.239,0.216,0.287,0.24,0.049,0.07,0.18,0.115,0.127,0.154,0.114,0.189,0.198,0.089,0.131,1
PB_123028_PB_204159,0.032,0.042,0.047,0.094,NaN,0.125,0.087,0.214,0.158,0.271,0.227,0.072,0.061,0.176,0.151,0.095,0.114,0.115,0.187,0.171,0.083,0.126,1
PB_123028_PB_204727,0.071,0.057,0.04,0.093,NaN,0.088,0.143,0.245,0.21,0.281,0.247,0.052,0.064,0.168,0.112,0.13,0.161,0.117,0.187,0.208,0.097,0.131,1
PB_123921_PB_204159,0.08,0.048,0.16,0.105,NaN,0.079,0.06,0.163,0.181,0.207,0.196,0.049,0.104,0.166,0.159,0.109,0.15,0.168,0.186,0.218,0.136,0.113,1
PB_123921_PB_204727,0.124,0.096,0.157,0.136,NaN,0.049,0.116,0.188,0.23,0.201,0.181,0.077,0.083,0.157,0.122,0.134,0.198,0.168,0.192,0.242,0.128,0.088,1
PB_124148_PB_203489,0.138,0.134,0.144,0.152,NaN,0.043,0.117,0.185,0.243,0.193,0.15,0.077,0.101,0.185,0.142,0.162,0.207,0.214,0.221,0.243,0.15,0.131,1
PB_125292_PB_203489,0.068,0.073,0.043,0.126,NaN,0.09,0.11,0.197,0.241,0.191,0.19,0.147,0.202,0.164,0.118,0.167,0.144,0.257,0.082,0.233,0.152,0.178,1
PB_126349_PB_203489,0.069,0.089,0.05,0.127,NaN,0.1,0.124,0.194,0.241,0.191,0.195,0.167,0.201,0.168,0.127,0.197,0.162,0.271,0.086,0.243,0.166,0.175,1
PB_126349_PB_203866,0.054,0.032,0.046,0.097,NaN,0.111,0.133,0.144,0.123,0.135,0.297,0.111,0.241,0.109,0.086,0.132,0.146,0.139,0.256,0.132,0.173,0.215,1
PB_126349_PB_204004,0.043,0.027,0.036,0.097,NaN,0.102,0.127,0.213,0.173,0.197,0.307,0.1,0.248,0.108,0.071,0.133,0.134,0.139,0.244,0.132,0.173,0.218,1
PB_126349_PB_204039,0.064,0.054,0.015,0.061,NaN,0.057,0.074,0.23,0.172,0.22,0.29,0.064,0.24,0.134,0.114,0.182,0.177,0.161,0.094,0.192,0.173,0.206,1
PB_126349_PB_204159,0.055,0.042,0.046,0.083,NaN,0.063,0.092,0.159,0.183,0.18,0.195,0.203,0.201,0.162,0.173,0.167,0.133,0.267,0.09,0.257,0.167,0.193,1
PB_126349_PB_204258,0.089,0.052,0.022,0.063,NaN,0.061,0.083,0.268,0.192,0.256,0.29,0.053,0.244,0.163,0.082,0.194,0.198,0.162,0.085,0.212,0.174,0.208,1
PB_126349_PB_204602,0.051,0.039,0.025,0.073,NaN,0.119,0.163,0.155,0.101,0.139,0.254,0.13,0.236,0.123,0.197,0.16,0.129,0.235,0.109,0.245,0.173,0.207,1
PB_126349_PB_204727,0.07,0.089,0.038,0.138,NaN,0.113,0.141,0.18,0.234,0.181,0.199,0.16,0.201,0.153,0.128,0.204,0.175,0.284,0.086,0.25,0.18,0.172,1
PB_126349_PB_204835,0.048,0.046,0.019,0.083,NaN,0.044,0.061,0.229,0.167,0.208,0.313,0.112,0.237,0.126,0.149,0.16,0.148,0.158,0.143,0.17,0.173,0.206,1
PB_126349_PB_205257,0.1,0.062,0.045,0.12,0.372,0.14,0.177,0.143,0.094,0.191,0.16,0.131,0.198,0.136,0.172,0.164,0.2,0.223,0.093,0.195,0.174,0.2,1
PB_127422_PB_203489,0.079,0.107,0.074,0.141,NaN,0.093,0.122,0.193,0.24,0.204,0.187,0.129,0.191,0.143,0.107,0.17,0.168,0.27,0.099,0.243,0.165,0.16,1
PB_127422_PB_204039,0.096,0.082,0.035,0.062,NaN,0.049,0.073,0.234,0.176,0.207,0.264,0.06,0.213,0.123,0.075,0.153,0.184,0.161,0.097,0.19,0.128,0.167,1
PB_127422_PB_204159,0.046,0.06,0.069,0.091,NaN,0.055,0.092,0.159,0.182,0.192,0.187,0.163,0.191,0.134,0.131,0.138,0.138,0.266,0.109,0.255,0.137,0.161,1
PB_127422_PB_204258,0.114,0.079,0.044,0.066,NaN,0.06,0.081,0.272,0.196,0.257,0.265,0.078,0.216,0.137,0.054,0.176,0.208,0.162,0.09,0.21,0.129,0.168,1
PB_127422_PB_204672,0.053,0.064,0.028,0.074,NaN,0.11,0.157,0.169,0.116,0.146,0.234,0.093,0.206,0.119,0.139,0.119,0.127,0.222,0.129,0.238,0.134,0.17,1
PB_127422_PB_204727,0.086,0.108,0.062,0.152,NaN,0.107,0.139,0.179,0.233,0.194,0.186,0.12,0.191,0.126,0.107,0.175,0.181,0.282,0.099,0.25,0.179,0.167,1
PB_127790_PB_203489,0.119,0.113,0.183,0.128,NaN,0.132,0.194,0.189,0.255,0.178,0.129,0.093,0.217,0.185,0.106,0.131,0.171,0.327,0.19,0.367,0.177,0.195,1
PB_127790_PB_204039,0.148,0.106,0.143,0.052,NaN,0.108,0.156,0.217,0.197,0.204,0.178,0.157,0.12,0.166,0.13,0.114,0.174,0.182,0.129,0.361,0.17,0.185,1
PB_127790_PB_204159,0.084,0.071,0.174,0.082,NaN,0.093,0.168,0.158,0.224,0.168,0.134,0.068,0.19,0.186,0.077,0.097,0.133,0.326,0.185,0.338,0.138,0.194,1
PB_127790_PB_204258,0.155,0.102,0.15,0.06,NaN,0.108,0.156,0.254,0.19,0.252,0.178,0.184,0.12,0.156,0.144,0.14,0.203,0.179,0.118,0.39,0.18,0.186,1
PB_127790_PB_204672,0.106,0.091,0.137,0.06,NaN,0.121,0.165,0.156,0.194,0.146,0.157,0.082,0.12,0.19,0.069,0.082,0.123,0.271,0.175,0.313,0.135,0.227,1
PB_127790_PB_204727,0.126,0.116,0.172,0.134,NaN,0.145,0.207,0.176,0.268,0.169,0.122,0.097,0.227,0.185,0.106,0.134,0.184,0.346,0.187,0.377,0.189,0.213,1
PB_203489_PB_206643,0.085,0.051,0.061,0.066,NaN,0.121,0.127,0.189,0.241,0.137,0.213,0.094,0.208,0.279,0.11,0.065,0.175,0.338,0.098,0.218,0.245,0.193,1
PB_203489_PB_207355,0.121,0.062,0.089,0.093,NaN,0.145,0.128,0.19,0.242,0.129,0.173,0.144,0.226,0.273,0.146,0.075,0.138,0.322,0.126,0.218,0.278,0.193,1
PB_203489_PB_207549,0.068,0.06,0.04,0.068,NaN,0.143,0.136,0.137,0.223,0.161,0.237,0.121,0.263,0.286,0.084,0.065,0.258,0.373,0.163,0.158,0.304,0.193,1
PB_203866_PB_209087,0.057,0.085,0.045,0.096,NaN,0.248,0.207,0.249,0.122,0.309,0.333,0.053,0.267,0.308,0.115,0.095,0.251,0.134,0.148,0.245,0.294,0.127,1
PB_204039_PB_207549,0.074,0.063,0.039,0.094,NaN,0.167,0.176,0.309,0.179,0.386,0.384,0.059,0.257,0.309,0.08,0.057,0.247,0.182,0.134,0.147,0.275,0.184,1
PB_204100_PB_206532,0.087,0.026,0.077,0.117,0.214,0.107,0.17,0.124,0.097,0.257,0.204,0.097,0.131,0.103,0.141,0.147,0.184,0.226,0.104,0.172,0.216,0.133,1
PB_204159_PB_207549,0.05,0.063,0.039,0.057,NaN,0.172,0.142,0.139,0.167,0.178,0.232,0.15,0.256,0.287,0.056,0.056,0.286,0.339,0.178,0.158,0.272,0.193,1
PB_204159_PB_207663,0.102,0.082,0.105,0.075,NaN,0.156,0.119,0.156,0.186,0.125,0.161,0.126,0.214,0.266,0.112,0.094,0.149,0.312,0.139,0.222,0.284,0.205,1
PB_204159_PB_209087,0.056,0.065,0.029,0.055,NaN,0.172,0.135,0.132,0.18,0.168,0.221,0.145,0.261,0.283,0.055,0.054,0.255,0.341,0.178,0.149,0.29,0.193,1
PB_204159_PB_209220,0.088,0.128,0.076,0.082,NaN,0.182,0.131,0.123,0.187,0.119,0.17,0.142,0.289,0.274,0.045,0.085,0.189,0.34,0.193,0.139,0.312,0.194,1
PB_204200_PB_209087,0.062,0.081,0.053,0.099,NaN,0.24,0.207,0.275,0.163,0.361,0.356,0.072,0.27,0.306,0.126,0.095,0.258,0.139,0.142,0.238,0.297,0.13,1
PB_204258_PB_207549,0.081,0.062,0.032,0.095,NaN,0.172,0.177,0.321,0.195,0.407,0.387,0.095,0.249,0.278,0.102,0.082,0.21,0.179,0.123,0.148,0.266,0.185,1
PB_204602_PB_209087,0.059,0.074,0.028,0.095,NaN,0.165,0.17,0.237,0.1,0.31,0.31,0.095,0.267,0.35,0.134,0.059,0.274,0.275,0.185,0.168,0.291,0.231,1
PB_204727_PB_207549,0.071,0.062,0.043,0.074,NaN,0.13,0.153,0.134,0.217,0.168,0.24,0.111,0.264,0.291,0.088,0.062,0.245,0.393,0.16,0.162,0.308,0.212,1
PB_204727_PB_207663,0.133,0.099,0.1,0.118,NaN,0.117,0.173,0.178,0.242,0.115,0.171,0.151,0.228,0.265,0.146,0.137,0.106,0.333,0.122,0.219,0.32,0.229,1
PB_204727_PB_209220,0.121,0.143,0.07,0.133,NaN,0.14,0.162,0.135,0.237,0.114,0.18,0.104,0.298,0.276,0.083,0.109,0.151,0.393,0.178,0.12,0.348,0.231,1
PB_204835_PB_209087,0.061,0.077,0.029,0.092,NaN,0.183,0.171,0.306,0.165,0.378,0.399,0.077,0.267,0.339,0.096,0.058,0.253,0.171,0.111,0.195,0.294,0.161,1
PB_205014_PB_207549,0.08,0.067,0.043,0.099,NaN,0.076,0.156,0.118,0.137,0.189,0.269,0.079,0.261,0.367,0.1,0.068,0.229,0.378,0.15,0.161,0.326,0.237,1
PB_205316_PB_207549,0.109,0.081,0.035,0.114,NaN,0.156,0.282,0.102,0.167,0.129,0.226,0.085,0.264,0.414,0.105,0.054,0.268,0.449,0.19,0.164,0.344,0.302,1
PB_205712_PB_207549,0.117,0.09,0.092,0.111,NaN,0.16,0.289,0.096,0.154,0.141,0.214,0.074,0.274,0.428,0.114,0.068,0.262,0.464,0.207,0.165,0.369,0.31,1
PB_205842_PB_207549,0.117,0.09,0.093,0.11,NaN,0.16,0.288,0.096,0.157,0.139,0.213,0.075,0.273,0.428,0.115,0.067,0.261,0.464,0.207,0.164,0.371,0.311,1
PB_205881_PB_207549,0.106,0.094,0.112,0.105,NaN,0.184,0.297,0.098,0.139,0.189,0.246,0.07,0.283,0.444,0.11,0.089,0.261,0.463,0.222,0.171,0.348,0.309,1
PB_205969_PB_207549,0.107,0.097,0.085,0.124,NaN,0.206,0.344,0.106,0.146,0.184,0.277,0.095,0.294,0.487,0.177,0.083,0.296,0.498,0.229,0.166,0.355,0.328,1
PB_206505_PB_207549,0.155,0.119,0.12,0.142,0.689,0.212,0.349,0.075,0.214,0.196,0.227,0.122,0.356,0.512,0.12,0.082,0.261,0.53,0.225,0.168,0.421,0.336,1
PB_206818_PB_207549,0.129,0.111,0.134,0.115,NaN,0.205,0.312,0.087,0.191,0.161,0.214,0.098,0.309,0.479,0.105,0.078,0.262,0.49,0.215,0.168,0.381,0.33,1
PB_207181_PB_207549,0.144,0.102,0.08,0.101,0.444,0.202,0.323,0.13,0.181,0.278,0.268,0.099,0.381,0.466,0.105,0.105,0.263,0.51,0.19,0.164,0.393,0.348,1
PB_114887_PB_119478,0.375,0.429,0.291,0.41,NaN,0.444,0.68,0.413,0.294,0.352,0.557,0.395,0.483,0.434,0.138,0.209,0.562,0.248,0.293,0.432,0.484,0.694,0
PB_114887_PB_121043,0.38,0.395,0.268,0.395,NaN,0.26,0.618,0.497,0.326,0.49,0.575,0.358,0.47,0.343,0.148,0.288,0.63,0.226,0.274,0.397,0.522,0.624,0
PB_114887_PB_123921,0.349,0.358,0.267,0.358,NaN,0.224,0.403,0.415,0.311,0.378,0.479,0.403,0.227,0.243,0.165,0.136,0.462,0.159,0.243,0.432,0.348,0.421,0
PB_114887_PB_125711,0.413,0.386,0.348,0.399,NaN,0.274,0.487,0.463,0.329,0.429,0.492,0.385,0.36,0.355,0.136,0.247,0.532,0.257,0.298,0.52,0.445,0.561,0
