network,ks_cmi,ks_gpp,ks_led,bc_lcc,Caribou,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr,rep
PB_105703_PB_112999,0.054,0.077,0.075,0.062,NaN,0.154,0.138,0.158,0.187,0.159,0.109,0.153,0.243,0.269,0.202,0.267,0.131,0.128,0.112,0.277,0.109,0.162,1
PB_105703_PB_113794,0.054,0.077,0.044,0.072,NaN,0.164,0.154,0.133,0.178,0.159,0.109,0.156,0.243,0.269,0.198,0.264,0.126,0.124,0.106,0.284,0.112,0.158,1
PB_106391_PB_112956,0.076,0.1,0.043,0.097,NaN,0.153,0.165,0.179,0.222,0.166,0.089,0.087,0.255,0.247,0.159,0.284,0.149,0.106,0.078,0.344,0.119,0.202,1
PB_106391_PB_112999,0.038,0.109,0.049,0.091,NaN,0.148,0.148,0.184,0.208,0.191,0.109,0.124,0.239,0.292,0.198,0.281,0.115,0.124,0.121,0.277,0.096,0.181,1
PB_106391_PB_113794,0.037,0.108,0.049,0.103,NaN,0.158,0.169,0.169,0.208,0.172,0.109,0.127,0.243,0.292,0.198,0.277,0.11,0.121,0.114,0.284,0.099,0.178,1
PB_107396_PB_112956,0.063,0.043,0.04,0.047,NaN,0.107,0.14,0.106,0.162,0.089,0.089,0.189,0.258,0.266,0.222,0.265,0.111,0.132,0.103,0.347,0.071,0.212,1
PB_107396_PB_113106,0.11,0.064,0.13,0.063,NaN,0.105,0.125,0.107,0.143,0.123,0.091,0.215,0.314,0.317,0.268,0.291,0.086,0.177,0.133,0.323,0.111,0.189,1
PB_107507_PB_112956,0.047,0.095,0.046,0.065,NaN,0.166,0.184,0.131,0.156,0.186,0.098,0.114,0.294,0.227,0.165,0.275,0.14,0.05,0.105,0.373,0.159,0.171,1
PB_107507_PB_112999,0.037,0.106,0.047,0.08,NaN,0.153,0.161,0.161,0.15,0.191,0.126,0.137,0.316,0.267,0.205,0.26,0.122,0.069,0.151,0.3,0.13,0.152,1
PB_107507_PB_113794,0.037,0.106,0.079,0.084,NaN,0.175,0.188,0.14,0.14,0.191,0.127,0.147,0.313,0.268,0.206,0.261,0.121,0.065,0.141,0.307,0.127,0.151,1
PB_108930_PB_120612,0.063,0.131,0.107,0.078,NaN,0.374,0.371,0.131,0.147,0.134,0.114,0.149,0.243,0.094,0.155,0.128,0.139,0.101,0.131,0.231,0.254,0.223,1
PB_110080_PB_116723,0.077,0.089,0.12,0.072,NaN,0.058,0.15,0.103,0.114,0.122,0.189,0.093,0.181,0.223,0.114,0.134,0.258,0.169,0.179,0.281,0.27,0.1,1
PB_111113_PB_112956,0.037,0.093,0.056,0.053,NaN,0.17,0.189,0.131,0.154,0.185,0.098,0.121,0.297,0.23,0.168,0.277,0.152,0.058,0.086,0.367,0.146,0.171,1
PB_111113_PB_112999,0.055,0.1,0.047,0.072,NaN,0.151,0.159,0.146,0.131,0.187,0.124,0.148,0.324,0.267,0.208,0.255,0.127,0.088,0.135,0.297,0.124,0.162,1
PB_111113_PB_113794,0.049,0.101,0.08,0.074,NaN,0.173,0.189,0.136,0.125,0.189,0.125,0.153,0.323,0.269,0.209,0.257,0.125,0.083,0.123,0.308,0.118,0.161,1
PB_111542_PB_120612,0.047,0.045,0.103,0.082,NaN,0.184,0.212,0.09,0.118,0.133,0.056,0.07,0.212,0.08,0.077,0.062,0.09,0.071,0.144,0.226,0.219,0.057,1
PB_111542_PB_122494,0.094,0.032,0.05,0.055,NaN,0.258,0.235,0.108,0.098,0.191,0.135,0.09,0.213,0.188,0.156,0.153,0.176,0.189,0.069,0.148,0.19,0.122,1
PB_112519_PB_120612,0.167,0.039,0.168,0.071,NaN,0.29,0.273,0.101,0.057,0.129,0.111,0.087,0.206,0.135,0.144,0.079,0.071,0.12,0.213,0.24,0.402,0.1,1
PB_112519_PB_204810,0.041,0.063,0.19,0.058,NaN,0.267,0.295,0.152,0.256,0.239,0.285,0.089,0.251,0.351,0.177,0.237,0.335,0.262,0.094,0.309,0.094,0.229,1
PB_112853_PB_126696,0.044,0.082,0.092,0.076,NaN,0.193,0.217,0.083,0.252,0.174,0.261,0.048,0.2,0.098,0.099,0.105,0.119,0.109,0.121,0.165,0.059,0.142,1
PB_112853_PB_127082,0.042,0.101,0.092,0.065,NaN,0.225,0.249,0.058,0.258,0.112,0.171,0.051,0.222,0.098,0.072,0.077,0.051,0.076,0.166,0.19,0.114,0.113,1
PB_112853_PB_128120,0.03,0.09,0.091,0.063,NaN,0.204,0.222,0.056,0.248,0.134,0.2,0.052,0.22,0.114,0.079,0.094,0.056,0.078,0.155,0.181,0.106,0.129,1
PB_112956_PB_120612,0.112,0.045,0.149,0.078,NaN,0.273,0.268,0.098,0.071,0.127,0.098,0.06,0.221,0.112,0.11,0.064,0.076,0.103,0.196,0.232,0.325,0.052,1
PB_112956_PB_121117,0.064,0.12,0.11,0.092,NaN,0.275,0.189,0.108,0.076,0.136,0.096,0.077,0.223,0.072,0.073,0.106,0.087,0.076,0.089,0.203,0.216,0.091,1
PB_112956_PB_121426,0.046,0.124,0.123,0.094,NaN,0.28,0.178,0.105,0.077,0.133,0.096,0.082,0.221,0.081,0.077,0.117,0.091,0.075,0.087,0.167,0.191,0.087,1
PB_112956_PB_204810,0.086,0.057,0.16,0.05,NaN,0.251,0.296,0.139,0.249,0.242,0.282,0.063,0.259,0.318,0.143,0.23,0.315,0.231,0.082,0.313,0.089,0.259,1
PB_112999_PB_120546,0.169,0.098,0.016,0.103,NaN,0.202,0.105,0.112,0.067,0.13,0.119,0.052,0.197,0.08,0.124,0.124,0.096,0.118,0.202,0.309,0.413,0.125,1
PB_112999_PB_120612,0.177,0.029,0.14,0.067,NaN,0.256,0.261,0.1,0.05,0.126,0.119,0.095,0.197,0.134,0.156,0.08,0.075,0.128,0.231,0.262,0.427,0.102,1
PB_112999_PB_121117,0.123,0.122,0.101,0.074,NaN,0.26,0.17,0.11,0.063,0.135,0.123,0.068,0.2,0.066,0.116,0.128,0.096,0.108,0.133,0.227,0.31,0.141,1
PB_112999_PB_121426,0.094,0.125,0.115,0.074,NaN,0.266,0.168,0.107,0.074,0.132,0.12,0.072,0.198,0.061,0.085,0.139,0.102,0.102,0.122,0.189,0.283,0.12,1
PB_112999_PB_204810,0.04,0.066,0.15,0.056,NaN,0.233,0.306,0.177,0.253,0.263,0.291,0.099,0.243,0.353,0.173,0.219,0.306,0.283,0.104,0.275,0.114,0.224,1
PB_113106_PB_120612,0.161,0.048,0.076,0.059,NaN,0.248,0.25,0.105,0.049,0.127,0.116,0.091,0.206,0.152,0.147,0.083,0.072,0.125,0.213,0.268,0.394,0.118,1
PB_113418_PB_120612,0.141,0.041,0.169,0.077,NaN,0.26,0.239,0.098,0.054,0.127,0.098,0.072,0.214,0.125,0.124,0.077,0.076,0.116,0.22,0.232,0.357,0.052,1
PB_113418_PB_204810,0.06,0.059,0.187,0.053,NaN,0.238,0.269,0.133,0.281,0.22,0.278,0.072,0.255,0.334,0.155,0.223,0.321,0.253,0.105,0.31,0.067,0.259,1
PB_113794_PB_120612,0.162,0.034,0.172,0.08,NaN,0.276,0.265,0.1,0.05,0.126,0.119,0.095,0.201,0.129,0.156,0.083,0.07,0.122,0.226,0.258,0.431,0.095,1
PB_113794_PB_121117,0.112,0.122,0.132,0.09,NaN,0.28,0.193,0.11,0.076,0.135,0.123,0.064,0.202,0.061,0.116,0.132,0.086,0.101,0.124,0.227,0.314,0.134,1
PB_113794_PB_121426,0.083,0.126,0.146,0.091,NaN,0.285,0.183,0.107,0.088,0.132,0.12,0.068,0.2,0.056,0.085,0.142,0.091,0.096,0.113,0.189,0.286,0.121,1
PB_113794_PB_204810,0.044,0.064,0.183,0.066,NaN,0.253,0.292,0.147,0.268,0.243,0.291,0.101,0.244,0.346,0.173,0.216,0.33,0.275,0.101,0.278,0.117,0.23,1
PB_114328_PB_120612,0.097,0.061,0.048,0.071,NaN,0.152,0.182,0.154,0.075,0.166,0.15,0.085,0.162,0.101,0.124,0.062,0.107,0.124,0.198,0.227,0.306,0.057,1
PB_114641_PB_117291,0.149,0.039,0.079,0.079,NaN,0.132,0.287,0.084,0.207,0.153,0.081,0.347,0.414,0.499,0.375,0.346,0.391,0.179,0.123,0.4,0.182,0.213,1
PB_114677_PB_122494,0.099,0.04,0.072,0.053,NaN,0.168,0.178,0.081,0.091,0.104,0.099,0.257,0.398,0.201,0.166,0.139,0.089,0.169,0.092,0.389,0.187,0.224,1
PB_116032_PB_126696,0.05,0.084,0.087,0.103,NaN,0.124,0.186,0.122,0.273,0.219,0.267,0.081,0.294,0.04,0.147,0.132,0.081,0.106,0.094,0.267,0.113,0.174,1
PB_116032_PB_127082,0.038,0.103,0.087,0.094,NaN,0.157,0.214,0.079,0.274,0.172,0.175,0.061,0.318,0.041,0.123,0.161,0.103,0.077,0.139,0.293,0.171,0.139,1
PB_116032_PB_128120,0.024,0.091,0.086,0.091,NaN,0.133,0.187,0.093,0.267,0.189,0.204,0.059,0.316,0.054,0.13,0.125,0.099,0.084,0.13,0.285,0.166,0.157,1
PB_116154_PB_126696,0.082,0.062,0.087,0.114,NaN,0.088,0.174,0.157,0.269,0.25,0.271,0.12,0.348,0.086,0.2,0.192,0.148,0.078,0.101,0.295,0.115,0.163,1
PB_116154_PB_127082,0.041,0.08,0.087,0.104,NaN,0.146,0.202,0.125,0.27,0.206,0.18,0.112,0.373,0.09,0.178,0.224,0.179,0.051,0.145,0.325,0.174,0.125,1
PB_116154_PB_128498,0.036,0.071,0.089,0.096,NaN,0.147,0.195,0.131,0.269,0.209,0.195,0.11,0.374,0.076,0.167,0.182,0.179,0.061,0.141,0.336,0.195,0.136,1
PB_116723_PB_120546,0.121,0.033,0.059,0.071,NaN,0.163,0.05,0.094,0.103,0.132,0.096,0.285,0.52,0.363,0.279,0.369,0.379,0.291,0.202,0.751,0.504,0.271,1
PB_116723_PB_126516,0.037,0.077,0.143,0.081,NaN,0.235,0.267,0.096,0.293,0.152,0.222,0.181,0.334,0.174,0.204,0.214,0.251,0.146,0.099,0.335,0.216,0.18,1
PB_116723_PB_127082,0.086,0.052,0.164,0.086,NaN,0.281,0.295,0.076,0.306,0.143,0.172,0.157,0.393,0.167,0.206,0.218,0.249,0.186,0.128,0.35,0.245,0.196,1
PB_116723_PB_127121,0.053,0.068,0.148,0.079,NaN,0.251,0.276,0.1,0.309,0.16,0.225,0.167,0.377,0.169,0.225,0.183,0.248,0.142,0.107,0.343,0.24,0.171,1
PB_117291_PB_120716,0.06,0.111,0.022,0.067,NaN,0.262,0.133,0.077,0.076,0.125,0.069,0.323,0.449,0.361,0.297,0.389,0.334,0.305,0.125,0.652,0.39,0.323,1
PB_117291_PB_121426,0.051,0.117,0.022,0.066,NaN,0.269,0.126,0.076,0.089,0.123,0.068,0.325,0.437,0.366,0.298,0.395,0.328,0.286,0.117,0.609,0.357,0.296,1
PB_117291_PB_125107,0.176,0.111,0.124,0.05,NaN,0.05,0.056,0.093,0.23,0.153,0.115,0.348,0.312,0.49,0.407,0.283,0.212,0.198,0.131,0.25,0.267,0.156,1
PB_117291_PB_125212,0.2,0.115,0.13,0.046,NaN,0.048,0.041,0.095,0.235,0.154,0.13,0.364,0.293,0.507,0.423,0.283,0.19,0.169,0.118,0.256,0.29,0.154,1
PB_117291_PB_125248,0.197,0.115,0.133,0.047,NaN,0.049,0.038,0.096,0.234,0.155,0.129,0.356,0.295,0.499,0.416,0.282,0.196,0.173,0.116,0.252,0.286,0.15,1
PB_117291_PB_125719,0.088,0.09,0.104,0.085,NaN,0.121,0.048,0.047,0.188,0.112,0.065,0.285,0.337,0.434,0.35,0.322,0.26,0.248,0.082,0.262,0.15,0.127,1
PB_117291_PB_125768,0.077,0.089,0.106,0.083,NaN,0.132,0.056,0.046,0.191,0.1,0.057,0.28,0.324,0.423,0.339,0.32,0.257,0.244,0.084,0.26,0.138,0.141,1
PB_117291_PB_126696,0.04,0.105,0.121,0.081,NaN,0.272,0.311,0.153,0.279,0.209,0.28,0.196,0.353,0.144,0.22,0.194,0.196,0.124,0.103,0.312,0.195,0.173,1
PB_117291_PB_127639,0.094,0.086,0.068,0.045,NaN,0.134,0.198,0.176,0.302,0.25,0.317,0.243,0.27,0.12,0.253,0.136,0.183,0.113,0.039,0.372,0.158,0.165,1
PB_117291_PB_128148,0.071,0.089,0.063,0.059,NaN,0.16,0.215,0.175,0.298,0.246,0.317,0.224,0.277,0.118,0.241,0.141,0.187,0.111,0.056,0.367,0.177,0.176,1
PB_117291_PB_204810,0.116,0.036,0.059,0.054,NaN,0.246,0.323,0.158,0.281,0.235,0.311,0.314,0.35,0.121,0.234,0.147,0.245,0.122,0.077,0.402,0.19,0.128,1
PB_117760_PB_124884,0.196,0.103,0.028,0.075,NaN,0.145,0.236,0.106,0.186,0.128,0.151,0.288,0.125,0.381,0.333,0.158,0.146,0.187,0.071,0.245,0.308,0.265,1
PB_117760_PB_125107,0.15,0.098,0.076,0.031,NaN,0.127,0.116,0.069,0.22,0.1,0.104,0.29,0.285,0.426,0.354,0.22,0.102,0.122,0.125,0.186,0.264,0.211,1
PB_117760_PB_125212,0.174,0.103,0.081,0.03,NaN,0.106,0.134,0.07,0.22,0.108,0.125,0.305,0.266,0.442,0.37,0.219,0.078,0.099,0.112,0.199,0.287,0.21,1
PB_117760_PB_125248,0.171,0.104,0.085,0.031,NaN,0.11,0.136,0.071,0.222,0.106,0.126,0.298,0.268,0.434,0.363,0.218,0.084,0.097,0.109,0.191,0.283,0.205,1
PB_117760_PB_125719,0.066,0.081,0.054,0.069,NaN,0.215,0.161,0.042,0.173,0.058,0.039,0.226,0.309,0.367,0.294,0.26,0.153,0.169,0.062,0.202,0.149,0.13,1
PB_117760_PB_125768,0.063,0.081,0.057,0.067,NaN,0.227,0.173,0.045,0.174,0.046,0.035,0.222,0.297,0.356,0.283,0.266,0.152,0.165,0.061,0.199,0.137,0.143,1
PB_117760_PB_126236,0.182,0.11,0.09,0.028,NaN,0.138,0.196,0.086,0.2,0.129,0.146,0.316,0.226,0.433,0.369,0.237,0.084,0.102,0.066,0.253,0.274,0.165,1
PB_117760_PB_126516,0.049,0.09,0.06,0.079,NaN,0.399,0.43,0.11,0.249,0.174,0.249,0.126,0.301,0.099,0.129,0.169,0.089,0.072,0.118,0.325,0.167,0.132,1
PB_117760_PB_126696,0.031,0.098,0.072,0.068,NaN,0.374,0.425,0.13,0.261,0.195,0.28,0.142,0.328,0.082,0.155,0.135,0.084,0.069,0.107,0.311,0.171,0.108,1
PB_117760_PB_127082,0.096,0.061,0.083,0.081,NaN,0.444,0.458,0.075,0.262,0.133,0.194,0.104,0.353,0.082,0.131,0.173,0.097,0.105,0.152,0.341,0.198,0.145,1
PB_117760_PB_127121,0.067,0.08,0.067,0.076,NaN,0.412,0.437,0.112,0.265,0.18,0.251,0.115,0.351,0.063,0.151,0.129,0.09,0.07,0.131,0.335,0.192,0.12,1
PB_117760_PB_128148,0.067,0.082,0.017,0.06,NaN,0.27,0.331,0.146,0.275,0.239,0.314,0.17,0.259,0.04,0.176,0.084,0.128,0.124,0.063,0.365,0.152,0.116,1
PB_117760_PB_129119,0.098,0.075,0.021,0.063,NaN,0.211,0.291,0.157,0.276,0.25,0.322,0.203,0.228,0.048,0.189,0.083,0.188,0.17,0.045,0.362,0.125,0.102,1
PB_117760_PB_204810,0.081,0.042,0.023,0.069,NaN,0.351,0.44,0.148,0.258,0.232,0.304,0.253,0.329,0.119,0.168,0.086,0.262,0.122,0.096,0.401,0.18,0.074,1
PB_120612_PB_126696,0.063,0.176,0.067,0.06,NaN,0.407,0.513,0.256,0.121,0.307,0.422,0.228,0.363,0.082,0.219,0.143,0.118,0.088,0.112,0.311,0.144,0.166,1
PB_120612_PB_127082,0.034,0.139,0.076,0.063,NaN,0.47,0.55,0.202,0.133,0.248,0.34,0.193,0.403,0.081,0.196,0.177,0.085,0.134,0.141,0.342,0.177,0.198,1
PB_120612_PB_127595,0.042,0.145,0.071,0.068,NaN,0.48,0.551,0.213,0.126,0.263,0.353,0.208,0.421,0.085,0.213,0.177,0.078,0.132,0.139,0.336,0.182,0.191,1
PB_122494_PB_126696,0.023,0.162,0.048,0.06,NaN,0.484,0.58,0.148,0.142,0.116,0.302,0.184,0.361,0.224,0.114,0.135,0.251,0.13,0.174,0.312,0.127,0.125,1
PB_122494_PB_127082,0.071,0.126,0.049,0.067,NaN,0.555,0.616,0.096,0.146,0.054,0.228,0.174,0.386,0.229,0.148,0.08,0.178,0.107,0.226,0.342,0.188,0.149,1
PB_122494_PB_127595,0.064,0.131,0.05,0.072,NaN,0.566,0.618,0.11,0.14,0.061,0.24,0.173,0.405,0.225,0.141,0.08,0.17,0.105,0.22,0.336,0.181,0.143,1
PB_122494_PB_204810,0.1,0.094,0.097,0.057,NaN,0.421,0.597,0.152,0.172,0.195,0.333,0.282,0.357,0.251,0.141,0.174,0.446,0.243,0.141,0.401,0.168,0.096,1
PB_93640_PB_126696,0.086,0.134,0.082,0.16,NaN,0.164,0.358,0.27,0.199,0.14,0.416,0.133,0.372,0.286,0.163,0.259,0.485,0.091,0.165,0.304,0.136,0.17,1
PB_100969_PB_106722,0.336,0.272,0.4,0.206,NaN,0.117,0.258,0.279,0.468,0.179,0.305,0.202,0.34,0.281,0.223,0.359,0.364,0.184,0.168,0.409,0.449,0.324,0
PB_100969_PB_108089,0.409,0.34,0.408,0.286,NaN,0.18,0.24,0.34,0.492,0.238,0.345,0.259,0.399,0.263,0.244,0.31,0.41,0.248,0.197,0.454,0.596,0.305,0
PB_100969_PB_108334,0.404,0.334,0.413,0.28,NaN,0.185,0.24,0.34,0.492,0.243,0.342,0.254,0.413,0.264,0.245,0.317,0.404,0.248,0.197,0.454,0.594,0.299,0
PB_100969_PB_108982,0.349,0.314,0.399,0.274,NaN,0.24,0.235,0.337,0.473,0.224,0.317,0.209,0.508,0.267,0.238,0.342,0.414,0.233,0.184,0.435,0.563,0.259,0
PB_100969_PB_112847,0.428,0.333,0.386,0.268,NaN,0.305,0.216,0.308,0.27,0.247,0.344,0.237,0.621,0.223,0.22,0.355,0.605,0.242,0.13,0.229,0.632,0.309,0
PB_100969_PB_115816,0.491,0.359,0.366,0.268,NaN,0.297,0.217,0.335,0.344,0.266,0.39,0.32,0.504,0.156,0.247,0.359,0.572,0.33,0.087,0.171,0.689,0.277,0
PB_100969_PB_123067,0.286,0.336,0.375,0.235,NaN,0.061,0.259,0.326,0.498,0.177,0.371,0.235,0.36,0.097,0.203,0.19,0.274,0.219,0.177,0.217,0.471,0.434,0
PB_100969_PB_123362,0.226,0.314,0.201,0.233,NaN,0.087,0.305,0.154,0.238,0.128,0.217,0.229,0.204,0.109,0.212,0.136,0.259,0.182,0.182,0.089,0.294,0.386,0
PB_100969_PB_127346,0.258,0.245,0.232,0.204,NaN,0.178,0.312,0.33,0.323,0.212,0.421,0.224,0.258,0.135,0.194,0.136,0.239,0.259,0.174,0.31,0.459,0.39,0
PB_100969_PB_127625,0.26,0.246,0.232,0.205,NaN,0.179,0.311,0.332,0.325,0.214,0.424,0.227,0.258,0.134,0.197,0.136,0.237,0.258,0.172,0.313,0.462,0.389,0
PB_102320_PB_108334,0.409,0.313,0.377,0.221,NaN,0.093,0.2,0.509,0.549,0.485,0.338,0.318,0.307,0.28,0.286,0.31,0.267,0.266,0.183,0.444,0.485,0.308,0
PB_102320_PB_108982,0.357,0.294,0.364,0.218,NaN,0.121,0.195,0.496,0.535,0.481,0.309,0.254,0.339,0.283,0.276,0.335,0.258,0.234,0.161,0.42,0.452,0.263,0
PB_102320_PB_112847,0.425,0.297,0.349,0.21,NaN,0.167,0.168,0.471,0.335,0.499,0.38,0.302,0.355,0.226,0.254,0.348,0.377,0.165,0.122,0.229,0.538,0.144,0
PB_102320_PB_115816,0.487,0.319,0.331,0.212,NaN,0.181,0.176,0.49,0.393,0.511,0.427,0.38,0.31,0.191,0.298,0.355,0.369,0.264,0.084,0.17,0.603,0.141,0
PB_106174_PB_108089,0.539,0.413,0.342,0.339,NaN,0.145,0.214,0.521,0.548,0.564,0.364,0.466,0.367,0.349,0.422,0.303,0.352,0.378,0.237,0.511,0.654,0.325,0
PB_106174_PB_108334,0.53,0.406,0.346,0.329,NaN,0.146,0.216,0.511,0.539,0.548,0.357,0.456,0.368,0.344,0.419,0.303,0.343,0.372,0.238,0.516,0.651,0.314,0
PB_106174_PB_118468,0.614,0.315,0.221,0.201,NaN,0.21,0.073,0.478,0.277,0.525,0.394,0.488,0.313,0.382,0.461,0.283,0.408,0.305,0.186,0.306,0.739,0.107,0
PB_106391_PB_108089,0.402,0.302,0.346,0.206,NaN,0.095,0.205,0.492,0.529,0.477,0.311,0.295,0.306,0.279,0.281,0.308,0.26,0.288,0.19,0.447,0.466,0.304,0
PB_107881_PB_108089,0.539,0.413,0.342,0.339,NaN,0.145,0.214,0.521,0.548,0.564,0.364,0.466,0.367,0.349,0.422,0.303,0.352,0.378,0.237,0.511,0.654,0.325,0
PB_107881_PB_108334,0.53,0.406,0.346,0.329,NaN,0.146,0.216,0.511,0.539,0.548,0.357,0.456,0.368,0.344,0.419,0.303,0.343,0.372,0.238,0.516,0.651,0.314,0
PB_107881_PB_119815,0.246,0.32,0.235,0.211,NaN,0.148,0.179,0.257,0.283,0.225,0.211,0.402,0.231,0.3,0.379,0.232,0.109,0.264,0.168,0.264,0.247,0.309,0
PB_108089_PB_108334,0.53,0.406,0.346,0.329,NaN,0.146,0.216,0.511,0.539,0.548,0.357,0.456,0.368,0.344,0.419,0.303,0.343,0.372,0.238,0.516,0.651,0.314,0
PB_108089_PB_108982,0.465,0.387,0.35,0.328,NaN,0.179,0.218,0.516,0.528,0.543,0.334,0.376,0.384,0.276,0.362,0.307,0.319,0.329,0.208,0.499,0.612,0.266,0
PB_108089_PB_111863,0.441,0.29,0.355,0.207,NaN,0.279,0.181,0.454,0.301,0.536,0.311,0.304,0.402,0.236,0.304,0.309,0.404,0.207,0.201,0.493,0.605,0.126,0
PB_108089_PB_112847,0.58,0.396,0.317,0.32,NaN,0.222,0.165,0.483,0.312,0.573,0.346,0.431,0.401,0.296,0.377,0.321,0.431,0.297,0.13,0.259,0.699,0.15,0
PB_108089_PB_113266,0.432,0.237,0.217,0.206,NaN,0.227,0.199,0.377,0.234,0.462,0.257,0.262,0.348,0.211,0.28,0.281,0.349,0.165,0.093,0.334,0.537,0.209,0
PB_108089_PB_115816,0.638,0.416,0.3,0.318,NaN,0.222,0.177,0.495,0.384,0.561,0.387,0.493,0.361,0.351,0.429,0.324,0.431,0.385,0.088,0.174,0.757,0.135,0
PB_108089_PB_117147,0.622,0.325,0.338,0.217,NaN,0.281,0.145,0.487,0.329,0.556,0.386,0.487,0.275,0.384,0.441,0.308,0.377,0.31,0.156,0.274,0.719,0.147,0
PB_108089_PB_117848,0.408,0.251,0.347,0.236,NaN,0.182,0.232,0.351,0.293,0.364,0.259,0.45,0.261,0.341,0.421,0.26,0.141,0.228,0.117,0.197,0.273,0.155,0
PB_108089_PB_118484,0.365,0.216,0.351,0.201,NaN,0.193,0.234,0.303,0.251,0.314,0.207,0.413,0.253,0.326,0.417,0.262,0.159,0.249,0.115,0.226,0.259,0.129,0
PB_108089_PB_119815,0.244,0.32,0.236,0.21,NaN,0.147,0.18,0.26,0.286,0.228,0.212,0.397,0.238,0.298,0.377,0.236,0.11,0.263,0.168,0.261,0.248,0.309,0
PB_108089_PB_119834,0.362,0.283,0.229,0.21,NaN,0.152,0.216,0.291,0.256,0.301,0.27,0.39,0.232,0.299,0.39,0.255,0.068,0.239,0.166,0.144,0.288,0.121,0
PB_108089_PB_120133,0.224,0.285,0.305,0.215,NaN,0.119,0.155,0.29,0.32,0.263,0.229,0.382,0.235,0.299,0.374,0.242,0.094,0.288,0.156,0.291,0.259,0.301,0
PB_108089_PB_120771,0.362,0.289,0.22,0.21,NaN,0.152,0.216,0.289,0.254,0.299,0.284,0.392,0.232,0.303,0.397,0.255,0.068,0.233,0.173,0.142,0.295,0.121,0
