network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_152505_PB_152888_PB_124812,0.398,0.121,0.083,0.197,0.234,4,1089,0.996,0.948,1,1.014,3311,187073,0.168,0.103,0.215,0.264,0.179,0.226,0.311,0.34,0.281,0.141,0.377,0.339,0.24,0.25,0.303,0.505,0.489
PB_257100_PB_184156_PB_207497,0.422,0.098,0.103,0.171,0.239,4,1089,0.999,0.948,0.908,0.919,3297,187073,0.154,0.148,0.384,0.162,0.337,0.288,0.314,0.417,0.301,0.424,0.554,0.494,0.217,0.254,0.418,0.541,0.381
PB_143535_PB_189370_PB_265454,0.29,0.083,0.121,0.13,0.175,4,1089,0.997,0.948,0.85,0.859,3292,187073,0.102,0.179,0.093,0.191,0.247,0.17,0.264,0.198,0.237,0.258,0.181,0.219,0.265,0.163,0.13,0.23,0.198
PB_255338_PB_22672_PB_26404,0.195,0.044,0.05,0.127,0.121,1,1089,1,0.948,0.958,1.006,3442,187073,0.214,0.119,0.24,0.191,0.244,0.431,0.217,0.358,0.507,0.294,0.515,0.189,0.377,0.1,0.26,0.179,0.324
PB_123661_PB_27450_PB_162973,0.36,0.079,0.09,0.138,0.202,6,1089,0.978,0.948,0.714,0.732,3338,187073,0.215,0.204,0.287,0.329,0.224,0.303,0.265,0.409,0.195,0.252,0.364,0.302,0.278,0.162,0.174,0.236,0.376
PB_155761_PB_145374_PB_137411,0.441,0.111,0.327,0.304,0.319,6,1089,0.997,0.948,1,1.014,3311,187073,0.391,0.252,0.274,0.332,0.312,0.355,0.22,0.199,0.31,0.283,0.459,0.43,0.242,0.449,0.408,0.54,0.488
PB_29061_PB_142296_PB_25190,0.264,0.025,0.045,0.103,0.144,2,1089,0.998,0.948,1,1.018,3323,187073,0.14,0.127,0.228,0.17,0.188,0.266,0.287,0.304,0.232,0.238,0.298,0.167,0.461,0.196,0.088,0.184,0.255
PB_185954_PB_148533_PB_140754,0.477,0.134,0.298,0.172,0.302,10,1089,0.996,0.948,0.695,0.704,3295,187073,0.19,0.121,0.551,0.414,0.397,0.345,0.531,0.335,0.276,0.182,0.433,0.274,0.405,0.169,0.275,0.357,0.527
PB_28841_PB_262270_PB_200091,0.222,0.048,0.136,0.09,0.14,5,1089,0.999,0.948,1,1.026,3350,187073,0.222,0.226,0.264,0.264,0.18,0.17,0.129,0.44,0.313,0.266,0.217,0.172,0.306,0.238,0.163,0.167,0.301
PB_148973_PB_162973_PB_148175,0.354,0.09,0.138,0.116,0.204,7,1089,0.987,0.948,1,1.017,3321,187073,0.13,0.049,0.16,0.23,0.172,0.214,0.464,0.259,0.32,0.38,0.364,0.391,0.35,0.285,0.359,0.424,0.406
