network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_35135_PB_172037_PB_268641,0.347,0.12,0.225,0.11,0.222,3,8551,0.992,0.9,0.497,0.498,25680,124365,0.434,0.474,0.204,0.213,0.223,0.431,0.41,0.142,0.223,0.215,0.286,0.222,0.474,0.131,0.206,0.211,0.455
PB_30372_PB_178953_PB_186844,0.408,0.216,0.156,0.15,0.255,7,8551,0.998,0.9,0.583,0.585,25697,124365,0.228,0.2,0.176,0.288,0.533,0.19,0.259,0.271,0.148,0.534,0.266,0.115,0.488,0.191,0.127,0.567,0.251
PB_33569_PB_33858_PB_206430,0.57,0.071,0.094,0.136,0.299,7,8551,0.996,0.9,0.63,0.631,25692,124365,0.262,0.293,0.212,0.387,0.231,0.418,0.354,0.098,0.313,0.447,0.226,0.383,0.592,0.164,0.253,0.319,0.559
PB_33886_PB_196263_PB_208812,0.27,0.078,0.03,0.096,0.149,3,8551,0.995,0.9,0.735,0.737,25747,124365,0.178,0.106,0.078,0.184,0.222,0.115,0.09,0.195,0.14,0.237,0.087,0.174,0.319,0.168,0.097,0.196,0.252
PB_170749_PB_210337_PB_217387,0.504,0.07,0.114,0.058,0.262,3,8551,0.997,0.9,0.443,0.444,25674,124365,0.324,0.398,0.149,0.189,0.16,0.381,0.42,0.361,0.337,0.213,0.319,0.112,0.427,0.157,0.114,0.152,0.422
PB_218143_PB_220222_PB_205309,0.342,0.076,0.112,0.209,0.212,3,8551,0.996,0.9,0.597,0.599,25694,124365,0.286,0.39,0.154,0.06,0.185,0.248,0.278,0.357,0.283,0.405,0.18,0.247,0.278,0.297,0.375,0.47,0.332
PB_35349_PB_218750_PB_259441,0.773,0.049,0.075,0.154,0.397,4,8551,0.996,0.9,0.323,0.324,25697,124365,0.272,0.466,0.064,0.188,0.072,0.659,0.602,0.276,0.553,0.199,0.476,0.131,0.488,0.319,0.367,0.193,0.774
PB_35135_PB_39418_PB_206381,0.285,0.026,0.072,0.144,0.164,3,8551,0.996,0.9,0.793,0.796,25710,124365,0.166,0.208,0.058,0.184,0.177,0.198,0.149,0.092,0.176,0.068,0.131,0.069,0.24,0.327,0.073,0.344,0.291
PB_34164_PB_163693_PB_170749,0.237,0.228,0.172,0.168,0.204,6,8551,1,0.9,0.411,0.411,25670,124365,0.228,0.226,0.24,0.184,0.409,0.204,0.278,0.285,0.194,0.556,0.202,0.265,0.574,0.266,0.146,0.437,0.184
PB_34831_PB_39418_PB_203075,0.233,0.035,0.096,0.123,0.141,4,8551,0.997,0.9,0.865,0.866,25687,124365,0.145,0.178,0.109,0.16,0.17,0.132,0.094,0.132,0.166,0.092,0.076,0.12,0.188,0.227,0.097,0.265,0.247
PB_195229_PB_211687_PB_219539,0.191,0.079,0.014,0.096,0.114,0,8551,0.991,0.9,0.789,0.791,25699,124365,0.352,0.343,0.081,0.143,0.158,0.132,0.168,0.312,0.354,0.344,0.097,0.154,0.206,0.187,0.223,0.276,0.205
PB_173848_PB_207920_PB_268641,0.353,0.11,0.25,0.106,0.229,3,8551,0.993,0.9,0.498,0.5,25699,124365,0.38,0.416,0.225,0.276,0.212,0.425,0.384,0.145,0.228,0.206,0.252,0.181,0.46,0.17,0.203,0.19,0.455
