network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_209254_PB_211508_PB_216051,0.563,0.406,0.452,0.265,0.435,14,4225,0.986,0.931,0.162,0.166,12907,34466,0.17,0.277,0.462,0.488,0.36,0.403,0.511,0.232,0.165,0.258,0.193,0.426,0.237,0.235,0.269,0.541,0.262
PB_209254_PB_212802_PB_212830,0.4,0.31,0.348,0.197,0.322,7,4225,0.974,0.931,0.325,0.338,12971,34466,0.094,0.223,0.276,0.311,0.199,0.289,0.295,0.135,0.131,0.198,0.205,0.382,0.219,0.152,0.214,0.303,0.135
PB_207970_PB_208691_PB_211414,0.432,0.492,0.293,0.23,0.377,10,4225,0.984,0.931,0.316,0.318,12814,34466,0.246,0.502,0.344,0.381,0.245,0.363,0.214,0.358,0.33,0.205,0.353,0.533,0.25,0.231,0.365,0.352,0.064
PB_207604_PB_209495_PB_212556,0.448,0.4,0.195,0.243,0.338,9,4225,0.978,0.931,0.453,0.457,12856,34466,0.229,0.422,0.325,0.3,0.322,0.372,0.318,0.279,0.321,0.162,0.258,0.482,0.32,0.192,0.453,0.471,0.136
PB_204546_PB_208369_PB_209565,0.362,0.542,0.244,0.246,0.369,10,4225,0.973,0.931,0.337,0.343,12851,34466,0.299,0.454,0.233,0.3,0.095,0.268,0.218,0.327,0.251,0.183,0.448,0.39,0.135,0.227,0.199,0.277,0.265
PB_206180_PB_207025_PB_210413,0.43,0.538,0.19,0.294,0.386,10,4225,0.969,0.931,0.384,0.39,12847,34466,0.24,0.411,0.191,0.245,0.061,0.237,0.18,0.346,0.247,0.166,0.355,0.364,0.133,0.228,0.389,0.398,0.137
PB_205456_PB_211414_PB_214582,0.281,0.321,0.228,0.175,0.257,0,4225,0.979,0.931,0.514,0.524,12895,34466,0.176,0.317,0.146,0.176,0.069,0.182,0.178,0.272,0.208,0.11,0.171,0.33,0.185,0.086,0.314,0.309,0.119
PB_207660_PB_208369_PB_216969,0.408,0.432,0.215,0.237,0.337,7,4225,0.984,0.931,0.25,0.252,12872,34466,0.189,0.347,0.315,0.359,0.196,0.301,0.282,0.433,0.274,0.139,0.198,0.36,0.076,0.179,0.183,0.373,0.334
PB_211470_PB_212556_PB_215257,0.284,0.056,0.289,0.044,0.206,6,4225,0.986,0.931,0.718,0.728,12892,34466,0.149,0.129,0.362,0.327,0.398,0.333,0.253,0.258,0.165,0.218,0.146,0.152,0.047,0.17,0.183,0.209,0.183
PB_207025_PB_210927_PB_214904,0.222,0.287,0.119,0.176,0.21,1,4225,0.966,0.931,0.55,0.555,12762,34466,0.127,0.159,0.075,0.11,0.097,0.085,0.138,0.173,0.137,0.062,0.186,0.139,0.065,0.147,0.134,0.13,0.202
PB_206955_PB_208691_PB_211213,0.325,0.416,0.124,0.19,0.287,4,4225,0.972,0.931,0.57,0.575,12828,34466,0.261,0.446,0.245,0.254,0.161,0.272,0.111,0.274,0.284,0.215,0.321,0.388,0.204,0.189,0.302,0.236,0.058
PB_207035_PB_210088_PB_212630,0.291,0.347,0.266,0.109,0.268,3,4225,0.971,0.931,0.413,0.431,12958,34466,0.27,0.419,0.298,0.361,0.151,0.281,0.16,0.226,0.316,0.188,0.304,0.469,0.338,0.189,0.39,0.238,0.146
PB_212630_PB_213812_PB_214838,0.179,0.105,0.272,0.089,0.177,2,4225,0.971,0.931,0.681,0.683,12845,34466,0.069,0.068,0.172,0.198,0.12,0.153,0.181,0.087,0.054,0.137,0.046,0.192,0.137,0.073,0.139,0.097,0.126
PB_206955_PB_210660_PB_211774,0.389,0.352,0.179,0.205,0.296,7,4225,0.982,0.931,0.479,0.484,12838,34466,0.157,0.285,0.224,0.275,0.156,0.248,0.2,0.116,0.183,0.153,0.294,0.281,0.117,0.202,0.189,0.295,0.13
PB_207970_PB_212556_PB_215616,0.314,0.163,0.188,0.115,0.208,5,4225,0.981,0.931,0.678,0.696,12927,34466,0.108,0.171,0.277,0.239,0.298,0.294,0.26,0.05,0.049,0.151,0.166,0.215,0.081,0.172,0.197,0.303,0.124
PB_205734_PB_207604_PB_211176,0.444,0.428,0.146,0.231,0.337,8,4225,0.981,0.931,0.509,0.515,12807,34466,0.264,0.468,0.277,0.259,0.227,0.33,0.308,0.358,0.326,0.174,0.294,0.476,0.288,0.238,0.511,0.537,0.184
PB_213982_PB_214621_PB_215967,0.21,0.037,0.089,0.087,0.123,7,4225,0.991,0.931,0.541,0.547,12820,34466,0.326,0.31,0.073,0.165,0.1,0.089,0.406,0.115,0.257,0.468,0.206,0.092,0.286,0.097,0.538,0.074,0.464
PB_207604_PB_208968_PB_211176,0.38,0.35,0.138,0.163,0.28,7,4225,0.98,0.931,0.525,0.528,12743,34466,0.272,0.445,0.306,0.279,0.262,0.339,0.21,0.24,0.334,0.173,0.294,0.482,0.29,0.221,0.421,0.367,0.087
PB_212132_PB_212979_PB_213715,0.577,0.432,0.357,0.23,0.418,11,4225,0.986,0.931,0.177,0.179,12819,34466,0.221,0.137,0.191,0.247,0.057,0.182,0.455,0.235,0.21,0.361,0.14,0.149,0.174,0.225,0.303,0.392,0.392
PB_207191_PB_214002_PB_215257,0.326,0.233,0.305,0.205,0.272,9,4225,0.978,0.931,0.698,0.702,12757,34466,0.102,0.218,0.282,0.236,0.277,0.327,0.263,0.183,0.066,0.147,0.191,0.237,0.14,0.21,0.268,0.351,0.117
PB_207025_PB_208691_PB_210675,0.383,0.432,0.204,0.215,0.324,8,4225,0.975,0.931,0.451,0.456,12788,34466,0.266,0.49,0.315,0.319,0.222,0.358,0.167,0.286,0.315,0.186,0.347,0.476,0.207,0.231,0.348,0.331,0.058
PB_209122_PB_215257_PB_216969,0.274,0.14,0.196,0.09,0.188,1,4225,0.987,0.931,0.507,0.516,12914,34466,0.188,0.142,0.251,0.287,0.205,0.193,0.283,0.07,0.111,0.201,0.055,0.11,0.203,0.145,0.207,0.213,0.269
PB_209229_PB_211402_PB_212630,0.434,0.319,0.379,0.199,0.344,7,4225,0.98,0.931,0.376,0.385,12926,34466,0.22,0.372,0.42,0.414,0.403,0.426,0.319,0.125,0.282,0.195,0.277,0.491,0.326,0.22,0.368,0.416,0.126
PB_207604_PB_207637_PB_213812,0.289,0.361,0.175,0.173,0.262,4,4225,0.975,0.931,0.459,0.461,12713,34466,0.219,0.333,0.204,0.223,0.126,0.246,0.113,0.302,0.251,0.063,0.203,0.403,0.222,0.122,0.264,0.188,0.171
