network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_21087_PB_27000_PB_65876,0.484,0.258,0.142,0.199,0.3,2,506,1.005,0.941,0.467,0.5,1586,21350,0.419,0.412,0.16,0.345,0.26,0.511,0.242,0.163,0.358,0.319,0.388,0.401,0.542,0.418,0.21,0.417,0.169
PB_2431_PB_15253_PB_74670,0.182,0.225,0.169,0.143,0.182,2,506,0.965,0.941,0.301,0.315,1556,21350,0.296,0.315,0.236,0.194,0.262,0.352,0.361,0.46,0.433,0.307,0.467,0.448,0.25,0.169,0.309,0.393,0.364
PB_48559_PB_48769_PB_66240,0.134,0.167,0.245,0.159,0.181,5,506,0.984,0.941,0.503,0.584,1649,21350,0.274,0.282,0.368,0.256,0.367,0.276,0.267,0.167,0.317,0.544,0.325,0.36,0.254,0.127,0.374,0.302,0.375
PB_46953_PB_70468_PB_72524,0.28,0.279,0.058,0.242,0.234,7,506,0.987,0.941,0.653,0.696,1594,21350,0.365,0.376,0.101,0.315,0.12,0.098,0.231,0.465,0.11,0.317,0.364,0.123,0.214,0.132,0.226,0.422,0.353
PB_2196_PB_46953_PB_61831,0.15,0.111,0.163,0.209,0.162,2,506,0.993,0.941,0.412,0.436,1596,21350,0.222,0.246,0.334,0.121,0.354,0.307,0.438,0.122,0.154,0.333,0.399,0.143,0.228,0.079,0.372,0.231,0.364
PB_921_PB_37767_PB_66365,0.187,0.207,0.104,0.159,0.169,1,506,0.991,0.941,0.518,0.574,1634,21350,0.267,0.228,0.152,0.243,0.196,0.2,0.218,0.326,0.21,0.292,0.211,0.277,0.318,0.24,0.249,0.134,0.295
PB_15253_PB_21141_PB_47987,0.147,0.239,0.243,0.151,0.2,2,506,0.995,0.941,0.534,0.582,1602,21350,0.496,0.529,0.188,0.282,0.208,0.166,0.291,0.339,0.446,0.295,0.334,0.284,0.512,0.167,0.32,0.531,0.445
PB_43365_PB_46160_PB_66886,0.215,0.196,0.242,0.164,0.206,1,506,1.003,0.941,0.389,0.397,1546,21350,0.242,0.251,0.388,0.242,0.392,0.511,0.148,0.472,0.454,0.124,0.146,0.209,0.208,0.095,0.322,0.299,0.346
PB_2036_PB_2196_PB_36905,0.215,0.127,0.281,0.169,0.206,2,506,0.994,0.941,0.495,0.531,1608,21350,0.236,0.266,0.391,0.141,0.424,0.4,0.405,0.223,0.278,0.396,0.43,0.224,0.18,0.158,0.461,0.279,0.431
PB_19329_PB_53361_PB_55499,0.252,0.202,0.12,0.099,0.179,2,506,0.996,0.941,0.532,0.556,1620,21350,0.218,0.199,0.114,0.271,0.051,0.33,0.134,0.192,0.25,0.193,0.205,0.144,0.197,0.145,0.153,0.196,0.222
PB_31111_PB_56922_PB_74294,0.326,0.065,0.223,0.202,0.224,3,506,0.972,0.941,0.774,0.803,1568,21350,0.354,0.36,0.197,0.355,0.143,0.114,0.226,0.43,0.165,0.218,0.195,0.131,0.252,0.168,0.229,0.328,0.275
PB_2151_PB_2292_PB_27513,0.296,0.256,0.258,0.143,0.245,5,506,0.999,0.941,0.592,0.61,1570,21350,0.284,0.301,0.333,0.216,0.441,0.407,0.4,0.196,0.214,0.344,0.352,0.168,0.173,0.153,0.255,0.18,0.308
PB_28282_PB_35569_PB_47780,0.253,0.37,0.166,0.291,0.28,5,506,0.999,0.941,0.862,0.895,1570,21350,0.38,0.384,0.118,0.162,0.064,0.178,0.388,0.275,0.225,0.192,0.501,0.23,0.327,0.177,0.258,0.319,0.239
PB_10002_PB_22637_PB_66365,0.204,0.136,0.124,0.155,0.158,2,506,0.987,0.941,0.3,0.328,1669,21350,0.42,0.473,0.267,0.368,0.224,0.265,0.305,0.326,0.425,0.312,0.341,0.526,0.289,0.207,0.296,0.501,0.387
PB_2465_PB_19329_PB_45103,0.205,0.284,0.123,0.135,0.198,2,506,0.96,0.941,0.598,0.666,1642,21350,0.501,0.53,0.114,0.156,0.104,0.115,0.296,0.473,0.385,0.418,0.342,0.502,0.365,0.146,0.349,0.559,0.208
PB_2304_PB_18129_PB_47941,0.139,0.234,0.054,0.147,0.157,1,506,1,0.941,0.532,0.552,1590,21350,0.43,0.422,0.19,0.078,0.186,0.304,0.241,0.328,0.378,0.326,0.254,0.472,0.254,0.094,0.2,0.423,0.156
PB_27128_PB_35687_PB_47609,0.141,0.24,0.12,0.227,0.189,1,506,0.993,0.941,0.829,0.868,1578,21350,0.271,0.277,0.15,0.127,0.225,0.201,0.31,0.204,0.233,0.191,0.467,0.154,0.263,0.115,0.261,0.205,0.264
PB_10364_PB_46359_PB_49998,0.143,0.339,0.189,0.195,0.229,4,506,0.991,0.941,0.599,0.668,1592,21350,0.252,0.252,0.086,0.161,0.108,0.093,0.227,0.191,0.208,0.151,0.184,0.212,0.213,0.088,0.126,0.171,0.198
