network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_186579_PB_190373_PB_196417,0.398,0.212,0.34,0.258,0.31,10,10592,0.969,0.875,0.265,0.268,32098,30405,0.102,0.406,0.45,0.195,0.454,0.478,0.133,0.253,0.484,0.409,0.231,0.45,0.575,0.353,0.32,0.134,0.355
PB_186579_PB_188779_PB_191198,0.442,0.195,0.349,0.212,0.316,12,10592,0.976,0.875,0.378,0.38,32061,30405,0.312,0.311,0.49,0.178,0.489,0.517,0.117,0.29,0.56,0.523,0.365,0.516,0.529,0.437,0.387,0.14,0.448
PB_189320_PB_191187_PB_191584,0.466,0.111,0.349,0.169,0.308,5,10592,0.972,0.875,0.282,0.282,31886,30405,0.127,0.259,0.449,0.088,0.466,0.455,0.256,0.123,0.527,0.436,0.332,0.527,0.505,0.374,0.489,0.199,0.336
PB_186602_PB_190373_PB_190437,0.196,0.042,0.211,0.173,0.169,4,10592,0.964,0.875,0.564,0.565,31954,30405,0.109,0.123,0.277,0.093,0.294,0.258,0.098,0.039,0.203,0.138,0.138,0.192,0.203,0.215,0.103,0.07,0.075
PB_187553_PB_189386_PB_191584,0.309,0.108,0.271,0.206,0.236,3,10592,0.966,0.875,0.442,0.447,32100,30405,0.115,0.098,0.341,0.09,0.356,0.321,0.207,0.111,0.304,0.231,0.249,0.301,0.29,0.236,0.25,0.187,0.11
PB_188003_PB_190349_PB_191584,0.541,0.177,0.452,0.303,0.394,14,10592,0.981,0.875,0.304,0.304,31886,30405,0.323,0.109,0.583,0.225,0.596,0.574,0.366,0.194,0.54,0.46,0.442,0.534,0.512,0.35,0.416,0.204,0.268
PB_186579_PB_188574_PB_190349,0.292,0.104,0.25,0.138,0.211,4,10592,0.965,0.875,0.399,0.401,32030,30405,0.165,0.268,0.331,0.041,0.336,0.339,0.069,0.145,0.378,0.341,0.222,0.34,0.383,0.34,0.228,0.07,0.254
PB_186602_PB_189007_PB_189386,0.229,0.065,0.219,0.166,0.182,3,10592,0.963,0.875,0.528,0.53,31891,30405,0.09,0.112,0.283,0.096,0.297,0.271,0.135,0.063,0.23,0.17,0.173,0.223,0.216,0.211,0.177,0.135,0.105
PB_188958_PB_189386_PB_190373,0.198,0.051,0.202,0.15,0.162,4,10592,0.956,0.875,0.506,0.512,32170,30405,0.118,0.207,0.27,0.1,0.281,0.258,0.1,0.065,0.207,0.152,0.141,0.2,0.229,0.224,0.158,0.137,0.094
PB_186043_PB_188958_PB_191584,0.46,0.099,0.313,0.187,0.298,4,10592,0.97,0.875,0.272,0.276,32048,30405,0.165,0.273,0.359,0.038,0.347,0.383,0.225,0.145,0.515,0.455,0.321,0.492,0.514,0.399,0.378,0.147,0.269
PB_188958_PB_191187_PB_192154,0.289,0.061,0.234,0.137,0.2,4,10592,0.959,0.875,0.393,0.397,31952,30405,0.172,0.312,0.292,0.043,0.305,0.296,0.105,0.136,0.39,0.336,0.208,0.355,0.447,0.37,0.255,0.067,0.262
PB_186145_PB_186197_PB_191692,0.527,0.109,0.366,0.248,0.348,10,10592,0.974,0.875,0.36,0.361,32034,30405,0.355,0.153,0.439,0.169,0.412,0.475,0.28,0.211,0.564,0.542,0.401,0.538,0.515,0.393,0.407,0.157,0.298
PB_189496_PB_190701_PB_191692,0.37,0.211,0.297,0.289,0.297,8,10592,0.957,0.875,0.414,0.416,32075,30405,0.059,0.118,0.358,0.083,0.379,0.332,0.305,0.185,0.338,0.25,0.334,0.348,0.362,0.239,0.308,0.319,0.093
PB_187240_PB_188958_PB_190349,0.13,0.032,0.128,0.098,0.105,1,10592,0.953,0.875,0.526,0.531,32055,30405,0.129,0.235,0.198,0.127,0.198,0.194,0.048,0.117,0.148,0.15,0.153,0.244,0.229,0.157,0.205,0.214,0.17
PB_187240_PB_188958_PB_194455,0.349,0.1,0.058,0.122,0.194,4,10592,0.943,0.875,0.552,0.557,32082,30405,0.288,0.261,0.139,0.255,0.138,0.11,0.052,0.235,0.18,0.086,0.104,0.251,0.201,0.234,0.186,0.339,0.073
PB_186145_PB_186579_PB_188574,0.335,0.143,0.227,0.15,0.227,4,10592,0.961,0.875,0.315,0.318,32121,30405,0.171,0.299,0.244,0.057,0.237,0.276,0.064,0.213,0.44,0.421,0.283,0.391,0.429,0.409,0.281,0.122,0.3
PB_186843_PB_189007_PB_189496,0.363,0.127,0.291,0.156,0.253,3,10592,0.964,0.875,0.326,0.33,31964,30405,0.151,0.277,0.363,0.045,0.358,0.382,0.136,0.148,0.444,0.399,0.32,0.412,0.436,0.383,0.339,0.142,0.29
PB_189007_PB_189342_PB_190349,0.454,0.111,0.412,0.255,0.337,14,10592,0.979,0.875,0.413,0.414,31807,30405,0.285,0.173,0.542,0.217,0.558,0.537,0.268,0.122,0.467,0.383,0.346,0.453,0.442,0.33,0.333,0.124,0.299
PB_186602_PB_186987_PB_191198,0.444,0.172,0.313,0.208,0.303,11,10592,0.974,0.875,0.432,0.433,31898,30405,0.319,0.27,0.448,0.178,0.447,0.473,0.11,0.299,0.52,0.494,0.359,0.478,0.486,0.421,0.349,0.124,0.414
PB_186197_PB_187240_PB_193606,0.111,0.108,0.139,0.142,0.126,0,10592,0.952,0.875,0.507,0.511,31970,30405,0.142,0.284,0.173,0.027,0.18,0.173,0.091,0.081,0.126,0.129,0.065,0.197,0.261,0.15,0.16,0.125,0.188
