network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_15862_PB_21122_PB_31382,0.175,0.083,0.18,0.233,0.176,1,3502,0.949,0.838,0.727,0.778,10950,92016,0.324,0.323,0.106,0.164,0.068,0.066,0.228,0.38,0.179,0.203,0.125,0.329,0.29,0.236,0.37,0.323,0.421
PB_15862_PB_21122_PB_33653,0.383,0.158,0.108,0.367,0.282,4,3502,0.933,0.838,0.716,0.784,11089,92016,0.375,0.393,0.285,0.224,0.294,0.278,0.328,0.519,0.106,0.365,0.425,0.335,0.587,0.385,0.565,0.451,0.575
PB_15862_PB_21122_PB_33782,0.231,0.064,0.167,0.254,0.194,1,3502,0.947,0.838,0.727,0.734,10599,92016,0.391,0.392,0.061,0.125,0.085,0.085,0.237,0.405,0.191,0.24,0.151,0.367,0.324,0.247,0.394,0.322,0.484
PB_15862_PB_21122_PB_35776,0.242,0.059,0.173,0.261,0.2,2,3502,0.948,0.838,0.727,0.752,10743,92016,0.389,0.393,0.062,0.123,0.097,0.1,0.233,0.409,0.196,0.207,0.14,0.357,0.32,0.247,0.369,0.322,0.47
PB_15862_PB_21122_PB_40979,0.192,0.083,0.085,0.336,0.202,2,3502,0.947,0.838,0.562,0.574,10738,92016,0.194,0.194,0.167,0.098,0.262,0.247,0.234,0.301,0.182,0.19,0.334,0.128,0.258,0.231,0.217,0.288,0.228
PB_15862_PB_22105_PB_22702,0.289,0.097,0.109,0.379,0.249,3,3502,0.94,0.838,0.448,0.459,10748,92016,0.421,0.431,0.096,0.157,0.183,0.142,0.399,0.545,0.146,0.411,0.367,0.305,0.476,0.351,0.501,0.41,0.486
PB_15862_PB_22105_PB_23336,0.466,0.164,0.044,0.412,0.322,7,3502,0.932,0.838,0.394,0.406,10747,92016,0.665,0.685,0.261,0.121,0.314,0.357,0.616,0.903,0.186,0.568,0.393,0.505,0.676,0.625,0.518,0.695,0.704
PB_15862_PB_22105_PB_40979,0.265,0.102,0.067,0.348,0.227,3,3502,0.925,0.838,0.388,0.409,10895,92016,0.303,0.314,0.254,0.138,0.28,0.303,0.337,0.489,0.178,0.293,0.346,0.201,0.309,0.334,0.152,0.401,0.298
PB_15862_PB_22702_PB_142433,0.281,0.042,0.261,0.276,0.237,2,3502,0.936,0.838,0.622,0.624,10568,92016,0.351,0.349,0.185,0.238,0.109,0.14,0.266,0.336,0.09,0.26,0.228,0.307,0.242,0.228,0.385,0.332,0.387
PB_15862_PB_22702_PB_142482,0.267,0.049,0.253,0.272,0.23,2,3502,0.935,0.838,0.622,0.624,10569,92016,0.331,0.336,0.183,0.237,0.095,0.129,0.267,0.329,0.09,0.261,0.249,0.304,0.263,0.226,0.404,0.308,0.388
PB_15862_PB_22702_PB_23336,0.291,0.098,0.112,0.376,0.249,3,3502,0.943,0.838,0.463,0.466,10582,92016,0.423,0.433,0.099,0.156,0.184,0.142,0.395,0.547,0.145,0.411,0.369,0.308,0.478,0.35,0.502,0.406,0.488
PB_15862_PB_22702_PB_23571,0.134,0.102,0.047,0.345,0.193,2,3502,0.961,0.838,0.619,0.632,10646,92016,0.336,0.338,0.113,0.122,0.188,0.149,0.285,0.428,0.085,0.359,0.267,0.281,0.441,0.258,0.492,0.304,0.433
PB_15862_PB_22702_PB_24038,0.382,0.139,0.04,0.32,0.259,1,3502,0.926,0.838,0.569,0.579,10643,92016,0.277,0.294,0.221,0.139,0.248,0.164,0.447,0.46,0.248,0.512,0.515,0.23,0.564,0.426,0.533,0.49,0.551
PB_15862_PB_22702_PB_24763,0.135,0.101,0.048,0.343,0.193,2,3502,0.961,0.838,0.619,0.625,10597,92016,0.338,0.34,0.112,0.121,0.189,0.149,0.283,0.431,0.085,0.36,0.263,0.283,0.437,0.257,0.492,0.302,0.434
PB_15862_PB_22702_PB_25705,0.38,0.139,0.043,0.328,0.261,2,3502,0.928,0.838,0.538,0.542,10586,92016,0.266,0.306,0.201,0.117,0.232,0.165,0.46,0.465,0.247,0.524,0.514,0.229,0.563,0.408,0.533,0.465,0.55
PB_15862_PB_22702_PB_28108,0.381,0.135,0.09,0.313,0.26,3,3502,0.942,0.838,0.504,0.511,10633,92016,0.432,0.441,0.132,0.148,0.193,0.163,0.315,0.453,0.184,0.433,0.475,0.377,0.467,0.248,0.529,0.402,0.544
PB_15862_PB_22702_PB_29342,0.108,0.12,0.045,0.366,0.201,2,3502,0.945,0.838,0.605,0.618,10657,92016,0.341,0.337,0.157,0.11,0.187,0.187,0.269,0.465,0.091,0.261,0.181,0.351,0.419,0.237,0.405,0.29,0.389
PB_15862_PB_22702_PB_30196,0.379,0.131,0.18,0.33,0.275,2,3502,0.949,0.838,0.32,0.322,10574,92016,0.34,0.348,0.091,0.152,0.191,0.163,0.48,0.518,0.263,0.537,0.486,0.248,0.496,0.36,0.524,0.385,0.533
PB_15862_PB_22702_PB_31382,0.205,0.064,0.272,0.254,0.215,1,3502,0.937,0.838,0.622,0.675,10942,92016,0.285,0.283,0.221,0.27,0.129,0.162,0.255,0.286,0.095,0.248,0.209,0.253,0.228,0.218,0.354,0.294,0.33
PB_15862_PB_22702_PB_33653,0.395,0.155,0.032,0.328,0.269,2,3502,0.921,0.838,0.611,0.682,11081,92016,0.345,0.356,0.224,0.159,0.242,0.172,0.372,0.467,0.177,0.447,0.504,0.265,0.539,0.364,0.537,0.464,0.56
PB_15862_PB_22702_PB_33782,0.28,0.044,0.262,0.276,0.237,2,3502,0.935,0.838,0.622,0.627,10591,92016,0.353,0.351,0.185,0.235,0.109,0.14,0.266,0.335,0.09,0.26,0.228,0.307,0.242,0.228,0.389,0.332,0.39
PB_15862_PB_22702_PB_35776,0.303,0.038,0.267,0.283,0.247,2,3502,0.936,0.838,0.622,0.646,10735,92016,0.351,0.352,0.187,0.23,0.113,0.143,0.262,0.339,0.092,0.256,0.221,0.299,0.237,0.229,0.363,0.338,0.377
PB_15862_PB_22702_PB_40979,0.167,0.054,0.165,0.33,0.204,2,3502,0.936,0.838,0.457,0.468,10730,92016,0.182,0.192,0.103,0.112,0.192,0.159,0.263,0.27,0.19,0.256,0.416,0.125,0.226,0.219,0.19,0.286,0.209
PB_15862_PB_23336_PB_142482,0.383,0.078,0.168,0.256,0.248,2,3502,0.927,0.838,0.568,0.57,10568,92016,0.502,0.513,0.097,0.156,0.148,0.102,0.339,0.505,0.139,0.296,0.188,0.457,0.358,0.344,0.398,0.507,0.487
PB_15862_PB_23336_PB_24038,0.52,0.096,0.125,0.353,0.324,5,3502,0.918,0.838,0.516,0.526,10642,92016,0.44,0.46,0.397,0.296,0.422,0.363,0.541,0.726,0.231,0.577,0.534,0.355,0.72,0.585,0.563,0.694,0.714
PB_15862_PB_23336_PB_24763,0.229,0.145,0.105,0.363,0.233,5,3502,0.953,0.838,0.566,0.572,10596,92016,0.531,0.541,0.266,0.197,0.287,0.319,0.347,0.684,0.138,0.352,0.202,0.445,0.577,0.391,0.5,0.409,0.579
PB_15862_PB_23336_PB_25705,0.518,0.095,0.117,0.356,0.323,5,3502,0.921,0.838,0.485,0.488,10585,92016,0.425,0.475,0.377,0.271,0.409,0.373,0.563,0.744,0.23,0.591,0.533,0.355,0.72,0.563,0.563,0.687,0.713
PB_15862_PB_23336_PB_28108,0.519,0.086,0.057,0.313,0.307,5,3502,0.934,0.838,0.451,0.458,10632,92016,0.646,0.662,0.265,0.158,0.283,0.357,0.411,0.744,0.161,0.501,0.447,0.573,0.611,0.372,0.56,0.631,0.713
PB_15862_PB_23336_PB_29342,0.142,0.19,0.193,0.395,0.25,5,3502,0.938,0.838,0.551,0.565,10656,92016,0.512,0.51,0.32,0.25,0.297,0.334,0.342,0.726,0.139,0.296,0.128,0.514,0.555,0.361,0.39,0.409,0.492
PB_15862_PB_23336_PB_30196,0.518,0.087,0.072,0.333,0.313,3,3502,0.941,0.838,0.266,0.268,10573,92016,0.532,0.545,0.17,0.09,0.267,0.362,0.597,0.825,0.254,0.632,0.47,0.385,0.655,0.52,0.555,0.624,0.711
PB_15862_PB_23336_PB_31382,0.301,0.062,0.195,0.236,0.217,2,3502,0.93,0.838,0.568,0.623,10941,92016,0.449,0.454,0.146,0.199,0.116,0.099,0.323,0.477,0.142,0.28,0.147,0.381,0.312,0.328,0.343,0.456,0.427
PB_15862_PB_23336_PB_33653,0.529,0.105,0.164,0.365,0.336,6,3502,0.914,0.838,0.558,0.631,11080,92016,0.514,0.533,0.395,0.305,0.406,0.356,0.455,0.728,0.159,0.511,0.507,0.428,0.683,0.501,0.567,0.678,0.715
PB_15862_PB_23336_PB_33782,0.394,0.091,0.179,0.26,0.256,2,3502,0.928,0.838,0.568,0.574,10590,92016,0.529,0.53,0.091,0.154,0.125,0.097,0.339,0.51,0.139,0.295,0.172,0.463,0.333,0.347,0.385,0.536,0.484
PB_15862_PB_23336_PB_35776,0.412,0.102,0.187,0.27,0.268,3,3502,0.928,0.838,0.568,0.594,10734,92016,0.523,0.529,0.084,0.149,0.121,0.101,0.333,0.514,0.14,0.289,0.157,0.449,0.325,0.344,0.357,0.54,0.469
PB_15862_PB_23336_PB_40979,0.267,0.103,0.064,0.346,0.227,3,3502,0.928,0.838,0.404,0.415,10729,92016,0.303,0.314,0.256,0.139,0.282,0.304,0.334,0.492,0.178,0.29,0.347,0.205,0.312,0.331,0.151,0.398,0.301
PB_15862_PB_23571_PB_24763,0.208,0.127,0.091,0.376,0.229,5,3502,0.971,0.838,0.722,0.737,10660,92016,0.498,0.501,0.235,0.17,0.263,0.307,0.373,0.635,0.125,0.345,0.19,0.42,0.577,0.431,0.492,0.437,0.57
PB_15862_PB_23571_PB_30196,0.359,0.115,0.04,0.34,0.255,3,3502,0.959,0.838,0.423,0.435,10637,92016,0.457,0.467,0.185,0.1,0.262,0.332,0.419,0.646,0.187,0.448,0.297,0.32,0.578,0.388,0.512,0.391,0.584
PB_15862_PB_23571_PB_31382,0.172,0.061,0.126,0.232,0.16,1,3502,0.947,0.838,0.725,0.782,11005,92016,0.389,0.39,0.092,0.137,0.115,0.102,0.228,0.408,0.179,0.205,0.125,0.367,0.308,0.249,0.355,0.347,0.432
PB_15862_PB_23571_PB_33653,0.38,0.128,0.175,0.378,0.289,5,3502,0.931,0.838,0.714,0.788,11144,92016,0.433,0.456,0.357,0.294,0.361,0.329,0.327,0.591,0.108,0.365,0.349,0.376,0.604,0.402,0.524,0.449,0.589
PB_15862_PB_23571_PB_33782,0.228,0.067,0.109,0.251,0.181,1,3502,0.946,0.838,0.725,0.738,10654,92016,0.46,0.461,0.099,0.097,0.124,0.11,0.237,0.45,0.216,0.241,0.148,0.43,0.342,0.259,0.39,0.358,0.481
PB_15862_PB_24038_PB_24763,0.35,0.119,0.145,0.366,0.27,4,3502,0.936,0.838,0.672,0.684,10657,92016,0.36,0.403,0.359,0.281,0.363,0.336,0.388,0.584,0.096,0.404,0.374,0.35,0.614,0.451,0.519,0.478,0.587
PB_15862_PB_24038_PB_25705,0.663,0.144,0.109,0.363,0.389,5,3502,0.904,0.838,0.591,0.601,10646,92016,0.383,0.447,0.381,0.286,0.405,0.365,0.641,0.722,0.351,0.691,0.66,0.345,0.796,0.638,0.588,0.736,0.817
PB_15862_PB_24038_PB_28108,0.683,0.208,0.108,0.33,0.397,5,3502,0.917,0.838,0.557,0.57,10693,92016,0.445,0.478,0.355,0.283,0.357,0.365,0.476,0.716,0.274,0.617,0.619,0.396,0.675,0.447,0.618,0.653,0.774
PB_15862_PB_24038_PB_29342,0.347,0.083,0.218,0.384,0.284,4,3502,0.921,0.838,0.657,0.676,10717,92016,0.418,0.461,0.406,0.34,0.368,0.358,0.383,0.628,0.079,0.396,0.365,0.377,0.582,0.429,0.405,0.473,0.512
PB_15862_PB_24038_PB_30196,0.683,0.207,0.03,0.334,0.394,3,3502,0.924,0.838,0.372,0.382,10634,92016,0.391,0.453,0.275,0.181,0.311,0.369,0.637,0.727,0.375,0.697,0.647,0.327,0.746,0.572,0.626,0.667,0.784
PB_15862_PB_24038_PB_31382,0.409,0.136,0.118,0.225,0.25,2,3502,0.913,0.838,0.674,0.731,11002,92016,0.387,0.43,0.181,0.123,0.208,0.138,0.367,0.46,0.129,0.375,0.371,0.361,0.464,0.406,0.381,0.518,0.491
PB_15862_PB_24038_PB_31390,0.461,0.125,0.098,0.234,0.27,2,3502,0.911,0.838,0.674,0.689,10681,92016,0.406,0.451,0.189,0.105,0.219,0.145,0.38,0.514,0.081,0.392,0.387,0.376,0.482,0.42,0.413,0.577,0.511
PB_15862_PB_24038_PB_33653,0.671,0.173,0.156,0.377,0.402,6,3502,0.898,0.838,0.664,0.738,11141,92016,0.427,0.457,0.411,0.336,0.416,0.36,0.51,0.713,0.239,0.604,0.63,0.356,0.722,0.558,0.595,0.706,0.799
PB_15862_PB_24038_PB_33782,0.472,0.122,0.101,0.238,0.276,2,3502,0.91,0.838,0.674,0.686,10651,92016,0.406,0.451,0.19,0.107,0.22,0.146,0.381,0.519,0.081,0.394,0.389,0.376,0.484,0.424,0.404,0.59,0.513
PB_15862_PB_24038_PB_35776,0.492,0.109,0.106,0.253,0.287,3,3502,0.911,0.838,0.674,0.704,10795,92016,0.407,0.451,0.185,0.102,0.216,0.143,0.376,0.521,0.076,0.387,0.382,0.377,0.477,0.421,0.38,0.593,0.505
PB_15862_PB_24038_PB_40979,0.363,0.094,0.029,0.316,0.246,2,3502,0.911,0.838,0.51,0.527,10790,92016,0.197,0.209,0.35,0.26,0.355,0.315,0.376,0.396,0.255,0.387,0.462,0.138,0.473,0.408,0.295,0.468,0.485
PB_15862_PB_24763_PB_142482,0.226,0.057,0.103,0.243,0.176,1,3502,0.945,0.838,0.725,0.73,10583,92016,0.437,0.444,0.11,0.102,0.138,0.112,0.239,0.445,0.187,0.243,0.148,0.422,0.347,0.256,0.404,0.354,0.482
PB_15862_PB_24763_PB_25705,0.362,0.119,0.139,0.369,0.274,4,3502,0.939,0.838,0.641,0.647,10600,92016,0.374,0.416,0.343,0.264,0.353,0.336,0.402,0.595,0.095,0.416,0.372,0.349,0.613,0.433,0.519,0.457,0.587
PB_15862_PB_24763_PB_28108,0.364,0.112,0.087,0.335,0.257,5,3502,0.952,0.838,0.607,0.616,10647,92016,0.544,0.55,0.243,0.174,0.262,0.329,0.268,0.591,0.122,0.361,0.301,0.492,0.544,0.314,0.516,0.404,0.586
PB_15862_PB_24763_PB_29342,0.128,0.147,0.173,0.387,0.233,4,3502,0.956,0.838,0.708,0.723,10671,92016,0.433,0.428,0.275,0.224,0.249,0.298,0.289,0.565,0.17,0.247,0.084,0.451,0.532,0.359,0.391,0.346,0.48
PB_15862_PB_24763_PB_30196,0.362,0.113,0.043,0.337,0.255,3,3502,0.959,0.838,0.423,0.428,10588,92016,0.455,0.465,0.182,0.095,0.261,0.333,0.423,0.644,0.189,0.452,0.302,0.319,0.572,0.386,0.511,0.387,0.584
PB_15862_PB_24763_PB_31382,0.172,0.059,0.131,0.229,0.16,1,3502,0.947,0.838,0.725,0.777,10956,92016,0.387,0.388,0.092,0.139,0.111,0.104,0.23,0.408,0.178,0.204,0.125,0.366,0.303,0.247,0.354,0.347,0.431
PB_15862_PB_24763_PB_33653,0.383,0.127,0.175,0.375,0.289,5,3502,0.931,0.838,0.714,0.782,11095,92016,0.431,0.455,0.355,0.291,0.355,0.33,0.33,0.59,0.107,0.364,0.353,0.373,0.599,0.4,0.523,0.444,0.589
PB_15862_PB_24763_PB_33782,0.227,0.067,0.114,0.248,0.181,1,3502,0.946,0.838,0.725,0.732,10605,92016,0.458,0.459,0.099,0.1,0.12,0.11,0.239,0.449,0.212,0.24,0.148,0.429,0.337,0.257,0.389,0.357,0.481
PB_15862_PB_24763_PB_35776,0.232,0.077,0.12,0.259,0.188,2,3502,0.946,0.838,0.725,0.75,10749,92016,0.455,0.459,0.097,0.096,0.116,0.123,0.235,0.454,0.23,0.208,0.141,0.419,0.333,0.259,0.363,0.356,0.467
PB_15862_PB_24763_PB_40979,0.189,0.095,0.03,0.345,0.203,2,3502,0.946,0.838,0.56,0.572,10744,92016,0.221,0.236,0.24,0.158,0.261,0.279,0.236,0.383,0.18,0.19,0.25,0.163,0.274,0.234,0.178,0.288,0.245
PB_15862_PB_25705_PB_142482,0.459,0.131,0.099,0.239,0.271,2,3502,0.912,0.838,0.643,0.646,10572,92016,0.412,0.455,0.185,0.096,0.222,0.148,0.395,0.513,0.103,0.408,0.408,0.38,0.505,0.402,0.428,0.566,0.532
PB_15862_PB_25705_PB_28108,0.697,0.208,0.109,0.332,0.403,5,3502,0.92,0.838,0.526,0.533,10636,92016,0.446,0.492,0.339,0.26,0.339,0.372,0.476,0.728,0.273,0.619,0.618,0.392,0.674,0.428,0.618,0.653,0.774
PB_15862_PB_25705_PB_29342,0.36,0.082,0.219,0.387,0.289,4,3502,0.923,0.838,0.626,0.64,10660,92016,0.43,0.47,0.387,0.318,0.359,0.378,0.396,0.636,0.083,0.408,0.363,0.381,0.582,0.411,0.405,0.452,0.512
PB_15862_PB_25705_PB_30196,0.696,0.206,0.032,0.336,0.4,4,3502,0.926,0.838,0.341,0.344,10577,92016,0.4,0.462,0.26,0.158,0.307,0.369,0.652,0.742,0.375,0.71,0.646,0.327,0.746,0.552,0.625,0.666,0.784
PB_15862_PB_25705_PB_31382,0.407,0.135,0.124,0.224,0.25,2,3502,0.916,0.838,0.643,0.696,10945,92016,0.392,0.433,0.164,0.124,0.192,0.136,0.379,0.46,0.128,0.389,0.369,0.364,0.464,0.389,0.38,0.511,0.49
PB_15862_PB_25705_PB_31390,0.46,0.123,0.108,0.236,0.271,2,3502,0.913,0.838,0.643,0.653,10624,92016,0.412,0.455,0.173,0.083,0.202,0.143,0.393,0.513,0.084,0.405,0.386,0.38,0.483,0.4,0.413,0.576,0.51
PB_15862_PB_25705_PB_33653,0.67,0.172,0.151,0.381,0.402,6,3502,0.9,0.838,0.633,0.703,11084,92016,0.419,0.47,0.392,0.308,0.399,0.38,0.533,0.723,0.238,0.606,0.629,0.358,0.722,0.535,0.594,0.695,0.799
PB_15862_PB_25705_PB_33782,0.471,0.12,0.108,0.24,0.276,2,3502,0.913,0.838,0.643,0.649,10594,92016,0.412,0.456,0.174,0.085,0.203,0.143,0.394,0.519,0.085,0.407,0.388,0.38,0.484,0.405,0.403,0.589,0.512
PB_15862_PB_25705_PB_35776,0.491,0.107,0.116,0.255,0.288,3,3502,0.914,0.838,0.643,0.668,10738,92016,0.413,0.456,0.17,0.08,0.199,0.141,0.389,0.52,0.08,0.4,0.381,0.381,0.477,0.402,0.379,0.592,0.504
PB_15862_PB_25705_PB_40979,0.361,0.092,0.025,0.319,0.246,2,3502,0.914,0.838,0.479,0.49,10733,92016,0.19,0.203,0.331,0.238,0.344,0.315,0.389,0.409,0.254,0.401,0.462,0.135,0.473,0.389,0.294,0.447,0.484
PB_15862_PB_28108_PB_142433,0.474,0.102,0.147,0.22,0.276,2,3502,0.927,0.838,0.609,0.615,10618,92016,0.542,0.547,0.128,0.151,0.132,0.131,0.248,0.519,0.123,0.29,0.303,0.495,0.342,0.247,0.397,0.548,0.495
PB_15862_PB_28108_PB_142482,0.459,0.116,0.138,0.219,0.27,2,3502,0.926,0.838,0.609,0.615,10619,92016,0.522,0.53,0.139,0.15,0.145,0.133,0.248,0.511,0.122,0.305,0.325,0.483,0.364,0.245,0.423,0.531,0.508
PB_15862_PB_28108_PB_29342,0.362,0.074,0.178,0.351,0.27,4,3502,0.937,0.838,0.592,0.609,10707,92016,0.524,0.532,0.291,0.239,0.259,0.334,0.269,0.633,0.124,0.291,0.271,0.542,0.522,0.285,0.402,0.421,0.507
PB_15862_PB_28108_PB_30196,0.678,0.183,0.064,0.338,0.391,4,3502,0.94,0.838,0.307,0.314,10624,92016,0.535,0.55,0.199,0.104,0.268,0.358,0.509,0.744,0.279,0.613,0.591,0.409,0.65,0.434,0.593,0.633,0.765
PB_15862_PB_28108_PB_31382,0.408,0.121,0.163,0.195,0.248,2,3502,0.929,0.838,0.609,0.666,10992,92016,0.468,0.473,0.121,0.186,0.126,0.123,0.238,0.457,0.126,0.271,0.285,0.43,0.324,0.234,0.374,0.473,0.463
PB_15862_PB_28108_PB_31390,0.46,0.108,0.147,0.215,0.27,2,3502,0.927,0.838,0.609,0.622,10671,92016,0.536,0.541,0.128,0.149,0.132,0.129,0.247,0.511,0.123,0.289,0.302,0.485,0.341,0.243,0.408,0.539,0.502
PB_15862_PB_28108_PB_33653,0.687,0.198,0.132,0.323,0.398,6,3502,0.913,0.838,0.599,0.673,11131,92016,0.491,0.525,0.34,0.273,0.339,0.362,0.456,0.727,0.258,0.614,0.608,0.441,0.665,0.439,0.608,0.651,0.77
PB_15862_PB_28108_PB_33782,0.472,0.105,0.148,0.219,0.276,2,3502,0.927,0.838,0.609,0.618,10641,92016,0.542,0.548,0.128,0.148,0.132,0.131,0.248,0.517,0.123,0.29,0.303,0.493,0.342,0.247,0.398,0.55,0.497
PB_15862_PB_28108_PB_35776,0.492,0.093,0.154,0.231,0.286,3,3502,0.927,0.838,0.609,0.637,10785,92016,0.538,0.544,0.126,0.144,0.13,0.138,0.244,0.52,0.124,0.283,0.297,0.481,0.336,0.244,0.374,0.555,0.478
PB_15862_PB_28108_PB_40979,0.363,0.078,0.059,0.288,0.237,2,3502,0.927,0.838,0.445,0.46,10780,92016,0.309,0.322,0.24,0.169,0.263,0.309,0.245,0.395,0.2,0.276,0.449,0.293,0.326,0.238,0.266,0.312,0.421
