network,ks_cmi,ks_gpp,ks_led,bc_lcc,distance,sumGap90,mdr,intact,intact_eco,coverage,overlap,net_km2,eco_km2,AllBirds,ForestBirds,AllWaterfowl,CavityNesters,GroundNesters,OverwaterNesters,blbw,boch,brcr,btnw,cawa,cmwa,osfl,pigr,rubl,swth,wwcr
PB_6829_PB_11675_PB_81203,0.306,0.128,0.181,0.128,0.199,7,272,0.994,0.981,0.672,0.763,873,56605,0.3,0.254,0.228,0.185,0.246,0.101,0.423,0.325,0.185,0.373,0.483,0.392,0.422,0.27,0.432,0.128,0.445
PB_2003_PB_18431_PB_68750,0.268,0.128,0.154,0.053,0.169,4,272,1.005,0.981,0.764,0.849,890,56605,0.494,0.473,0.251,0.375,0.25,0.265,0.464,0.154,0.295,0.434,0.479,0.21,0.661,0.347,0.533,0.274,0.422
PB_4918_PB_50659_PB_51776,0.742,0.256,0.083,0.07,0.396,7,272,1.002,0.981,0.962,1.099,917,56605,0.311,0.282,0.126,0.449,0.154,0.443,0.434,0.422,0.582,0.617,0.605,0.575,0.361,0.483,0.576,0.552,0.669
PB_25654_PB_53376_PB_74251,0.301,0.29,0.17,0.166,0.24,4,272,0.986,0.981,0.69,0.761,869,56605,0.336,0.442,0.325,0.283,0.323,0.292,0.168,0.403,0.287,0.273,0.325,0.543,0.325,0.157,0.219,0.524,0.465
PB_7205_PB_27298_PB_80142,0.523,0.177,0.101,0.059,0.282,6,272,1.005,0.981,0.831,0.879,867,56605,0.359,0.355,0.298,0.412,0.168,0.144,0.574,0.145,0.152,0.611,0.601,0.212,0.506,0.387,0.599,0.232,0.452
PB_8298_PB_18219_PB_43177,0.556,0.28,0.204,0.164,0.338,8,272,0.996,0.981,0.847,0.9,851,56605,0.244,0.273,0.321,0.351,0.313,0.221,0.344,0.275,0.296,0.612,0.374,0.385,0.496,0.449,0.474,0.324,0.33
PB_2240_PB_2317_PB_8284,0.603,0.379,0.389,0.215,0.42,13,272,0.997,0.981,0.95,1.024,877,56605,0.232,0.161,0.23,0.418,0.136,0.15,0.413,0.164,0.213,0.494,0.511,0.321,0.593,0.28,0.597,0.214,0.497
PB_3567_PB_13085_PB_66247,0.314,0.105,0.171,0.105,0.194,5,272,0.999,0.981,0.904,1.06,934,56605,0.205,0.234,0.153,0.272,0.162,0.08,0.42,0.117,0.238,0.439,0.467,0.297,0.533,0.23,0.439,0.136,0.308
PB_25125_PB_66177_PB_69676,0.264,0.253,0.283,0.183,0.249,9,272,0.978,0.981,0.724,0.736,867,56605,0.517,0.456,0.243,0.163,0.265,0.241,0.23,0.367,0.457,0.228,0.404,0.457,0.276,0.345,0.387,0.525,0.305
PB_877_PB_8716_PB_22559,0.221,0.165,0.146,0.11,0.165,3,272,0.981,0.981,0.778,0.813,883,56605,0.167,0.203,0.114,0.114,0.15,0.13,0.276,0.258,0.151,0.237,0.206,0.241,0.228,0.162,0.221,0.129,0.224
PB_4868_PB_13954_PB_60092,0.387,0.124,0.209,0.09,0.233,4,272,1.005,0.981,0.597,0.646,892,56605,0.314,0.278,0.192,0.265,0.166,0.179,0.304,0.363,0.334,0.256,0.236,0.565,0.335,0.176,0.257,0.208,0.201
PB_2606_PB_21926_PB_81868,0.139,0.129,0.055,0.102,0.111,6,272,1.001,0.981,0.721,0.755,845,56605,0.271,0.329,0.179,0.255,0.195,0.151,0.372,0.188,0.561,0.257,0.444,0.487,0.329,0.135,0.36,0.181,0.435
PB_1238_PB_72202_PB_77968,0.236,0.199,0.126,0.126,0.178,5,272,1.007,0.981,0.651,0.692,883,56605,0.121,0.116,0.222,0.241,0.319,0.179,0.112,0.19,0.16,0.184,0.166,0.217,0.211,0.24,0.179,0.362,0.179
PB_49862_PB_65852_PB_76015,0.366,0.162,0.238,0.135,0.242,7,272,1.002,0.981,0.972,1.006,843,56605,0.375,0.411,0.236,0.161,0.203,0.16,0.327,0.459,0.343,0.342,0.322,0.178,0.412,0.363,0.299,0.473,0.233
PB_69655_PB_70052_PB_74238,0.26,0.23,0.358,0.192,0.267,10,272,1.008,0.981,0.886,0.913,843,56605,0.396,0.427,0.208,0.281,0.201,0.132,0.267,0.396,0.499,0.226,0.355,0.391,0.22,0.147,0.247,0.56,0.303
PB_43998_PB_48353_PB_69676,0.216,0.212,0.08,0.075,0.161,2,272,0.992,0.981,0.256,0.279,882,56605,0.169,0.141,0.627,0.279,0.709,0.467,0.495,0.221,0.579,0.236,0.366,0.562,0.462,0.196,0.349,0.222,0.314
PB_8677_PB_12518_PB_34407,0.313,0.236,0.121,0.245,0.239,3,272,1.002,0.981,0.853,0.894,853,56605,0.242,0.253,0.225,0.269,0.316,0.116,0.397,0.353,0.232,0.391,0.478,0.537,0.352,0.113,0.377,0.156,0.256
PB_877_PB_4360_PB_40589,0.42,0.123,0.13,0.197,0.249,3,272,1.002,0.981,0.673,0.713,888,56605,0.192,0.199,0.273,0.406,0.192,0.211,0.649,0.32,0.231,0.503,0.588,0.24,0.415,0.283,0.483,0.233,0.526
PB_4549_PB_12247_PB_28305,0.348,0.1,0.125,0.119,0.201,5,272,0.993,0.981,0.708,0.714,820,56605,0.187,0.113,0.231,0.103,0.215,0.193,0.288,0.291,0.204,0.415,0.402,0.494,0.478,0.168,0.444,0.219,0.374
PB_7205_PB_8079_PB_53108,0.319,0.145,0.122,0.101,0.192,3,272,0.99,0.981,0.794,0.819,840,56605,0.39,0.388,0.16,0.188,0.149,0.215,0.158,0.401,0.209,0.282,0.192,0.459,0.283,0.265,0.184,0.325,0.219
PB_21926_PB_62817_PB_73823,0.268,0.134,0.124,0.117,0.172,7,272,0.958,0.981,0.879,1.004,915,56605,0.265,0.223,0.211,0.114,0.264,0.297,0.306,0.221,0.23,0.282,0.42,0.274,0.368,0.095,0.346,0.206,0.267
PB_20125_PB_23648_PB_39830,0.446,0.312,0.359,0.233,0.346,8,272,0.996,0.981,0.734,0.741,838,56605,0.235,0.264,0.333,0.259,0.302,0.166,0.406,0.331,0.216,0.348,0.553,0.442,0.26,0.288,0.229,0.263,0.267
