ecozone,ecoprovince,ecoregion,species,eco_cells,spp_cells,pct_range,min,mean,median,p80,p90,p95,max,std_dev
5,5.3,78,caribou,5399,5396,100,0,0.829,0.8809,0.9304,0.9497,0.9556,0.9767,0.1889
5,5.3,78,AllBirds,5399,4947,92,3.2817,4.1127,4.0922,4.493,4.6367,4.724,5.0156,0.3824
5,5.3,78,ForestBirds,5399,4947,92,2.4268,3.1335,3.1276,3.3959,3.5729,3.6978,3.961,0.3076
5,5.3,78,AllWaterfowl,5399,5372,99,0.1639,0.3044,0.2966,0.3489,0.3839,0.4172,0.5755,0.0607
5,5.3,78,CavityNesters,5399,5372,99,0.0327,0.0726,0.0715,0.0851,0.0936,0.1002,0.1416,0.0155
5,5.3,78,GroundNesters,5399,5372,99,0.0982,0.1922,0.1847,0.2306,0.2596,0.2899,0.4136,0.0506
5,5.3,78,OverwaterNesters,5399,5372,99,0.0189,0.0395,0.0395,0.043,0.0448,0.0465,0.0598,0.0045
5,5.3,80,blbw,3537,3518,0,0.0043,0.0073,0.0071,0.0088,0.0094,0.01,0.0123,0.0016
5,5.3,80,boch,3537,3518,100,0.0584,0.2474,0.1845,0.3447,0.4758,0.5769,0.9072,0.15
5,5.3,80,brcr,3537,3518,0,0.0129,0.0196,0.0191,0.0223,0.0237,0.0257,0.0491,0.0042
5,5.3,80,btnw,3537,3518,41,0.0038,0.0242,0.0235,0.0398,0.0468,0.0531,0.0825,0.017
5,5.3,80,cawa,3537,3518,0,0.0025,0.0033,0.0032,0.0037,0.004,0.0042,0.0049,5e-4
5,5.3,80,cmwa,3537,3518,0,0.0108,0.0176,0.0177,0.0196,0.0208,0.0218,0.0286,0.0024
5,5.3,80,osfl,3537,3518,16,0.0047,0.006,0.0057,0.0065,0.0069,0.0076,0.009,7e-4
5,5.3,80,pigr,3537,3518,100,0.0101,0.028,0.0258,0.0313,0.0356,0.0418,0.1658,0.0112
5,5.3,80,rubl,3537,3518,100,0.004,0.008,0.0053,0.0114,0.0159,0.0204,0.0318,0.0052
5,5.3,80,swth,3537,3518,100,0.1424,0.2454,0.2447,0.2845,0.3005,0.3107,0.3454,0.04
5,5.3,80,wwcr,3537,3518,100,0.0665,0.1639,0.1722,0.1985,0.2092,0.2191,0.3323,0.0425
5,5.3,80,caribou,3537,3537,100,5e-4,0.8547,0.8629,0.9035,0.9135,0.9201,0.9538,0.0605
5,5.3,80,AllBirds,3537,3518,99,3.4402,4.7925,4.7254,5.3656,5.7747,6.0244,6.745,0.6598
5,5.3,80,ForestBirds,3537,3518,99,2.6957,3.9891,3.8675,4.624,5.0308,5.2804,5.996,0.6761
5,5.3,80,AllWaterfowl,3537,3537,100,0.1303,0.2481,0.2453,0.2752,0.298,0.3208,0.4093,0.0387
5,5.3,80,CavityNesters,3537,3537,100,0.0212,0.0519,0.0525,0.0625,0.068,0.072,0.0896,0.0124
5,5.3,80,GroundNesters,3537,3537,100,0.0865,0.1559,0.1518,0.175,0.1918,0.2125,0.2888,0.0285
5,5.3,80,OverwaterNesters,3537,3537,100,0.0177,0.0403,0.0404,0.0434,0.0452,0.0465,0.0542,0.004
6A,6.1,87,blbw,4885,4541,0,0.0014,0.0032,0.0027,0.0037,0.0046,0.006,0.0134,0.0012
6A,6.1,87,boch,4885,4541,93,0.0412,0.0676,0.0661,0.0776,0.0816,0.0847,0.0984,0.0099
6A,6.1,87,brcr,4885,4541,0,0.014,0.0166,0.0161,0.0179,0.0196,0.0204,0.0215,0.0018
6A,6.1,87,btnw,4885,4541,47,0.0031,0.0056,0.0055,0.0066,0.0073,0.0076,0.0087,0.0011
6A,6.1,87,cawa,4885,4541,0,0.0021,0.0049,0.0033,0.0052,0.0104,0.0156,0.0283,0.0043
6A,6.1,87,cmwa,4885,4541,100,0.0079,0.0344,0.0248,0.0432,0.0809,0.1098,0.2146,0.0308
6A,6.1,87,osfl,4885,4541,94,0.0034,0.0067,0.0068,0.0081,0.0084,0.0087,0.0108,0.0014
6A,6.1,87,pigr,4885,4541,100,0.004,0.0066,0.006,0.0076,0.0091,0.0105,0.0192,0.0018
6A,6.1,87,rubl,4885,4541,94,0.0056,0.0175,0.0171,0.022,0.0249,0.0272,0.0429,0.0052
6A,6.1,87,swth,4885,4541,93,0.1248,0.2377,0.2516,0.2783,0.2925,0.3028,0.3653,0.0475
6A,6.1,87,wwcr,4885,4541,100,0.079,0.1645,0.1548,0.1914,0.2135,0.2274,0.9568,0.0478
6A,6.1,87,caribou,4885,4866,100,0,0.764,0.8384,0.8676,0.893,0.9109,0.9568,0.2305
6A,6.1,87,AllBirds,4885,4541,93,3.6165,4.3546,4.3479,4.5638,4.6623,4.733,5.1761,0.238
6A,6.1,87,ForestBirds,4885,4541,93,2.6401,3.4187,3.4298,3.6554,3.759,3.8299,4.3055,0.2666
6A,6.1,87,AllWaterfowl,4885,4719,97,0.1394,0.5059,0.4631,0.598,0.7355,0.8301,2.9148,0.1717
6A,6.1,87,CavityNesters,4885,4719,97,0.0327,0.1471,0.1372,0.1856,0.2145,0.2467,0.5293,0.0565
6A,6.1,87,GroundNesters,4885,4719,97,0.0834,0.2437,0.2184,0.2941,0.365,0.4168,2.0644,0.096
6A,6.1,87,OverwaterNesters,4885,4719,97,0.0233,0.1151,0.0964,0.1445,0.1951,0.2281,0.5384,0.0513
6A,6.1,88,blbw,12209,11577,0,0.0017,0.0135,0.0047,0.0134,0.0256,0.0689,0.2031,0.0252
6A,6.1,88,boch,12209,11577,97,0.0425,0.0732,0.0736,0.0864,0.0899,0.0915,0.1135,0.0124
6A,6.1,88,brcr,12209,11577,22,0.0148,0.0261,0.025,0.0308,0.0355,0.0403,0.053,0.0068
6A,6.1,88,btnw,12209,11577,74,0.0041,0.0101,0.0095,0.0126,0.0144,0.0192,0.0272,0.004
6A,6.1,88,cawa,12209,11577,36,0.0021,0.0092,0.0057,0.0159,0.0223,0.0248,0.0445,0.0077
6A,6.1,88,cmwa,12209,11577,93,0.0058,0.1015,0.0426,0.1733,0.2937,0.3618,0.8385,0.1271
6A,6.1,88,osfl,12209,11577,97,0.0025,0.0055,0.0055,0.007,0.0079,0.0083,0.0105,0.0016
6A,6.1,88,pigr,12209,11577,100,0.0036,0.0062,0.0057,0.0066,0.0089,0.0123,0.0395,0.0026
6A,6.1,88,rubl,12209,11577,97,0.0042,0.0137,0.0126,0.0187,0.0257,0.0286,0.0413,0.0072
6A,6.1,88,swth,12209,11577,97,0.1148,0.2036,0.2011,0.2512,0.2683,0.2823,0.3389,0.0475
6A,6.1,88,wwcr,12209,11577,100,0.0449,0.1627,0.1641,0.1923,0.2143,0.2343,1.6054,0.0613
6A,6.1,88,caribou,12209,12194,100,0,0.7118,0.7532,0.8262,0.8529,0.8714,0.9451,0.166
6A,6.1,88,AllBirds,12209,11577,95,3.8043,5.1139,4.9004,5.6732,6.2201,6.5594,10.0306,0.7131
6A,6.1,88,ForestBirds,12209,11577,95,2.7308,4.1909,3.9679,4.8246,5.3814,5.7089,9.1239,0.7658
6A,6.1,88,AllWaterfowl,12209,12088,99,0.1312,0.5721,0.5347,0.6948,0.8168,0.9122,1.2584,0.1654
6A,6.1,88,CavityNesters,12209,12088,99,0.0291,0.2253,0.2003,0.3123,0.389,0.4532,0.7265,0.1124
6A,6.1,88,GroundNesters,12209,12088,99,0.0664,0.247,0.2316,0.2915,0.3341,0.3813,0.7558,0.0688
6A,6.1,88,OverwaterNesters,12209,12088,99,0.0257,0.0997,0.0979,0.1137,0.1253,0.1365,0.2274,0.0215
6A,6.1,89,blbw,8863,8760,27,0.0016,0.01,0.0041,0.0163,0.0273,0.0343,0.0927,0.0112
6A,6.1,89,boch,8863,8760,98,0.0473,0.075,0.0761,0.0836,0.0866,0.0884,0.0944,0.0092
6A,6.1,89,brcr,8863,8760,31,0.0139,0.0247,0.023,0.0289,0.032,0.0354,0.0513,0.0054
6A,6.1,89,btnw,8863,8760,79,0.0038,0.0094,0.0092,0.0118,0.0132,0.0142,0.0187,0.0027
6A,6.1,89,cawa,8863,8760,61,0.0021,0.0087,0.0056,0.0163,0.0183,0.0196,0.0328,0.0066
6A,6.1,89,cmwa,8863,8760,76,0.0077,0.08,0.0427,0.1448,0.174,0.2054,0.6216,0.0829
6A,6.1,89,osfl,8863,8760,98,0.0026,0.0056,0.0056,0.0073,0.0079,0.0083,0.0115,0.0017
6A,6.1,89,pigr,8863,8760,98,0.0033,0.0062,0.0055,0.0066,0.0096,0.0119,0.0513,0.0031
6A,6.1,89,rubl,8863,8760,98,0.0048,0.0166,0.017,0.0241,0.0278,0.0297,0.0506,0.0081
6A,6.1,89,swth,8863,8760,97,0.1165,0.1872,0.1947,0.2214,0.2374,0.248,0.2789,0.039
6A,6.1,89,wwcr,8863,8760,100,0.0621,0.1918,0.1969,0.2363,0.2615,0.2927,0.7856,0.0638
6A,6.1,89,caribou,8863,8863,100,0,0.6884,0.7265,0.7983,0.8263,0.8492,0.9346,0.156
6A,6.1,89,AllBirds,8863,8760,99,4.3258,5.2829,5.1589,5.6796,5.853,5.9959,7.5072,0.4527
6A,6.1,89,ForestBirds,8863,8760,99,3.2636,4.3373,4.2273,4.7878,4.964,5.1179,6.6302,0.497
6A,6.1,89,AllWaterfowl,8863,8857,100,0.1182,0.4751,0.4654,0.5901,0.6855,0.785,1.373,0.1788
6A,6.1,89,CavityNesters,8863,8857,100,0.0214,0.1659,0.1435,0.2369,0.3013,0.3658,0.6334,0.0993
6A,6.1,89,GroundNesters,8863,8857,100,0.0613,0.2129,0.1946,0.2612,0.3254,0.3908,0.7692,0.0912
6A,6.1,89,OverwaterNesters,8863,8857,100,0.0243,0.0963,0.0994,0.1186,0.13,0.1422,0.1953,0.0283
6A,6.2,90,blbw,9188,9106,99,0.0054,0.1064,0.1037,0.1777,0.2104,0.2348,0.3443,0.0739
6A,6.2,90,boch,9188,9106,99,0.0211,0.0676,0.0711,0.0872,0.0912,0.0938,0.1066,0.0203
6A,6.2,90,brcr,9188,9106,99,0.021,0.0512,0.0509,0.0608,0.071,0.0749,0.0846,0.0131
6A,6.2,90,btnw,9188,9106,99,0.0104,0.0273,0.0245,0.0404,0.0443,0.0475,0.1251,0.0126
6A,6.2,90,cawa,9188,9106,99,0.007,0.023,0.0236,0.0284,0.0315,0.034,0.0552,0.0067
6A,6.2,90,cmwa,9188,9106,100,0.0184,0.1318,0.1219,0.1732,0.2135,0.269,0.443,0.0653
6A,6.2,90,osfl,9188,9106,99,0.002,0.0032,0.003,0.0035,0.0044,0.0049,0.0072,7e-4
6A,6.2,90,pigr,9188,9106,99,0.0033,0.0041,0.0039,0.0045,0.0047,0.0047,0.0074,4e-4
6A,6.2,90,rubl,9188,9106,99,0.0028,0.0044,0.0041,0.0051,0.0054,0.0067,0.0087,0.001
6A,6.2,90,swth,9188,9106,99,0.0264,0.1932,0.1957,0.2445,0.2616,0.2693,0.283,0.0549
6A,6.2,90,wwcr,9188,9106,100,0.0169,0.0922,0.0825,0.136,0.1808,0.1919,0.2565,0.0529
6A,6.2,90,caribou,9188,9188,100,0,0.6489,0.6771,0.7678,0.805,0.8328,0.9106,0.1451
6A,6.2,90,AllBirds,9188,9106,99,4.0806,6.0211,6.0883,6.6558,6.8606,7.0449,7.8502,0.7253
6A,6.2,90,ForestBirds,9188,9106,99,2.6255,5.0531,5.1476,5.799,6.0019,6.1828,6.7931,0.8165
6A,6.2,90,AllWaterfowl,9188,9188,100,0.1008,0.3622,0.3599,0.4402,0.4796,0.5193,0.9696,0.0969
6A,6.2,90,CavityNesters,9188,9188,100,0.0214,0.1595,0.1546,0.2214,0.2548,0.2884,0.4646,0.0735
6A,6.2,90,GroundNesters,9188,9188,100,0.0542,0.1327,0.1249,0.1537,0.1726,0.1901,0.5855,0.0401
6A,6.2,90,OverwaterNesters,9188,9188,100,0.0228,0.0701,0.0711,0.0811,0.0854,0.089,0.2302,0.0156
6A,6.2,94,blbw,5105,4775,94,0.0102,0.0546,0.0315,0.0761,0.1269,0.1743,0.2735,0.0494
6A,6.2,94,boch,5105,4775,94,0.0296,0.0677,0.0711,0.0787,0.0804,0.0812,0.0987,0.0119
6A,6.2,94,brcr,5105,4775,94,0.0148,0.0514,0.056,0.0643,0.0679,0.07,0.0772,0.015
6A,6.2,94,btnw,5105,4775,100,0.0126,0.0342,0.0318,0.039,0.0457,0.0595,0.2173,0.0172
6A,6.2,94,cawa,5105,4775,94,0.0073,0.0192,0.0184,0.0248,0.0268,0.0287,0.0377,0.0059
6A,6.2,94,cmwa,5105,4775,95,0.0123,0.053,0.05,0.0747,0.0901,0.1166,0.1579,0.0294
6A,6.2,94,osfl,5105,4775,94,0.0026,0.0039,0.0037,0.0049,0.0051,0.0053,0.0061,9e-4
6A,6.2,94,pigr,5105,4775,100,0.0037,0.0046,0.0046,0.0049,0.0056,0.0059,0.0066,6e-4
6A,6.2,94,rubl,5105,4775,94,0.0031,0.0036,0.0033,0.0038,0.0042,0.0046,0.0062,5e-4
6A,6.2,94,swth,5105,4775,94,0.1452,0.2311,0.2388,0.2471,0.2564,0.2663,0.3019,0.0253
6A,6.2,94,wwcr,5105,4775,100,0.0229,0.1051,0.103,0.1388,0.1557,0.1696,0.6786,0.0384
6A,6.2,94,caribou,5105,5105,100,0,0.4537,0.4525,0.6372,0.6975,0.74,0.8843,0.1867
6A,6.2,94,AllBirds,5105,4775,94,4.3814,5.9908,6.0661,6.5116,6.6975,6.7908,7.1305,0.5684
6A,6.2,94,ForestBirds,5105,4775,94,3.487,5.1763,5.2661,5.7036,5.8864,5.9848,6.2414,0.5805
6A,6.2,94,AllWaterfowl,5105,5049,99,0.1401,0.3885,0.3897,0.4576,0.4917,0.5257,0.6863,0.0826
6A,6.2,94,CavityNesters,5105,5049,99,0.043,0.2289,0.2265,0.2911,0.3274,0.3582,0.5523,0.0752
6A,6.2,94,GroundNesters,5105,5049,99,0.0544,0.1005,0.1016,0.1093,0.1135,0.1168,0.1469,0.0115
6A,6.2,94,OverwaterNesters,5105,5049,99,0.0211,0.0591,0.0604,0.0708,0.0741,0.0765,0.0921,0.0127
6A,6.1,95,blbw,6935,6935,36,0.0021,0.0085,0.0063,0.0146,0.0178,0.0208,0.0399,0.0059
6A,6.1,95,boch,6935,6935,100,0.0577,0.0827,0.0822,0.0883,0.0917,0.0946,0.1026,0.0068
6A,6.1,95,brcr,6935,6935,41,0.0214,0.0338,0.0281,0.0406,0.0566,0.0587,0.066,0.011
6A,6.1,95,btnw,6935,6935,98,0.0059,0.0126,0.0134,0.0151,0.0168,0.02,0.0308,0.0044
6A,6.1,95,cawa,6935,6935,90,0.0022,0.0067,0.0062,0.0101,0.0118,0.013,0.0221,0.0036
6A,6.1,95,cmwa,6935,6935,24,0.0113,0.0427,0.0354,0.068,0.0838,0.1009,0.1409,0.0278
6A,6.1,95,osfl,6935,6935,100,0.0036,0.0066,0.0068,0.0077,0.0081,0.0083,0.0119,0.0012
6A,6.1,95,pigr,6935,6935,100,0.0044,0.0059,0.0059,0.0064,0.0068,0.0075,0.0162,0.001
6A,6.1,95,rubl,6935,6935,100,0.0033,0.0148,0.012,0.0239,0.0272,0.0302,0.0547,0.009
6A,6.1,95,swth,6935,6935,100,0.1287,0.2399,0.2501,0.2761,0.2841,0.2879,0.3039,0.0438
6A,6.1,95,wwcr,6935,6935,100,0.099,0.2212,0.2232,0.2667,0.2964,0.3223,0.6648,0.0623
6A,6.1,95,caribou,6935,6935,100,2e-4,0.7211,0.7441,0.8116,0.8358,0.8521,0.9179,0.1135
6A,6.1,95,AllBirds,6935,6935,100,4.6229,5.6891,5.671,5.9304,6.0618,6.1508,6.7782,0.2815
6A,6.1,95,ForestBirds,6935,6935,100,3.6986,4.7426,4.7194,4.9983,5.1518,5.2674,6.0234,0.3144
6A,6.1,95,AllWaterfowl,6935,6935,100,0.114,0.3537,0.3573,0.4271,0.4668,0.4987,0.6803,0.0904
6A,6.1,95,CavityNesters,6935,6935,100,0.0283,0.1459,0.1357,0.2017,0.2386,0.2675,0.4861,0.0656
6A,6.1,95,GroundNesters,6935,6935,100,0.0515,0.1264,0.1163,0.1582,0.185,0.2036,0.2484,0.0371
6A,6.1,95,OverwaterNesters,6935,6935,100,0.0205,0.0814,0.0805,0.0968,0.109,0.1159,0.1359,0.0198
6A,6.2,100,blbw,5760,5594,11,0.0025,0.0124,0.0062,0.0174,0.0348,0.0407,0.1072,0.0135
6A,6.2,100,boch,5760,5594,100,0.0616,0.1651,0.1706,0.2052,0.2208,0.2395,0.3175,0.0457
6A,6.2,100,brcr,5760,5594,98,0.0202,0.0414,0.0426,0.0497,0.0524,0.0541,0.0623,0.0088
6A,6.2,100,btnw,5760,5594,31,0.0057,0.0157,0.0114,0.0262,0.0284,0.0299,0.0436,0.0085
6A,6.2,100,cawa,5760,5594,70,0.0024,0.007,0.0044,0.0118,0.0156,0.0168,0.0301,0.0049
6A,6.2,100,cmwa,5760,5594,14,0.0117,0.0223,0.0208,0.029,0.0335,0.0362,0.0788,0.0082
6A,6.2,100,osfl,5760,5594,100,0.0029,0.0059,0.0057,0.0072,0.0088,0.0097,0.0173,0.002
6A,6.2,100,pigr,5760,5594,100,0.0039,0.0091,0.0079,0.0119,0.0162,0.018,0.0366,0.0044
6A,6.2,100,rubl,5760,5594,100,0.0032,0.0094,0.0062,0.0155,0.0208,0.0246,0.1332,0.009
6A,6.2,100,swth,5760,5594,100,0.1171,0.1984,0.1996,0.2149,0.2197,0.2237,0.2984,0.0191
6A,6.2,100,wwcr,5760,5594,100,0.0599,0.2265,0.2339,0.277,0.3075,0.3562,0.7384,0.0802
6A,6.2,100,caribou,5760,5760,100,3e-4,0.7172,0.76,0.8455,0.8887,0.9127,0.9645,0.1683
6A,6.2,100,AllBirds,5760,5594,97,3.5343,5.5671,5.68,6.0075,6.1192,6.2041,6.6786,0.5699
6A,6.2,100,ForestBirds,5760,5594,97,2.785,4.5671,4.5642,5.1307,5.2504,5.3335,5.8721,0.5703
6A,6.2,100,AllWaterfowl,5760,5735,100,0.1144,0.3221,0.3242,0.3794,0.4061,0.4291,0.6386,0.0689
6A,6.2,100,CavityNesters,5760,5735,100,0.0374,0.1573,0.156,0.2006,0.2242,0.2458,0.4301,0.0547
6A,6.2,100,GroundNesters,5760,5735,100,0.0589,0.1285,0.1291,0.1452,0.1526,0.1595,0.2227,0.0201
6A,6.2,100,OverwaterNesters,5760,5735,100,0.0145,0.0363,0.0368,0.0403,0.0422,0.044,0.0531,0.0053
6A,6.3,103,blbw,6163,6153,0,0.0044,0.0077,0.0079,0.0089,0.0094,0.0098,0.0116,0.0013
6A,6.3,103,boch,6163,6153,100,0.0693,0.2723,0.2377,0.4034,0.4521,0.4994,0.8608,0.1295
6A,6.3,103,brcr,6163,6153,42,0.0114,0.0163,0.0161,0.0176,0.0186,0.02,0.0325,0.0021
6A,6.3,103,btnw,6163,6153,100,0.0045,0.0443,0.043,0.0629,0.0716,0.0801,0.1189,0.0208
6A,6.3,103,cawa,6163,6153,0,0.0025,0.0035,0.0036,0.0038,0.0039,0.0039,0.0096,4e-4
6A,6.3,103,cmwa,6163,6153,14,0.0082,0.0154,0.0157,0.0184,0.0194,0.0201,0.03,0.0032
6A,6.3,103,osfl,6163,6153,80,0.0043,0.0057,0.0055,0.0059,0.0065,0.0068,0.0104,5e-4
6A,6.3,103,pigr,6163,6153,100,0.0081,0.0281,0.0267,0.0322,0.0374,0.043,0.1245,0.0082
6A,6.3,103,rubl,6163,6153,100,0.0033,0.005,0.0043,0.0051,0.0074,0.0087,0.0179,0.0016
6A,6.3,103,swth,6163,6153,100,0.142,0.2568,0.257,0.2897,0.301,0.3121,0.3852,0.0383
6A,6.3,103,wwcr,6163,6153,100,0.0559,0.1351,0.1223,0.1783,0.2034,0.2186,0.4589,0.0465
6A,6.3,103,caribou,6163,6124,99,0,0.7533,0.7674,0.8399,0.8706,0.8931,0.945,0.1107
6A,6.3,103,AllBirds,6163,6153,100,3.4414,4.9382,4.9275,5.5083,5.7395,5.9438,8.0528,0.6355
6A,6.3,103,ForestBirds,6163,6153,100,2.5423,4.1526,4.1352,4.715,4.9503,5.1425,7.0537,0.6187
6A,6.3,103,AllWaterfowl,6163,6153,100,0.1138,0.2288,0.2241,0.2521,0.2741,0.3008,0.4247,0.0361
6A,6.3,103,CavityNesters,6163,6153,100,0.0176,0.0774,0.0713,0.0957,0.1123,0.1333,0.2081,0.0278
6A,6.3,103,GroundNesters,6163,6153,100,0.075,0.114,0.1118,0.1276,0.1391,0.1492,0.2142,0.019
6A,6.3,103,OverwaterNesters,6163,6153,100,0.0199,0.0374,0.0371,0.0408,0.0428,0.0448,0.0528,0.0043
6A,6.3,104,blbw,1228,1216,0,0.0054,0.0082,0.0082,0.009,0.0093,0.0096,0.0108,9e-4
6A,6.3,104,boch,1228,1216,99,0.0833,0.1423,0.1406,0.178,0.1928,0.2009,0.2396,0.035
6A,6.3,104,brcr,1228,1216,0,0.0128,0.0148,0.0147,0.0154,0.0158,0.016,0.017,7e-4
6A,6.3,104,btnw,1228,1216,11,0.0126,0.0277,0.0269,0.0374,0.0395,0.0409,0.0445,0.0084
6A,6.3,104,cawa,1228,1216,0,0.0032,0.0037,0.0037,0.0039,0.0039,0.004,0.0041,1e-4
6A,6.3,104,cmwa,1228,1216,0,0.0081,0.0129,0.0117,0.0163,0.0173,0.0181,0.0223,0.003
6A,6.3,104,osfl,1228,1216,0,0.0048,0.0064,0.0066,0.007,0.0072,0.0076,0.0088,8e-4
6A,6.3,104,pigr,1228,1216,99,0.0163,0.0535,0.0404,0.0627,0.0896,0.13,0.4358,0.0445
6A,6.3,104,rubl,1228,1216,99,0.0038,0.0043,0.0043,0.0045,0.0046,0.0046,0.0052,2e-4
6A,6.3,104,swth,1228,1216,99,0.1432,0.1742,0.1731,0.1912,0.1999,0.2058,0.2199,0.018
6A,6.3,104,wwcr,1228,1216,99,0.0573,0.0784,0.0778,0.0854,0.0908,0.0949,0.1222,0.0091
6A,6.3,104,caribou,1228,1223,100,0,0.7183,0.7278,0.7958,0.8357,0.8609,0.9202,0.1057
6A,6.3,104,AllBirds,1228,1216,99,3.7837,4.6191,4.5588,4.9439,5.2306,5.4779,7.2441,0.4689
6A,6.3,104,ForestBirds,1228,1216,99,2.988,3.717,3.646,4.0051,4.2646,4.4866,6.2046,0.4215
6A,6.3,104,AllWaterfowl,1228,1225,100,0.0982,0.1826,0.1795,0.202,0.2219,0.2432,0.2852,0.0296
6A,6.3,104,CavityNesters,1228,1225,100,0.0169,0.0441,0.0411,0.0544,0.0635,0.0726,0.1012,0.0147
6A,6.3,104,GroundNesters,1228,1225,100,0.063,0.1027,0.0987,0.1121,0.1241,0.1353,0.2011,0.0159
6A,6.3,104,OverwaterNesters,1228,1225,100,0.0162,0.0357,0.0362,0.0403,0.0425,0.0443,0.0522,0.0056
6A,6.3,105,blbw,1331,1110,0,0.0051,0.0089,0.0089,0.0104,0.0112,0.0119,0.0152,0.0018
6A,6.3,105,boch,1331,1110,83,0.079,0.2805,0.2316,0.3649,0.4755,0.5928,1.0281,0.1449
6A,6.3,105,brcr,1331,1110,0,0.0136,0.026,0.0235,0.0354,0.0407,0.0435,0.0619,0.0094
6A,6.3,105,btnw,1331,1110,0,0.0048,0.0211,0.0219,0.0274,0.0307,0.0336,0.0513,0.0081
6A,6.3,105,cawa,1331,1110,0,0.0027,0.0038,0.0039,0.0044,0.0045,0.0047,0.0052,6e-4
6A,6.3,105,cmwa,1331,1110,0,0.0122,0.0214,0.0216,0.0238,0.025,0.0262,0.0385,0.0031
6A,6.3,105,osfl,1331,1110,0,0.0047,0.0058,0.0058,0.0061,0.0064,0.0066,0.0079,4e-4
6A,6.3,105,pigr,1331,1110,83,0.0082,0.0238,0.0239,0.0275,0.0296,0.0326,0.0549,0.0059
6A,6.3,105,rubl,1331,1110,83,0.0037,0.0056,0.0046,0.0063,0.0087,0.0103,0.0269,0.0023
6A,6.3,105,swth,1331,1110,83,0.1835,0.2572,0.259,0.289,0.3028,0.311,0.3438,0.0343
6A,6.3,105,wwcr,1331,1110,83,0.0679,0.1384,0.1366,0.1794,0.1951,0.2084,0.2852,0.0436
6A,6.3,105,caribou,1331,1315,99,0,0.681,0.8001,0.8672,0.8865,0.8979,0.9494,0.2907
6A,6.3,105,AllBirds,1331,1110,83,3.669,5.041,5.1281,5.7307,6.0149,6.1958,6.6365,0.7383
6A,6.3,105,ForestBirds,1331,1110,83,2.7585,4.2493,4.3538,4.9982,5.2811,5.4423,5.8845,0.7785
6A,6.3,105,AllWaterfowl,1331,1254,94,0.1207,0.2132,0.2113,0.2381,0.251,0.2632,0.3106,0.0283
6A,6.3,105,CavityNesters,1331,1254,94,0.025,0.054,0.053,0.0634,0.0692,0.0741,0.0993,0.0115
6A,6.3,105,GroundNesters,1331,1254,94,0.0762,0.1241,0.1216,0.1391,0.1479,0.1569,0.2052,0.0181
6A,6.3,105,OverwaterNesters,1331,1254,94,0.0183,0.0351,0.0354,0.0385,0.04,0.041,0.0448,0.004
6B,6.4,108,blbw,997,997,20,0.0024,0.0069,0.0071,0.0082,0.0094,0.0108,0.0722,0.0056
6B,6.4,108,boch,997,997,100,0.0523,0.1713,0.1062,0.2813,0.3217,0.3477,0.488,0.1016
6B,6.4,108,brcr,997,997,64,0.0114,0.0141,0.014,0.0147,0.015,0.0152,0.0161,7e-4
6B,6.4,108,btnw,997,997,100,0.0102,0.0499,0.0534,0.0783,0.0871,0.0954,0.1718,0.0317
6B,6.4,108,cawa,997,997,0,0.0034,0.0042,0.0041,0.0044,0.0048,0.0052,0.0078,6e-4
6B,6.4,108,cmwa,997,997,0,0.0074,0.0085,0.0085,0.0088,0.009,0.0094,0.0107,4e-4
6B,6.4,108,osfl,997,997,100,0.0041,0.0077,0.0077,0.0084,0.0086,0.0087,0.0094,8e-4
6B,6.4,108,pigr,997,997,100,0.0047,0.0238,0.0183,0.0352,0.0415,0.0498,0.0712,0.0133
6B,6.4,108,rubl,997,997,100,0.0033,0.0039,0.0038,0.0042,0.0044,0.0044,0.005,3e-4
6B,6.4,108,swth,997,997,100,0.1379,0.203,0.2088,0.2288,0.251,0.2712,0.2954,0.0361
6B,6.4,108,wwcr,997,997,100,0.048,0.0709,0.0701,0.0772,0.081,0.0842,0.0989,0.0076
6B,6.4,108,caribou,997,417,42,0.0794,0.6775,0.7063,0.7634,0.8037,0.8269,0.907,0.1301
6B,6.4,108,AllBirds,997,997,100,4.2901,9.9073,8.3238,14.1767,17.3266,19.0806,25.9657,4.4278
6B,6.4,108,ForestBirds,997,997,100,3.141,8.7899,7.2919,12.9923,16.1382,17.845,24.7098,4.3733
6B,6.4,108,AllWaterfowl,997,996,100,0.1346,0.1889,0.1795,0.2238,0.2384,0.245,0.268,0.0315
6B,6.4,108,CavityNesters,997,996,100,0.0283,0.054,0.0479,0.0731,0.0823,0.0888,0.1087,0.0183
6B,6.4,108,GroundNesters,997,996,100,0.0664,0.0934,0.0913,0.1037,0.1112,0.1173,0.1501,0.0129
6B,6.4,108,OverwaterNesters,997,996,100,0.0306,0.0415,0.0407,0.0473,0.0496,0.0512,0.0569,0.0055
9,9.2,136,blbw,3192,3132,0,0.0019,0.0058,0.0042,0.0082,0.0111,0.0151,0.0241,0.0039
9,9.2,136,boch,3192,3132,98,0.0415,0.0706,0.0751,0.084,0.0864,0.0884,0.0972,0.0143
9,9.2,136,brcr,3192,3132,0,0.0134,0.0169,0.0163,0.0178,0.0196,0.0213,0.0269,0.002
9,9.2,136,btnw,3192,3132,17,0.0029,0.0049,0.0045,0.0058,0.007,0.0077,0.0118,0.0015
9,9.2,136,cawa,3192,3132,35,0.0021,0.0097,0.009,0.0159,0.018,0.0211,0.0364,0.0065
