ecozone,ecoprovince,ecoregion,species,eco_cells,spp_cells,pct_range,min,mean,median,p80,p90,p95,max,std_dev
9,9.2,136,cmwa,3192,3132,99,0.0111,0.0874,0.0777,0.1369,0.194,0.2437,0.3616,0.0732
9,9.2,136,osfl,3192,3132,98,0.003,0.0053,0.0047,0.0072,0.0078,0.0081,0.0098,0.0017
9,9.2,136,pigr,3192,3132,99,0.0038,0.0051,0.0048,0.0059,0.0062,0.0064,0.0101,9e-4
9,9.2,136,rubl,3192,3132,98,0.0047,0.0138,0.0156,0.0191,0.0228,0.0239,0.0365,0.0063
9,9.2,136,swth,3192,3132,98,0.1445,0.2655,0.2703,0.29,0.2953,0.3004,0.3318,0.0289
9,9.2,136,wwcr,3192,3132,100,0.0624,0.1208,0.133,0.144,0.1491,0.1544,0.2863,0.0274
9,9.2,136,caribou,3192,3189,100,0,0.6707,0.7301,0.8348,0.8712,0.8949,0.9542,0.2055
9,9.2,136,AllBirds,3192,3132,98,3.7488,4.1783,4.0911,4.443,4.6138,4.7082,5.2541,0.2753
9,9.2,136,ForestBirds,3192,3132,98,2.6414,3.2037,3.1391,3.5466,3.7177,3.8125,4.3801,0.351
9,9.2,136,AllWaterfowl,3192,3178,100,0.1708,0.9688,0.7613,1.2315,1.6757,2.7215,5.828,0.8074
9,9.2,136,CavityNesters,3192,3178,100,0.0266,0.2227,0.1624,0.3179,0.4616,0.629,1.266,0.1887
9,9.2,136,GroundNesters,3192,3178,100,0.1027,0.5404,0.4176,0.6813,0.9178,1.4934,3.5274,0.4618
9,9.2,136,OverwaterNesters,3192,3178,100,0.0311,0.2057,0.1499,0.2775,0.3929,0.5839,1.6025,0.1914
11,11.1,165,blbw,1662,1538,0,0.0022,0.0032,0.0028,0.0039,0.0043,0.0049,0.0063,8e-4
11,11.1,165,boch,1662,1538,67,0.0175,0.0464,0.0465,0.0495,0.0522,0.0562,0.0673,0.0053
11,11.1,165,brcr,1662,1538,0,0.0104,0.014,0.0137,0.014,0.0164,0.0178,0.0188,0.0015
11,11.1,165,btnw,1662,1538,0,0.0018,0.0037,0.0037,0.0039,0.0043,0.0047,0.0053,4e-4
11,11.1,165,cawa,1662,1538,0,0.0022,0.0026,0.0026,0.0027,0.0028,0.0028,0.003,1e-4
11,11.1,165,cmwa,1662,1538,0,0.0068,0.0117,0.0114,0.0135,0.0143,0.0146,0.0177,0.0019
11,11.1,165,osfl,1662,1538,5,0.0043,0.006,0.006,0.0063,0.0065,0.007,0.0093,5e-4
11,11.1,165,pigr,1662,1538,67,0.0061,0.0133,0.0133,0.0161,0.0176,0.0192,0.0239,0.0034
11,11.1,165,rubl,1662,1538,43,0.0039,0.0179,0.0166,0.0226,0.0253,0.0267,0.0305,0.0047
11,11.1,165,swth,1662,1538,2,0.0303,0.1106,0.1108,0.1353,0.1535,0.1649,0.1938,0.0318
11,11.1,165,wwcr,1662,1538,55,0.0367,0.0888,0.0893,0.1019,0.107,0.1097,0.1281,0.0148
11,11.1,165,caribou,1662,187,11,0.5948,0.8777,0.8944,0.9129,0.9165,0.9191,0.9246,0.0535
11,11.1,165,AllBirds,1662,1538,93,1.7163,3.3319,3.5119,3.7211,3.7976,3.8874,4.1399,0.5209
11,11.1,165,ForestBirds,1662,1538,93,0.7243,2.0914,2.2287,2.4141,2.5039,2.5684,2.6874,0.4279
11,11.1,165,AllWaterfowl,1662,1362,82,0.2401,0.4619,0.4392,0.5567,0.6449,0.7334,1.4387,0.1473
11,11.1,165,CavityNesters,1662,1362,82,0.0111,0.0194,0.0175,0.0235,0.0272,0.0315,0.0987,0.0075
11,11.1,165,GroundNesters,1662,1362,82,0.1739,0.332,0.3142,0.3873,0.469,0.561,0.8629,0.1097
11,11.1,165,OverwaterNesters,1662,1362,82,0.0463,0.1104,0.0972,0.1413,0.1771,0.2136,0.5963,0.0604
11,11.2,166,blbw,924,924,0,0.002,0.0025,0.0025,0.0026,0.0026,0.0026,0.0034,1e-4
11,11.2,166,boch,924,924,86,0.0405,0.047,0.0469,0.0478,0.0484,0.049,0.0585,0.0013
11,11.2,166,brcr,924,924,0,0.0116,0.013,0.013,0.0133,0.0137,0.0139,0.0163,6e-4
11,11.2,166,btnw,924,924,0,0.0026,0.0035,0.0037,0.0038,0.0038,0.0038,0.0045,4e-4
11,11.2,166,cawa,924,924,0,0.0019,0.0024,0.0024,0.0025,0.0027,0.0028,0.003,2e-4
11,11.2,166,cmwa,924,924,0,0.0046,0.0098,0.0103,0.0131,0.0141,0.0146,0.0186,0.0036
11,11.2,166,osfl,924,924,0,0.0027,0.0049,0.0049,0.006,0.0062,0.0063,0.0071,0.001
11,11.2,166,pigr,924,924,86,0.0098,0.0215,0.0143,0.0174,0.0402,0.054,0.2103,0.023
11,11.2,166,rubl,924,924,50,0.0051,0.0127,0.0126,0.017,0.0183,0.0202,0.0289,0.0048
11,11.2,166,swth,924,924,56,0.0868,0.1482,0.1532,0.1724,0.1791,0.1846,0.2037,0.026
11,11.2,166,wwcr,924,924,5,0.0623,0.0846,0.0869,0.0924,0.0952,0.099,0.1287,0.0105
11,11.2,166,caribou,924,0,0,Inf,NaN,NA,NA,NA,NA,-Inf,NA
11,11.2,166,AllBirds,924,924,100,2.7704,3.4643,3.5069,3.6553,3.7186,3.7805,4.1983,0.2288
11,11.2,166,ForestBirds,924,924,100,1.5461,2.1612,2.1835,2.3585,2.4125,2.4423,2.5728,0.2023
11,11.2,166,AllWaterfowl,924,649,70,0.2756,0.8822,0.629,1.2194,1.7904,2.3262,4.8104,0.6975
11,11.2,166,CavityNesters,924,649,70,0.011,0.0272,0.0217,0.0391,0.0476,0.0568,0.0985,0.0149
11,11.2,166,GroundNesters,924,649,70,0.1965,0.5655,0.4529,0.7842,1.0569,1.3006,3.1105,0.3755
11,11.2,166,OverwaterNesters,924,649,70,0.0534,0.2895,0.1511,0.4006,0.7612,1.1417,1.8418,0.3321
11,11.3,168,blbw,2462,2462,0,0.0022,0.0033,0.0028,0.0041,0.0052,0.0058,0.0069,0.0011
11,11.3,168,boch,2462,2462,100,0.0339,0.0505,0.0487,0.0543,0.0615,0.0646,0.078,0.0064
11,11.3,168,brcr,2462,2462,0,0.0123,0.0145,0.0139,0.0155,0.0172,0.0179,0.019,0.0015
11,11.3,168,btnw,2462,2462,0,0.0029,0.004,0.0038,0.0044,0.0049,0.0052,0.0062,5e-4
11,11.3,168,cawa,2462,2462,0,0.0021,0.0026,0.0027,0.0028,0.0028,0.0029,0.0031,2e-4
11,11.3,168,cmwa,2462,2462,0,0.006,0.0118,0.0112,0.0133,0.0142,0.0148,0.0208,0.0017
11,11.3,168,osfl,2462,2462,83,0.0025,0.0066,0.0061,0.0082,0.0086,0.009,0.0122,0.0014
11,11.3,168,pigr,2462,2462,100,0.0065,0.0145,0.0148,0.0163,0.017,0.0177,0.0278,0.0023
11,11.3,168,rubl,2462,2462,100,0.0086,0.0203,0.0208,0.0232,0.0242,0.025,0.038,0.0034
11,11.3,168,swth,2462,2462,83,0.039,0.1422,0.1321,0.1893,0.2207,0.2509,0.3198,0.0547
11,11.3,168,wwcr,2462,2462,83,0.0622,0.1041,0.0964,0.1183,0.1409,0.1503,0.1757,0.0206
11,11.3,168,caribou,2462,4,0,0.7253,0.8213,0.8258,0.8619,0.8851,0.8967,0.9083,0.075
11,11.3,168,AllBirds,2462,2462,100,2.468,3.5893,3.6437,3.8517,3.9724,4.0725,4.3359,0.3311
11,11.3,168,ForestBirds,2462,2462,100,1.2665,2.3359,2.3875,2.6077,2.6912,2.7383,2.8877,0.3066
11,11.3,168,AllWaterfowl,2462,1776,72,0.2261,0.4925,0.4386,0.5771,0.6932,0.8039,2.4976,0.2101
11,11.3,168,CavityNesters,2462,1776,72,0.0124,0.0365,0.033,0.051,0.0617,0.0702,0.1095,0.0177
11,11.3,168,GroundNesters,2462,1776,72,0.1447,0.3247,0.2932,0.3872,0.4444,0.5417,1.4412,0.1341
11,11.3,168,OverwaterNesters,2462,1776,72,0.0557,0.1313,0.1138,0.1585,0.1946,0.2359,1.0736,0.076
11,11.4,170,blbw,5444,5444,0,0.0023,0.0052,0.0055,0.0065,0.0068,0.0069,0.0077,0.0014
11,11.4,170,boch,5444,5444,100,0.0146,0.0449,0.0469,0.0541,0.0599,0.0642,0.0862,0.0126
11,11.4,170,brcr,5444,5444,0,0.0096,0.016,0.0163,0.0179,0.0185,0.0189,0.0212,0.002
11,11.4,170,btnw,5444,5444,0,0.0027,0.0048,0.0047,0.0054,0.0059,0.0064,0.014,0.0011
11,11.4,170,cawa,5444,5444,0,0.002,0.0027,0.0027,0.0028,0.0029,0.0029,0.0031,1e-4
11,11.4,170,cmwa,5444,5444,0,0.0064,0.01,0.0102,0.011,0.0114,0.0121,0.0158,0.0013
11,11.4,170,osfl,5444,5444,99,0.003,0.0066,0.0064,0.0079,0.0084,0.0087,0.0128,0.0014
11,11.4,170,pigr,5444,5444,100,0.0078,0.0128,0.0122,0.0148,0.0163,0.0174,0.0264,0.0025
11,11.4,170,rubl,5444,5444,100,0.0066,0.0184,0.0185,0.0231,0.0241,0.0248,0.0409,0.0048
11,11.4,170,swth,5444,5444,65,0.0361,0.0935,0.0822,0.124,0.1512,0.1835,0.3093,0.0439
11,11.4,170,wwcr,5444,5444,100,0.0365,0.0804,0.079,0.0998,0.1139,0.122,0.5093,0.0243
11,11.4,170,caribou,5444,43,1,0.1053,0.8551,0.8804,0.912,0.9189,0.9209,0.928,0.1273
11,11.4,170,AllBirds,5444,5444,100,2.0616,3.2361,3.3185,3.6664,3.7901,3.8984,4.4072,0.4749
11,11.4,170,ForestBirds,5444,5444,100,1.0208,1.9645,1.9829,2.408,2.5133,2.5748,2.9385,0.4291
11,11.4,170,AllWaterfowl,5444,5400,99,0.1046,0.2788,0.2538,0.367,0.429,0.4796,0.8547,0.1049
11,11.4,170,CavityNesters,5444,5400,99,0.0124,0.0493,0.0458,0.0634,0.0764,0.089,0.2054,0.0212
11,11.4,170,GroundNesters,5444,5400,99,0.0636,0.1602,0.1416,0.2,0.2605,0.296,0.5374,0.0629
11,11.4,170,OverwaterNesters,5444,5400,99,0.0214,0.0693,0.0643,0.0937,0.1113,0.1275,0.2856,0.033
11,11.4,171,blbw,4541,4541,0,0.0024,0.0061,0.0064,0.0069,0.0071,0.0073,0.0097,0.001
11,11.4,171,boch,4541,4541,100,0.0156,0.0561,0.0535,0.0731,0.0835,0.0939,0.1484,0.0213
11,11.4,171,brcr,4541,4541,0,0.0095,0.0162,0.0161,0.0184,0.0192,0.0202,0.0328,0.0029
11,11.4,171,btnw,4541,4541,0,0.0032,0.0057,0.0056,0.0063,0.0069,0.008,0.0151,0.0013
11,11.4,171,cawa,4541,4541,0,0.0024,0.0028,0.0028,0.0029,0.003,0.003,0.0047,2e-4
11,11.4,171,cmwa,4541,4541,0,0.0064,0.0101,0.0103,0.0111,0.0114,0.0127,0.0205,0.0016
11,11.4,171,osfl,4541,4541,100,0.003,0.0077,0.0081,0.0091,0.0099,0.0106,0.0138,0.002
11,11.4,171,pigr,4541,4541,100,0.0073,0.0131,0.0127,0.0154,0.0165,0.0174,0.0309,0.0027
11,11.4,171,rubl,4541,4541,100,0.0065,0.0171,0.0176,0.0204,0.0222,0.0241,0.0454,0.0045
11,11.4,171,swth,4541,4541,100,0.0376,0.1184,0.1006,0.1562,0.2117,0.2454,0.3584,0.0596
11,11.4,171,wwcr,4541,4541,100,0.0322,0.0951,0.0951,0.1263,0.1403,0.1523,0.223,0.0351
11,11.4,171,caribou,4541,9,0,0.007,0.6322,0.8783,0.8917,0.901,0.9123,0.9236,0.3573
11,11.4,171,AllBirds,4541,4541,100,2.2824,3.4053,3.4071,3.6897,3.8735,3.9881,4.4022,0.3521
11,11.4,171,ForestBirds,4541,4541,100,1.1554,2.1732,2.2093,2.5016,2.6254,2.6997,3.1385,0.363
11,11.4,171,AllWaterfowl,4541,4541,100,0.1024,0.295,0.2808,0.3622,0.4143,0.463,0.9297,0.0917
11,11.4,171,CavityNesters,4541,4541,100,0.0179,0.0929,0.089,0.126,0.1485,0.1691,0.2835,0.0415
11,11.4,171,GroundNesters,4541,4541,100,0.0606,0.1514,0.1467,0.1809,0.2042,0.2237,0.4849,0.0412
11,11.4,171,OverwaterNesters,4541,4541,100,0.0173,0.0506,0.0454,0.0662,0.0816,0.0952,0.1785,0.0228
12,12.4,172,blbw,2420,2419,0,0.0015,0.0029,0.0026,0.0035,0.0046,0.0047,0.0068,8e-4
12,12.4,172,boch,2420,2419,100,0.0395,0.0553,0.0525,0.0611,0.0674,0.0756,0.097,0.0092
12,12.4,172,brcr,2420,2419,29,0.011,0.0129,0.0127,0.0133,0.0138,0.015,0.0189,0.0011
12,12.4,172,btnw,2420,2419,0,0.0025,0.0035,0.0035,0.004,0.0042,0.0045,0.0061,6e-4
12,12.4,172,cawa,2420,2419,0,0.0018,0.0026,0.0026,0.0028,0.0029,0.0029,0.0056,3e-4
12,12.4,172,cmwa,2420,2419,0,0.007,0.0113,0.0108,0.0128,0.0134,0.014,0.0521,0.0021
12,12.4,172,osfl,2420,2419,100,0.0047,0.0089,0.0088,0.0098,0.0107,0.012,0.0193,0.0017
12,12.4,172,pigr,2420,2419,100,0.0057,0.0137,0.0143,0.0162,0.0173,0.0181,0.0297,0.0031
12,12.4,172,rubl,2420,2419,100,0.0069,0.0221,0.022,0.025,0.0266,0.0282,0.0411,0.0039
12,12.4,172,swth,2420,2419,100,0.074,0.2443,0.258,0.2829,0.2934,0.3022,0.3379,0.0479
12,12.4,172,wwcr,2420,2419,100,0.0475,0.1163,0.1109,0.1265,0.1398,0.1599,0.9852,0.0395
12,12.4,172,caribou,2420,0,0,Inf,NaN,NA,NA,NA,NA,-Inf,NA
12,12.4,172,AllBirds,2420,2419,100,2.8214,3.5264,3.5269,3.8061,3.9071,3.9717,4.6024,0.2859
12,12.4,172,ForestBirds,2420,2419,100,1.768,2.3597,2.3637,2.539,2.6164,2.6868,3.3103,0.2039
12,12.4,172,AllWaterfowl,2420,1647,68,0.3357,0.7897,0.6197,0.9777,1.3939,1.7556,3.3399,0.4396
12,12.4,172,CavityNesters,2420,1647,68,0.0268,0.095,0.0778,0.1273,0.1673,0.1997,0.3041,0.0493
12,12.4,172,GroundNesters,2420,1647,68,0.2117,0.5289,0.439,0.639,0.8538,1.0703,2.2955,0.2609
12,12.4,172,OverwaterNesters,2420,1647,68,0.053900000000000003,0.1659,0.1058,0.2161,0.3767,0.5095,0.9182,0.1456
12,12.2,175,blbw,1684,1684,0,0.0018,0.0034,0.0029,0.0045,0.0048,0.0051,0.0068,0.0011
12,12.2,175,boch,1684,1684,100,0.0435,0.0763,0.0763,0.0953,0.099,0.1024,0.1212,0.0178
12,12.2,175,brcr,1684,1684,14,0.011,0.0133,0.0124,0.0139,0.0164,0.0188,0.0238,0.0023
12,12.2,175,btnw,1684,1684,0,0.0024,0.0034,0.003,0.004,0.0043,0.005,0.0102,0.001
12,12.2,175,cawa,1684,1684,0,0.0019,0.0025,0.0024,0.0028,0.0029,0.003,0.0054,4e-4
12,12.2,175,cmwa,1684,1684,0,0.0068,0.0111,0.0104,0.0127,0.0142,0.0156,0.0463,0.0023
12,12.2,175,osfl,1684,1684,100,0.0063,0.0102,0.0098,0.0119,0.0132,0.0142,0.0276,0.0022
12,12.2,175,pigr,1684,1684,100,0.0057,0.0124,0.0132,0.0152,0.0159,0.0165,0.0275,0.0034
12,12.2,175,rubl,1684,1684,100,0.004,0.015,0.0155,0.0217,0.0232,0.0246,0.0358,0.0067
12,12.2,175,swth,1684,1684,100,0.1415,0.289,0.2898,0.3145,0.3255,0.3354,0.3783,0.03
12,12.2,175,wwcr,1684,1684,100,0.0757,0.1282,0.1243,0.1454,0.1623,0.1767,0.3624,0.0287
12,12.2,175,caribou,1684,0,0,Inf,NaN,NA,NA,NA,NA,-Inf,NA
12,12.2,175,AllBirds,1684,1684,100,2.8653,3.2825,3.2442,3.4679,3.5843,3.6524,3.999,0.206
12,12.2,175,ForestBirds,1684,1684,100,1.857,2.2448,2.2176,2.4167,2.539,2.5916,2.8183,0.1863
12,12.2,175,AllWaterfowl,1684,1684,100,0.4792,0.9969,0.9075,1.2976,1.5333,1.7917,3.1178,0.4012
12,12.2,175,CavityNesters,1684,1684,100,0.0448,0.1252,0.1198,0.1616,0.1854,0.2061,0.2951,0.0435
12,12.2,175,GroundNesters,1684,1684,100,0.2942,0.6333,0.5902,0.7931,0.9225,1.0397,1.7579,0.2097
12,12.2,175,OverwaterNesters,1684,1684,100,0.0572,0.2384,0.1923,0.3495,0.4665,0.5565,1.0965,0.1663
12,12.2,176,blbw,3588,3588,0,0.0016,0.0044,0.004,0.006,0.0072,0.0081,0.0104,0.0018
12,12.2,176,boch,3588,3588,100,0.0265,0.074,0.074,0.0879,0.0944,0.0984,0.1718,0.0172
12,12.2,176,brcr,3588,3588,0,0.0117,0.0169,0.0154,0.0202,0.0234,0.0262,0.0388,0.0046
12,12.2,176,btnw,3588,3588,0,0.0026,0.0048,0.0043,0.0061,0.0073,0.0081,0.018,0.0018
12,12.2,176,cawa,3588,3588,0,0.0019,0.003,0.0029,0.0034,0.004,0.0043,0.0078,6e-4
12,12.2,176,cmwa,3588,3588,0,0.008,0.0133,0.0133,0.0149,0.0158,0.0166,0.0322,0.0022
12,12.2,176,osfl,3588,3588,100,0.006,0.0083,0.0081,0.0088,0.0094,0.0102,0.0164,0.0011
12,12.2,176,pigr,3588,3588,100,0.0054,0.0136,0.0144,0.0165,0.0172,0.0178,0.0352,0.0034
12,12.2,176,rubl,3588,3588,100,0.0036,0.0186,0.021,0.0237,0.025,0.0264,0.0457,0.007
12,12.2,176,swth,3588,3588,100,0.0744,0.2426,0.2494,0.2922,0.3129,0.3281,0.3991,0.0574
12,12.2,176,wwcr,3588,3588,100,0.0652,0.1236,0.1214,0.1397,0.1525,0.1631,0.6407,0.0266
12,12.2,176,caribou,3588,0,0,Inf,NaN,NA,NA,NA,NA,-Inf,NA
12,12.2,176,AllBirds,3588,3588,100,2.8453,3.4352,3.4172,3.6107,3.7333,3.8494,4.3217,0.2212
12,12.2,176,ForestBirds,3588,3588,100,1.9467,2.493,2.4704,2.6406,2.7501,2.8473,3.4909,0.1964
12,12.2,176,AllWaterfowl,3588,3588,100,0.1996,0.5464,0.4859,0.7054,0.8465,1.032,1.9607,0.2505
12,12.2,176,CavityNesters,3588,3588,100,0.0386,0.1169,0.1089,0.158,0.1832,0.2074,0.3476,0.0485
12,12.2,176,GroundNesters,3588,3588,100,0.1123,0.2918,0.253,0.378,0.4643,0.5556,1.0689,0.1331
12,12.2,176,OverwaterNesters,3588,3588,100,0.0264,0.1377,0.1123,0.1859,0.2495,0.324,0.7878,0.093
12,12.2,177,blbw,2242,2242,0,0.0026,0.0054,0.0054,0.006,0.0063,0.0066,0.0085,7e-4
12,12.2,177,boch,2242,2242,100,0.0484,0.0878,0.0898,0.0999,0.1027,0.1051,0.1595,0.0135
12,12.2,177,brcr,2242,2242,53,0.0115,0.0168,0.0169,0.019,0.0202,0.021,0.0274,0.0025
12,12.2,177,btnw,2242,2242,0,0.0023,0.006,0.0056,0.0079,0.0086,0.0092,0.0125,0.0018
12,12.2,177,cawa,2242,2242,0,0.0021,0.003,0.003,0.0033,0.0036,0.0037,0.0044,4e-4
12,12.2,177,cmwa,2242,2242,0,0.0076,0.0125,0.0123,0.0139,0.0146,0.0151,0.025,0.0016
12,12.2,177,osfl,2242,2242,100,0.006,0.0074,0.0072,0.0079,0.0084,0.0088,0.0186,0.001
12,12.2,177,pigr,2242,2242,100,0.0064,0.0145,0.015,0.016,0.0166,0.0177,0.0391,0.0026
12,12.2,177,rubl,2242,2242,100,0.0024,0.0052,0.0044,0.0059,0.007,0.0086,0.0253,0.0024
12,12.2,177,swth,2242,2242,100,0.1434,0.3145,0.3165,0.3462,0.3592,0.369,0.4337,0.0368
12,12.2,177,wwcr,2242,2242,100,0.0543,0.0949,0.0952,0.104,0.1095,0.1145,0.3193,0.0151
12,12.2,177,caribou,2242,0,0,Inf,NaN,NA,NA,NA,NA,-Inf,NA
12,12.2,177,AllBirds,2242,2242,100,2.8037,3.2077,3.1785,3.2751,3.3713,3.5336,4.1649,0.1777
12,12.2,177,ForestBirds,2242,2242,100,1.8035,2.2947,2.2918,2.3879,2.4445,2.5448,3.1194,0.1628
12,12.2,177,AllWaterfowl,2242,2242,100,0.1985,0.6293,0.57,0.8244,1.0083,1.1773,2.0345,0.2909
12,12.2,177,CavityNesters,2242,2242,100,0.0461,0.1564,0.1473,0.1983,0.2259,0.2524,0.3724,0.0516
12,12.2,177,GroundNesters,2242,2242,100,0.102,0.3405,0.2994,0.4583,0.5763,0.712,1.1975,0.1845
12,12.2,177,OverwaterNesters,2242,2242,100,0.0267,0.1325,0.1056,0.1862,0.2359,0.2916,0.7039,0.089
12,12.2,178,blbw,2222,2222,0,0.0018,0.0058,0.0055,0.0069,0.0077,0.0081,0.0092,0.0013
12,12.2,178,boch,2222,2222,100,0.0376,0.0821,0.0825,0.0913,0.0955,0.0993,0.1522,0.0118
12,12.2,178,brcr,2222,2222,0,0.0116,0.0162,0.0161,0.0189,0.0205,0.0217,0.0263,0.003
12,12.2,178,btnw,2222,2222,0,0.0027,0.0055,0.0052,0.0068,0.0075,0.0081,0.0124,0.0015
12,12.2,178,cawa,2222,2222,0,0.0022,0.0031,0.0029,0.0035,0.004,0.0042,0.0049,5e-4
12,12.2,178,cmwa,2222,2222,0,0.0073,0.0118,0.0115,0.0136,0.0143,0.0149,0.0288,0.002
12,12.2,178,osfl,2222,2222,100,0.0057,0.0084,0.0081,0.0092,0.0097,0.0104,0.0137,0.001
12,12.2,178,pigr,2222,2222,100,0.007,0.0131,0.0124,0.0153,0.0166,0.0185,0.0419,0.0031
12,12.2,178,rubl,2222,2222,100,0.0041,0.0139,0.0108,0.0206,0.0253,0.0307,0.0527,0.0085
12,12.2,178,swth,2222,2222,100,0.086,0.2633,0.2671,0.3437,0.3697,0.3909,0.4563,0.0844
12,12.2,178,wwcr,2222,2222,100,0.0748,0.1089,0.1068,0.1165,0.1255,0.1345,0.3057,0.014
12,12.2,178,caribou,2222,0,0,Inf,NaN,NA,NA,NA,NA,-Inf,NA
12,12.2,178,AllBirds,2222,2222,100,2.6566,3.2905,3.2733,3.434,3.534,3.616,3.927,0.1806
12,12.2,178,ForestBirds,2222,2222,100,1.8254,2.3372,2.3273,2.4408,2.5033,2.561,2.8856,0.1351
12,12.2,178,AllWaterfowl,2222,2222,100,0.1846,0.3816,0.34,0.4595,0.5804,0.6857,1.4106,0.1578
12,12.2,178,CavityNesters,2222,2222,100,0.0332,0.0938,0.0896,0.1261,0.1466,0.1663,0.2719,0.0395
12,12.2,178,GroundNesters,2222,2222,100,0.0993,0.2193,0.1906,0.2845,0.3431,0.3963,0.6314,0.0888
12,12.2,178,OverwaterNesters,2222,2222,100,0.0193,0.0684,0.053900000000000003,0.0837,0.1213,0.17,0.5625,0.0559
12,12.3,179,blbw,1560,1560,0,0.0023,0.0054,0.0056,0.0064,0.0073,0.008,0.0102,0.0015
12,12.3,179,boch,1560,1560,100,0.0351,0.0783,0.0724,0.0991,0.1159,0.1383,0.2973,0.0315
12,12.3,179,brcr,1560,1560,100,0.0098,0.0145,0.0141,0.0163,0.0182,0.0198,0.0293,0.0028
12,12.3,179,btnw,1560,1560,0,0.0031,0.0103,0.0076,0.0137,0.02,0.0257,0.0611,0.0073
12,12.3,179,cawa,1560,1560,0,0.0023,0.0034,0.0034,0.0037,0.0039,0.0041,0.0061,5e-4
12,12.3,179,cmwa,1560,1560,0,0.0053,0.0125,0.0116,0.0144,0.0172,0.0217,0.1408,0.0066
12,12.3,179,osfl,1560,1560,100,0.0044,0.0087,0.0076,0.0113,0.0129,0.0142,0.0213,0.0029
12,12.3,179,pigr,1560,1560,100,0.005,0.0167,0.0156,0.0203,0.0233,0.0264,0.0831,0.0062
12,12.3,179,rubl,1560,1560,100,0.0023,0.0043,0.0041,0.0043,0.0049,0.0055,0.0248,0.0011
12,12.3,179,swth,1560,1560,47,0.1091,0.2626,0.2529,0.3171,0.3508,0.3767,0.4793,0.0624
12,12.3,179,wwcr,1560,1560,100,0.0351,0.0794,0.0761,0.1008,0.1154,0.1361,0.2376,0.0289
12,12.3,179,caribou,1560,0,0,Inf,NaN,NA,NA,NA,NA,-Inf,NA
12,12.3,179,AllBirds,1560,1560,100,2.7813,3.8652,3.7346,4.1923,4.6548,5.1215,6.4564,0.5591
12,12.3,179,ForestBirds,1560,1560,100,1.7598,2.9029,2.8611,3.1744,3.4236,3.7057,4.92,0.4154
12,12.3,179,AllWaterfowl,1560,1560,100,0.1141,0.2643,0.2404,0.3467,0.3964,0.4462,0.7961,0.1006
12,12.3,179,CavityNesters,1560,1560,100,0.0194,0.0995,0.0945,0.132,0.157,0.1781,0.279,0.0426
12,12.3,179,GroundNesters,1560,1560,100,0.0589,0.1232,0.109,0.1573,0.1791,0.1965,0.4096,0.0434
12,12.3,179,OverwaterNesters,1560,1560,100,0.0143,0.0416,0.0362,0.0551,0.0702,0.0798,0.1528,0.0202
12,12.3,180,blbw,6605,6605,0,0.0026,0.0067,0.0067,0.0079,0.0082,0.0084,0.0097,0.0011
12,12.3,180,boch,6605,6605,100,0.0309,0.0857,0.0838,0.1077,0.1223,0.1347,0.2024,0.0271
12,12.3,180,brcr,6605,6605,21,0.0101,0.0159,0.0159,0.0181,0.0195,0.0204,0.026,0.0027
12,12.3,180,btnw,6605,6605,0,0.0033,0.0086,0.0082,0.0104,0.0117,0.013,0.0277,0.0025
12,12.3,180,cawa,6605,6605,0,0.0023,0.0031,0.003,0.0033,0.0035,0.0036,0.0145,3e-4
12,12.3,180,cmwa,6605,6605,0,0.0053,0.0123,0.0118,0.0138,0.0155,0.017,0.0919,0.0035
12,12.3,180,osfl,6605,6605,100,0.004,0.0079,0.0074,0.0088,0.0097,0.0109,0.0194,0.0015
12,12.3,180,pigr,6605,6605,100,0.0055,0.0141,0.0142,0.016,0.0171,0.0187,0.0435,0.0029
12,12.3,180,rubl,6605,6605,100,0.0021,0.0042,0.0041,0.0043,0.0046,0.0053,0.0117,5e-4
12,12.3,180,swth,6605,6605,99,0.1609,0.2567,0.2452,0.3072,0.3403,0.3651,0.4882,0.0571
12,12.3,180,wwcr,6605,6605,100,0.039,0.0829,0.0826,0.0959,0.1031,0.1088,0.1727,0.0159
12,12.3,180,caribou,6605,0,0,Inf,NaN,NA,NA,NA,NA,-Inf,NA
12,12.3,180,AllBirds,6605,6605,100,2.7599,3.8007,3.8047,4.027,4.1495,4.2711,5.8063,0.324
12,12.3,180,ForestBirds,6605,6605,100,1.7895,2.812,2.8544,3.0431,3.127,3.1964,4.2035,0.2817
12,12.3,180,AllWaterfowl,6605,6605,100,0.1354,0.3218,0.3041,0.3959,0.4603,0.5308,0.9543,0.1077
12,12.3,180,CavityNesters,6605,6605,100,0.0298,0.1068,0.0948,0.1421,0.1778,0.2103,0.4284,0.052
12,12.3,180,GroundNesters,6605,6605,100,0.0667,0.1648,0.1598,0.197,0.2201,0.2447,0.4047,0.0449
12,12.3,180,OverwaterNesters,6605,6605,100,0.0163,0.0502,0.0459,0.0631,0.076,0.0901,0.1972,0.021
12,12.2,181,blbw,2148,2148,0,0.0022,0.0047,0.0048,0.0058,0.0063,0.0069,0.0082,0.0013
12,12.2,181,boch,2148,2148,100,0.0608,0.0893,0.0923,0.0967,0.0985,0.0998,0.1224,0.0091
12,12.2,181,brcr,2148,2148,0,0.0121,0.0157,0.0156,0.0178,0.0187,0.0195,0.022,0.0022
12,12.2,181,btnw,2148,2148,0,0.0029,0.0055,0.0047,0.0074,0.0083,0.0088,0.0135,0.0019
