ecozone,ecoprovince,ecoregion,spp,eco_cells,spp_cells,min,mean,median,p80,p90,p95,max,std_dev
6A,6.3,105,blpw,1331,1110,0.0702,0.1759,0.1678,0.2234,0.255,0.2903,0.3833,0.0596
6A,6.3,105,boch,1331,1110,0.079,0.2805,0.2316,0.3649,0.4755,0.5928,1.0281,0.1449
6A,6.3,105,brbl,1331,1110,0.0032,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0
6A,6.3,105,brcr,1331,1110,0.0136,0.026,0.0235,0.0354,0.0407,0.0435,0.0619,0.0094
6A,6.3,105,btnw,1331,1110,0.0048,0.0211,0.0219,0.0274,0.0307,0.0336,0.0513,0.0081
6A,6.3,105,cawa,1331,1110,0.0027,0.0038,0.0039,0.0044,0.0045,0.0047,0.0052,6e-4
6A,6.3,105,ccsp,1331,1110,0.0017,0.002,0.002,0.002,0.002,0.002,0.002,0
6A,6.3,105,cedw,1331,1110,0.053,0.0661,0.066,0.0735,0.0767,0.0773,0.0819,0.0072
6A,6.3,105,chsp,1331,1110,0.0439,0.0566,0.0558,0.0606,0.0642,0.0664,0.0779,0.0051
6A,6.3,105,cmwa,1331,1110,0.0122,0.0214,0.0216,0.0238,0.025,0.0262,0.0385,0.0031
6A,6.3,105,cogr,1331,1110,0.0313,0.0345,0.032,0.0346,0.0464,0.0474,0.0503,0.0054
6A,6.3,105,conw,1331,1110,4e-4,7e-4,7e-4,9e-4,9e-4,9e-4,0.001,2e-4
6A,6.3,105,cora,1331,1110,0.0112,0.0135,0.0133,0.0142,0.0147,0.0152,0.0198,0.001
6A,6.3,105,core,1331,1110,0.0063,0.026,0.0309,0.0321,0.0325,0.0334,0.0559,0.0094
6A,6.3,105,coye,1331,1110,0.0191,0.0327,0.0314,0.0339,0.041,0.05,0.0699,0.0082
6A,6.3,105,cswa,1331,1110,0.0059,0.01,0.0104,0.0119,0.0125,0.0129,0.0151,0.0021
6A,6.3,105,deju,1331,1110,0.1362,0.2429,0.237,0.2989,0.3435,0.3786,0.4239,0.0681
6A,6.3,105,eaki,1331,1110,0.0029,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0
6A,6.3,105,eaph,1331,1110,0.0015,0.0017,0.0017,0.0018,0.0018,0.0018,0.0019,1e-4
6A,6.3,105,evgr,1331,1110,0.005,0.0079,0.0079,0.0088,0.0093,0.0096,0.0168,0.0012
6A,6.3,105,fosp,1331,1110,0.0289,0.162,0.1693,0.2289,0.2689,0.308,0.4316,0.0831
6A,6.3,105,gcki,1331,1110,0.0527,0.1862,0.1826,0.239,0.2544,0.2712,0.3085,0.0523
6A,6.3,105,gcth,1331,1110,0.0014,0.0036,0.0039,0.0042,0.0043,0.0046,0.0106,0.001
6A,6.3,105,graj,1331,1110,0.0679,0.1653,0.1636,0.2416,0.2631,0.2782,0.3157,0.0713
6A,6.3,105,heth,1331,1110,0.0582,0.0931,0.0935,0.1042,0.1107,0.1157,0.1311,0.0137
6A,6.3,105,hola,1331,1110,0.0069,0.0071,0.0071,0.0071,0.0072,0.0072,0.0072,0
6A,6.3,105,lcsp,1331,1110,7e-4,9e-4,9e-4,0.001,0.001,0.001,0.0014,1e-4
6A,6.3,105,lefl,1331,1110,0.0266,0.0368,0.0356,0.0411,0.0442,0.0469,0.0612,0.0058
6A,6.3,105,lisp,1331,1110,0.0394,0.0739,0.0769,0.0895,0.0954,0.0993,0.1166,0.0174
6A,6.3,105,mawa,1331,1110,0.0608,0.1853,0.1568,0.2461,0.3623,0.4515,0.5464,0.112
6A,6.3,105,mowa,1331,1110,0.0029,0.006,0.0063,0.0073,0.008,0.0084,0.0098,0.0016
6A,6.3,105,nawa,1331,1110,0.0182,0.1106,0.1068,0.1801,0.2033,0.2224,0.2624,0.0669
6A,6.3,105,nowa,1331,1110,0.0348,0.0601,0.0582,0.0681,0.077,0.0853,0.1268,0.0126
6A,6.3,105,ocwa,1331,1110,0.0307,0.0366,0.0344,0.0391,0.0437,0.0483,0.0595,0.0052
6A,6.3,105,osfl,1331,1110,0.0047,0.0058,0.0058,0.0061,0.0064,0.0066,0.0079,4e-4
6A,6.3,105,oven,1331,1110,0.0051,0.0092,0.0094,0.0114,0.0119,0.0122,0.0149,0.0023
6A,6.3,105,pawa,1331,1110,0.0068,0.0138,0.0139,0.0165,0.0177,0.0186,0.0267,0.003
6A,6.3,105,phvi,1331,1110,0.0016,0.0542,0.0594,0.0861,0.0962,0.1035,0.1427,0.0343
6A,6.3,105,pigr,1331,1110,0.0082,0.0238,0.0239,0.0275,0.0296,0.0326,0.0549,0.0059
6A,6.3,105,pisi,1331,1110,0.0345,0.076,0.0671,0.0972,0.1096,0.118,0.1642,0.0215
6A,6.3,105,pufi,1331,1110,0.0106,0.017,0.0165,0.0214,0.0226,0.0241,0.0286,0.0042
6A,6.3,105,rbgr,1331,1110,0.0014,0.0021,0.0022,0.0024,0.0025,0.0026,0.0029,3e-4
6A,6.3,105,rbnu,1331,1110,0.0179,0.051,0.0474,0.0645,0.0723,0.0749,0.0849,0.0135
6A,6.3,105,rcki,1331,1110,0.1193,0.4151,0.4289,0.5974,0.6767,0.7267,0.8194,0.1874
6A,6.3,105,revi,1331,1110,0.0136,0.0184,0.0177,0.0208,0.0224,0.0245,0.0385,0.0034
6A,6.3,105,rubl,1331,1110,0.0037,0.0056,0.0046,0.0063,0.0087,0.0103,0.0269,0.0023
6A,6.3,105,rwbl,1331,1110,0.0126,0.0131,0.0131,0.0133,0.0135,0.0137,0.015,3e-4
6A,6.3,105,savs,1331,1110,0.0233,0.0434,0.0423,0.0532,0.0596,0.0631,0.1008,0.0117
6A,6.3,105,sosp,1331,1110,0.0132,0.0185,0.0186,0.0227,0.0256,0.026,0.0309,0.0044
6A,6.3,105,swsp,1331,1110,0.0123,0.0218,0.0212,0.0246,0.027,0.0293,0.0408,0.004
6A,6.3,105,swth,1331,1110,0.1835,0.2572,0.259,0.289,0.3028,0.311,0.3438,0.0343
6A,6.3,105,tewa,1331,1110,0.0555,0.1766,0.1569,0.238,0.2982,0.3958,0.5679,0.0932
6A,6.3,105,tres,1331,1110,0.0262,0.0303,0.0299,0.0317,0.0325,0.0336,0.0419,0.0018
6A,6.3,105,vath,1331,1110,0.0131,0.0171,0.0149,0.0185,0.0224,0.0275,0.0591,0.0052
6A,6.3,105,vesp,1331,1110,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0
6A,6.3,105,wavi,1331,1110,0.0087,0.0148,0.0107,0.0178,0.0247,0.0404,0.0708,0.0096
6A,6.3,105,wcsp,1331,1110,0.0064,0.0382,0.0387,0.0443,0.054,0.0808,0.1254,0.0197
6A,6.3,105,weta,1331,1110,0.0025,0.0044,0.0045,0.0046,0.0053,0.0056,0.0081,7e-4
6A,6.3,105,wewp,1331,1110,0.0033,0.0035,0.0034,0.0036,0.0037,0.0042,0.0056,3e-4
6A,6.3,105,wiwa,1331,1110,0.0733,0.1684,0.1741,0.1891,0.1998,0.2087,0.2635,0.0328
6A,6.3,105,wiwr,1331,1110,0.0074,0.0628,0.0498,0.1095,0.1307,0.1417,0.1879,0.046
6A,6.3,105,wtsp,1331,1110,0.0535,0.2506,0.2666,0.3574,0.4,0.4226,0.4898,0.1154
6A,6.3,105,wwcr,1331,1110,0.0679,0.1384,0.1366,0.1794,0.1951,0.2084,0.2852,0.0436
6A,6.3,105,ybfl,1331,1110,0.0152,0.0891,0.089,0.1283,0.1536,0.1808,0.2744,0.0514
6A,6.3,105,yrwa,1331,1110,0.1303,0.2538,0.2685,0.3204,0.3382,0.3562,0.4279,0.0711
6A,6.3,105,ywar,1331,1110,0.0411,0.0733,0.0724,0.0833,0.091,0.0992,0.1828,0.0156
6B,6.4,106,alfl,152,139,0.0542,0.0864,0.086,0.099,0.1016,0.1039,0.1071,0.0124
6B,6.4,106,amcr,152,139,0.0082,0.0121,0.0111,0.014,0.0167,0.0196,0.0334,0.0036
6B,6.4,106,amgo,152,139,0.0284,0.0309,0.0304,0.0325,0.0336,0.0343,0.0452,0.0025
6B,6.4,106,ampi,152,139,6e-4,0.0012,6e-4,0.0023,0.0025,0.0025,0.0028,8e-4
6B,6.4,106,amre,152,139,0.0749,0.0948,0.0954,0.1009,0.1042,0.1133,0.1286,0.0102
6B,6.4,106,amro,152,139,0.2788,0.2879,0.2858,0.2927,0.297,0.3005,0.314,0.007
6B,6.4,106,atsp,152,139,4e-4,0.0107,0.0113,0.0174,0.0188,0.0191,0.0211,0.0067
6B,6.4,106,baww,152,139,0.0248,0.0318,0.0306,0.0341,0.0362,0.0377,0.042,0.003
6B,6.4,106,bbwa,152,139,0.006,0.0132,0.0132,0.0157,0.0171,0.0177,0.0192,0.0028
6B,6.4,106,bcch,152,139,0.0628,0.0657,0.0655,0.0665,0.0668,0.067,0.0717,0.0012
6B,6.4,106,bhco,152,139,0.0195,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0
6B,6.4,106,bhvi,152,139,0.0107,0.0134,0.0135,0.014,0.0142,0.0144,0.0151,7e-4
6B,6.4,106,blbw,152,139,0.0068,0.0079,0.0079,0.0082,0.0085,0.0088,0.0096,4e-4
6B,6.4,106,blja,152,139,0.0026,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0
6B,6.4,106,blpw,152,139,1.2977,4.8207,5.1477,6.0855,6.7301,6.9774,7.9219,1.6186
6B,6.4,106,boch,152,139,0.1093,0.2114,0.2045,0.2444,0.2673,0.2937,0.3339,0.0459
6B,6.4,106,brbl,152,139,0.0034,0.0035,0.0034,0.0035,0.0035,0.0035,0.0035,0
6B,6.4,106,brcr,152,139,0.013,0.0137,0.0136,0.014,0.0142,0.0145,0.0148,4e-4
6B,6.4,106,btnw,152,139,0.0275,0.0519,0.0534,0.0638,0.0722,0.0815,0.0979,0.0162
6B,6.4,106,cawa,152,139,0.0036,0.0038,0.0038,0.0039,0.004,0.004,0.0041,1e-4
6B,6.4,106,ccsp,152,139,0.0018,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0
6B,6.4,106,cedw,152,139,0.0688,0.0752,0.075,0.0766,0.0781,0.0797,0.0826,0.0023
6B,6.4,106,chsp,152,139,0.0476,0.0527,0.0533,0.0541,0.0546,0.0551,0.0561,0.0019
6B,6.4,106,cmwa,152,139,0.0072,0.0084,0.0084,0.0086,0.0086,0.0087,0.0088,2e-4
6B,6.4,106,cogr,152,139,0.044,0.045,0.0445,0.0455,0.0462,0.0469,0.0505,0.0012
6B,6.4,106,conw,152,139,3e-4,4e-4,4e-4,4e-4,4e-4,4e-4,4e-4,0
6B,6.4,106,cora,152,139,0.0143,0.0174,0.0168,0.0183,0.0206,0.0218,0.0297,0.0023
6B,6.4,106,core,152,139,0.0077,0.023,0.0246,0.0307,0.0313,0.0314,0.0335,0.0082
6B,6.4,106,coye,152,139,0.0321,0.0356,0.035,0.0364,0.0372,0.039,0.0468,0.0019
6B,6.4,106,cswa,152,139,0.0061,0.0067,0.0067,0.007,0.0071,0.0073,0.0076,3e-4
6B,6.4,106,deju,152,139,0.1651,0.2415,0.2462,0.2662,0.2856,0.3057,0.3369,0.0362
6B,6.4,106,eaki,152,139,0.0029,0.0031,0.0031,0.0031,0.0032,0.0032,0.0032,0
6B,6.4,106,eaph,152,139,0.0014,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0
6B,6.4,106,evgr,152,139,0.0087,0.0118,0.0107,0.0124,0.0177,0.0194,0.0224,0.0032
6B,6.4,106,fosp,152,139,0.5115,0.7324,0.7399,0.825,0.8748,0.8856,0.9239,0.1
6B,6.4,106,gcki,152,139,0.1251,0.162,0.1627,0.1767,0.179,0.1859,0.1944,0.0155
6B,6.4,106,gcth,152,139,0.0017,0.0034,0.0035,0.004,0.004,0.0041,0.0043,7e-4
6B,6.4,106,graj,152,139,0.0629,0.0763,0.0775,0.0799,0.081,0.0815,0.0817,0.0044
6B,6.4,106,heth,152,139,0.0678,0.0814,0.0783,0.0831,0.0944,0.1124,0.1184,0.01
6B,6.4,106,hola,152,139,0.0071,0.0072,0.0071,0.0072,0.0072,0.0072,0.0072,0
6B,6.4,106,lcsp,152,139,7e-4,7e-4,7e-4,7e-4,7e-4,7e-4,7e-4,0
6B,6.4,106,lefl,152,139,0.0238,0.0288,0.0288,0.0297,0.0302,0.0305,0.0307,0.0011
6B,6.4,106,lisp,152,139,0.0429,0.0806,0.0802,0.0916,0.0942,0.0951,0.0983,0.0113
6B,6.4,106,mawa,152,139,0.0737,0.1385,0.1371,0.1621,0.189,0.2129,0.279,0.0408
6B,6.4,106,mowa,152,139,0.006,0.0064,0.0064,0.0066,0.0067,0.0068,0.0069,2e-4
6B,6.4,106,nawa,152,139,0.0202,0.0245,0.0247,0.0256,0.0261,0.0266,0.0276,0.0014
6B,6.4,106,nowa,152,139,0.0895,0.1461,0.1355,0.1838,0.1947,0.2079,0.2293,0.0353
6B,6.4,106,ocwa,152,139,0.0551,0.0577,0.0577,0.0586,0.0594,0.06,0.0653,0.0014
6B,6.4,106,osfl,152,139,0.007,0.0073,0.0073,0.0075,0.0076,0.0077,0.0083,2e-4
6B,6.4,106,oven,152,139,0.0092,0.0108,0.0108,0.0111,0.0112,0.0115,0.0118,4e-4
6B,6.4,106,pawa,152,139,0.0075,0.0117,0.0118,0.0125,0.0131,0.0141,0.015,0.0013
6B,6.4,106,phvi,152,139,5e-4,7e-4,8e-4,8e-4,8e-4,8e-4,9e-4,1e-4
6B,6.4,106,pigr,152,139,0.0269,0.0489,0.0479,0.0565,0.0607,0.0659,0.0942,0.0104
6B,6.4,106,pisi,152,139,0.369,0.4541,0.4371,0.5193,0.5567,0.5775,0.6399,0.0638
6B,6.4,106,pufi,152,139,0.0212,0.0243,0.0243,0.0247,0.0249,0.025,0.0252,6e-4
6B,6.4,106,rbgr,152,139,0.0014,0.0016,0.0016,0.0016,0.0016,0.0017,0.0018,1e-4
6B,6.4,106,rbnu,152,139,0.0377,0.0472,0.0469,0.0523,0.0536,0.0552,0.058,0.0051
6B,6.4,106,rcki,152,139,0.2046,0.3206,0.3306,0.3502,0.379,0.3914,0.4173,0.0456
6B,6.4,106,revi,152,139,0.0143,0.0148,0.0147,0.015,0.0152,0.0153,0.0156,3e-4
6B,6.4,106,rubl,152,139,0.0039,0.0044,0.0044,0.0046,0.0046,0.0047,0.0048,2e-4
6B,6.4,106,rwbl,152,139,0.0129,0.0131,0.0131,0.0132,0.0132,0.0132,0.0135,1e-4
6B,6.4,106,savs,152,139,0.03,0.0464,0.0452,0.0505,0.0579,0.0729,0.0883,0.0112
6B,6.4,106,sosp,152,139,0.0318,0.0356,0.0348,0.0378,0.0398,0.0415,0.0515,0.0034
6B,6.4,106,swsp,152,139,0.0242,0.0468,0.0471,0.0533,0.0574,0.0598,0.0654,0.0082
6B,6.4,106,swth,152,139,0.1539,0.1913,0.1917,0.2064,0.2101,0.2135,0.2228,0.0161
6B,6.4,106,tewa,152,139,0.0186,0.0435,0.0461,0.0519,0.0547,0.0579,0.0643,0.0104
6B,6.4,106,tres,152,139,0.0339,0.0371,0.0365,0.0384,0.0399,0.0411,0.0517,0.0024
6B,6.4,106,vath,152,139,0.085,0.0947,0.0942,0.0994,0.1009,0.1014,0.1024,0.0045
6B,6.4,106,vesp,152,139,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0
6B,6.4,106,wavi,152,139,0.0456,0.0493,0.0479,0.0528,0.0544,0.055,0.0596,0.0032
6B,6.4,106,wcsp,152,139,0.0097,0.0302,0.0325,0.0382,0.0396,0.0411,0.0427,0.0088
6B,6.4,106,weta,152,139,0.0084,0.0087,0.0087,0.0088,0.0088,0.0089,0.0089,1e-4
6B,6.4,106,wewp,152,139,0.0069,0.0071,0.0071,0.0072,0.0072,0.0072,0.0072,1e-4
6B,6.4,106,wiwa,152,139,0.1692,0.249,0.254,0.2636,0.275,0.2964,0.3234,0.0282
6B,6.4,106,wiwr,152,139,0.0063,0.0103,0.011,0.0119,0.0123,0.0126,0.013,0.0019
6B,6.4,106,wtsp,152,139,0.1032,0.1834,0.1771,0.2122,0.2436,0.2534,0.2747,0.0369
6B,6.4,106,wwcr,152,139,0.0639,0.0732,0.0721,0.0783,0.0809,0.0826,0.0868,0.0051
6B,6.4,106,ybfl,152,139,0.0445,0.2397,0.2171,0.2726,0.4019,0.5037,0.58,0.1085
6B,6.4,106,yrwa,152,139,0.1745,0.2407,0.2452,0.2644,0.2725,0.2793,0.3017,0.0289
6B,6.4,106,ywar,152,139,0.089,0.1609,0.1499,0.2002,0.2309,0.2673,0.375,0.0555
6B,6.4,107,alfl,501,473,0.0488,0.1043,0.1055,0.1126,0.1172,0.1193,0.1272,0.0114
6B,6.4,107,amcr,501,473,0.0076,0.011,0.0102,0.0124,0.0139,0.016,0.0254,0.0025
6B,6.4,107,amgo,501,473,0.0282,0.0328,0.0326,0.035,0.0362,0.0376,0.048,0.003
6B,6.4,107,ampi,501,473,5e-4,6e-4,6e-4,6e-4,6e-4,9e-4,0.0028,3e-4
6B,6.4,107,amre,501,473,0.0743,0.1527,0.1336,0.2135,0.2427,0.2593,0.2984,0.0565
6B,6.4,107,amro,501,473,0.2697,0.3042,0.299,0.32,0.3431,0.3497,0.3706,0.0219
6B,6.4,107,atsp,501,473,4e-4,0.0016,5e-4,0.0016,0.0022,0.0062,0.0192,0.0034
6B,6.4,107,baww,501,473,0.0204,0.0351,0.0333,0.0397,0.0418,0.0442,0.0781,0.0076
6B,6.4,107,bbwa,501,473,0.0079,0.0164,0.0165,0.0186,0.0196,0.02,0.0216,0.0024
6B,6.4,107,bcch,501,473,0.0597,0.0693,0.0661,0.0697,0.0768,0.0931,0.1279,0.0104
6B,6.4,107,bhco,501,473,0.0196,0.0197,0.0196,0.0197,0.0197,0.0198,0.0216,2e-4
6B,6.4,107,bhvi,501,473,0.0094,0.0205,0.0155,0.0233,0.0306,0.052,0.0897,0.0131
6B,6.4,107,blbw,501,473,0.006,0.0081,0.0079,0.0085,0.009,0.0103,0.0134,0.001
6B,6.4,107,blja,501,473,0.0025,0.0028,0.0028,0.0028,0.0028,0.0029,0.0036,1e-4
6B,6.4,107,blpw,501,473,0.0585,1.3681,0.7628,2.6913,3.2507,3.7066,5.4861,1.2347
6B,6.4,107,boch,501,473,0.0852,0.3009,0.301,0.3764,0.4296,0.4524,0.5686,0.0894
6B,6.4,107,brbl,501,473,0.0034,0.0034,0.0034,0.0034,0.0035,0.0035,0.0035,0
6B,6.4,107,brcr,501,473,0.0129,0.0139,0.0139,0.0142,0.0144,0.0145,0.0152,4e-4
6B,6.4,107,btnw,501,473,0.0221,0.0912,0.0918,0.1054,0.116,0.1356,0.1705,0.0244
6B,6.4,107,cawa,501,473,0.0034,0.0041,0.0039,0.0043,0.0045,0.0051,0.0061,4e-4
6B,6.4,107,ccsp,501,473,0.0018,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0
6B,6.4,107,cedw,501,473,0.0671,0.0788,0.0773,0.0814,0.0849,0.0905,0.1111,0.0062
6B,6.4,107,chsp,501,473,0.0476,0.0536,0.0529,0.0548,0.0565,0.0576,0.0698,0.0027
6B,6.4,107,cmwa,501,473,0.0073,0.0087,0.0087,0.009,0.0092,0.0093,0.0099,3e-4
6B,6.4,107,cogr,501,473,0.044,0.0456,0.0451,0.0461,0.0471,0.0488,0.0561,0.0016
6B,6.4,107,conw,501,473,3e-4,4e-4,4e-4,4e-4,4e-4,4e-4,4e-4,0
6B,6.4,107,cora,501,473,0.0132,0.0163,0.0162,0.0169,0.0174,0.0184,0.0291,0.0015
6B,6.4,107,core,501,473,0.0053,0.0095,0.0077,0.0112,0.0132,0.0197,0.0318,0.0053
6B,6.4,107,coye,501,473,0.0296,0.0519,0.0492,0.0711,0.075,0.077,0.0867,0.0167
6B,6.4,107,cswa,501,473,0.0054,0.0071,0.007,0.0073,0.0077,0.008,0.0103,6e-4
6B,6.4,107,deju,501,473,0.1516,0.3467,0.3657,0.4061,0.4196,0.4288,0.4582,0.0638
6B,6.4,107,eaki,501,473,0.0029,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0
6B,6.4,107,eaph,501,473,0.0014,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0
6B,6.4,107,evgr,501,473,0.0093,0.0114,0.0112,0.0122,0.0131,0.0137,0.0167,0.0012
6B,6.4,107,fosp,501,473,0.0332,0.468,0.5242,0.6902,0.7294,0.7488,0.8447,0.2258
6B,6.4,107,gcki,501,473,0.1141,0.1925,0.1917,0.21,0.2203,0.2295,0.2468,0.0224
6B,6.4,107,gcth,501,473,0.0014,0.002,0.0017,0.0026,0.0029,0.0031,0.0047,7e-4
6B,6.4,107,graj,501,473,0.0389,0.0714,0.0745,0.0822,0.0846,0.0862,0.0931,0.0114
6B,6.4,107,heth,501,473,0.0576,0.0765,0.0773,0.0822,0.0841,0.0848,0.0894,0.0062
6B,6.4,107,hola,501,473,0.0071,0.0072,0.0071,0.0073,0.0073,0.0073,0.0073,1e-4
6B,6.4,107,lcsp,501,473,7e-4,7e-4,7e-4,7e-4,7e-4,7e-4,7e-4,0
6B,6.4,107,lefl,501,473,0.0223,0.0326,0.0315,0.0352,0.0389,0.0409,0.0444,0.004
6B,6.4,107,lisp,501,473,0.044,0.0764,0.0775,0.0849,0.0884,0.0906,0.0975,0.0097
6B,6.4,107,mawa,501,473,0.0819,0.2841,0.2893,0.3619,0.3845,0.4384,0.5249,0.0913
6B,6.4,107,mowa,501,473,0.0052,0.0072,0.0067,0.0074,0.008,0.0107,0.0149,0.0014
6B,6.4,107,nawa,501,473,0.0204,0.0286,0.0281,0.0304,0.0328,0.0351,0.041,0.003
6B,6.4,107,nowa,501,473,0.039,0.1034,0.0966,0.1236,0.139,0.1523,0.1943,0.0259
6B,6.4,107,ocwa,501,473,0.0262,0.0551,0.0562,0.0579,0.0589,0.06,0.0731,0.0056
6B,6.4,107,osfl,501,473,0.0047,0.0073,0.0074,0.0077,0.0079,0.0082,0.0089,6e-4
6B,6.4,107,oven,501,473,0.0088,0.0127,0.0113,0.0126,0.0146,0.0217,0.0408,0.0044
6B,6.4,107,pawa,501,473,0.0065,0.0116,0.0116,0.0129,0.0134,0.014,0.016,0.0016
6B,6.4,107,phvi,501,473,5e-4,9e-4,8e-4,0.001,0.0011,0.0012,0.002,2e-4
6B,6.4,107,pigr,501,473,0.0069,0.0326,0.0292,0.0468,0.0567,0.0636,0.08,0.0158
6B,6.4,107,pisi,501,473,0.3127,0.4094,0.4056,0.4307,0.4557,0.4862,0.5561,0.0376
6B,6.4,107,pufi,501,473,0.0161,0.0292,0.0251,0.0337,0.0386,0.0452,0.0646,0.0076
6B,6.4,107,rbgr,501,473,0.0014,0.0016,0.0016,0.0016,0.0017,0.0017,0.0019,1e-4
6B,6.4,107,rbnu,501,473,0.0397,0.0583,0.0577,0.0633,0.0659,0.0675,0.0718,0.0058
6B,6.4,107,rcki,501,473,0.1944,0.3963,0.3988,0.4362,0.4588,0.4762,0.518,0.0505
6B,6.4,107,revi,501,473,0.0133,0.019,0.0154,0.0182,0.0252,0.0411,0.0879,0.0106
6B,6.4,107,rubl,501,473,0.0033,0.0042,0.0042,0.0045,0.0047,0.0049,0.0054,4e-4
6B,6.4,107,rwbl,501,473,0.0129,0.0131,0.0131,0.0132,0.0132,0.0133,0.0143,1e-4
6B,6.4,107,savs,501,473,0.0249,0.0312,0.0298,0.0335,0.0374,0.0431,0.0739,0.0055
6B,6.4,107,sosp,501,473,0.0288,0.0358,0.0351,0.0389,0.0416,0.0433,0.0578,0.0043
6B,6.4,107,swsp,501,473,0.0177,0.0409,0.0396,0.0492,0.0567,0.0622,0.0846,0.0113
6B,6.4,107,swth,501,473,0.1654,0.2163,0.2161,0.2252,0.2315,0.2377,0.2596,0.0129
6B,6.4,107,tewa,501,473,0.0237,0.0642,0.0636,0.0764,0.0834,0.1026,0.1475,0.0205
6B,6.4,107,tres,501,473,0.0318,0.0389,0.038,0.0426,0.0451,0.0466,0.0832,0.0049
6B,6.4,107,vath,501,473,0.0206,0.0844,0.0867,0.0903,0.0937,0.0984,0.118,0.0138
6B,6.4,107,vesp,501,473,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0
6B,6.4,107,wavi,501,473,0.039,0.0473,0.0467,0.0489,0.0521,0.055,0.0678,0.0042
6B,6.4,107,wcsp,501,473,0.0039,0.0125,0.0096,0.0183,0.0202,0.0256,0.0418,0.0077
6B,6.4,107,weta,501,473,0.007,0.0087,0.0088,0.0089,0.0091,0.0093,0.0097,3e-4
6B,6.4,107,wewp,501,473,0.0063,0.007,0.0071,0.0071,0.0072,0.0072,0.0074,2e-4
6B,6.4,107,wiwa,501,473,0.0295,0.1513,0.1418,0.198,0.2249,0.2427,0.2812,0.0528
6B,6.4,107,wiwr,501,473,0.0066,0.0151,0.0153,0.0175,0.0182,0.0187,0.0201,0.0026
6B,6.4,107,wtsp,501,473,0.061,0.2423,0.248,0.2699,0.2824,0.2897,0.3229,0.0361
6B,6.4,107,wwcr,501,473,0.0635,0.0786,0.0768,0.0836,0.088,0.0918,0.1927,0.0095
6B,6.4,107,ybfl,501,473,0.0326,0.2598,0.2302,0.3494,0.4062,0.4792,0.5941,0.1068
6B,6.4,107,yrwa,501,473,0.152,0.2843,0.2884,0.3071,0.3143,0.3206,0.3348,0.0276
6B,6.4,107,ywar,501,473,0.0569,0.1481,0.1457,0.1828,0.2076,0.2363,0.4049,0.0509
6B,6.4,108,alfl,997,997,0.0313,0.0771,0.0833,0.1017,0.1083,0.1125,0.124,0.0257
6B,6.4,108,amcr,997,997,0.0071,0.0097,0.0095,0.0108,0.0117,0.0128,0.0203,0.0019
6B,6.4,108,amgo,997,997,0.0283,0.0345,0.0338,0.0355,0.0373,0.0388,0.0717,0.0035
6B,6.4,108,ampi,997,997,5e-4,6e-4,5e-4,6e-4,8e-4,0.0011,0.0023,2e-4
6B,6.4,108,amre,997,997,0.0562,0.1279,0.1001,0.1635,0.2651,0.2864,0.3207,0.0673
6B,6.4,108,amro,997,997,0.2619,0.3149,0.3172,0.3425,0.3456,0.3497,0.411,0.026
6B,6.4,108,atsp,997,997,3e-4,0.0023,5e-4,0.003,0.009,0.012,0.0148,0.0037
6B,6.4,108,baww,997,997,0.0077,0.0259,0.0269,0.0326,0.0367,0.0437,0.1458,0.0149
6B,6.4,108,bbwa,997,997,0.006,0.0128,0.014,0.0172,0.0184,0.0192,0.0233,0.0046
6B,6.4,108,bcch,997,997,0.0498,0.0664,0.0629,0.0729,0.0813,0.0943,0.1539,0.0153
6B,6.4,108,bhco,997,997,0.0196,0.0197,0.0197,0.0197,0.0197,0.0202,0.0233,4e-4
6B,6.4,108,bhvi,997,997,0.0059,0.0187,0.0136,0.0248,0.0333,0.0491,0.1644,0.0185
6B,6.4,108,blbw,997,997,0.0024,0.0069,0.0071,0.0082,0.0094,0.0108,0.0722,0.0056
6B,6.4,108,blja,997,997,0.0025,0.0028,0.0028,0.0028,0.0029,0.0032,0.0099,6e-4
6B,6.4,108,blpw,997,997,0.0174,4.7599,2.7364,9.571,12.9278,14.8317,21.5708,4.8619
6B,6.4,108,boch,997,997,0.0523,0.1713,0.1062,0.2813,0.3217,0.3477,0.488,0.1016
6B,6.4,108,brbl,997,997,0.0034,0.0035,0.0035,0.0035,0.0035,0.0035,0.0037,0
6B,6.4,108,brcr,997,997,0.0114,0.0141,0.014,0.0147,0.015,0.0152,0.0161,7e-4
6B,6.4,108,btnw,997,997,0.0102,0.0499,0.0534,0.0783,0.0871,0.0954,0.1718,0.0317
6B,6.4,108,cawa,997,997,0.0034,0.0042,0.0041,0.0044,0.0048,0.0052,0.0078,6e-4
