ecozone,ecoprovince,ecoregion,spp,eco_cells,spp_cells,min,mean,median,p80,p90,p95,max,std_dev
4,4.2,60,nawa,2771,2386,0.0044,0.0091,0.0099,0.011,0.0113,0.0116,0.0126,0.002
4,4.2,60,nowa,2771,2386,0.0185,0.0728,0.0569,0.1056,0.1336,0.1606,0.2407,0.0412
4,4.2,60,ocwa,2771,2386,0.0789,0.2374,0.179,0.3651,0.3965,0.419,0.4801,0.1052
4,4.2,60,osfl,2771,2386,0.0026,0.0047,0.0043,0.0055,0.006,0.0076,0.0092,0.0012
4,4.2,60,oven,2771,2386,0.0053,0.0099,0.0094,0.0119,0.014,0.0157,0.0567,0.004
4,4.2,60,pawa,2771,2386,0.0188,0.0702,0.0665,0.0924,0.1126,0.1222,0.1628,0.0271
4,4.2,60,phvi,2771,2386,0.0038,0.007,0.0069,0.0081,0.0083,0.0084,0.0134,0.0014
4,4.2,60,pigr,2771,2386,0.0044,0.0061,0.0058,0.0065,0.0076,0.0088,0.0129,0.0013
4,4.2,60,pisi,2771,2386,0.0335,0.0394,0.0392,0.0423,0.0432,0.0438,0.0524,0.0029
4,4.2,60,pufi,2771,2386,0.0058,0.0065,0.0065,0.0066,0.0067,0.007,0.0089,3e-4
4,4.2,60,rbgr,2771,2386,9e-4,0.0023,0.002,0.0024,0.0034,0.0063,0.0132,0.0015
4,4.2,60,rbnu,2771,2386,0.0099,0.014,0.014,0.0147,0.0152,0.0155,0.0169,0.001
4,4.2,60,rcki,2771,2386,0.1012,0.1398,0.134,0.1581,0.1756,0.1822,0.2123,0.0219
4,4.2,60,revi,2771,2386,0.0119,0.0178,0.0164,0.022,0.0239,0.0265,0.061,0.0052
4,4.2,60,rubl,2771,2386,0.004,0.0075,0.0072,0.0084,0.0094,0.0104,0.0181,0.0018
4,4.2,60,rwbl,2771,2386,0.0132,0.0171,0.0169,0.0186,0.0189,0.0196,0.0252,0.002
4,4.2,60,savs,2771,2386,0.0192,0.0265,0.0254,0.0276,0.0282,0.0293,0.0746,0.0057
4,4.2,60,sosp,2771,2386,0.0134,0.0144,0.0143,0.0147,0.0152,0.016,0.0175,8e-4
4,4.2,60,swsp,2771,2386,0.0068,0.1109,0.0844,0.1437,0.2166,0.3086,0.7107,0.1059
4,4.2,60,swth,2771,2386,0.1981,0.2849,0.275,0.3127,0.3391,0.3527,0.3892,0.0322
4,4.2,60,tewa,2771,2386,0.0285,0.3126,0.3075,0.4124,0.4699,0.5134,0.7187,0.1156
4,4.2,60,tres,2771,2386,0.023,0.03,0.028,0.0301,0.0321,0.0424,0.0985,0.0106
4,4.2,60,vath,2771,2386,0.005,0.0134,0.0135,0.014,0.0142,0.0145,0.0174,0.0011
4,4.2,60,vesp,2771,2386,0.0044,0.0052,0.0048,0.0051,0.006,0.0075,0.0178,0.0016
4,4.2,60,wavi,2771,2386,0.0143,0.0175,0.0174,0.0186,0.019,0.0199,0.0242,0.0014
4,4.2,60,wcsp,2771,2386,0.0106,0.0661,0.0559,0.0771,0.1192,0.1389,0.4349,0.0404
4,4.2,60,weta,2771,2386,0.0062,0.0122,0.0118,0.0145,0.0155,0.0163,0.0338,0.0028
4,4.2,60,wewp,2771,2386,0.0053,0.0086,0.0084,0.0092,0.0094,0.0095,0.0102,6e-4
4,4.2,60,wiwa,2771,2386,0.0214,0.0407,0.0411,0.0452,0.0482,0.0502,0.0556,0.0057
4,4.2,60,wiwr,2771,2386,0.0034,0.0047,0.0048,0.005,0.0051,0.0052,0.0054,4e-4
4,4.2,60,wtsp,2771,2386,0.0482,0.0879,0.0824,0.1052,0.1145,0.1235,0.165,0.0187
4,4.2,60,wwcr,2771,2386,0.0414,0.0806,0.0763,0.0859,0.0962,0.1174,0.2835,0.0234
4,4.2,60,ybfl,2771,2386,0.0054,0.0079,0.0077,0.0084,0.0092,0.0098,0.0153,0.0012
4,4.2,60,yrwa,2771,2386,0.139,0.199,0.1878,0.2287,0.2426,0.2586,0.3639,0.034
4,4.2,60,ywar,2771,2386,0.036,0.2085,0.222,0.3051,0.3382,0.3619,0.466,0.101
4,4.1,61,alfl,765,765,0.0341,0.0534,0.0455,0.0654,0.0832,0.0964,0.1238,0.0184
4,4.1,61,amcr,765,765,0.003,0.0032,0.0032,0.0033,0.0033,0.0033,0.0037,1e-4
4,4.1,61,amgo,765,765,0.0148,0.0168,0.0165,0.0176,0.0186,0.0195,0.0205,0.0013
4,4.1,61,ampi,765,765,6e-4,0.0031,0.0032,0.0035,0.0038,0.0042,0.0062,8e-4
4,4.1,61,amre,765,765,0.0152,0.0194,0.0194,0.0205,0.0216,0.0224,0.0313,0.002
4,4.1,61,amro,765,765,0.1174,0.1374,0.1354,0.1451,0.1499,0.1527,0.1634,0.0085
4,4.1,61,atsp,765,765,0.0014,0.0637,0.0565,0.0873,0.1161,0.1352,0.1806,0.0358
4,4.1,61,baww,765,765,0.0107,0.0125,0.0124,0.0131,0.0135,0.0139,0.0153,8e-4
4,4.1,61,bbwa,765,765,0.0066,0.011,0.0109,0.0117,0.0134,0.0146,0.02,0.0019
4,4.1,61,bcch,765,765,0.0212,0.0225,0.0226,0.023,0.0231,0.0232,0.0252,5e-4
4,4.1,61,bhco,765,765,0.0196,0.0234,0.023,0.0239,0.0271,0.0308,0.0341,0.0029
4,4.1,61,bhvi,765,765,0.0066,0.0079,0.0076,0.0085,0.0092,0.0097,0.0203,0.0012
4,4.1,61,blbw,765,765,0.0027,0.0061,0.0066,0.0071,0.0073,0.0076,0.0082,0.0012
4,4.1,61,blja,765,765,0.0022,0.0025,0.0025,0.0027,0.0027,0.0027,0.0028,2e-4
4,4.1,61,blpw,765,765,0.0531,0.1003,0.0992,0.1121,0.1194,0.1273,0.1839,0.0164
4,4.1,61,boch,765,765,0.0229,0.074,0.0757,0.0857,0.0911,0.0957,0.1205,0.0152
4,4.1,61,brbl,765,765,0.0034,0.0034,0.0034,0.0034,0.0035,0.0035,0.0037,0
4,4.1,61,brcr,765,765,0.0121,0.016,0.0159,0.0178,0.0187,0.0191,0.0208,0.0019
4,4.1,61,btnw,765,765,0.0038,0.0059,0.006,0.0066,0.0071,0.0077,0.0094,0.0011
4,4.1,61,cawa,765,765,0.0026,0.0029,0.0029,0.003,0.003,0.0031,0.0041,1e-4
4,4.1,61,ccsp,765,765,0.0019,0.002,0.002,0.002,0.0021,0.0023,0.0033,2e-4
4,4.1,61,cedw,765,765,0.0433,0.0505,0.0504,0.0549,0.0553,0.0555,0.0569,0.0039
4,4.1,61,chsp,765,765,0.0579,0.1095,0.1108,0.1284,0.1372,0.1434,0.1797,0.0212
4,4.1,61,cmwa,765,765,0.0072,0.0105,0.0106,0.011,0.0112,0.0116,0.0147,8e-4
4,4.1,61,cogr,765,765,0.0214,0.0259,0.025,0.0296,0.0316,0.0319,0.0323,0.0035
4,4.1,61,conw,765,765,6e-4,6e-4,6e-4,6e-4,7e-4,7e-4,8e-4,0
4,4.1,61,cora,765,765,0.0095,0.0122,0.0123,0.0128,0.0131,0.0135,0.0153,9e-4
4,4.1,61,core,765,765,0.0334,0.2691,0.2424,0.4169,0.475,0.5217,0.6979,0.1468
4,4.1,61,coye,765,765,0.0129,0.018,0.0181,0.0191,0.0195,0.0199,0.0241,0.0014
4,4.1,61,cswa,765,765,0.003,0.0059,0.0059,0.0072,0.0075,0.0077,0.0084,0.0013
4,4.1,61,deju,765,765,0.0819,0.1372,0.1309,0.162,0.1791,0.1963,0.2302,0.0297
4,4.1,61,eaki,765,765,0.0031,0.0032,0.0031,0.0032,0.0032,0.0032,0.0033,0
4,4.1,61,eaph,765,765,0.0016,0.0017,0.0017,0.0018,0.0018,0.0018,0.0018,0
4,4.1,61,evgr,765,765,0.0044,0.0059,0.0059,0.0062,0.0063,0.0064,0.011,4e-4
4,4.1,61,fosp,765,765,0.0243,0.1066,0.094,0.148,0.1931,0.2279,0.306,0.056
4,4.1,61,gcki,765,765,0.0307,0.0385,0.0388,0.0422,0.0437,0.0451,0.0629,0.0046
4,4.1,61,gcth,765,765,0.0231,0.1506,0.1506,0.2066,0.2375,0.2582,0.3043,0.0622
4,4.1,61,graj,765,765,0.0701,0.1594,0.1536,0.2001,0.2176,0.2268,0.2461,0.0401
4,4.1,61,heth,765,765,0.0246,0.0347,0.0336,0.0402,0.0428,0.0447,0.061,0.0057
4,4.1,61,hola,765,765,0.0045,0.0072,0.0071,0.0077,0.0082,0.0086,0.0116,8e-4
4,4.1,61,lcsp,765,765,9e-4,0.0013,0.0011,0.0016,0.0019,0.0021,0.0027,4e-4
4,4.1,61,lefl,765,765,0.0194,0.0266,0.0268,0.0276,0.0281,0.0288,0.0578,0.003
4,4.1,61,lisp,765,765,0.0301,0.0463,0.0423,0.0523,0.0649,0.0733,0.1058,0.0117
4,4.1,61,mawa,765,765,0.0208,0.0308,0.0294,0.0335,0.0369,0.0433,0.0942,0.007
4,4.1,61,mowa,765,765,0.0022,0.0036,0.0037,0.004,0.0042,0.0043,0.0047,5e-4
4,4.1,61,nawa,765,765,0.0064,0.0134,0.0125,0.0186,0.0216,0.0229,0.0254,0.0053
4,4.1,61,nowa,765,765,0.0086,0.021,0.0211,0.0257,0.0281,0.031,0.0536,0.0064
4,4.1,61,ocwa,765,765,0.0525,0.1016,0.0918,0.1325,0.1567,0.1725,0.2141,0.0353
4,4.1,61,osfl,765,765,0.0059,0.0088,0.009,0.0095,0.0098,0.0103,0.0123,0.0011
4,4.1,61,oven,765,765,0.0048,0.0076,0.0074,0.0089,0.0095,0.0099,0.0249,0.0019
4,4.1,61,pawa,765,765,0.0042,0.0075,0.0068,0.0076,0.0097,0.0124,0.04,0.0031
4,4.1,61,phvi,765,765,0.0017,0.0063,0.0063,0.0072,0.0077,0.0081,0.0113,0.0011
4,4.1,61,pigr,765,765,0.0072,0.0135,0.0135,0.0153,0.0162,0.0182,0.0257,0.0026
4,4.1,61,pisi,765,765,0.0179,0.03,0.0286,0.0356,0.0407,0.045,0.0586,0.0074
4,4.1,61,pufi,765,765,0.0077,0.009,0.0088,0.0098,0.0108,0.0111,0.0115,0.001
4,4.1,61,rbgr,765,765,0.0014,0.0022,0.0022,0.0023,0.0024,0.0024,0.0027,2e-4
4,4.1,61,rbnu,765,765,0.0073,0.0116,0.0109,0.013,0.0148,0.0169,0.0249,0.0027
4,4.1,61,rcki,765,765,0.0267,0.0559,0.0521,0.0675,0.0811,0.0926,0.1892,0.019
4,4.1,61,revi,765,765,0.011,0.0136,0.0137,0.0141,0.0145,0.0146,0.0261,0.0012
4,4.1,61,rubl,765,765,0.0075,0.0169,0.0166,0.0193,0.0209,0.0231,0.0404,0.0038
4,4.1,61,rwbl,765,765,0.0127,0.0134,0.0134,0.0136,0.0137,0.0137,0.0138,2e-4
4,4.1,61,savs,765,765,0.0336,0.1135,0.1066,0.1469,0.1572,0.1628,0.1931,0.0326
4,4.1,61,sosp,765,765,0.0132,0.0134,0.0134,0.0134,0.0135,0.0135,0.0142,1e-4
4,4.1,61,swsp,765,765,0.0064,0.0141,0.0133,0.0167,0.0193,0.0218,0.0362,0.0042
4,4.1,61,swth,765,765,0.0826,0.1866,0.1874,0.2479,0.2707,0.2923,0.3857,0.0662
4,4.1,61,tewa,765,765,0.0104,0.0204,0.0154,0.024,0.0352,0.0479,0.1342,0.0144
4,4.1,61,tres,765,765,0.0276,0.0296,0.0296,0.0301,0.0305,0.0309,0.0319,7e-4
4,4.1,61,vath,765,765,0.0157,0.0218,0.0216,0.0241,0.0254,0.0267,0.0426,0.0033
4,4.1,61,vesp,765,765,0.0032,0.0033,0.0032,0.0032,0.0036,0.0041,0.0047,3e-4
4,4.1,61,wavi,765,765,0.0089,0.0134,0.0127,0.0148,0.0165,0.0185,0.0511,0.0041
4,4.1,61,wcsp,765,765,0.1366,0.4293,0.4137,0.5297,0.6084,0.6668,0.8545,0.1296
4,4.1,61,weta,765,765,0.0026,0.0067,0.0068,0.0092,0.0104,0.0108,0.0126,0.0025
4,4.1,61,wewp,765,765,0.003,0.0047,0.0046,0.0057,0.0064,0.0069,0.0106,0.0013
4,4.1,61,wiwa,765,765,0.0911,0.3053,0.3006,0.3876,0.4555,0.5191,0.6893,0.115
4,4.1,61,wiwr,765,765,0.0023,0.0062,0.0062,0.0071,0.0077,0.0083,0.022,0.0016
4,4.1,61,wtsp,765,765,0.0173,0.0267,0.023,0.0293,0.0385,0.0486,0.1076,0.0107
4,4.1,61,wwcr,765,765,0.0834,0.1347,0.1342,0.1457,0.1519,0.1567,0.23,0.0148
4,4.1,61,ybfl,765,765,0.0021,0.012,0.0122,0.0148,0.0174,0.0197,0.0617,0.0057
4,4.1,61,yrwa,765,765,0.0684,0.1567,0.1486,0.1764,0.2207,0.2741,0.3567,0.0489
4,4.1,61,ywar,765,765,0.0207,0.0378,0.0379,0.0419,0.0449,0.048,0.0606,0.0061
4,4.1,62,alfl,858,858,0.0385,0.1111,0.1133,0.1371,0.1573,0.1732,0.2012,0.0344
4,4.1,62,amcr,858,858,0.003,0.0033,0.0033,0.0034,0.0035,0.0037,0.0049,2e-4
4,4.1,62,amgo,858,858,0.0147,0.0157,0.016,0.0164,0.0165,0.0168,0.0189,9e-4
4,4.1,62,ampi,858,858,5e-4,0.0014,6e-4,0.0026,0.003,0.0035,0.0058,0.0011
4,4.1,62,amre,858,858,0.0152,0.033,0.0294,0.0497,0.0546,0.0561,0.0782,0.0146
4,4.1,62,amro,858,858,0.1026,0.1226,0.122,0.1305,0.1335,0.1357,0.1494,0.0085
4,4.1,62,atsp,858,858,4e-4,0.0154,0.0027,0.0339,0.0427,0.048,0.1295,0.0202
4,4.1,62,baww,858,858,0.0098,0.0169,0.0141,0.0192,0.0251,0.0292,0.0794,0.0084
4,4.1,62,bbwa,858,858,0.0048,0.0192,0.012,0.0271,0.0388,0.0483,0.1962,0.0187
4,4.1,62,bcch,858,858,0.0214,0.0252,0.0236,0.029,0.0307,0.0316,0.036,0.0034
4,4.1,62,bhco,858,858,0.0198,0.0285,0.0257,0.0354,0.0357,0.0359,0.0368,0.0059
4,4.1,62,bhvi,858,858,0.0069,0.014,0.0127,0.0195,0.0226,0.0248,0.0424,0.0061
4,4.1,62,blbw,858,858,0.0019,0.0042,0.0039,0.006,0.0068,0.007,0.0077,0.0016
4,4.1,62,blja,858,858,0.0022,0.0025,0.0025,0.0026,0.0027,0.0027,0.0039,2e-4
4,4.1,62,blpw,858,858,0.0243,0.0947,0.0904,0.1293,0.1458,0.1594,0.2516,0.0378
4,4.1,62,boch,858,858,0.0471,0.069,0.0584,0.0906,0.102,0.112,0.1828,0.023
4,4.1,62,brbl,858,858,0.0034,0.004,0.0036,0.0048,0.0053,0.0056,0.0071,8e-4
4,4.1,62,brcr,858,858,0.0128,0.0169,0.0164,0.0196,0.0206,0.0218,0.0313,0.0033
4,4.1,62,btnw,858,858,0.0034,0.0061,0.0061,0.0068,0.0073,0.008,0.0152,0.0013
4,4.1,62,cawa,858,858,0.0023,0.0045,0.0031,0.006,0.008,0.0108,0.0215,0.0028
4,4.1,62,ccsp,858,858,0.002,0.0064,0.0037,0.0129,0.0141,0.0148,0.0165,0.005
4,4.1,62,cedw,858,858,0.0429,0.0502,0.05,0.0543,0.0552,0.0558,0.0625,0.0039
4,4.1,62,chsp,858,858,0.0932,0.2193,0.1934,0.3286,0.3483,0.3595,0.3839,0.095
4,4.1,62,cmwa,858,858,0.0092,0.0213,0.0144,0.0297,0.0437,0.0576,0.0888,0.0155
4,4.1,62,cogr,858,858,0.0212,0.0226,0.0215,0.0237,0.0254,0.0267,0.0307,0.0018
4,4.1,62,conw,858,858,6e-4,0.0018,8e-4,0.0032,0.0046,0.006,0.0081,0.0017
4,4.1,62,cora,858,858,0.0109,0.0141,0.0142,0.015,0.0155,0.016,0.023,0.0012
4,4.1,62,core,858,858,0.0065,0.1482,0.0787,0.2058,0.482,0.5497,0.7849,0.1642
4,4.1,62,coye,858,858,0.0152,0.0199,0.0198,0.0211,0.0223,0.0245,0.0316,0.0023
4,4.1,62,cswa,858,858,0.0026,0.0043,0.0042,0.0055,0.0061,0.0065,0.0083,0.0013
4,4.1,62,deju,858,858,0.0992,0.1832,0.1824,0.2033,0.2258,0.2402,0.3273,0.0326
4,4.1,62,eaki,858,858,0.0031,0.0032,0.0032,0.0033,0.0033,0.0033,0.0062,1e-4
4,4.1,62,eaph,858,858,0.0016,0.0017,0.0017,0.0017,0.0017,0.0018,0.0042,1e-4
4,4.1,62,evgr,858,858,0.0049,0.0062,0.0061,0.0065,0.0068,0.0072,0.0096,6e-4
4,4.1,62,fosp,858,858,0.0125,0.0822,0.058,0.1387,0.1839,0.2189,0.2922,0.0639
4,4.1,62,gcki,858,858,0.0229,0.0421,0.0383,0.0488,0.0612,0.0782,0.1549,0.0193
4,4.1,62,gcth,858,858,0.0052,0.0524,0.0333,0.0923,0.1277,0.1462,0.206,0.045
4,4.1,62,graj,858,858,0.1228,0.1945,0.1941,0.2178,0.2273,0.2334,0.2576,0.0253
4,4.1,62,heth,858,858,0.0248,0.0605,0.0602,0.0791,0.086,0.0886,0.0973,0.0183
4,4.1,62,hola,858,858,0.0067,0.0071,0.0071,0.0071,0.0071,0.0071,0.0086,1e-4
4,4.1,62,lcsp,858,858,9e-4,0.0031,0.0028,0.0049,0.0053,0.0056,0.0062,0.0015
4,4.1,62,lefl,858,858,0.0221,0.0451,0.04,0.0654,0.0681,0.0724,0.0954,0.0172
4,4.1,62,lisp,858,858,0.0385,0.0846,0.0875,0.1002,0.1091,0.1154,0.1583,0.021
4,4.1,62,mawa,858,858,0.0229,0.0698,0.0584,0.0984,0.1276,0.1593,0.2887,0.0435
4,4.1,62,mowa,858,858,0.0022,0.0047,0.0041,0.0063,0.0073,0.0079,0.0148,0.0017
4,4.1,62,nawa,858,858,0.0054,0.011,0.0091,0.015,0.0173,0.0188,0.0282,0.0042
4,4.1,62,nowa,858,858,0.0129,0.0319,0.032,0.0389,0.0435,0.0473,0.0641,0.0089
4,4.1,62,ocwa,858,858,0.0338,0.0984,0.09,0.1355,0.1579,0.1741,0.2334,0.0398
4,4.1,62,osfl,858,858,0.0034,0.0078,0.0081,0.0092,0.0096,0.0104,0.0132,0.0017
4,4.1,62,oven,858,858,0.0054,0.0334,0.0161,0.0606,0.0871,0.1132,0.1601,0.0343
4,4.1,62,pawa,858,858,0.0063,0.0466,0.0437,0.0739,0.0908,0.107,0.205,0.0338
4,4.1,62,phvi,858,858,0.004,0.0072,0.007,0.0081,0.0089,0.0099,0.0293,0.002
4,4.1,62,pigr,858,858,0.0045,0.0098,0.0086,0.0142,0.0157,0.0168,0.0298,0.0042
4,4.1,62,pisi,858,858,0.0258,0.0544,0.0549,0.0631,0.0686,0.0769,0.1626,0.016
4,4.1,62,pufi,858,858,0.0074,0.0086,0.0084,0.0093,0.0098,0.0102,0.011,8e-4
4,4.1,62,rbgr,858,858,0.0019,0.0034,0.0027,0.0042,0.0056,0.0075,0.0364,0.002
4,4.1,62,rbnu,858,858,0.0098,0.0175,0.0159,0.0174,0.0229,0.0355,0.0708,0.0081
4,4.1,62,rcki,858,858,0.0408,0.1337,0.1369,0.1729,0.1894,0.1999,0.2904,0.0438
4,4.1,62,revi,858,858,0.0112,0.0317,0.0189,0.0556,0.0669,0.0828,0.1155,0.0236
4,4.1,62,rubl,858,858,0.0045,0.0177,0.0181,0.0218,0.023,0.0242,0.0328,0.005
4,4.1,62,rwbl,858,858,0.0128,0.0137,0.0134,0.0141,0.0145,0.0147,0.017,6e-4
4,4.1,62,savs,858,858,0.0263,0.062,0.0406,0.0899,0.1473,0.1637,0.1988,0.0433
4,4.1,62,sosp,858,858,0.0132,0.0136,0.0134,0.0136,0.0138,0.0145,0.0192,6e-4
4,4.1,62,swsp,858,858,0.01,0.0217,0.0198,0.0265,0.0312,0.0347,0.0498,0.0063
4,4.1,62,swth,858,858,0.1149,0.2298,0.2328,0.2689,0.2841,0.3017,0.3595,0.0474
4,4.1,62,tewa,858,858,0.0129,0.1928,0.1567,0.3438,0.4322,0.4915,0.79,0.1624
4,4.1,62,tres,858,858,0.0271,0.0295,0.0292,0.0298,0.0301,0.0307,0.0735,0.002
4,4.1,62,vath,858,858,0.0039,0.0153,0.0171,0.0215,0.0232,0.0246,0.0307,0.0068
4,4.1,62,vesp,858,858,0.0032,0.0038,0.0034,0.0046,0.0047,0.0048,0.0048,7e-4
4,4.1,62,wavi,858,858,0.0107,0.0164,0.0154,0.0209,0.0217,0.022,0.0234,0.0037
4,4.1,62,wcsp,858,858,0.0115,0.2046,0.1551,0.3615,0.4898,0.5412,0.6322,0.1738
4,4.1,62,weta,858,858,0.0036,0.0189,0.014,0.0324,0.0396,0.0512,0.0671,0.015
4,4.1,62,wewp,858,858,0.0033,0.0061,0.0058,0.008,0.0088,0.0092,0.0109,0.002
4,4.1,62,wiwa,858,858,0.0148,0.1137,0.0736,0.2021,0.2538,0.2934,0.4301,0.0927
4,4.1,62,wiwr,858,858,0.0042,0.0089,0.0069,0.0112,0.0174,0.0215,0.038,0.0055
4,4.1,62,wtsp,858,858,0.0194,0.0848,0.0913,0.1154,0.1247,0.1322,0.2431,0.0352
4,4.1,62,wwcr,858,858,0.0903,0.1573,0.1513,0.1823,0.1974,0.2145,0.5306,0.0413
4,4.1,62,ybfl,858,858,0.0058,0.0197,0.0151,0.0283,0.0335,0.0414,0.0676,0.0106
4,4.1,62,yrwa,858,858,0.1287,0.2933,0.2804,0.3786,0.409,0.458,0.6863,0.1028
4,4.1,62,ywar,858,858,0.0256,0.045,0.0436,0.0531,0.058,0.0611,0.0788,0.0094
4,4.2,63,alfl,1558,1558,0.0935,0.1592,0.1586,0.1801,0.194,0.2056,0.2731,0.0267
4,4.2,63,amcr,1558,1558,0.003,0.0034,0.0034,0.0036,0.0037,0.0038,0.0048,3e-4
4,4.2,63,amgo,1558,1558,0.0136,0.0146,0.0147,0.0147,0.0148,0.0149,0.0165,3e-4
4,4.2,63,ampi,1558,1558,6e-4,9e-4,6e-4,7e-4,0.0024,0.0025,0.0029,7e-4
4,4.2,63,amre,1558,1558,0.0201,0.0373,0.0378,0.0482,0.0521,0.0576,0.072,0.012
4,4.2,63,amro,1558,1558,0.122,0.1369,0.1371,0.1438,0.1451,0.1458,0.1513,0.0065
4,4.2,63,atsp,1558,1558,3e-4,0.0293,7e-4,0.0384,0.1553,0.1692,0.2033,0.059
4,4.2,63,baww,1558,1558,0.0065,0.0118,0.009,0.0156,0.0188,0.0235,0.0821,0.0079
4,4.2,63,bbwa,1558,1558,0.0021,0.0112,0.0057,0.0141,0.0353,0.0431,0.0593,0.0128
4,4.2,63,bcch,1558,1558,0.0209,0.0251,0.0246,0.0285,0.0302,0.031,0.0343,0.0033
4,4.2,63,bhco,1558,1558,0.0334,0.036,0.0358,0.0375,0.0377,0.0381,0.0415,0.0016
4,4.2,63,bhvi,1558,1558,0.0052,0.0092,0.0094,0.0114,0.0118,0.0124,0.0214,0.0023
4,4.2,63,blbw,1558,1558,0.0016,0.0027,0.0025,0.0028,0.0034,0.0039,0.0059,5e-4
4,4.2,63,blja,1558,1558,0.0019,0.0023,0.0022,0.0024,0.0025,0.0026,0.0032,1e-4
4,4.2,63,blpw,1558,1558,0.0208,0.0988,0.0804,0.1594,0.1671,0.1784,0.2755,0.0515
4,4.2,63,boch,1558,1558,0.0411,0.0465,0.0465,0.0479,0.0484,0.0489,0.0599,0.0017
4,4.2,63,brbl,1558,1558,0.0037,0.0072,0.0073,0.0092,0.0102,0.0106,0.0144,0.0022
4,4.2,63,brcr,1558,1558,0.012,0.0132,0.013,0.0135,0.0143,0.015,0.0158,7e-4
4,4.2,63,btnw,1558,1558,0.0023,0.0035,0.0035,0.0037,0.0039,0.0043,0.0056,4e-4
4,4.2,63,cawa,1558,1558,0.0019,0.0031,0.0024,0.0037,0.0048,0.0064,0.0149,0.0016
4,4.2,63,ccsp,1558,1558,0.0042,0.0118,0.013,0.0138,0.0141,0.0142,0.0149,0.0028
4,4.2,63,cedw,1558,1558,0.041,0.0463,0.0456,0.0486,0.0517,0.0534,0.0595,0.0033
4,4.2,63,chsp,1558,1558,0.1269,0.3395,0.3409,0.4327,0.4978,0.5418,0.7419,0.118
4,4.2,63,cmwa,1558,1558,0.0049,0.0132,0.0114,0.0167,0.0222,0.031,0.0689,0.0072
4,4.2,63,cogr,1558,1558,0.0214,0.0215,0.0214,0.0215,0.0215,0.0217,0.0252,3e-4
4,4.2,63,conw,1558,1558,4e-4,0.0011,7e-4,0.0015,0.0028,0.0034,0.0069,0.001
4,4.2,63,cora,1558,1558,0.0134,0.0155,0.0153,0.0166,0.0172,0.0176,0.0285,0.0012
4,4.2,63,core,1558,1558,0.0445,0.1346,0.0588,0.2213,0.4373,0.4443,0.624,0.1451
4,4.2,63,coye,1558,1558,0.0161,0.0198,0.0206,0.0211,0.0214,0.0216,0.0246,0.0017
4,4.2,63,cswa,1558,1558,0.0025,0.003,0.0029,0.0031,0.0033,0.0035,0.0045,3e-4
4,4.2,63,deju,1558,1558,0.0925,0.162,0.1709,0.1885,0.1957,0.2016,0.2211,0.0303
4,4.2,63,eaki,1558,1558,0.0029,0.0033,0.0033,0.0033,0.0033,0.0033,0.0069,2e-4
4,4.2,63,eaph,1558,1558,0.0015,0.0016,0.0016,0.0016,0.0016,0.0017,0.0036,1e-4
4,4.2,63,evgr,1558,1558,0.0025,0.0039,0.0037,0.0045,0.0052,0.0056,0.0084,9e-4
4,4.2,63,fosp,1558,1558,0.0107,0.0383,0.0258,0.065,0.0777,0.0823,0.1141,0.0242
4,4.2,63,gcki,1558,1558,0.0201,0.0246,0.0245,0.0257,0.0274,0.0282,0.0344,0.002
4,4.2,63,gcth,1558,1558,0.0019,0.0078,0.0063,0.0088,0.0177,0.0235,0.0822,0.0071
4,4.2,63,graj,1558,1558,0.0833,0.1157,0.1111,0.1325,0.1449,0.1552,0.1706,0.0194
4,4.2,63,heth,1558,1558,0.0236,0.0602,0.0657,0.0692,0.072,0.0752,0.0897,0.015
4,4.2,63,hola,1558,1558,0.0069,0.0071,0.0071,0.0071,0.0071,0.0071,0.0072,0
4,4.2,63,lcsp,1558,1558,0.0029,0.005,0.0049,0.0064,0.0067,0.0073,0.0082,0.0013
4,4.2,63,lefl,1558,1558,0.0205,0.0456,0.0443,0.0669,0.0693,0.0711,0.0774,0.0184
4,4.2,63,lisp,1558,1558,0.0484,0.1223,0.1286,0.1481,0.162,0.1726,0.2707,0.0354
4,4.2,63,mawa,1558,1558,0.0258,0.056,0.0472,0.079,0.0945,0.1096,0.1867,0.0278
4,4.2,63,mowa,1558,1558,0.0013,0.0025,0.0021,0.0035,0.0042,0.0046,0.0082,0.0011
4,4.2,63,nawa,1558,1558,0.0047,0.0073,0.007,0.0083,0.0089,0.0096,0.0116,0.0011
4,4.2,63,nowa,1558,1558,0.018,0.036,0.0349,0.0432,0.0493,0.0583,0.1444,0.0132
4,4.2,63,ocwa,1558,1558,0.0335,0.1162,0.1205,0.1482,0.159,0.1705,0.3228,0.0429
4,4.2,63,osfl,1558,1558,0.0032,0.0048,0.0048,0.0054,0.0057,0.0059,0.0073,7e-4
4,4.2,63,oven,1558,1558,0.0055,0.0251,0.0157,0.0435,0.0602,0.0685,0.1227,0.022
4,4.2,63,pawa,1558,1558,0.0175,0.0763,0.075,0.1063,0.1219,0.1348,0.1963,0.0335
4,4.2,63,phvi,1558,1558,0.004,0.0062,0.0064,0.007,0.0074,0.0076,0.0125,0.001
4,4.2,63,pigr,1558,1558,0.0043,0.0074,0.0058,0.0114,0.0137,0.0143,0.0155,0.0033
4,4.2,63,pisi,1558,1558,0.0345,0.0446,0.0439,0.0482,0.0511,0.0561,0.0964,0.0069
