ecozone,ecoprovince,ecoregion,spp,eco_cells,spp_cells,min,mean,median,p80,p90,p95,max,std_dev
4,4.1,62,wcsp,858,858,0.0115,0.2046,0.1551,0.3615,0.4898,0.5412,0.6322,0.1738
4,4.1,62,weta,858,858,0.0036,0.0189,0.014,0.0324,0.0396,0.0512,0.0671,0.015
4,4.1,62,wewp,858,858,0.0033,0.0061,0.0058,0.008,0.0088,0.0092,0.0109,0.002
4,4.1,62,wiwa,858,858,0.0148,0.1137,0.0736,0.2021,0.2538,0.2934,0.4301,0.0927
4,4.1,62,wiwr,858,858,0.0042,0.0089,0.0069,0.0112,0.0174,0.0215,0.038,0.0055
4,4.1,62,wtsp,858,858,0.0194,0.0848,0.0913,0.1154,0.1247,0.1322,0.2431,0.0352
4,4.1,62,wwcr,858,858,0.0903,0.1573,0.1513,0.1823,0.1974,0.2145,0.5306,0.0413
4,4.1,62,ybfl,858,858,0.0058,0.0197,0.0151,0.0283,0.0335,0.0414,0.0676,0.0106
4,4.1,62,yrwa,858,858,0.1287,0.2933,0.2804,0.3786,0.409,0.458,0.6863,0.1028
4,4.1,62,ywar,858,858,0.0256,0.045,0.0436,0.0531,0.058,0.0611,0.0788,0.0094
5,5.1,68,alfl,8543,8410,0.0227,0.0737,0.0473,0.1222,0.1453,0.1589,0.2569,0.045
5,5.1,68,amcr,8543,8410,0.0027,0.0035,0.0035,0.0038,0.0041,0.0043,0.0058,4e-4
5,5.1,68,amgo,8543,8410,0.0143,0.0149,0.0149,0.0149,0.015,0.0154,0.0173,3e-4
5,5.1,68,ampi,8543,8410,5e-4,0.0032,0.0034,0.0039,0.0046,0.0054,0.0109,0.0014
5,5.1,68,amre,8543,8410,0.016,0.0233,0.0222,0.0279,0.0294,0.0308,0.0468,0.0047
5,5.1,68,amro,8543,8410,0.131,0.137,0.1353,0.1395,0.1424,0.149,0.2021,0.008
5,5.1,68,atsp,8543,8410,5e-4,0.1436,0.141,0.184,0.2444,0.2929,0.437,0.0782
5,5.1,68,baww,8543,8410,0.0058,0.0097,0.0097,0.0119,0.0123,0.0125,0.0172,0.002
5,5.1,68,bbwa,8543,8410,0.0012,0.005,0.0052,0.006,0.0064,0.0067,0.0097,0.0013
5,5.1,68,bcch,8543,8410,0.021,0.0223,0.0218,0.0228,0.0235,0.0259,0.0348,0.0016
5,5.1,68,bhco,8543,8410,0.0227,0.0298,0.031,0.0345,0.0349,0.0357,0.04,0.0045
5,5.1,68,bhvi,8543,8410,0.0043,0.0068,0.0071,0.0075,0.0079,0.0082,0.0087,9e-4
5,5.1,68,blbw,8543,8410,0.0013,0.0029,0.0029,0.0034,0.0034,0.0035,0.0036,5e-4
5,5.1,68,blja,8543,8410,0.0019,0.0022,0.0022,0.0022,0.0023,0.0024,0.0026,1e-4
5,5.1,68,blpw,8543,8410,0.006,0.1286,0.062,0.2021,0.372,0.4646,0.8062,0.1513
5,5.1,68,boch,8543,8410,0.0321,0.0426,0.0425,0.0451,0.0458,0.0465,0.063,0.0027
5,5.1,68,brbl,8543,8410,0.0029,0.004,0.0035,0.0042,0.0057,0.0068,0.0094,0.0011
5,5.1,68,brcr,8543,8410,0.0132,0.0156,0.0157,0.0165,0.0169,0.0171,0.0176,0.0011
5,5.1,68,btnw,8543,8410,0.0023,0.004,0.004,0.0044,0.0044,0.0045,0.0046,4e-4
5,5.1,68,cawa,8543,8410,0.0022,0.0026,0.0025,0.0028,0.0029,0.003,0.0035,2e-4
5,5.1,68,ccsp,8543,8410,0.0026,0.0064,0.004,0.0111,0.0121,0.0126,0.0146,0.0035
5,5.1,68,cedw,8543,8410,0.0392,0.0463,0.0461,0.0488,0.0494,0.0509,0.0637,0.003
5,5.1,68,chsp,8543,8410,0.0728,0.173,0.109,0.1795,0.3932,0.5516,0.9201,0.1544
5,5.1,68,cmwa,8543,8410,0.0043,0.0125,0.0121,0.017,0.0183,0.0196,0.0487,0.0048
5,5.1,68,cogr,8543,8410,0.0212,0.0219,0.0217,0.0222,0.0227,0.0231,0.0289,6e-4
5,5.1,68,conw,8543,8410,3e-4,8e-4,8e-4,0.001,0.001,0.0011,0.0012,2e-4
5,5.1,68,cora,8543,8410,0.0122,0.0167,0.016,0.0173,0.0194,0.0235,0.0321,0.0024
5,5.1,68,core,8543,8410,0.0157,0.2483,0.2095,0.4405,0.494,0.5258,0.8356,0.185
5,5.1,68,coye,8543,8410,0.0141,0.0181,0.0179,0.0196,0.0203,0.0208,0.0243,0.0017
5,5.1,68,cswa,8543,8410,0.0026,0.0033,0.0033,0.0035,0.0036,0.0037,0.0041,3e-4
5,5.1,68,deju,8543,8410,0.0502,0.078,0.0671,0.0887,0.1198,0.139,0.1617,0.0243
5,5.1,68,eaki,8543,8410,0.0027,0.0033,0.0032,0.0033,0.0035,0.0039,0.0042,2e-4
5,5.1,68,eaph,8543,8410,0.0016,0.0021,0.0017,0.0017,0.0022,0.0053,0.0105,0.0013
5,5.1,68,evgr,8543,8410,0.0022,0.0027,0.0026,0.0028,0.0028,0.0029,0.0054,2e-4
5,5.1,68,fosp,8543,8410,0.0122,0.0371,0.0242,0.0628,0.0732,0.0803,0.1257,0.0241
5,5.1,68,gcki,8543,8410,0.0185,0.0321,0.0307,0.0375,0.0423,0.0431,0.0447,0.0057
5,5.1,68,gcth,8543,8410,0.0019,0.0206,0.0189,0.0318,0.0419,0.0497,0.0688,0.0139
5,5.1,68,graj,8543,8410,0.0284,0.0493,0.0459,0.0579,0.0654,0.08,0.1546,0.0149
5,5.1,68,heth,8543,8410,0.014,0.0284,0.0211,0.0282,0.0551,0.0831,0.1047,0.019
5,5.1,68,hola,8543,8410,0.0069,0.0078,0.0071,0.0079,0.0089,0.0104,0.0289,0.0017
5,5.1,68,lcsp,8543,8410,0.002,0.0031,0.0029,0.0036,0.0039,0.0045,0.0053,6e-4
5,5.1,68,lefl,8543,8410,0.0189,0.0216,0.0215,0.0219,0.0222,0.0232,0.0331,0.0011
5,5.1,68,lisp,8543,8410,0.0138,0.053900000000000003,0.021,0.0757,0.1904,0.2125,0.2769,0.0642
5,5.1,68,mawa,8543,8410,0.0201,0.0295,0.0304,0.0339,0.0345,0.0348,0.0368,0.0043
5,5.1,68,mowa,8543,8410,0.0012,0.0021,0.0022,0.0023,0.0023,0.0023,0.0026,2e-4
5,5.1,68,nawa,8543,8410,0.0052,0.0088,0.0093,0.0108,0.0113,0.0115,0.0155,0.002
5,5.1,68,nowa,8543,8410,0.0028,0.0269,0.0131,0.0378,0.0825,0.0961,0.1741,0.0298
5,5.1,68,ocwa,8543,8410,0.0387,0.0926,0.0503,0.10780000000000001,0.2478,0.3029,0.4062,0.0816
5,5.1,68,osfl,8543,8410,0.0028,0.0043,0.004,0.0052,0.0056,0.0069,0.0089,0.0011
5,5.1,68,oven,8543,8410,0.0054,0.0076,0.0074,0.0086,0.0088,0.009,0.011,9e-4
5,5.1,68,pawa,8543,8410,0.005,0.0195,0.0127,0.0208,0.0447,0.0601,0.2241,0.021
5,5.1,68,phvi,8543,8410,0.004,0.006,0.0062,0.0066,0.0066,0.0067,0.0129,7e-4
5,5.1,68,pigr,8543,8410,0.0044,0.0092,0.0094,0.0122,0.0131,0.0136,0.0314,0.0031
5,5.1,68,pisi,8543,8410,0.0198,0.0295,0.0285,0.0338,0.0355,0.037,0.0416,0.0042
5,5.1,68,pufi,8543,8410,0.0052,0.0065,0.0066,0.0068,0.0069,0.0069,0.008,4e-4
5,5.1,68,rbgr,8543,8410,7e-4,0.002,0.0021,0.0025,0.0026,0.0027,0.0124,6e-4
5,5.1,68,rbnu,8543,8410,0.0083,0.0108,0.0108,0.0113,0.0118,0.013,0.0156,0.001
5,5.1,68,rcki,8543,8410,0.0248,0.0564,0.0405,0.0828,0.1053,0.1165,0.2106,0.0303
5,5.1,68,revi,8543,8410,0.0109,0.0123,0.012,0.0128,0.0132,0.0142,0.0233,0.001
5,5.1,68,rubl,8543,8410,0.0045,0.0122,0.0107,0.0147,0.0206,0.0295,0.0559,0.0071
5,5.1,68,rwbl,8543,8410,0.013,0.0139,0.0134,0.0146,0.0156,0.0165,0.0225,0.0011
5,5.1,68,savs,8543,8410,0.0209,0.1079,0.0841,0.1132,0.2422,0.273,0.3357,0.0648
5,5.1,68,sosp,8543,8410,0.0115,0.0142,0.0141,0.0147,0.0152,0.0157,0.0188,8e-4
5,5.1,68,swsp,8543,8410,0.0027,0.013,0.01,0.0169,0.0188,0.0318,0.1509,0.0114
5,5.1,68,swth,8543,8410,0.0386,0.1245,0.1015,0.1907,0.2628,0.2844,0.363,0.0798
5,5.1,68,tewa,8543,8410,0.0176,0.0365,0.0323,0.0387,0.0477,0.0714,0.1938,0.0158
5,5.1,68,tres,8543,8410,0.0212,0.0285,0.0286,0.0303,0.0312,0.0327,0.094,0.0047
5,5.1,68,vath,8543,8410,0.0135,0.0149,0.0148,0.0151,0.0153,0.0155,0.0207,5e-4
5,5.1,68,vesp,8543,8410,0.0031,0.0038,0.0038,0.0045,0.0046,0.0047,0.0062,6e-4
5,5.1,68,wavi,8543,8410,0.0093,0.0127,0.0122,0.0144,0.0149,0.0156,0.0192,0.0018
5,5.1,68,wcsp,8543,8410,0.0473,0.1759,0.1776,0.2047,0.2236,0.2409,0.3886,0.0412
5,5.1,68,weta,8543,8410,0.0018,0.0077,0.0085,0.0107,0.0112,0.0115,0.0128,0.0029
5,5.1,68,wewp,8543,8410,0.0012,0.0066,0.0072,0.0076,0.0083,0.0087,0.0093,0.0016
5,5.1,68,wiwa,8543,8410,0.0113,0.0373,0.0376,0.0473,0.0499,0.0545,0.0882,0.0117
5,5.1,68,wiwr,8543,8410,0.0035,0.0055,0.0054,0.0067,0.0074,0.0076,0.0078,0.0012
5,5.1,68,wtsp,8543,8410,0.0246,0.0471,0.0406,0.0536,0.0658,0.0863,0.1394,0.0158
5,5.1,68,wwcr,8543,8410,0.0373,0.0661,0.0666,0.0746,0.079,0.082,0.1868,0.0117
5,5.1,68,ybfl,8543,8410,0.0047,0.0073,0.0067,0.008,0.0098,0.0129,0.0196,0.0022
5,5.1,68,yrwa,8543,8410,0.0461,0.1486,0.1352,0.2007,0.275,0.3136,0.4643,0.0802
5,5.1,68,ywar,8543,8410,0.0113,0.1119,0.0745,0.2021,0.2643,0.308,0.5876,0.0966
5,5.1,69,alfl,7465,6411,0.0444,0.1372,0.1362,0.1526,0.1669,0.1954,0.3185,0.0338
5,5.1,69,amcr,7465,6411,0.003,0.0037,0.0036,0.0039,0.0042,0.0044,0.007,4e-4
5,5.1,69,amgo,7465,6411,0.0143,0.0149,0.0148,0.0149,0.015,0.0153,0.0179,3e-4
5,5.1,69,ampi,7465,6411,5e-4,0.0011,6e-4,0.0018,0.0025,0.0029,0.0034,8e-4
5,5.1,69,amre,7465,6411,0.0172,0.0369,0.0311,0.05,0.0577,0.062,0.0782,0.0127
5,5.1,69,amro,7465,6411,0.1077,0.1349,0.1379,0.1404,0.1419,0.1442,0.2028,0.0102
5,5.1,69,atsp,7465,6411,3e-4,0.0349,0.0011,0.0994,0.127,0.133,0.1715,0.0508
5,5.1,69,baww,7465,6411,0.0061,0.0105,0.0098,0.0123,0.0139,0.0158,0.0352,0.0033
5,5.1,69,bbwa,7465,6411,9e-4,0.0064,0.0049,0.0062,0.0075,0.0116,0.1143,0.0077
5,5.1,69,bcch,7465,6411,0.0213,0.0233,0.0221,0.0244,0.0273,0.0292,0.0348,0.0024
5,5.1,69,bhco,7465,6411,0.0229,0.0337,0.0339,0.0347,0.0351,0.036,0.0454,0.0022
5,5.1,69,bhvi,7465,6411,0.005,0.0088,0.0079,0.0102,0.0123,0.0161,0.0228,0.0029
5,5.1,69,blbw,7465,6411,0.0014,0.0032,0.0033,0.0034,0.0035,0.0035,0.006,4e-4
5,5.1,69,blja,7465,6411,0.0019,0.0023,0.0022,0.0023,0.0023,0.0025,0.0029,1e-4
5,5.1,69,blpw,7465,6411,0.0162,0.1969,0.1968,0.2407,0.2887,0.3643,0.7022,0.0908
5,5.1,69,boch,7465,6411,0.029,0.0484,0.0462,0.051,0.058,0.0641,0.0918,0.007
5,5.1,69,brbl,7465,6411,0.0034,0.0046,0.004,0.0055,0.0067,0.0072,0.0108,0.0013
5,5.1,69,brcr,7465,6411,0.013,0.0162,0.0163,0.0166,0.0169,0.0171,0.0178,6e-4
5,5.1,69,btnw,7465,6411,0.0026,0.0044,0.0044,0.0047,0.0052,0.0058,0.0075,7e-4
5,5.1,69,cawa,7465,6411,0.0021,0.003,0.0026,0.003,0.0033,0.0051,0.0161,0.0013
5,5.1,69,ccsp,7465,6411,0.002,0.0084,0.0092,0.0121,0.0124,0.0132,0.0155,0.0034
5,5.1,69,cedw,7465,6411,0.0405,0.0479,0.0476,0.0492,0.0514,0.0542,0.0703,0.0031
5,5.1,69,chsp,7465,6411,0.1034,0.3123,0.2814,0.3862,0.4474,0.6392,1.0761,0.1652
5,5.1,69,cmwa,7465,6411,0.0047,0.0129,0.0097,0.0149,0.0202,0.0307,0.0959,0.0104
5,5.1,69,cogr,7465,6411,0.0213,0.0218,0.0216,0.022,0.0225,0.0229,0.0299,6e-4
5,5.1,69,conw,7465,6411,3e-4,0.001,9e-4,0.001,0.001,0.0013,0.0076,7e-4
5,5.1,69,cora,7465,6411,0.0143,0.017,0.0164,0.0174,0.0183,0.0221,0.0318,0.0023
5,5.1,69,core,7465,6411,0.0106,0.1895,0.0991,0.4166,0.4578,0.5006,0.8616,0.1765
5,5.1,69,coye,7465,6411,0.0152,0.0198,0.0195,0.0213,0.0221,0.0232,0.0253,0.0018
5,5.1,69,cswa,7465,6411,0.0025,0.0034,0.0034,0.0036,0.0036,0.0037,0.0042,2e-4
5,5.1,69,deju,7465,6411,0.0662,0.1374,0.1476,0.1631,0.1689,0.1736,0.2011,0.0298
5,5.1,69,eaki,7465,6411,0.0028,0.0034,0.0033,0.0033,0.0036,0.0041,0.0106,6e-4
5,5.1,69,eaph,7465,6411,0.0015,0.0019,0.0017,0.0017,0.002,0.004,0.0101,9e-4
5,5.1,69,evgr,7465,6411,0.0025,0.0037,0.0033,0.0046,0.0053,0.0057,0.0096,0.001
5,5.1,69,fosp,7465,6411,0.0126,0.0516,0.0561,0.0639,0.0706,0.0751,0.1299,0.0169
5,5.1,69,gcki,7465,6411,0.0205,0.0364,0.0339,0.0437,0.0514,0.0546,0.0637,0.0087
5,5.1,69,gcth,7465,6411,0.0016,0.0067,0.0035,0.0092,0.0117,0.029,0.0599,0.0083
5,5.1,69,graj,7465,6411,0.0393,0.1249,0.1101,0.1815,0.1908,0.1996,0.2553,0.0506
5,5.1,69,heth,7465,6411,0.0174,0.0708,0.077,0.1014,0.1085,0.1122,0.1365,0.0303
5,5.1,69,hola,7465,6411,0.0069,0.0071,0.0071,0.0071,0.0071,0.0071,0.008,0
5,5.1,69,lcsp,7465,6411,0.002,0.0036,0.0036,0.0044,0.005,0.0055,0.0062,9e-4
5,5.1,69,lefl,7465,6411,0.0197,0.0292,0.0233,0.0346,0.0485,0.0618,0.0766,0.0127
5,5.1,69,lisp,7465,6411,0.0188,0.1127,0.108,0.1469,0.1743,0.2221,0.30620000000000003,0.0503
5,5.1,69,mawa,7465,6411,0.0211,0.0394,0.0357,0.0454,0.0552,0.0693,0.1164,0.0136
5,5.1,69,mowa,7465,6411,0.0012,0.0024,0.0022,0.0023,0.0026,0.0044,0.0082,9e-4
5,5.1,69,nawa,7465,6411,0.005,0.0101,0.0106,0.0114,0.0118,0.0119,0.0168,0.0016
5,5.1,69,nowa,7465,6411,0.0086,0.0508,0.0417,0.0597,0.0929,0.1231,0.2827,0.0336
5,5.1,69,ocwa,7465,6411,0.0418,0.1584,0.1459,0.1769,0.2692,0.3473,0.5164,0.0787
5,5.1,69,osfl,7465,6411,0.0029,0.0055,0.005,0.0067,0.0074,0.008,0.0106,0.0013
5,5.1,69,oven,7465,6411,0.0054,0.0137,0.0087,0.0125,0.021,0.0458,0.1538,0.0176
5,5.1,69,pawa,7465,6411,0.0063,0.0496,0.049,0.071,0.0826,0.0899,0.2185,0.026
5,5.1,69,phvi,7465,6411,0.0043,0.0068,0.0066,0.0074,0.0082,0.0087,0.0151,9e-4
5,5.1,69,pigr,7465,6411,0.0045,0.0094,0.0091,0.0126,0.0134,0.0138,0.0209,0.0031
5,5.1,69,pisi,7465,6411,0.0251,0.0417,0.0402,0.0465,0.0507,0.0531,0.0918,0.0067
5,5.1,69,pufi,7465,6411,0.0059,0.007,0.0067,0.0078,0.008,0.0081,0.0108,7e-4
5,5.1,69,rbgr,7465,6411,7e-4,0.0026,0.0026,0.0029,0.0031,0.0037,0.0167,0.001
5,5.1,69,rbnu,7465,6411,0.0091,0.0148,0.0148,0.017,0.018,0.0189,0.0273,0.0025
5,5.1,69,rcki,7465,6411,0.0374,0.1687,0.1759,0.2071,0.2252,0.235,0.2682,0.0456
5,5.1,69,revi,7465,6411,0.011,0.0179,0.0127,0.0204,0.028,0.043,0.1124,0.0132
5,5.1,69,rubl,7465,6411,0.0043,0.0147,0.015,0.0181,0.0196,0.0212,0.039,0.0041
5,5.1,69,rwbl,7465,6411,0.0131,0.0141,0.0135,0.0144,0.0154,0.0165,0.0273,0.0012
5,5.1,69,savs,7465,6411,0.0193,0.0475,0.0305,0.0789,0.082,0.0859,0.1594,0.0261
5,5.1,69,sosp,7465,6411,0.0132,0.0144,0.0142,0.0147,0.0151,0.0156,0.0196,6e-4
5,5.1,69,swsp,7465,6411,0.0043,0.0382,0.0254,0.0352,0.066,0.1449,0.6735,0.0525
5,5.1,69,swth,7465,6411,0.0852,0.2503,0.2514,0.2877,0.3006,0.3303,0.3944,0.048
5,5.1,69,tewa,7465,6411,0.0166,0.1713,0.1375,0.2784,0.3976,0.5003,0.7636,0.1471
5,5.1,69,tres,7465,6411,0.0224,0.0305,0.0296,0.0312,0.0327,0.0359,0.191,0.0069
5,5.1,69,vath,7465,6411,0.0038,0.0137,0.0143,0.0149,0.015,0.0152,0.0202,0.0024
5,5.1,69,vesp,7465,6411,0.0032,0.0045,0.0045,0.0046,0.0047,0.0047,0.0063,3e-4
5,5.1,69,wavi,7465,6411,0.0118,0.0176,0.0172,0.0204,0.0212,0.0217,0.0248,0.0023
5,5.1,69,wcsp,7465,6411,0.0051,0.1044,0.0964,0.1905,0.2039,0.213,0.3828,0.0777
5,5.1,69,weta,7465,6411,0.0046,0.0145,0.0129,0.0174,0.0221,0.025,0.0508,0.0057
5,5.1,69,wewp,7465,6411,0.005,0.0087,0.0082,0.0102,0.0113,0.0117,0.0139,0.0016
5,5.1,69,wiwa,7465,6411,0.0152,0.0502,0.0511,0.0588,0.0619,0.0656,0.1073,0.0118
5,5.1,69,wiwr,7465,6411,0.0034,0.0053,0.005,0.0058,0.0066,0.0073,0.0097,0.001
5,5.1,69,wtsp,7465,6411,0.0373,0.1029,0.1029,0.1289,0.1451,0.1597,0.2511,0.0337
5,5.1,69,wwcr,7465,6411,0.0373,0.0904,0.0787,0.1169,0.136,0.1427,0.6107,0.0331
5,5.1,69,ybfl,7465,6411,0.0045,0.0085,0.0074,0.0113,0.0129,0.0139,0.0347,0.0031
5,5.1,69,yrwa,7465,6411,0.1187,0.2466,0.2445,0.2769,0.2995,0.3241,0.4983,0.0441
5,5.1,69,ywar,7465,6411,0.0295,0.1076,0.0921,0.1258,0.1619,0.2223,0.5182,0.0586
5,5.1,70,alfl,11280,11127,0.0288,0.0461,0.0425,0.053,0.0634,0.0745,0.1026,0.0121
5,5.1,70,amcr,11280,11127,0.0029,0.0037,0.0036,0.004,0.0043,0.0046,0.0062,4e-4
5,5.1,70,amgo,11280,11127,0.0142,0.015,0.0149,0.015,0.0152,0.0157,0.0178,3e-4
5,5.1,70,ampi,11280,11127,0.0031,0.0043,0.0035,0.0055,0.006,0.0067,0.0089,0.0012
5,5.1,70,amre,11280,11127,0.0133,0.0208,0.0211,0.0216,0.0223,0.0231,0.0323,0.0018
5,5.1,70,amro,11280,11127,0.1229,0.1314,0.1317,0.134,0.136,0.1374,0.1816,0.0045
5,5.1,70,atsp,11280,11127,0.1016,0.2011,0.1668,0.2902,0.3041,0.3182,0.4843,0.076
5,5.1,70,baww,11280,11127,0.0086,0.0098,0.0096,0.0102,0.0105,0.011,0.0193,9e-4
5,5.1,70,bbwa,11280,11127,0.0015,0.005,0.0051,0.0057,0.0059,0.0061,0.0071,9e-4
5,5.1,70,bcch,11280,11127,0.021,0.0229,0.0226,0.0237,0.0254,0.0264,0.0329,0.0016
5,5.1,70,bhco,11280,11127,0.0218,0.0238,0.0235,0.0248,0.0249,0.0257,0.0334,0.0014
5,5.1,70,bhvi,11280,11127,0.005,0.0063,0.0062,0.0068,0.0072,0.0073,0.0077,5e-4
5,5.1,70,blbw,11280,11127,0.0015,0.0031,0.0032,0.0034,0.0035,0.0035,0.0036,4e-4
5,5.1,70,blja,11280,11127,0.0019,0.0023,0.0022,0.0023,0.0023,0.0025,0.0026,1e-4
5,5.1,70,blpw,11280,11127,0.0121,0.0908,0.0578,0.1266,0.2263,0.2942,0.5673,0.089
5,5.1,70,boch,11280,11127,0.0278,0.0417,0.0422,0.0459,0.0476,0.0482,0.0504,0.0042
5,5.1,70,brbl,11280,11127,0.003,0.0035,0.0035,0.0035,0.0035,0.0036,0.0037,1e-4
5,5.1,70,brcr,11280,11127,0.0138,0.0168,0.0169,0.0172,0.0174,0.0174,0.0178,6e-4
5,5.1,70,btnw,11280,11127,0.0032,0.0042,0.0043,0.0044,0.0044,0.0044,0.0052,2e-4
5,5.1,70,cawa,11280,11127,0.002,0.0027,0.0028,0.0029,0.003,0.003,0.0047,3e-4
5,5.1,70,ccsp,11280,11127,0.0016,0.0028,0.0028,0.0035,0.0038,0.004,0.0047,7e-4
5,5.1,70,cedw,11280,11127,0.042,0.0485,0.0489,0.0498,0.0511,0.052,0.0679,0.0027
5,5.1,70,chsp,11280,11127,0.0754,0.1013,0.0973,0.1151,0.1273,0.1334,0.1611,0.0166
5,5.1,70,cmwa,11280,11127,0.0066,0.0096,0.0094,0.0108,0.0124,0.0131,0.0264,0.0018
5,5.1,70,cogr,11280,11127,0.0211,0.0218,0.0216,0.0221,0.0227,0.0233,0.0289,7e-4
5,5.1,70,conw,11280,11127,6e-4,9e-4,9e-4,0.001,0.001,0.0011,0.0012,1e-4
5,5.1,70,cora,11280,11127,0.013,0.0168,0.0164,0.018,0.0191,0.0202,0.0318,0.0018
5,5.1,70,core,11280,11127,0.0183,0.2096,0.0659,0.4783,0.5452,0.5751,0.9228,0.2193
5,5.1,70,coye,11280,11127,0.0148,0.0179,0.0183,0.0188,0.019,0.0191,0.0206,0.0011
5,5.1,70,cswa,11280,11127,0.0024,0.0033,0.0034,0.0036,0.0036,0.0037,0.0041,3e-4
5,5.1,70,deju,11280,11127,0.0525,0.072,0.0693,0.0774,0.0836,0.0899,0.1434,0.0109
5,5.1,70,eaki,11280,11127,0.0027,0.0034,0.0031,0.0032,0.0045,0.0062,0.0071,9e-4
5,5.1,70,eaph,11280,11127,0.0015,0.0019,0.0017,0.0018,0.002,0.0034,0.0076,7e-4
5,5.1,70,evgr,11280,11127,0.0024,0.0036,0.0034,0.0046,0.0048,0.0049,0.0082,8e-4
5,5.1,70,fosp,11280,11127,0.0121,0.0271,0.0198,0.0336,0.0524,0.0684,0.1489,0.0182
5,5.1,70,gcki,11280,11127,0.0256,0.0413,0.0428,0.0442,0.0447,0.0451,0.0471,0.0038
5,5.1,70,gcth,11280,11127,0.0145,0.0354,0.0342,0.0449,0.0522,0.0577,0.0857,0.0122
5,5.1,70,graj,11280,11127,0.0242,0.0408,0.0369,0.0488,0.0547,0.0625,0.118,0.0131
5,5.1,70,heth,11280,11127,0.0156,0.0219,0.0216,0.0238,0.0251,0.026,0.0327,0.0023
5,5.1,70,hola,11280,11127,0.0069,0.0082,0.0078,0.0087,0.0097,0.0115,0.0158,0.0013
5,5.1,70,lcsp,11280,11127,0.0016,0.0021,0.0021,0.0023,0.0024,0.0025,0.0029,2e-4
5,5.1,70,lefl,11280,11127,0.0199,0.0215,0.0214,0.0217,0.022,0.0223,0.0289,7e-4
5,5.1,70,lisp,11280,11127,0.012,0.0256,0.0218,0.0298,0.0417,0.0491,0.075,0.0102
5,5.1,70,mawa,11280,11127,0.0236,0.0288,0.0284,0.0304,0.0317,0.0323,0.0351,0.0018
5,5.1,70,mowa,11280,11127,0.0019,0.0022,0.0022,0.0023,0.0024,0.0024,0.0027,1e-4
5,5.1,70,nawa,11280,11127,0.0034,0.0093,0.0097,0.0105,0.0111,0.0115,0.0138,0.0018
5,5.1,70,nowa,11280,11127,0.0033,0.0162,0.0126,0.0249,0.0333,0.0385,0.0604,0.0105
5,5.1,70,ocwa,11280,11127,0.0343,0.0718,0.0799,0.0882,0.0917,0.096,0.1636,0.0196
5,5.1,70,osfl,11280,11127,0.0026,0.0037,0.0035,0.0041,0.0046,0.0048,0.0067,6e-4
5,5.1,70,oven,11280,11127,0.0054,0.0079,0.0083,0.0086,0.0087,0.0088,0.0092,9e-4
5,5.1,70,pawa,11280,11127,0.0042,0.0109,0.0092,0.0127,0.0176,0.024,0.0577,0.0058
5,5.1,70,phvi,11280,11127,0.0039,0.0065,0.0066,0.0068,0.007,0.007,0.0134,8e-4
5,5.1,70,pigr,11280,11127,0.0044,0.0106,0.0092,0.0142,0.016,0.0175,0.0385,0.0041
5,5.1,70,pisi,11280,11127,0.0194,0.0266,0.0261,0.0295,0.0312,0.0326,0.0405,0.0032
5,5.1,70,pufi,11280,11127,0.006,0.0076,0.0079,0.0082,0.0083,0.0085,0.0116,7e-4
5,5.1,70,rbgr,11280,11127,8e-4,0.0014,0.0012,0.0017,0.0018,0.0019,0.003,3e-4
5,5.1,70,rbnu,11280,11127,0.0092,0.0113,0.0113,0.0116,0.0117,0.0118,0.0128,4e-4
5,5.1,70,rcki,11280,11127,0.0267,0.0423,0.0411,0.0455,0.0524,0.058,0.0755,0.007
5,5.1,70,revi,11280,11127,0.0107,0.0119,0.0118,0.0121,0.0125,0.0129,0.0136,4e-4
5,5.1,70,rubl,11280,11127,0.0033,0.0091,0.0068,0.0124,0.0171,0.0205,0.0448,0.0053
5,5.1,70,rwbl,11280,11127,0.013,0.0134,0.0133,0.0134,0.0135,0.0143,0.0209,7e-4
5,5.1,70,savs,11280,11127,0.0765,0.2049,0.1581,0.3177,0.3482,0.3968,0.6608,0.1115
5,5.1,70,sosp,11280,11127,0.0131,0.0142,0.014,0.0146,0.0152,0.0158,0.0192,7e-4
5,5.1,70,swsp,11280,11127,0.0029,0.0084,0.0065,0.0108,0.0159,0.0194,0.0326,0.0046
5,5.1,70,swth,11280,11127,0.0444,0.0821,0.0736,0.1023,0.1176,0.1421,0.1804,0.0257
5,5.1,70,tewa,11280,11127,0.0152,0.0263,0.0254,0.0293,0.033,0.0369,0.0527,0.0052
5,5.1,70,tres,11280,11127,0.022,0.0275,0.0263,0.0289,0.0302,0.0327,0.1654,0.0069
5,5.1,70,vath,11280,11127,0.0144,0.0148,0.0148,0.015,0.0151,0.0152,0.0187,2e-4
5,5.1,70,vesp,11280,11127,0.0031,0.0032,0.0031,0.0032,0.0032,0.0033,0.0043,1e-4
5,5.1,70,wavi,11280,11127,0.0089,0.0114,0.0114,0.012,0.0124,0.0128,0.015,8e-4
5,5.1,70,wcsp,11280,11127,0.0998,0.1688,0.1671,0.1973,0.213,0.2245,0.381,0.0323
5,5.1,70,weta,11280,11127,0.0025,0.0114,0.0117,0.0122,0.0124,0.0125,0.0132,0.0012
5,5.1,70,wewp,11280,11127,0.0028,0.0075,0.0076,0.0078,0.008,0.0081,0.0092,7e-4
5,5.1,70,wiwa,11280,11127,0.0128,0.0382,0.0375,0.0499,0.0532,0.0586,0.0808,0.0124
