bcr,rep,species,dissim,ks_cmi,ks_gpp,ks_led,bc_lcc
BCR4,1,deciduousbirds,0.292,0.188,0.169,0.101,0.164
BCR4,1,deciduousbirds,0.164,0.141,0.09,0.132,0.091
BCR4,1,deciduousbirds,0.263,0.141,0.177,0.065,0.14
BCR4,0,deciduousbirds,0.278,0.315,0.373,0.241,0.339
BCR4,0,deciduousbirds,0.327,0.338,0.223,0.226,0.254
BCR4,0,deciduousbirds,0.507,0.526,0.311,0.391,0.226
BCR4,0,deciduousbirds,0.278,0.315,0.373,0.241,0.339
BCR4,0,deciduousbirds,0.278,0.278,0.28,0.222,0.272
BCR4,0,deciduousbirds,0.274,0.28,0.305,0.221,0.257
BCR4,0,deciduousbirds,0.375,0.376,0.215,0.264,0.219
BCR4,0,deciduousbirds,0.29,0.302,0.248,0.216,0.271
BCR4,0,deciduousbirds,0.376,0.378,0.214,0.26,0.218
BCR4,0,deciduousbirds,0.365,0.366,0.209,0.242,0.214
BCR4,0,deciduousbirds,0.391,0.404,0.316,0.311,0.254
BCR4,0,deciduousbirds,0.294,0.296,0.304,0.222,0.239
BCR4,0,deciduousbirds,0.388,0.4,0.271,0.279,0.217
BCR4,0,deciduousbirds,0.433,0.326,0.407,0.209,0.39
BCR4,0,deciduousbirds,0.293,0.331,0.386,0.255,0.344
BCR4,0,deciduousbirds,0.402,0.414,0.267,0.289,0.211
BCR4,0,deciduousbirds,0.267,0.27,0.42,0.218,0.325
BCR4,0,deciduousbirds,0.374,0.39,0.313,0.309,0.274
BCR4,0,deciduousbirds,0.48,0.503,0.287,0.382,0.231
BCR4,0,deciduousbirds,0.27,0.272,0.3,0.22,0.26
BCR4,0,deciduousbirds,0.37,0.372,0.217,0.262,0.223
BCR4,0,deciduousbirds,0.3,0.312,0.252,0.224,0.272
BCR4,0,deciduousbirds,0.365,0.366,0.211,0.246,0.216
BCR4,0,deciduousbirds,0.294,0.294,0.28,0.223,0.258
BCR4,0,deciduousbirds,0.376,0.389,0.298,0.331,0.26
BCR4,0,deciduousbirds,0.246,0.259,0.265,0.204,0.266
BCR4,0,deciduousbirds,0.242,0.288,0.289,0.203,0.25
BCR4,0,deciduousbirds,0.272,0.273,0.226,0.218,0.255
BCR4,0,deciduousbirds,0.328,0.331,0.217,0.248,0.22
BCR4,0,deciduousbirds,0.396,0.282,0.351,0.208,0.31
BCR4,0,deciduousbirds,0.465,0.357,0.406,0.221,0.395
BCR4,0,deciduousbirds,0.467,0.382,0.428,0.206,0.375
BCR4,0,deciduousbirds,0.3,0.283,0.401,0.25,0.275
BCR4,0,deciduousbirds,0.391,0.409,0.279,0.33,0.237
BCR4,0,deciduousbirds,0.307,0.315,0.243,0.248,0.23
BCR4,0,deciduousbirds,0.305,0.281,0.213,0.258,0.211
BCR4,0,deciduousbirds,0.301,0.351,0.267,0.246,0.233
BCR4,0,deciduousbirds,0.298,0.315,0.239,0.219,0.21
BCR4,0,deciduousbirds,0.288,0.263,0.22,0.291,0.208
BCR4,0,deciduousbirds,0.265,0.242,0.208,0.262,0.209
BCR4,0,deciduousbirds,0.285,0.264,0.222,0.255,0.224
BCR4,0,deciduousbirds,0.078,0.408,0.202,0.206,0.292
BCR4,0,deciduousbirds,0.282,0.226,0.406,0.202,0.317
BCR4,0,deciduousbirds,0.321,0.299,0.214,0.297,0.205
BCR4,0,deciduousbirds,0.32,0.298,0.223,0.223,0.213
BCR4,0,deciduousbirds,0.254,0.33,0.21,0.204,0.206
BCR4,0,deciduousbirds,0.262,0.286,0.202,0.238,0.204
BCR4,0,deciduousbirds,0.317,0.315,0.209,0.237,0.209
BCR4,0,deciduousbirds,0.432,0.403,0.261,0.266,0.228
BCR4,0,deciduousbirds,0.308,0.281,0.368,0.218,0.231
BCR4,0,deciduousbirds,0.315,0.302,0.221,0.221,0.215
BCR4,0,deciduousbirds,0.288,0.381,0.242,0.216,0.236
BCR4,0,deciduousbirds,0.237,0.322,0.207,0.208,0.209
BCR4,0,deciduousbirds,0.238,0.323,0.208,0.209,0.209
BCR4,0,deciduousbirds,0.253,0.341,0.226,0.221,0.204
BCR4,0,deciduousbirds,0.252,0.34,0.225,0.22,0.203
BCR4,0,deciduousbirds,0.257,0.327,0.236,0.229,0.214
BCR4,0,deciduousbirds,0.283,0.299,0.21,0.232,0.216
BCR4,0,deciduousbirds,0.264,0.343,0.242,0.216,0.225
BCR4,0,deciduousbirds,0.252,0.371,0.234,0.204,0.225
BCR4,0,deciduousbirds,0.311,0.386,0.277,0.245,0.246
BCR4,0,deciduousbirds,0.432,0.422,0.282,0.247,0.226
BCR4,0,deciduousbirds,0.35,0.379,0.244,0.202,0.21
BCR4,0,deciduousbirds,0.452,0.439,0.27,0.275,0.227
BCR4,0,deciduousbirds,0.366,0.408,0.248,0.21,0.208
BCR4,0,deciduousbirds,0.449,0.457,0.285,0.262,0.226
BCR4,0,deciduousbirds,0.473,0.371,0.273,0.297,0.202
BCR4,0,deciduousbirds,0.494,0.419,0.287,0.301,0.233
BCR4,0,deciduousbirds,0.483,0.443,0.277,0.294,0.228
BCR4,0,deciduousbirds,0.39,0.383,0.236,0.232,0.205
BCR4,0,deciduousbirds,0.483,0.444,0.278,0.294,0.228
BCR4,0,deciduousbirds,0.487,0.408,0.275,0.329,0.207
BCR4,0,deciduousbirds,0.501,0.398,0.304,0.304,0.228
BCR4,0,deciduousbirds,0.557,0.501,0.335,0.344,0.305
BCR4,0,deciduousbirds,0.506,0.403,0.309,0.307,0.235
BCR4,0,deciduousbirds,0.491,0.44,0.301,0.286,0.241
BCR4,0,deciduousbirds,0.491,0.44,0.301,0.286,0.241
BCR4,0,deciduousbirds,0.458,0.438,0.288,0.257,0.236
BCR4,0,deciduousbirds,0.459,0.438,0.289,0.258,0.237
BCR4,0,deciduousbirds,0.468,0.455,0.291,0.276,0.246
BCR4,0,deciduousbirds,0.555,0.504,0.333,0.343,0.304
BCR4,0,deciduousbirds,0.506,0.463,0.284,0.332,0.235
BCR4,0,deciduousbirds,0.634,0.553,0.398,0.363,0.392
BCR4,0,deciduousbirds,0.495,0.47,0.305,0.277,0.252
BCR4,0,deciduousbirds,0.508,0.582,0.25,0.387,0.219
BCR4,0,deciduousbirds,0.523,0.461,0.314,0.314,0.259
BCR4,0,deciduousbirds,0.541,0.492,0.334,0.297,0.278
BCR4,0,deciduousbirds,0.534,0.494,0.344,0.265,0.292
BCR4,0,deciduousbirds,0.554,0.519,0.353,0.298,0.328
BCR4,0,deciduousbirds,0.46,0.637,0.209,0.242,0.259
BCR4,0,deciduousbirds,0.457,0.456,0.269,0.287,0.224
BCR4,0,deciduousbirds,0.542,0.531,0.34,0.297,0.317
BCR4,0,deciduousbirds,0.562,0.737,0.249,0.341,0.301
BCR4,0,deciduousbirds,0.562,0.737,0.249,0.341,0.301
BCR4,0,deciduousbirds,0.547,0.561,0.313,0.308,0.299
BCR4,0,deciduousbirds,0.487,0.466,0.281,0.319,0.227
BCR4,0,deciduousbirds,0.422,0.396,0.256,0.271,0.203
BCR4,0,deciduousbirds,0.416,0.391,0.254,0.269,0.201
BCR4,0,deciduousbirds,0.393,0.416,0.242,0.253,0.205
BCR4,0,deciduousbirds,0.451,0.394,0.284,0.245,0.21
BCR4,0,deciduousbirds,0.47,0.359,0.291,0.286,0.212
BCR4,0,deciduousbirds,0.514,0.469,0.304,0.31,0.25
BCR4,0,deciduousbirds,0.47,0.359,0.291,0.286,0.212
BCR4,0,deciduousbirds,0.455,0.402,0.279,0.265,0.227
BCR4,0,deciduousbirds,0.424,0.403,0.266,0.235,0.222
BCR4,0,deciduousbirds,0.424,0.403,0.266,0.235,0.222
BCR4,0,deciduousbirds,0.422,0.421,0.264,0.244,0.227
BCR4,0,deciduousbirds,0.502,0.465,0.306,0.302,0.244
BCR4,0,deciduousbirds,0.407,0.379,0.267,0.249,0.213
BCR4,0,deciduousbirds,0.444,0.397,0.286,0.268,0.224
BCR4,0,deciduousbirds,0.417,0.404,0.274,0.238,0.22
BCR4,0,deciduousbirds,0.409,0.418,0.268,0.239,0.223
BCR4,0,deciduousbirds,0.518,0.475,0.342,0.269,0.257
BCR4,0,deciduousbirds,0.419,0.389,0.266,0.254,0.22
BCR4,0,deciduousbirds,0.465,0.426,0.339,0.252,0.249
BCR4,0,deciduousbirds,0.452,0.428,0.333,0.229,0.242
BCR4,0,deciduousbirds,0.44,0.436,0.317,0.224,0.24
BCR4,0,deciduousbirds,0.419,0.459,0.263,0.225,0.206
BCR4,0,deciduousbirds,0.51,0.6,0.267,0.373,0.219
BCR4,0,deciduousbirds,0.403,0.433,0.249,0.247,0.219
BCR4,0,deciduousbirds,0.526,0.458,0.383,0.279,0.265
BCR4,0,deciduousbirds,0.444,0.624,0.218,0.219,0.226
BCR4,0,deciduousbirds,0.484,0.46,0.361,0.243,0.257
BCR4,0,deciduousbirds,0.454,0.479,0.323,0.237,0.246
BCR4,0,deciduousbirds,0.447,0.636,0.223,0.229,0.233
BCR4,0,deciduousbirds,0.464,0.504,0.293,0.248,0.23
BCR4,0,deciduousbirds,0.56,0.509,0.376,0.293,0.286
BCR4,0,deciduousbirds,0.52,0.45,0.377,0.273,0.263
BCR4,0,deciduousbirds,0.444,0.626,0.222,0.217,0.227
BCR4,0,deciduousbirds,0.444,0.626,0.222,0.217,0.227
BCR4,0,deciduousbirds,0.482,0.457,0.359,0.24,0.256
BCR4,0,deciduousbirds,0.46,0.461,0.34,0.226,0.251
BCR4,0,deciduousbirds,0.56,0.503,0.369,0.289,0.284
BCR4,0,deciduousbirds,0.445,0.63,0.221,0.223,0.23
BCR4,0,deciduousbirds,0.446,0.63,0.224,0.22,0.228
BCR4,0,deciduousbirds,0.457,0.498,0.289,0.243,0.227
BCR4,0,deciduousbirds,0.445,0.63,0.221,0.223,0.23
BCR4,0,deciduousbirds,0.562,0.501,0.388,0.255,0.302
BCR4,0,deciduousbirds,0.517,0.463,0.394,0.238,0.276
BCR4,0,deciduousbirds,0.492,0.466,0.371,0.223,0.27
BCR4,0,deciduousbirds,0.484,0.508,0.312,0.242,0.243
BCR4,0,deciduousbirds,0.481,0.483,0.351,0.234,0.263
BCR4,0,deciduousbirds,0.525,0.51,0.377,0.278,0.296
BCR4,0,deciduousbirds,0.483,0.669,0.25,0.213,0.273
BCR4,0,deciduousbirds,0.571,0.517,0.394,0.277,0.329
BCR4,0,deciduousbirds,0.365,0.442,0.248,0.209,0.203
BCR4,0,deciduousbirds,0.447,0.662,0.223,0.204,0.254
BCR4,0,deciduousbirds,0.571,0.516,0.399,0.276,0.327
BCR4,0,deciduousbirds,0.519,0.528,0.333,0.278,0.266
BCR4,0,deciduousbirds,0.571,0.516,0.399,0.276,0.327
BCR4,0,deciduousbirds,0.46,0.475,0.286,0.272,0.224
BCR4,0,deciduousbirds,0.562,0.535,0.381,0.288,0.325
BCR4,0,deciduousbirds,0.563,0.535,0.386,0.286,0.323
BCR4,0,deciduousbirds,0.465,0.683,0.233,0.214,0.265
BCR4,0,deciduousbirds,0.522,0.527,0.335,0.282,0.275
BCR4,0,deciduousbirds,0.567,0.571,0.351,0.298,0.304
BCR4,0,deciduousbirds,0.475,0.72,0.204,0.249,0.239
BCR4,0,deciduousbirds,0.665,0.564,0.458,0.356,0.406
BCR4,0,deciduousbirds,0.61,0.806,0.309,0.328,0.319
BCR4,0,deciduousbirds,0.665,0.565,0.453,0.359,0.409
BCR4,0,deciduousbirds,0.366,0.372,0.249,0.256,0.272
BCR4,0,deciduousbirds,0.366,0.372,0.249,0.256,0.272
BCR4,0,deciduousbirds,0.368,0.377,0.255,0.256,0.28
BCR4,0,deciduousbirds,0.368,0.377,0.255,0.256,0.28
BCR4,0,deciduousbirds,0.499,0.552,0.311,0.24,0.357
BCR4,0,deciduousbirds,0.365,0.377,0.255,0.26,0.275
BCR4,0,deciduousbirds,0.368,0.377,0.255,0.256,0.28
BCR4,0,deciduousbirds,0.365,0.38,0.257,0.263,0.279
BCR4,0,deciduousbirds,0.5,0.557,0.314,0.243,0.362
BCR4,0,deciduousbirds,0.361,0.375,0.251,0.263,0.271
BCR4,0,deciduousbirds,0.589,0.58,0.343,0.328,0.378
BCR4,0,deciduousbirds,0.59,0.582,0.343,0.326,0.378
BCR4,0,deciduousbirds,0.366,0.372,0.249,0.256,0.272
BCR4,0,deciduousbirds,0.368,0.377,0.255,0.256,0.28
BCR4,0,deciduousbirds,0.366,0.372,0.249,0.256,0.272
BCR4,0,deciduousbirds,0.376,0.426,0.26,0.225,0.289
BCR4,0,deciduousbirds,0.498,0.551,0.31,0.242,0.356
BCR4,0,deciduousbirds,0.377,0.429,0.263,0.226,0.293
BCR4,1,deciduousbirds,0.273,0.172,0.16,0.112,0.157
BCR4,1,deciduousbirds,0.112,0.154,0.112,0.115,0.101
BCR4,1,deciduousbirds,0.144,0.1,0.087,0.006,0.083
BCR4,1,deciduousbirds,0.077,0.105,0.056,0.007,0.092
BCR4,1,deciduousbirds,0.104,0.19,0.16,0.012,0.074
BCR4,1,deciduousbirds,0.314,0.188,0.093,0.029,0.138
BCR4,1,deciduousbirds,0.058,0.039,0.023,0.022,0.095
BCR4,1,deciduousbirds,0.073,0.052,0.029,0.011,0.1
BCR4,1,deciduousbirds,0.125,0.046,0.04,0.02,0.102
BCR4,1,deciduousbirds,0.147,0.187,0.137,0.102,0.143
BCR4,1,deciduousbirds,0.088,0.056,0.041,0.01,0.075
BCR4,1,deciduousbirds,0.154,0.133,0.058,0.098,0.121
BCR4,1,deciduousbirds,0.223,0.133,0.105,0.009,0.127
BCR4,1,deciduousbirds,0.162,0.109,0.048,0.004,0.081
BCR4,1,deciduousbirds,0.094,0.048,0.032,0.013,0.089
BCR4,1,deciduousbirds,0.086,0.139,0.075,0.116,0.065
BCR4,1,deciduousbirds,0.194,0.069,0.09,0.006,0.149
BCR4,1,deciduousbirds,0.115,0.076,0.046,0.006,0.056
BCR4,1,deciduousbirds,0.225,0.035,0.032,0.022,0.145
BCR4,1,deciduousbirds,0.154,0.141,0.066,0.109,0.128
BCR4,1,deciduousbirds,0.063,0.044,0.026,0.018,0.096
BCR4,1,deciduousbirds,0.108,0.154,0.059,0.085,0.095
BCR4,1,deciduousbirds,0.299,0.124,0.054,0.104,0.16
BCR4,1,deciduousbirds,0.172,0.13,0.072,0.107,0.129
BCR4,1,deciduousbirds,0.121,0.164,0.117,0.065,0.116
BCR4,1,deciduousbirds,0.153,0.029,0.036,0.009,0.121
BCR4,1,deciduousbirds,0.067,0.082,0.099,0.006,0.108
BCR4,1,deciduousbirds,0.137,0.154,0.144,0.028,0.158
BCR4,1,deciduousbirds,0.067,0.142,0.183,0.029,0.162
BCR4,1,deciduousbirds,0.169,0.112,0.117,0.016,0.149
BCR4,1,deciduousbirds,0.154,0.079,0.092,0.006,0.095
BCR4,1,deciduousbirds,0.095,0.138,0.033,0.118,0.071
BCR4,1,deciduousbirds,0.202,0.144,0.102,0.009,0.136
BCR4,1,deciduousbirds,0.076,0.07,0.045,0.005,0.085
BCR4,1,deciduousbirds,0.175,0.088,0.091,0.008,0.087
BCR4,1,deciduousbirds,0.144,0.085,0.048,0.016,0.082
BCR4,1,deciduousbirds,0.077,0.084,0.056,0.064,0.098
BCR4,1,deciduousbirds,0.124,0.034,0.097,0.012,0.09
BCR4,1,deciduousbirds,0.145,0.187,0.088,0.098,0.109
BCR4,1,deciduousbirds,0.077,0.136,0.062,0.102,0.053
BCR4,1,deciduousbirds,0.155,0.093,0.129,0.058,0.158
BCR4,1,deciduousbirds,0.147,0.047,0.099,0.006,0.157
BCR4,1,deciduousbirds,0.09,0.143,0.083,0.005,0.112
BCR4,1,deciduousbirds,0.063,0.045,0.077,0.011,0.087
BCR4,1,deciduousbirds,0.034,0.097,0.089,0.011,0.078
BCR4,1,deciduousbirds,0.223,0.045,0.079,0.007,0.125
BCR4,1,deciduousbirds,0.103,0.131,0.057,0.084,0.104
BCR4,1,deciduousbirds,0.173,0.123,0.026,0.009,0.099
BCR4,1,deciduousbirds,0.082,0.048,0.043,0.022,0.121
BCR4,1,deciduousbirds,0.138,0.147,0.094,0.079,0.108
BCR4,1,deciduousbirds,0.12,0.039,0.108,0.011,0.107
BCR4,1,deciduousbirds,0.229,0.073,0.074,0.017,0.143
BCR4,1,deciduousbirds,0.191,0.019,0.019,0.022,0.131
BCR4,1,deciduousbirds,0.172,0.064,0.075,0.006,0.121
BCR4,1,deciduousbirds,0.295,0.128,0.056,0.106,0.143
BCR4,1,deciduousbirds,0.168,0.075,0.1,0.022,0.097
BCR4,1,deciduousbirds,0.157,0.076,0.03,0.011,0.114
BCR4,1,deciduousbirds,0.169,0.126,0.041,0.096,0.141
BCR4,1,deciduousbirds,0.074,0.049,0.022,0.018,0.099
BCR4,1,deciduousbirds,0.099,0.064,0.039,0.056,0.089
BCR4,1,deciduousbirds,0.095,0.087,0.076,0.065,0.106
BCR4,1,deciduousbirds,0.165,0.129,0.086,0.097,0.107
BCR4,1,deciduousbirds,0.151,0.154,0.081,0.098,0.156
BCR4,1,deciduousbirds,0.097,0.139,0.131,0.007,0.063
BCR4,1,deciduousbirds,0.068,0.057,0.072,0.011,0.126
BCR4,1,deciduousbirds,0.221,0.042,0.073,0.006,0.115
BCR4,1,deciduousbirds,0.148,0.134,0.047,0.097,0.082
BCR4,1,deciduousbirds,0.111,0.059,0.079,0.015,0.136
BCR4,1,deciduousbirds,0.095,0.086,0.036,0.022,0.093
BCR4,1,deciduousbirds,0.18,0.035,0.04,0.011,0.054
BCR4,1,deciduousbirds,0.343,0.185,0.088,0.128,0.148
BCR4,1,deciduousbirds,0.185,0.133,0.091,0.009,0.109
BCR4,1,deciduousbirds,0.16,0.039,0.061,0.017,0.125
BCR4,1,deciduousbirds,0.279,0.076,0.121,0.018,0.155
BCR4,1,deciduousbirds,0.06,0.041,0.023,0.013,0.089
BCR4,1,deciduousbirds,0.042,0.091,0.112,0.011,0.095
BCR4,1,deciduousbirds,0.175,0.128,0.059,0.113,0.131
BCR4,1,deciduousbirds,0.21,0.103,0.121,0.016,0.183
BCR4,1,deciduousbirds,0.139,0.194,0.043,0.118,0.103
BCR4,1,deciduousbirds,0.187,0.081,0.145,0.006,0.175
BCR4,1,deciduousbirds,0.199,0.101,0.114,0.056,0.167
BCR4,1,deciduousbirds,0.196,0.067,0.036,0.005,0.098
BCR4,1,deciduousbirds,0.155,0.052,0.077,0.017,0.13
BCR4,1,deciduousbirds,0.171,0.144,0.134,0.009,0.134
BCR4,1,deciduousbirds,0.15,0.064,0.095,0.007,0.097
BCR4,1,deciduousbirds,0.239,0.118,0.092,0.014,0.113
BCR4,1,deciduousbirds,0.064,0.028,0.054,0.007,0.073
BCR4,1,deciduousbirds,0.095,0.05,0.032,0.022,0.11
BCR4,1,deciduousbirds,0.204,0.097,0.132,0.011,0.128
BCR4,1,deciduousbirds,0.148,0.15,0.082,0.097,0.124
BCR4,1,deciduousbirds,0.048,0.184,0.104,0.004,0.109
BCR4,1,deciduousbirds,0.141,0.064,0.071,0.012,0.118
BCR4,1,deciduousbirds,0.146,0.124,0.085,0.097,0.109
BCR4,1,deciduousbirds,0.199,0.041,0.115,0.017,0.171
BCR4,1,deciduousbirds,0.159,0.128,0.074,0.113,0.147
BCR4,1,deciduousbirds,0.172,0.072,0.057,0.007,0.136
BCR4,1,deciduousbirds,0.057,0.15,0.152,0.02,0.124
BCR4,1,deciduousbirds,0.053,0.042,0.051,0.056,0.097
BCR4,1,deciduousbirds,0.21,0.035,0.062,0.022,0.173
BCR4,1,deciduousbirds,0.156,0.1,0.113,0.088,0.14
BCR4,1,deciduousbirds,0.277,0.113,0.088,0.011,0.196
BCR4,1,deciduousbirds,0.066,0.044,0.045,0.011,0.077
BCR4,1,deciduousbirds,0.133,0.052,0.112,0.005,0.13
BCR4,1,deciduousbirds,0.249,0.149,0.078,0.125,0.164
BCR4,1,deciduousbirds,0.272,0.068,0.088,0.016,0.183
BCR4,1,deciduousbirds,0.277,0.134,0.062,0.016,0.111
BCR4,1,deciduousbirds,0.171,0.148,0.099,0.009,0.096
BCR4,1,deciduousbirds,0.142,0.133,0.044,0.097,0.082
BCR4,1,deciduousbirds,0.214,0.03,0.019,0.022,0.142
BCR4,1,deciduousbirds,0.082,0.047,0.068,0.009,0.126
BCR4,1,deciduousbirds,0.082,0.044,0.041,0.012,0.092
BCR4,1,deciduousbirds,0.212,0.067,0.062,0.006,0.117
BCR4,1,deciduousbirds,0.243,0.052,0.044,0.022,0.152
BCR4,1,deciduousbirds,0.198,0.165,0.12,0.011,0.185
BCR4,1,deciduousbirds,0.097,0.061,0.055,0.009,0.138
BCR4,1,deciduousbirds,0.221,0.136,0.066,0.113,0.13
BCR4,1,deciduousbirds,0.241,0.148,0.129,0.012,0.162
BCR4,1,deciduousbirds,0.077,0.141,0.095,0.119,0.083
BCR4,1,deciduousbirds,0.065,0.065,0.051,0.006,0.158
BCR4,1,deciduousbirds,0.229,0.04,0.061,0.022,0.178
BCR4,1,deciduousbirds,0.174,0.121,0.024,0.009,0.093
BCR4,1,deciduousbirds,0.219,0.067,0.063,0.006,0.129
BCR4,1,deciduousbirds,0.123,0.04,0.049,0.009,0.104
BCR4,1,deciduousbirds,0.314,0.194,0.097,0.018,0.112
BCR4,1,deciduousbirds,0.121,0.072,0.051,0.015,0.088
BCR4,1,deciduousbirds,0.115,0.033,0.092,0.012,0.081
BCR4,1,deciduousbirds,0.125,0.08,0.061,0.011,0.091
BCR4,1,deciduousbirds,0.286,0.1,0.092,0.016,0.18
BCR4,1,deciduousbirds,0.13,0.052,0.047,0.022,0.099
BCR4,1,deciduousbirds,0.053,0.044,0.037,0.012,0.073
BCR4,1,deciduousbirds,0.169,0.054,0.057,0.006,0.128
BCR4,1,deciduousbirds,0.085,0.042,0.032,0.005,0.046
BCR4,1,deciduousbirds,0.159,0.1,0.086,0.01,0.127
BCR4,1,deciduousbirds,0.082,0.029,0.056,0.009,0.121
BCR4,1,deciduousbirds,0.18,0.038,0.079,0.006,0.082
BCR4,1,deciduousbirds,0.176,0.135,0.071,0.114,0.138
BCR4,1,deciduousbirds,0.104,0.062,0.08,0.018,0.085
BCR4,1,deciduousbirds,0.18,0.136,0.067,0.115,0.144
BCR4,1,deciduousbirds,0.087,0.055,0.072,0.056,0.101
BCR4,1,deciduousbirds,0.114,0.043,0.08,0.022,0.143
BCR4,1,deciduousbirds,0.242,0.056,0.114,0.013,0.169
BCR4,1,deciduousbirds,0.089,0.043,0.025,0.022,0.085
BCR4,1,deciduousbirds,0.114,0.068,0.079,0.011,0.145
BCR4,1,deciduousbirds,0.148,0.053,0.041,0.006,0.143
BCR4,1,deciduousbirds,0.12,0.191,0.033,0.13,0.058
BCR4,1,deciduousbirds,0.188,0.036,0.079,0.012,0.107
BCR4,1,deciduousbirds,0.099,0.074,0.037,0.015,0.079
BCR4,1,deciduousbirds,0.117,0.168,0.119,0.009,0.075
BCR4,1,deciduousbirds,0.059,0.047,0.04,0.013,0.108
BCR4,1,deciduousbirds,0.117,0.157,0.184,0.126,0.151
BCR4,1,deciduousbirds,0.17,0.086,0.053,0.006,0.064
BCR4,1,deciduousbirds,0.089,0.154,0.076,0.006,0.094
BCR4,1,deciduousbirds,0.236,0.114,0.109,0.056,0.182
BCR4,1,deciduousbirds,0.098,0.087,0.066,0.012,0.159
BCR4,1,deciduousbirds,0.123,0.174,0.071,0.009,0.097
BCR4,1,deciduousbirds,0.114,0.118,0.061,0.007,0.078
BCR4,1,deciduousbirds,0.066,0.049,0.046,0.01,0.087
BCR4,1,deciduousbirds,0.253,0.138,0.069,0.016,0.098
BCR4,1,deciduousbirds,0.116,0.13,0.048,0.009,0.102
BCR4,1,deciduousbirds,0.075,0.08,0.032,0.012,0.069
BCR4,1,deciduousbirds,0.054,0.084,0.087,0.016,0.083
BCR4,1,deciduousbirds,0.167,0.139,0.092,0.009,0.094
BCR4,1,deciduousbirds,0.127,0.11,0.062,0.01,0.076
BCR4,1,deciduousbirds,0.235,0.056,0.105,0.015,0.163
BCR4,1,deciduousbirds,0.205,0.098,0.112,0.016,0.153
BCR4,1,deciduousbirds,0.11,0.158,0.063,0.086,0.096
BCR4,1,deciduousbirds,0.199,0.04,0.021,0.057,0.112
BCR4,1,deciduousbirds,0.064,0.107,0.084,0.005,0.111
BCR4,1,deciduousbirds,0.283,0.11,0.118,0.022,0.158
BCR4,1,deciduousbirds,0.135,0.039,0.033,0.016,0.083
BCR4,1,deciduousbirds,0.197,0.181,0.121,0.009,0.174
BCR4,1,deciduousbirds,0.302,0.086,0.127,0.018,0.187
BCR4,1,deciduousbirds,0.124,0.025,0.055,0.011,0.096
BCR4,1,deciduousbirds,0.144,0.084,0.043,0.011,0.089
BCR4,1,deciduousbirds,0.299,0.181,0.1,0.098,0.196
BCR4,1,deciduousbirds,0.169,0.157,0.075,0.016,0.103
BCR4,1,deciduousbirds,0.173,0.111,0.132,0.009,0.127
BCR4,1,deciduousbirds,0.159,0.11,0.04,0.01,0.149
BCR4,1,deciduousbirds,0.096,0.06,0.1,0.006,0.101
BCR4,1,deciduousbirds,0.121,0.125,0.084,0.008,0.07
BCR4,1,deciduousbirds,0.145,0.132,0.077,0.103,0.144
BCR4,1,deciduousbirds,0.126,0.063,0.114,0.016,0.102
BCR4,1,deciduousbirds,0.141,0.162,0.059,0.106,0.131
BCR4,1,deciduousbirds,0.191,0.051,0.064,0.022,0.187
BCR4,1,deciduousbirds,0.241,0.053,0.041,0.022,0.151
BCR4,1,deciduousbirds,0.279,0.076,0.106,0.016,0.19
BCR4,1,deciduousbirds,0.251,0.143,0.123,0.011,0.182
BCR4,1,deciduousbirds,0.061,0.175,0.073,0.041,0.112
BCR4,1,deciduousbirds,0.092,0.046,0.039,0.056,0.075
BCR4,1,deciduousbirds,0.101,0.087,0.043,0.008,0.075
BCR4,1,deciduousbirds,0.185,0.085,0.107,0.012,0.159
BCR4,1,deciduousbirds,0.084,0.062,0.09,0.006,0.075
BCR4,1,deciduousbirds,0.056,0.031,0.031,0.017,0.092
BCR4,1,deciduousbirds,0.137,0.065,0.069,0.008,0.066
BCR4,1,deciduousbirds,0.344,0.185,0.082,0.015,0.138
BCR4,1,deciduousbirds,0.178,0.093,0.111,0.018,0.097
BCR4,1,deciduousbirds,0.277,0.068,0.099,0.017,0.187
BCR4,1,deciduousbirds,0.13,0.138,0.1,0.112,0.053
BCR4,1,deciduousbirds,0.098,0.133,0.073,0.113,0.161
BCR4,1,deciduousbirds,0.129,0.043,0.062,0.006,0.098
BCR4,1,deciduousbirds,0.131,0.138,0.1,0.112,0.053
BCR4,1,deciduousbirds,0.174,0.04,0.095,0.017,0.192
BCR4,1,deciduousbirds,0.312,0.187,0.095,0.142,0.153
BCR4,1,deciduousbirds,0.185,0.08,0.047,0.005,0.148
BCR4,1,deciduousbirds,0.083,0.09,0.063,0.064,0.097
BCR4,1,deciduousbirds,0.161,0.054,0.055,0.012,0.055
BCR4,1,deciduousbirds,0.205,0.025,0.023,0.022,0.134
BCR4,1,deciduousbirds,0.202,0.142,0.06,0.102,0.097
BCR4,1,deciduousbirds,0.054,0.154,0.104,0.006,0.085
BCR4,1,deciduousbirds,0.081,0.074,0.084,0.012,0.09
BCR4,1,deciduousbirds,0.117,0.18,0.032,0.117,0.067
BCR4,1,deciduousbirds,0.097,0.056,0.041,0.014,0.073
BCR4,1,deciduousbirds,0.151,0.142,0.053,0.11,0.122
BCR4,1,deciduousbirds,0.294,0.126,0.053,0.105,0.154
BCR4,1,deciduousbirds,0.096,0.138,0.063,0.123,0.07
BCR4,1,deciduousbirds,0.046,0.085,0.054,0.057,0.121
BCR4,1,deciduousbirds,0.106,0.14,0.106,0.124,0.145
